,id,valid,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,size,pre_pt_position,post_pt_position,ctr_pt_position,pial_distances,cortex_layer
276,151100391,t,88602839860969790,864691134947702012,88602839860978712,864691136422902319,7000,[173152 124812  22549],[173220 124788  22559],[173139 124800  22552],"[646.460087200645, 161.0419430955933, 901.9600000000003]",L2/3
277,132795126,t,87198351262864251,864691136534887842,87198351262859598,864691136422902319,2304,[162994 146166  23354],[162940 146164  23355],[163002 146130  23358],"[598.5382093052472, 242.59159728847496, 934.1600000000002]",L2/3
283,154038688,t,88606481993683296,864691135488408122,88606481993675931,864691136422902319,30532,[173392 151958  22956],[173440 152008  22950],[173364 152042  22945],"[637.9527149403013, 269.29641770622527, 918.2400000000002]",L2/3
299,158190104,t,89309001136844476,864691136227288657,89309001136846480,864691136422902319,3604,[178574 143448  22074],[178648 143466  22076],[178703 143504  22070],"[661.5686201254772, 237.1925144188556, 882.9600000000003]",L2/3
309,147020387,t,87831601173694692,864691135373632712,87831532454196206,864691136422902319,3716,[167798 145608  22659],[167750 145592  22653],[167812 145552  22659],"[617.8756182415909, 242.0428754749733, 906.3600000000002]",L2/3
316,157299603,t,89170806537559761,864691135815455055,89170875257045451,864691136422902319,18472,[177532 162430  24120],[177560 162534  24118],[177506 162488  24117],"[650.7989193884866, 312.46832031979346, 964.8000000000003]",L4
318,150141568,t,88536113249260912,864691135848178270,88536113249263177,864691136422902319,5684,[172654 152034  22720],[172670 151926  22712],[172666 151956  22712],"[634.9854528457392, 269.34197714185393, 908.8000000000003]",L2/3
328,132815737,t,87198900951520115,864691136065727640,87198900951533589,864691136422902319,1032,[163156 150632  22789],[163124 150694  22799],[163164 150676  22796],"[597.6267932811663, 260.4440962964865, 911.5600000000003]",L2/3
343,157042726,t,89240281458838977,864691135855949870,89240281458839065,864691136422902319,1896,[178102 155604  20613],[178016 155624  20607],[178054 155680  20609],"[655.4499437001178, 285.4669353765611, 824.5200000000002]",L4
355,144184027,t,87970895486273286,864691135837565843,87970895486263668,864691136422902319,5968,[168840 135200  22501],[168914 135320  22497],[168896 135236  22504],"[625.6562256253079, 200.9325629397899, 900.0400000000003]",L2/3
356,146341665,t,88040920633103768,864691135303455399,88040920633085401,864691136422902319,7188,[169134 132696  22521],[169162 132610  22506],[169162 132652  22507],"[627.7007025096243, 191.0571719971742, 900.8400000000003]",L2/3
380,150142932,t,88676850737643025,864691135256184239,88676850737635622,864691136422902319,1944,[173920 151812  22753],[173866 151898  22746],[173888 151877  22753],"[640.1075770964358, 268.8987129312227, 910.1200000000002]",L2/3
405,128862919,t,86705632681504809,864691136266763252,86705632681511199,864691136422902319,5036,[159714 145166  23609],[159720 145168  23616],[159728 145158  23615],"[585.8167578372742, 237.4633351512587, 944.3600000000002]",L2/3
423,103903958,t,84806226344496485,864691135373755080,84806226344503301,864691136422902319,2848,[145722 149522  23591],[145728 149392  23593],[145714 149458  23599],"[528.54313131284, 249.94309896070843, 943.6400000000002]",L2/3
425,178995751,t,90928650551580014,864691135785459396,90928650551592604,864691136422902319,2956,[190424 151816  22935],[190416 151760  22941],[190417 151812  22935],"[705.8709717937766, 274.6683255596215, 917.4000000000002]",L2/3
433,125769951,t,86564620315419127,864691135058678939,86564620315416906,864691136422902319,28760,[158620 143476  23758],[158692 143536  23759],[158727 143555  23764],"[582.0465826593988, 230.34766546189488, 950.3200000000003]",L2/3
466,136101975,t,87550469727245840,864691135113494681,87550469727242744,864691136422902319,3052,[165730 148448  22154],[165730 148398  22151],[165750 148396  22151],"[608.6450064613626, 252.63869494128687, 886.1600000000002]",L2/3
469,164307129,t,89591712997288725,864691135155513444,89591712997288836,864691136422902319,26416,[180272 152458  21792],[180374 152528  21795],[180308 152494  21791],"[665.1936815462908, 273.6873331428242, 871.6800000000003]",L2/3
478,111430965,t,85087495095685620,864691135462995006,85017126351529193,864691136422902319,15632,[147538 147888  23100],[147472 147894  23109],[147456 147906  23107],"[536.3491395343772, 244.0650697292998, 924.0000000000002]",L2/3
480,131450226,t,87129288256032279,864691135341193157,87129288256037950,864691136422902319,2752,[162706 156054  24014],[162718 156010  24017],[162661 155978  24010],"[593.9434090758901, 281.8926865717543, 960.5600000000003]",L2/3
489,116807709,t,85580076238283860,864691135490159556,85580076238283155,864691136422902319,26072,[151276 148034  23011],[151178 148022  23002],[151247 148014  23009],"[551.1933437064804, 245.95000009854832, 920.4400000000003]",L2/3
491,158185822,t,89098238501714305,864691135988683008,89027938477018001,864691136422902319,6024,[176728 146114  22090],[176672 146208  22104],[176686 146182  22099],"[653.2832896341068, 247.17237667485728, 883.6000000000003]",L2/3
492,143150892,t,88184063504191491,864691136699802734,88184063504196682,864691136422902319,7376,[170226 150302  23768],[170168 150284  23773],[170170 150316  23774],"[625.9142249236279, 261.59388369990916, 950.7200000000003]",L2/3
494,146279508,t,87972750911825532,864691135939961766,87972750911827506,864691136422902319,11416,[168698 148912  22180],[168630 148820  22189],[168669 148954  22187],"[620.3100688585682, 255.52234527884522, 887.2000000000003]",L2/3
509,146806536,t,87899908333429753,864691135725762879,87899908333417523,864691136422902319,1552,[168372 130516  22542],[168402 130516  22532],[168358 130588  22539],"[625.4242991466002, 182.1047035259194, 901.6800000000003]",L2/3
519,175012608,t,90084637938297018,864691136011195555,90084637938307293,864691136422902319,760,[184056 154944  22975],[184068 154994  22980],[184030 154963  22973],"[679.4054077907248, 284.9126825428771, 919.0000000000002]",L4
524,153226771,t,88817588024882469,864691135939951526,88817588024880201,864691136422902319,10468,[175110 151848  21425],[175056 151910  21425],[175062 151884  21429],"[644.8369134323967, 269.45702630322666, 857.0000000000002]",L2/3
533,181227185,t,90784683180362605,864691136008780972,90855051924532099,864691136422902319,6456,[189432 127860  22172],[189476 127860  22166],[189392 127862  22171],"[710.2696831247999, 178.86313082245533, 886.8800000000002]",L2/3
541,152117705,t,88671765362478797,864691135233441369,88742134106658762,864691136422902319,3500,[174102 114372  22013],[174238 114316  22012],[174153 114337  22011],"[653.8852508705359, 119.77204432572314, 880.5200000000002]",L2/3
549,157298671,t,89030069049250431,864691135428740656,89030069049261723,864691136422902319,2344,[176574 162178  24158],[176578 162218  24164],[176586 162206  24159],"[647.0693542940888, 311.13017525790804, 966.3200000000003]",L4
551,182001682,t,90858831629908910,864691136175496966,90858831629898942,864691136422902319,400,[189558 156218  23117],[189538 156134  23107],[189480 156154  23109],"[700.8855150412858, 291.90741431074315, 924.6800000000003]",L4
578,139977203,t,87409525812410727,864691135737785713,87409525812400806,864691136422902319,7412,[164584 147002  20408],[164566 147010  20402],[164574 146978  20405],"[604.5825587813625, 246.47718288276886, 816.3200000000003]",L2/3
589,154487793,t,88888919177322185,864691135402913522,88888919177329752,864691136422902319,2752,[175316 159150  24019],[175314 159070  24027],[175298 159148  24024],"[643.1121329294507, 298.6256973771145, 960.7600000000002]",L4
590,180129646,t,91139894289829451,864691135575274526,91069525545686021,864691136422902319,3400,[191570 152970  23182],[191496 153054  23176],[191526 152996  23181],"[710.0352173813058, 279.66628221076826, 927.2800000000002]",L2/3
607,146290949,t,88183857144610852,864691135564911895,88183857144609085,864691136422902319,5068,[170380 149006  22371],[170262 148906  22369],[170336 148966  22366],"[626.9796962280562, 256.48329832253404, 894.8400000000003]",L2/3
615,150863955,t,88458597545428933,864691135969176165,88528966289628549,864691136422902319,5424,[172552  98982  21844],[172602  98898  21849],[172550  98942  21843],"[653.0741512659129, 57.90593310615979, 873.7600000000002]",L1
617,111432263,t,85228163864483885,864691136361487330,85228163864484897,864691136422902319,4936,[148530 147496  23045],[148602 147482  23044],[148606 147486  23043],"[540.4387003010336, 242.84887042991463, 921.8000000000003]",L2/3
621,145521995,t,88180902273980972,864691136723937021,88180902273978071,864691136422902319,17280,[170288 126684  22703],[170178 126694  22697],[170182 126729  22693],"[634.3950585376114, 167.5029928059872, 908.1200000000002]",L2/3
643,167245990,t,89518251943652898,864691135987306755,89518251943663382,864691136422902319,1564,[180108 129304  22213],[180204 129380  22223],[180162 129352  22221],"[672.6121940946598, 181.36659081711662, 888.5200000000002]",L2/3
644,150140526,t,88395307041246202,864691135909937833,88395375760723538,864691136422902319,3616,[171730 151750  22564],[171630 151772  22572],[171632 151814  22569],"[631.4025261653535, 267.8881723396264, 902.5600000000003]",L2/3
646,138533329,t,87339982104131000,864691136328932586,87339982104118473,864691136422902319,7444,[163968 153128  23090],[163888 153146  23081],[163945 153129  23083],"[599.9922707249758, 270.67318601467883, 923.6000000000003]",L2/3
674,178994590,t,90717475599439930,864691135467536524,90647106855230360,864691136422902319,16520,[188490 151650  22833],[188412 151708  22835],[188456 151694  22831],"[698.2222810225232, 273.3326154541927, 913.3200000000003]",L2/3
677,140009618,t,87550400806617047,864691135865014748,87550400806611250,864691136422902319,15524,[165444 147848  20763],[165564 147856  20763],[165476 147886  20757],"[607.7145335093401, 250.14812149616338, 830.5200000000002]",L2/3
679,116812213,t,85861688653720466,864691136334120627,85861688653715843,864691136422902319,5248,[153588 149100  22806],[153508 149068  22806],[153570 149050  22809],"[560.0345201873567, 251.0037906001418, 912.2400000000002]",L2/3
707,150157648,t,88317241514560760,864691135577304325,88317241514547529,864691136422902319,2012,[171512  94006  21238],[171442  93944  21234],[171512  93954  21238],"[650.6647292255005, 37.71510594551143, 849.5200000000002]",L1
709,139736187,t,87269407134516428,864691135360272455,87269407134523606,864691136422902319,7720,[163544 151428  22673],[163584 151530  22675],[163579 151445  22671],"[598.8953835676963, 263.751245927955, 906.9200000000003]",L2/3
711,146281220,t,88183788424946687,864691135303422887,88183857144439314,864691136422902319,9400,[170196 148594  22236],[170216 148718  22246],[170203 148678  22231],"[626.390129594309, 254.77742283341667, 889.4400000000003]",L2/3
728,149806338,t,88387472819663599,864691135132887456,88387472819653733,864691136422902319,2656,[171928  93246  21123],[171842  93232  21112],[171892  93224  21120],"[652.5873506610782, 34.83170121924463, 844.9200000000003]",L1
734,103758533,t,84876526302552353,864691135303157927,84876526302567911,864691136422902319,9540,[146326 148864  23506],[146380 148962  23516],[146392 148936  23513],"[531.1793316183416, 247.53168278980925, 940.2400000000002]",L2/3
736,132812334,t,86987863438433941,864691135194640170,86987863438448343,864691136422902319,1472,[161736 151214  22785],[161748 151096  22786],[161712 151148  22786],"[591.7655088268888, 262.2681929348374, 911.4000000000002]",L2/3
747,145521617,t,88110533529627128,864691135099856928,88110602249111467,864691136422902319,2588,[169788 127074  22550],[169814 127180  22546],[169788 127142  22546],"[632.2667061827417, 168.882745049515, 902.0000000000002]",L2/3
764,164939254,t,89941976103322220,864691135781153104,89942044822795673,864691136422902319,5764,[183136 140984  21471],[183042 141116  21461],[183072 141042  21464],"[680.6061879767764, 228.96443746812264, 858.8400000000003]",L2/3
772,147019889,t,87761163710032795,864691136618389901,87761163710027853,864691136422902319,3460,[167364 145456  22662],[167280 145450  22662],[167306 145400  22658],"[616.1992149372942, 241.2858867291235, 906.4800000000002]",L2/3
780,130392548,t,86846644511156117,864691136816037742,86846644511152620,864691136422902319,596,[160564 147578  19761],[160502 147562  19759],[160538 147570  19759],"[588.3629412047567, 247.37095112378995, 790.4400000000003]",L2/3
783,138209072,t,87550057142092147,864691136084406636,87550057142085333,864691136422902319,3852,[165664 145536  20226],[165660 145590  20226],[165650 145522  20221],"[609.397201152591, 241.0120099818288, 809.0400000000003]",L2/3
787,160933765,t,88888094543173784,864691135380727538,88958532006838159,864691136422902319,1736,[175620 153240  23645],[175702 153308  23643],[175680 153304  23645],"[646.383867440885, 275.1816360974068, 945.8000000000003]",L2/3
789,154044673,t,88395444346412171,864691135658224002,88395444346404554,864691136422902319,4464,[171658 152638  21937],[171596 152738  21929],[171612 152716  21938],"[630.8060448940632, 271.40155505333695, 877.4800000000002]",L2/3
804,103758312,t,84876595022049089,864691135939721217,84876595022048974,864691136422902319,2988,[146066 149582  23517],[146200 149470  23520],[146138 149506  23522],"[529.8929778391548, 250.3021119902712, 940.6800000000003]",L2/3
815,132713124,t,87199038390412771,864691135367305465,87199038390421151,864691136422902319,4352,[163026 151440  22747],[163044 151334  22751],[163048 151377  22754],"[596.8270846775984, 263.6184765744903, 909.8800000000002]",L2/3
818,131148801,t,87199657000242458,864691135697630485,87199657000228092,864691136422902319,6372,[162892 155998  24055],[162876 155958  24044],[162890 155968  24051],"[594.7041008176458, 281.7343828319861, 962.2000000000003]",L2/3
823,146279986,t,88042982217136600,864691135491415135,88042982217122791,864691136422902319,2992,[169116 148104  22242],[169096 148164  22237],[169086 148120  22240],"[622.257393754338, 252.44836841648683, 889.6800000000003]",L2/3
