,id,valid,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,size,pre_pt_position,post_pt_position,ctr_pt_position,pial_distances,cortex_layer,is_pre_tuned
1810,416801063,t,110278199371638393,864691135570814445,110278199371615982,864691135497743635,11052,[331194 137998  19672],[331232 137998  19657],[331241 137963  19664],"[1271.625554608425, 268.6823078330459, 786.8800000000002]",L2/3,nan
1833,426079420,t,110911243191142045,864691134988824442,110911243191144833,864691135497743635,2340,[335618 136188  19516],[335622 136264  19509],[335648 136238  19514],"[1289.8852235633499, 263.01216624252436, 780.6400000000001]",L2/3,nan
1843,421060400,t,110627912788743364,864691136311773501,110627912788749165,864691135497743635,3356,[333584 122316  19679],[333590 122334  19680],[333574 122342  19678],"[1286.6162813532571, 207.02621571181453, 787.1600000000002]",L2/3,nan
1879,418783631,t,110629286910121771,864691136020244984,110629286910114462,864691135497743635,6976,[333540 132496  17859],[333646 132544  17850],[333582 132514  17851],"[1282.8919692417085, 247.57592440738688, 714.3600000000001]",L2/3,nan
1880,423942293,t,111405885917570769,864691136766683758,111405817198099980,864691135497743635,1284,[339000 151282  18974],[339054 151168  18976],[339010 151216  18975],"[1298.099630315002, 324.33746022240183, 758.9600000000002]",L4,nan
1893,411710850,t,109857223790124237,864691135502043317,109857223790116877,864691135497743635,432,[327924 147148  19227],[327958 147162  19218],[327892 147214  19218],"[1255.4054277728208, 304.0030366680644, 769.0800000000002]",L4,nan
1896,430974473,t,111612663024784493,864691135965047754,111612663024781073,864691135497743635,6068,[340792 119060  20867],[340658 119046  20862],[340724 119094  20866],"[1316.473683282184, 196.5646503387681, 834.6800000000003]",L2/3,nan
1919,411566624,t,110206181293220130,864691136099824501,110135881268546739,864691135497743635,5344,[330346 126136  19427],[330268 126172  19414],[330302 126140  19422],"[1272.3818278743888, 221.1192295185887, 777.0800000000002]",L2/3,nan
1932,432256899,t,111683993975576163,864691136020249848,111683993975568062,864691135497743635,7888,[341118 126456  21634],[341098 126536  21628],[341084 126470  21628],"[1315.1943056750488, 226.14972537565725, 865.3600000000002]",L2/3,nan
1984,407222298,t,109504761794929245,864691136535146914,109504693008905846,864691135497743635,7084,[325310 142594  20482],[325306 142474  20475],[325304 142542  20479],"[1246.5768450194648, 284.9450536014557, 819.2800000000002]",L4,nan
1993,420804726,t,110419280390243886,864691136451075583,110419280390233452,864691135497743635,24412,[332230 140744  19134],[332286 140766  19122],[332264 140766  19126],"[1274.7964667589772, 279.9856837948319, 765.3600000000001]",L2/3,nan
1998,454776116,t,113162355743344526,864691136008439724,113162355743341745,864691135497743635,1924,[351870 130926  19353],[352010 130974  19349],[351946 130954  19351],"[1356.4803025702506, 247.710080761629, 774.1200000000001]",L2/3,nan
2006,426068026,t,111122624368920529,864691136521839505,111122693088409590,864691135497743635,6720,[336998 138336  20206],[337036 138444  20208],[337004 138412  20204],"[1294.6353761551284, 272.05257078849564, 808.2400000000002]",L2/3,nan
2020,412873147,t,110064756609815170,864691136423032623,110064756609811706,864691135497743635,2272,[329468 120642  19179],[329340 120698  19182],[329408 120694  19184],"[1270.7985266973133, 198.92076386479468, 767.1600000000001]",L2/3,nan
2023,425838939,t,111120974631768878,864691136576835746,111120974631775712,864691135497743635,16688,[337344 126120  16675],[337404 126112  16680],[337390 126118  16681],"[1300.272887830909, 223.49513660890335, 667.0000000000001]",L2/3,nan
2127,437747686,t,111967805414377323,864691135537424114,111967805414361678,864691135497743635,15000,[343544 143692  21523],[343582 143664  21518],[343596 143710  21516],"[1318.8525134973365, 295.67713196851787, 860.9200000000003]",L4,nan
2131,393516116,t,108590174346328917,864691136272991166,108590174346335194,864691135497743635,1220,[318710 144198  21104],[318704 144310  21110],[318728 144262  21108],"[1219.7181137443738, 289.03572717587423, 844.1600000000002]",L4,nan
2161,418784018,t,110629286910033952,864691135758483534,110699655654197244,864691135497743635,284,[333828 132568  17775],[333948 132642  17766],[333886 132582  17771],"[1284.0144846799988, 247.96323189608248, 711.0000000000001]",L2/3,nan
2178,378281380,t,107393355671360724,864691135739602324,107393355671341240,864691135497743635,420,[310276 140268  19337],[310230 140382  19323],[310306 140328  19332],"[1187.4805776855437, 270.435260384537, 773.4800000000001]",L2/3,nan
2228,403434265,t,109356945798337748,864691135518063602,109356945798332220,864691135497743635,3536,[324386  89902  17875],[324368  90022  17872],[324392  89982  17875],"[1261.2645510027562, 74.65696184885927, 715.0000000000001]",L1,nan
2229,430974310,t,111613006622305440,864691136011264163,111613006622297525,864691135497743635,4204,[340618 121772  20944],[340622 121718  20942],[340588 121754  20939],"[1314.8348662749856, 207.31071002671501, 837.7600000000002]",L2/3,nan
2231,397039254,t,109149963270877757,864691136227132241,109149963270875514,864691135497743635,27160,[322924 120632  21574],[322932 120574  21568],[322936 120572  21570],"[1244.7256205097735, 196.59952735470836, 862.9600000000003]",L2/3,nan
2254,385878735,t,107814949660962348,864691136237478716,107814949660958469,864691135497743635,2184,[313210 135762  19200],[313244 135778  19196],[313242 135806  19194],"[1200.7428137696322, 253.50270694301784, 768.0000000000001]",L2/3,nan
2303,412482092,t,109856811406193586,864691135274093541,109856811406191035,864691135497743635,1580,[328128 144144  18753],[327980 144092  18750],[328056 144104  18751],"[1257.2655860513196, 292.1038802618762, 750.1200000000001]",L4,nan
2309,413427187,t,109926080638700758,864691135809482444,109926080638702067,864691135497743635,12832,[328594 135966  18700],[328594 136036  18700],[328564 136036  18694],"[1261.9735316253239, 259.6788176023806, 748.0000000000001]",L2/3,nan
2318,401119918,t,109082686769212332,864691135737879956,109082686769204629,864691135497743635,1780,[322084 143814  20798],[322150 143724  20790],[322094 143762  20793],"[1233.2966286106803, 288.6818260237277, 831.9200000000003]",L4,nan
2363,435582395,t,111406229515017915,864691136286700227,111406229515008095,864691135497743635,2768,[339332 153836  19028],[339448 153826  19023],[339358 153862  19031],"[1298.532193806158, 334.6303280844759, 761.1200000000001]",L4,nan
2404,398850155,t,108799562458079747,864691135998797770,108799562458075385,864691135497743635,23600,[320068 131544  20388],[320114 131510  20382],[320080 131565  20382],"[1229.5409184193234, 239.0857663318676, 815.5200000000002]",L2/3,nan
2422,423633968,t,111191137754324428,864691136482901036,111261506498492584,864691135497743635,716,[337946 124264  20708],[338040 124272  20707],[338020 124298  20710],"[1303.3187688980722, 216.3092581988065, 828.3200000000003]",L2/3,nan
2433,399591366,t,109154360914782634,864691136557088162,109154360914779362,864691135497743635,2636,[322670 153444  18555],[322682 153458  18551],[322689 153456  18553],"[1232.2744697723679, 327.2595388552221, 742.2000000000002]",L4,nan
2438,433315658,t,111756080505507654,864691135593829163,111756080505519173,864691135497743635,1896,[341974 139292  20234],[341880 139194  20248],[341910 139218  20240],"[1314.1303518656794, 277.5967672176478, 809.3600000000002]",L2/3,nan
2447,446673337,t,112672798459157122,864691136763884142,112672798459169970,864691135497743635,3124,[348412 153436  21056],[348500 153458  21065],[348463 153442  21060],"[1334.8534344292466, 336.20191314412415, 842.2400000000002]",L4,nan
2487,427791952,t,111337441385997083,864691135501913181,111337441386001515,864691135497743635,160,[338790 165838  19627],[338774 165834  19631],[338788 165832  19630],"[1292.1882708028654, 382.26668950018757, 785.0800000000002]",L5,nan
2504,421058581,t,110557612764025411,864691135593659947,110557612764014024,864691135497743635,8132,[332942 122698  19640],[332864 122664  19630],[332896 122648  19636],"[1283.9248793936392, 208.32458526312274, 785.6000000000001]",L2/3,nan
2538,423854085,t,111192993046035954,864691136723388925,111192924326560533,864691135497743635,2252,[337784 137984  19743],[337790 137874  19754],[337784 137942  19750],"[1297.8901275717174, 270.9239463087811, 789.7200000000003]",L2/3,nan
2607,405146066,t,109503455789678892,864691135704285076,109503455789680056,864691135497743635,10728,[325324 133186  18206],[325276 133250  18209],[325336 133226  18202],"[1249.9124768336378, 247.46113544446098, 728.2400000000001]",L2/3,nan
2612,426058674,t,111193886667724754,864691136108938168,111193886667728608,864691135497743635,8796,[337610 144984  21854],[337584 144952  21858],[337608 144992  21856],"[1294.7564152649113, 298.7567374583975, 874.1600000000002]",L4,nan
2695,396397075,t,108796882197118272,864691135736296084,108796813477631391,864691135497743635,3156,[320044 111424  18843],[320050 111294  18838],[320026 111357  18845],"[1236.4595779046383, 158.90365007814026, 753.7200000000001]",L2/3,nan
2702,410221872,t,110067711614417227,864691136577846548,110067711614427647,864691135497743635,1424,[329688 142656  19690],[329680 142556  19703],[329650 142614  19692],"[1264.0005919482462, 286.7183812535795, 787.6000000000003]",L4,nan
2741,456228034,t,113447403931229377,864691136215051198,113376966467581939,864691135497743635,3420,[353830 157410  17540],[353762 157310  17531],[353840 157390  17538],"[1355.057538239574, 353.9262633218178, 701.6000000000001]",L4,nan
2771,411657631,t,110206318798792145,864691136041232982,110206250079315886,864691135497743635,1916,[330404 126678  19504],[330438 126622  19497],[330370 126696  19502],"[1272.4239913940694, 223.29919975636906, 780.1600000000001]",L2/3,nan
2798,412981786,t,110277786853469914,864691135212656256,110277786853485706,864691135497743635,2264,[331006 135062  18164],[330972 135028  18173],[330956 135006  18172],"[1271.8999732382888, 256.91745618011026, 726.5600000000002]",L2/3,nan
2824,403787420,t,109573755814038639,864691135446643028,109573755814078126,864691135497743635,5160,[325738 132632  17926],[325764 132540  17930],[325756 132558  17927],"[1251.7553123796065, 245.3978979034797, 717.0400000000001]",L2/3,tuned
2842,421599012,t,110348843060916841,864691135764817597,110348843060918604,864691135497743635,7140,[331584 140272  20261],[331566 140324  20265],[331524 140304  20264],"[1272.3868497014155, 277.8796577655748, 810.4400000000003]",L2/3,nan
2866,399590284,t,108942842365362763,864691136594841250,109013211109545042,864691135497743635,2224,[321514 150680  18521],[321574 150598  18521],[321530 150654  18522],"[1228.6316593802096, 315.8426021186547, 740.8400000000001]",L4,nan
2955,442212588,t,112317381459766638,864691136740419676,112317381459764756,864691135497743635,16480,[345722 126856  22181],[345680 126800  22174],[345682 126798  22175],"[1333.4007780467102, 229.34869705104498, 887.2400000000002]",L2/3,nan
2975,424264426,t,111191962119740115,864691135517629322,111191962119744620,864691135497743635,12780,[337850 130662  18791],[337806 130558  18799],[337824 130622  18796],"[1300.705740365607, 241.7704051071554, 751.6400000000001]",L2/3,nan
2979,403698717,t,109573549588781568,864691135644900847,109573549588796209,864691135497743635,2224,[326072 131078  17649],[325944 131000  17655],[326010 131040  17650],"[1253.6279885931767, 239.32199173245237, 705.9600000000002]",L2/3,nan
2982,397283017,t,109151749440482456,864691135994556330,109151749440484912,864691135497743635,4988,[322714 133908  17569],[322708 133966  17564],[322736 133940  17567],"[1239.2604984005047, 249.42823977826438, 702.7600000000001]",L2/3,nan
2983,403698639,t,109573755747485549,864691135012480246,109573755747490459,864691135497743635,2336,[325912 132480  17897],[325902 132420  17897],[325916 132470  17899],"[1252.501654581069, 244.85287192399235, 715.8800000000001]",L2/3,nan
3069,385880114,t,108026055893515570,864691135303188391,108026055893520522,864691135497743635,16124,[314652 135696  19204],[314576 135590  19206],[314600 135666  19204],"[1206.511873904311, 253.74242586689007, 768.1600000000001]",L2/3,nan
3095,411869608,t,110135606390546237,864691136571379874,110135606390556146,864691135497743635,348,[330082 124452  19370],[330170 124550  19379],[330156 124492  19373],"[1271.916927356352, 214.3168255679012, 774.8000000000002]",L2/3,nan
3124,411266910,t,109923194420947678,864691135684103572,109852825676762961,864691135497743635,19264,[328266 114530  18940],[328174 114544  18942],[328190 114510  18939],"[1268.1396061875828, 174.14675107471697, 757.6000000000001]",L2/3,nan
3144,411576491,t,110208311596623078,864691135865595013,110137942852445420,864691135497743635,14348,[330306 141616  19099],[330244 141622  19093],[330256 141560  19098],"[1266.8257531317593, 282.78966030558996, 763.9600000000002]",L2/3,nan
3150,390583096,t,108026880527100103,864691136002336970,108026880527103478,864691135497743635,2200,[314896 141776  19089],[314824 141740  19091],[314847 141771  19088],"[1205.3645322660254, 278.05494492940306, 763.5600000000002]",L2/3,nan
3326,401831397,t,108731805187838257,864691136116183204,108661436443643632,864691135497743635,1636,[319530 150850  21073],[319424 150788  21066],[319467 150841  21073],"[1220.666592351085, 315.82834653891166, 842.9200000000003]",L4,nan
3340,413427999,t,109996518102419085,864691136031760571,109996518102397244,864691135497743635,1836,[329186 136712  18775],[329200 136742  18761],[329157 136698  18768],"[1264.072447934046, 262.8578473803128, 751.0000000000001]",L2/3,nan
3371,405716908,t,109293861654285851,864691135939971238,109293792934800481,864691135497743635,3552,[323974 144116  20444],[323930 144008  20454],[323986 144084  20456],"[1240.722576391015, 290.5441266341948, 817.7600000000002]",L4,nan
3382,427613623,t,111334830381601680,864691135510423248,111334899101077580,864691135497743635,1420,[338480 146588  22349],[338540 146656  22347],[338528 146582  22344],"[1297.6639815688015, 305.451624626116, 893.9600000000003]",L4,nan
3447,426558102,t,111264804765193848,864691136008452780,111264804765188656,864691135497743635,2476,[337994 148710  18903],[338006 148764  18900],[337992 148722  18900],"[1294.987601131269, 313.7378944596174, 756.1200000000001]",L4,nan
3486,441430865,t,112528693850929970,864691135736216468,112528693850930748,864691135497743635,2460,[347472 128316  22330],[347434 128268  22334],[347478 128312  22332],"[1339.8651513957063, 235.7765642871344, 893.2000000000003]",L2/3,nan
3543,397489584,t,109013142390085650,864691135568155628,109013142390074995,864691135497743635,2588,[321960 150132  18533],[321966 150050  18526],[321975 150141  18532],"[1230.599916109708, 313.81442918549936, 741.3200000000002]",L4,nan
3553,399591142,t,109083717292737910,864691136004746186,109083717292728776,864691135497743635,7252,[322494 151640  18582],[322472 151612  18579],[322502 151602  18580],"[1232.2020645445782, 320.0096402708978, 743.2800000000001]",L4,nan
3585,428841927,t,111125785397851047,864691136123701286,111125785397850111,864691135497743635,1536,[337124 161968  19799],[337116 161896  19796],[337164 161904  19796],"[1286.898800232516, 366.26478970405697, 791.9600000000003]",L4,nan
3597,426000539,t,111332630888468100,864691135715839636,111332630888464184,864691135497743635,1632,[338602 129834  18652],[338516 129868  18647],[338540 129880  18649],"[1303.990953837447, 238.73317274126055, 746.0800000000002]",L2/3,nan
3600,372165611,t,106688981034700577,864691136123743526,106688981034706785,864691135497743635,19404,[305006 135202  19230],[305074 135208  19238],[305032 135180  19232],"[1168.2469174208084, 248.41112796528515, 769.2000000000002]",L2/3,nan
3638,446195382,t,112743922648224834,864691135918601648,112743922648238271,864691135497743635,8760,[348806 158950  17852],[348890 158962  17863],[348902 158962  17862],"[1334.5011302113967, 358.31134085580595, 714.0800000000002]",L4,nan
3640,400622944,t,108802036493052087,864691136577498388,108802036493048702,864691135497743635,3940,[320106 149978  21063],[320132 150056  21057],[320130 150030  21061],"[1223.2658241661923, 312.5544262632583, 842.5200000000002]",L4,nan
3661,393807080,t,108238468064631631,864691136008450476,108238468064634314,864691135497743635,12296,[316278 145254  21320],[316300 145172  21318],[316298 145218  21316],"[1209.658985863971, 292.3958025151644, 852.8000000000003]",L4,nan
3674,408164130,t,109221774922702958,864691136286576835,109221774922707127,864691135497743635,7128,[323588 131566  20012],[323612 131672  20010],[323668 131636  20012],"[1243.5596700630938, 240.40058432318673, 800.4800000000002]",L2/3,nan
3692,393806798,t,108238468064661642,864691136116186788,108168099320479522,864691135497743635,15684,[316006 145444  21337],[315930 145330  21343],[315940 145404  21339],"[1208.5088876679592, 293.0580850376047, 853.4800000000002]",L4,nan
3718,398941543,t,108799424616179224,864691135945453860,108799424616179263,864691135497743635,616,[320226 130294  17081],[320296 130346  17076],[320249 130305  17077],"[1230.6062921822559, 234.1598752708254, 683.2400000000001]",L2/3,nan
3724,416532764,t,110699037111435616,864691136540734370,110699037111423388,864691135497743635,176,[334266 127952  16928],[334208 127904  16922],[334240 127916  16922],"[1287.3690614251484, 229.7221898518104, 677.1200000000001]",L2/3,nan
3753,450121973,t,111473231340829309,864691136965798862,111473231340809991,864691135497743635,22812,[339818 129056  21974],[339832 128958  21958],[339890 128982  21966],"[1309.1076735203962, 236.05694037352356, 878.9600000000003]",L2/3,nan
3800,428961043,t,110913717092515169,864691136143407412,110913717092511111,864691135497743635,3964,[335484 154522  19680],[335508 154470  19670],[335503 154508  19670],"[1282.9596096550301, 336.02238514366775, 787.2000000000003]",L4,nan
3810,411904773,t,109855299711813329,864691136296703515,109855299711827634,864691135497743635,4176,[327796 132810  19653],[327792 132816  19668],[327774 132820  19661],"[1259.8939322454614, 246.8246546028199, 786.1200000000001]",L2/3,nan
3815,393806686,t,108168030600920390,864691136922844132,108168099320444286,864691135497743635,4408,[315808 145090  21308],[315798 145204  21305],[315802 145136  21301],"[1207.843313998801, 291.5784459968508, 852.3200000000003]",L4,nan
3823,412852482,t,109785274430600308,864691135953763848,109785274430596933,864691135497743635,1500,[327524 135658  18466],[327512 135714  18462],[327534 135712  18465],"[1257.8171941925561, 258.0784791553715, 738.6400000000001]",L2/3,nan
3842,365409462,t,106196262386678725,864691135134860569,106125893642495563,864691135497743635,7776,[301120 134228  19379],[301056 134272  19390],[301056 134264  19385],"[1153.101625807415, 243.17520455625007, 775.1600000000001]",L2/3,nan
3873,420938128,t,110349667627605542,864691135462743870,110349667627624831,864691135497743635,21660,[331674 146496  19819],[331644 146468  19830],[331690 146480  19819],"[1270.5756504212827, 302.712297036656, 792.7600000000002]",L4,nan
3927,409699557,t,109781975896063480,864691135761862198,109781975896052572,864691135497743635,916,[327274 110820  18785],[327402 110828  18778],[327356 110835  18788],"[1265.48009684793, 159.01738776781278, 751.4000000000001]",L2/3,nan
4065,410055310,t,109785961826855485,864691135964293578,109715593082687844,864691135497743635,3776,[327242 140540  20153],[327196 140492  20152],[327210 140541  20155],"[1254.9915092287324, 277.43385754188785, 806.1200000000002]",L2/3,nan
4093,438231358,t,112388574435113108,864691135799947618,112388574435107044,864691135497743635,380,[346504 133228  19136],[346522 133130  19136],[346476 133150  19137],"[1334.2954494911892, 255.01233067932196, 765.4400000000002]",L2/3,nan
4105,400508147,t,108870824890604750,864691135117930461,108870824890613543,864691135497743635,2524,[320688 138164  22616],[320644 138082  22622],[320672 138184  22615],"[1229.703597202633, 265.68114817935117, 904.6400000000002]",L2/3,nan
4111,418039558,t,110418318384643144,864691135113504665,110418318384644956,864691135497743635,5396,[331922 133662  19615],[331924 133712  19615],[331988 133706  19620],"[1276.0381027714839, 251.65810451222382, 784.6000000000001]",L2/3,nan
4130,412482428,t,109927042711485296,864691135454070122,109927042711464910,864691135497743635,20824,[328424 143476  18817],[328416 143426  18802],[328444 143438  18809],"[1258.6779607184822, 289.5452404279883, 752.6800000000002]",L4,nan
4165,412806772,t,109926424370172065,864691136482880556,109926424370172198,864691135497743635,3064,[328594 138858  19614],[328660 138874  19611],[328618 138862  19609],"[1260.965313993219, 271.2027978699059, 784.5600000000002]",L2/3,nan
4170,416619686,t,110699106367779858,864691135012507382,110699106367782257,864691135497743635,948,[334314 128626  21025],[334226 128708  21026],[334258 128656  21020],"[1287.3253589247345, 232.4246646604734, 841.0000000000002]",L2/3,nan
4196,427613772,t,111334899101040610,864691136296704283,111334899101040554,864691135497743635,18780,[338802 146700  22306],[338672 146674  22311],[338734 146704  22307],"[1298.9080345671925, 306.0101764475202, 892.2400000000002]",L4,nan
4246,413594620,t,109781700950884220,864691135888814473,109781700950899668,864691135497743635,1960,[327496 109066  18123],[327470 109034  18130],[327490 109018  18122],"[1266.976202430953, 152.10548006556107, 724.9200000000002]",L2/3,nan
4254,446194387,t,112603185159933812,864691136020267768,112603116440439996,864691135497743635,23980,[347836 158998  17869],[347898 158900  17878],[347856 158966  17874],"[1330.6191608801932, 358.16444595597875, 714.7600000000001]",L4,nan
4321,408512906,t,109715593082743122,864691136031671227,109715593082751063,864691135497743635,200,[326792 140502  20196],[326700 140600  20199],[326772 140534  20192],"[1253.211606445065, 277.1255556108321, 807.8400000000003]",L2/3,nan
4381,392673458,t,108446619359832304,864691135501862978,108446619359821024,864691135497743635,640,[317562 123386  21462],[317640 123412  21457],[317612 123412  21455],"[1222.3991289629937, 205.7042917784353, 858.4800000000002]",L2/3,nan
4398,372164714,t,106618543571088992,864691135256135087,106618543571083577,864691135497743635,2812,[304248 134564  19273],[304304 134578  19267],[304288 134552  19271],"[1165.448876551686, 245.6045828837441, 770.9200000000002]",L2/3,nan
4409,430986754,t,111473368779632903,864691135848014174,111473368779620107,864691135497743635,5256,[339944 130066  21848],[339912 130052  21838],[339903 129988  21841],"[1309.2576464475337, 240.12549344815903, 873.9200000000003]",L2/3,nan
4426,435411637,t,111616373876642609,864691135293308172,111616373876658177,864691135497743635,33108,[340722 146854  20935],[340668 146786  20940],[340656 146866  20944],"[1306.5051219110046, 307.2931884858467, 837.4000000000002]",L4,nan
4441,379047734,t,107251656513038758,864691135476413096,107251656513039098,864691135497743635,9824,[309242 132988  22445],[309246 133108  22443],[309244 133056  22444],"[1185.8982916430482, 241.065594624101, 897.8000000000003]",L2/3,nan
4443,426683516,t,111194024173536024,864691135888503433,111194024173537513,864691135497743635,9688,[337512 145854  22143],[337454 145894  22141],[337468 145872  22141],"[1294.0626049584976, 302.1893299565998, 885.7200000000003]",L4,nan
4454,412852309,t,109785343150083973,864691134940192355,109785343150084951,864691135497743635,4984,[327376 136138  18474],[327460 136094  18473],[327414 136146  18476],"[1257.0601079052108, 259.9395767760012, 738.9600000000002]",L2/3,nan
4471,428841326,t,111055347934258830,864691135855684910,111055347934258756,864691135497743635,16516,[336760 161132  19872],[336700 161058  19868],[336736 161124  19867],"[1285.7397895558427, 362.8066158721976, 794.8800000000002]",L4,nan
4483,404492541,t,109435286202713879,864691135583677816,109435286202713016,864691135497743635,252,[324936 149454  18993],[324864 149576  18993],[324900 149514  18992],"[1242.694984170124, 312.15025112594276, 759.7200000000001]",L4,nan
4520,393806117,t,108097730576287893,864691136618441613,108097730576284594,864691135497743635,1660,[315168 145342  21330],[315190 145376  21325],[315142 145374  21322],"[1205.205202582997, 292.35949155109313, 853.2000000000003]",L4,nan
4551,437096172,t,112318411849491787,864691136136595325,112318411849494170,864691135497743635,3812,[345740 134390  19287],[345848 134374  19289],[345792 134398  19291],"[1330.8459786015296, 259.3762956862157, 771.4800000000001]",L2/3,nan
4582,416775624,t,110558643623282649,864691136558078370,110558643623287512,864691135497743635,2008,[333128 130638  20139],[333130 130610  20148],[333102 130695  20138],"[1281.8979818593539, 240.02857274712082, 805.5600000000003]",L2/3,nan
4583,390475244,t,108589624322469551,864691136378790101,108589624322476096,864691135497743635,1656,[318870 140098  19391],[318822 140168  19398],[318822 140126  19390],"[1221.7850325322142, 272.753913802528, 775.6400000000001]",L2/3,nan
4596,421057592,t,110487381458714745,864691135012910230,110487381458717055,864691135497743635,9940,[332460 123742  19582],[332478 123760  19583],[332462 123768  19580],"[1281.6402536340042, 212.31665805033634, 783.2800000000001]",L2/3,nan
4600,433313883,t,111474605528956099,864691135482549956,111474605528943502,864691135497743635,252,[339608 139036  20387],[339526 139052  20380],[339600 139020  20385],"[1304.7916127235126, 275.7518218974381, 815.4800000000002]",L2/3,nan
4671,385949361,t,107955550112930902,864691135396408865,107955550112920776,864691135497743635,5032,[314258 134458  22181],[314248 134472  22174],[314250 134444  22178],"[1205.3734662982047, 248.67191227136942, 887.2400000000002]",L2/3,nan
4680,398071160,t,108871099701697202,864691136423021615,108871099701698149,864691135497743635,1524,[320802 140448  22369],[320848 140412  22372],[320822 140430  22372],"[1229.3616071192203, 274.8221259598104, 894.7600000000002]",L2/3,nan
4685,408685588,t,109224729658842859,864691137053884022,109224798378312577,864691135497743635,1476,[323208 153748  18438],[323172 153802  18436],[323142 153726  18434],"[1234.31229937948, 328.6584707664948, 737.5200000000001]",L4,nan
4687,446045700,t,112881499376219436,864691135937157892,112881499376219431,864691135497743635,34080,[349858 135442  20424],[349748 135386  20424],[349788 135406  20429],"[1346.8885463030144, 265.0039123703251, 816.9600000000003]",L2/3,nan
4690,434801869,t,111898948029077283,864691135459719108,111898948029072331,864691135497743635,1684,[342660 154958  18071],[342598 154994  18064],[342609 154961  18071],"[1311.4023826537036, 340.2614671369686, 722.8400000000001]",L4,nan
4701,410908880,t,109711469645965331,864691136911992561,109711469645957443,864691135497743635,2532,[327134 109772  18376],[327110 109800  18365],[327082 109792  18367],"[1265.2875846905968, 154.7925323774735, 735.0400000000001]",L2/3,nan
4744,412451384,t,110206112573731589,864691136118784792,110206181293226666,864691135497743635,3508,[330612 125604  19436],[330552 125664  19435],[330537 125658  19436],"[1273.6272464537255, 219.09206091133302, 777.4400000000002]",L2/3,nan
4793,426544789,t,111123929837548732,864691135155850340,111123929837563171,864691135497743635,4944,[337044 147718  18589],[337110 147812  18596],[337076 147778  18591],"[1291.5478952657431, 309.45380207514813, 743.5600000000002]",L4,nan
4813,384375215,t,107882088522617881,864691135367058169,107882088522620864,864691135497743635,4092,[313614 111466  18666],[313566 111518  18670],[313600 111500  18670],"[1210.822808104937, 156.82936508394982, 746.6400000000001]",L2/3,nan
4826,398941514,t,108799424616163183,864691135345239199,108799424616171628,864691135497743635,8256,[320252 130304  17068],[320272 130378  17073],[320226 130300  17071],"[1230.7064102011475, 234.20878725599493, 682.7200000000001]",L2/3,nan
4841,416637342,t,110769612417021651,864691135848267614,110769681136516964,864691135497743635,4484,[334422 129714  20294],[334416 129774  20299],[334438 129734  20302],"[1287.3764132418721, 236.79775526743563, 811.7600000000002]",L2/3,nan
4843,452044702,t,113303436963464476,864691135996419018,113233068285780092,864691135497743635,2540,[352806 133798  20477],[352786 133712  20483],[352798 133762  20477],"[1359.2088103472208, 259.48067655415423, 819.0800000000003]",L2/3,nan
4912,446166580,t,113093292803530453,864691135103960141,113093292803519692,864691135497743635,39704,[351486 140778  20449],[351436 140698  20446],[351418 140778  20450],"[1351.5155140037818, 286.8342502031681, 817.9600000000003]",L4,nan
4925,419569783,t,110486625611660252,864691135855855406,110486625611655726,864691135497743635,7104,[332436 117966  20146],[332456 118002  20144],[332440 118016  20145],"[1283.5582652234293, 189.29220879432089, 805.8400000000003]",L2/3,nan
4926,412978265,t,109785274364012711,864691135975539779,109785274364017191,864691135497743635,8748,[327560 135526  18404],[327566 135402  18408],[327614 135456  18403],"[1258.0066644612525, 257.5650387817348, 736.1600000000001]",L2/3,nan
4930,413928270,t,110207761840840189,864691135564926295,110207830560326203,864691135497743635,7224,[330716 137872  19106],[330700 137952  19107],[330688 137928  19098],"[1269.7647568400187, 268.01358392507416, 764.2400000000001]",L2/3,nan
4939,408163702,t,109221774922696388,864691135415666362,109151406178520906,864691135497743635,2708,[323170 131560  20000],[323064 131614  20009],[323114 131582  20003],"[1241.8961242657101, 240.23095124855854, 800.0000000000002]",L2/3,nan
5089,344750803,t,104161478680564251,864691136923076068,104161478680553578,864691135497743635,288,[286492 178018  19407],[286372 178054  19394],[286428 178020  19402],"[1079.546081732991, 412.5690110543493, 776.2800000000001]",L5,nan
5130,390583202,t,108097180551842136,864691136084077676,108097180551828064,864691135497743635,1600,[315030 141264  19115],[315082 141200  19108],[315072 141214  19108],"[1206.0769875853498, 276.061453665824, 764.6000000000001]",L2/3,nan
5179,423543279,t,111051568295744486,864691136536766370,111051568295742339,864691135497743635,1584,[336654 133144  19181],[336600 133136  19178],[336622 133144  19180],"[1295.0746627159374, 251.24367299650547, 767.2400000000001]",L2/3,nan
5183,435121334,t,111543256084547479,864691135937389877,111613624828735115,864691135497743635,2368,[340492 126246  18551],[340554 126224  18546],[340535 126258  18550],"[1312.7730449749354, 225.09468384942, 742.0400000000001]",L2/3,nan
5199,365407865,t,106055524898366780,864691136334151347,106055524898359965,864691135497743635,2068,[300096 134204  19410],[300112 134162  19405],[300154 134176  19406],"[1149.029579275335, 242.72257994293892, 776.4000000000001]",L2/3,nan
5217,426139905,t,111122899246869832,864691135058889115,111122899246867272,864691135497743635,4440,[337354 140078  20224],[337314 140152  20220],[337331 140096  20215],"[1295.4466561897452, 279.11816522247165, 808.9600000000003]",L2/3,nan
