,id,valid,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,size,pre_pt_position,post_pt_position,ctr_pt_position,pial_distances,cortex_layer,is_pre_tuned
4,176248876,t,90232797263952496,864691135501569858,90232797263967866,864691135182092034,8540,[185154 210368  23621],[185244 210358  23633],[185186 210344  23626],"[664.4586153605588, 506.1478503531725, 944.8400000000003]",L5,nan
8,189736551,t,91567741617718198,864691135660689904,91567741617716961,864691135182092034,15712,[194914 194964  22111],[194840 194902  22115],[194910 194920  22112],"[708.7202446192002, 448.16887803242014, 884.4400000000003]",L5,nan
17,180419249,t,89036116162103519,864691135736995204,89036116162115715,864691135182092034,2644,[176388 207056  22837],[176442 207056  22846],[176400 207020  22845],"[630.6826837465909, 489.8942340291491, 913.4800000000002]",L5,nan
25,188722054,t,91140581283589200,864691135122603047,91210950027716191,864691135182092034,3444,[192024 157924  21904],[192082 157964  21903],[192036 157910  21903],"[710.1172287547528, 299.56515117698416, 876.1600000000002]",L4,untuned
32,171986619,t,90439711407174583,864691135969038949,90439711407176937,864691135182092034,14668,[186562 179256  22179],[186542 179242  22184],[186528 179214  22178],"[680.9155417736722, 382.6642737082057, 887.1600000000002]",L5,nan
47,188141911,t,91428859622596540,864691136123919654,91428859622576768,864691135182092034,8288,[193920 208816  22852],[193834 208856  22841],[193879 208840  22851],"[699.9302491054253, 503.0195026311228, 914.0800000000003]",L5,nan
54,171623104,t,90438199511552677,864691135212707200,90438199511561596,864691135182092034,6536,[186910 167728  21651],[186834 167794  21656],[186882 167808  21658],"[686.3211704029959, 336.8490645837038, 866.0400000000003]",L4,nan
69,182253389,t,90721461328754010,864691135952026147,90651023865091667,864691135182092034,15816,[188508 180954  22550],[188404 180892  22559],[188434 180898  22551],"[688.0779594988762, 390.10884839919265, 902.0000000000002]",L5,nan
70,183535523,t,90936209760953122,864691135564567575,90936141041493913,864691135182092034,2640,[190332 208072  23340],[190408 208040  23329],[190352 208050  23334],"[685.8922382888297, 498.8039679896873, 933.6000000000003]",L5,untuned
77,147156794,t,88191485006317483,864691135737841265,88191485006334366,864691135182092034,27384,[170500 205936  22221],[170416 205872  22223],[170451 205957  22222],"[607.6107639446436, 483.3785897285052, 888.8400000000003]",L5,nan
89,145005289,t,87980516280156759,864691135490498663,87980516280145138,864691135182092034,5200,[168764 206948  23009],[168918 207036  23007],[168842 206958  23006],"[600.340381514452, 486.8059763887409, 920.3600000000002]",L5,nan
118,186604878,t,91288671822679850,864691135490923495,91288671822675225,864691135182092034,8352,[192896 212770  22100],[192866 212798  22099],[192864 212732  22101],"[694.4713803947445, 518.4183280538475, 884.0000000000002]",L5,nan
127,206806256,t,93257622471769640,864691136329039338,93257622471771233,864691135182092034,1744,[206952 202740  23922],[206944 202636  23924],[206926 202674  23923],"[753.978119499291, 483.351241246651, 956.8800000000002]",L5,nan
129,196501249,t,91993115380487737,864691135233407577,91993115380464337,864691135182092034,924,[198134 218470  24022],[198172 218586  24013],[198206 218512  24020],"[713.3565007745161, 542.9576542923882, 960.8800000000002]",L5,nan
132,193621694,t,91778916435635375,864691135697670421,91778916435632783,864691135182092034,3756,[196522 195662  21203],[196506 195780  21203],[196524 195724  21199],"[714.884430083575, 451.5108393668452, 848.1200000000002]",L5,nan
146,199529675,t,92620455416343039,864691135683254002,92620455416344313,864691135182092034,3584,[202314 174054  23401],[202286 174146  23399],[202324 174112  23404],"[745.4973140061302, 367.4269634693572, 936.0400000000003]",L4,nan
152,166465140,t,89951390738405782,864691135502190941,89951390738422736,864691135182092034,2984,[183128 210868  21724],[183114 210912  21727],[183128 210856  21729],"[656.2111420417281, 507.43392961012904, 868.9600000000003]",L5,nan
160,175608479,t,90369961138491870,864691135103943757,90369961138484027,864691135182092034,2336,[186288 183734  22355],[186304 183760  22349],[186244 183685  22349],"[678.2625787204676, 400.41259044637366, 894.2000000000003]",L5,nan
167,171023393,t,90287085650552947,864691136011242915,90287085650548606,864691135182092034,1820,[185660  90424  23617],[185604  90312  23613],[185628  90368  23615],"[708.290147061997, 28.373946104828327, 944.6800000000003]",L1,nan
191,176218085,t,90370991997739360,864691135373803464,90441292022468040,864691135182092034,11276,[186350 191186  22876],[186434 191124  22888],[186430 191142  22883],"[675.9116966257722, 430.1287766312939, 915.0400000000003]",L5,nan
193,175142811,t,90233896708854386,864691136594529442,90233896708853440,864691135182092034,4864,[185100 218668  23467],[184964 218740  23465],[185030 218676  23460],"[661.3498666465488, 539.2026886893849, 938.6800000000003]",L5,nan
204,171254012,t,90434007757812924,864691135975861315,90434007757799031,864691135182092034,2920,[186668 136426  22773],[186644 136402  22767],[186644 136408  22768],"[696.2694501731919, 212.03315206605296, 910.9200000000003]",L2/3,nan
210,149273998,t,88053839961872184,864691135841044963,88053840028433562,864691135182092034,4344,[169054 228574  23039],[169086 228602  23048],[168982 228620  23040],"[593.956646993595, 573.0819032140565, 921.5600000000003]",L5,nan
212,183137371,t,90724828583496438,864691135475005760,90724828583485587,864691135182092034,5320,[188504 206450  22890],[188588 206532  22878],[188538 206459  22886],"[679.1735291153296, 491.7033739974972, 915.6000000000003]",L5,nan
220,197109715,t,92202778168416072,864691135730411449,92202778168393534,864691135182092034,12032,[199308 207932  21470],[199246 207904  21459],[199252 207912  21463],"[721.7084199450544, 501.375338746368, 858.8000000000003]",L5,nan
223,197486502,t,92065271031937724,864691135780796496,92065271031940297,864691135182092034,22172,[198562 231782  25168],[198622 231700  25177],[198586 231712  25169],"[710.4211171078219, 596.1522402079613, 1006.7200000000003]",L6,nan
228,172874629,t,90233965494987549,864691136482864940,90233965428432833,864691135182092034,1072,[185026 218992  23563],[185084 219106  23548],[185048 219028  23555],"[660.9420391733128, 540.4679589182585, 942.5200000000002]",L5,nan
247,194809494,t,91921303325631947,864691135848229214,91921303325623275,864691135182092034,1844,[197282 207930  22207],[197180 208062  22201],[197254 207994  22201],"[713.6359553576608, 500.6610590495561, 888.2800000000002]",L5,nan
251,155783089,t,88683860392675359,864691135334800873,88683860392661091,864691135182092034,4732,[173926 204224  24768],[174000 204286  24758],[173936 204258  24763],"[621.8594586136289, 477.75103073458683, 990.7200000000003]",L5,nan
252,176085278,t,90229773405638463,864691135478561990,90229773405636284,864691135182092034,13744,[184938 187898  22070],[185040 187984  22067],[185002 187952  22068],"[671.4314612995671, 416.53456832695235, 882.8000000000003]",L5,nan
261,209766078,t,92831424276683024,864691136296661531,92831424276690144,864691135182092034,6776,[204256 173084  23581],[204198 173058  23584],[204246 173052  23584],"[753.5739187027677, 364.238753850425, 943.2400000000002]",L4,nan
262,187170066,t,91286541586390464,864691135278536865,91286541586396510,864691135182092034,14868,[192698 197004  22978],[192790 197020  22985],[192746 197004  22982],"[699.1787839544943, 455.52527826513347, 919.1200000000002]",L5,nan
270,166906465,t,89948161057236370,864691134947697916,89948161057233118,864691135182092034,2300,[182864 186984  22742],[182956 186954  22740],[182900 186996  22740],"[663.4856714796834, 412.16943646889445, 909.6800000000003]",L5,nan
273,182366570,t,91146147695013481,864691136004985290,91146147695003585,864691135182092034,2204,[191598 199872  22593],[191522 199840  22585],[191550 199827  22592],"[693.7956766020893, 466.5701385735522, 903.7200000000003]",L5,nan
275,176799208,t,90513791070044167,864691135303399847,90513791070052802,864691135182092034,10292,[187262 207004  22559],[187334 206994  22566],[187321 206787  22572],"[674.0312967292809, 493.4779517184982, 902.3600000000002]",L5,nan
277,190777918,t,91501496310441105,864691136005115850,91501496243959637,864691135182092034,8888,[194532 225556  24071],[194528 225554  24064],[194522 225604  24068],"[696.5329851919707, 569.9380568735924, 962.8400000000003]",L5,tuned
281,147746611,t,87980310054353824,864691135472208946,87980310054340600,864691135182092034,5236,[168564 205410  22265],[168544 205372  22255],[168556 205473  22261],"[600.0796078853623, 480.6076620118824, 890.6000000000003]",L5,nan
294,189669063,t,91288122067100452,864691135502366389,91288122067081001,864691135182092034,2468,[192654 208774  22334],[192622 208770  22322],[192657 208670  22326],"[694.9001613190704, 502.4107852405692, 893.3600000000002]",L5,nan
296,189831208,t,91288603103357445,864691135210347456,91288534383881928,864691135182092034,3684,[192806 212178  22263],[192834 212166  22268],[192754 212178  22267],"[694.319135102258, 516.027962941377, 890.5200000000002]",L5,nan
307,176469389,t,90372778770886260,864691136601860305,90372778770908555,864691135182092034,4800,[186234 204522  23061],[186228 204534  23068],[186308 204510  23062],"[670.8002263447265, 483.22934634166495, 922.4400000000003]",L5,nan
313,159144892,t,89036734771621564,864691135975868739,89036734771627049,864691135182092034,10140,[176260 211758  23871],[176318 211788  23883],[176282 211786  23876],"[628.5334068515699, 508.58604017057183, 954.8400000000003]",L5,nan
358,227411123,t,94734816075354161,864691136116456100,94734816075348772,864691135182092034,2520,[217712 198422  21988],[217788 198498  21987],[217718 198452  21990],"[798.3596932938972, 469.8961495890696, 879.5200000000002]",L5,nan
369,206804478,t,92905641311830844,864691135407267529,92976010056049258,864691135182092034,840,[204808 201634  23821],[204846 201600  23828],[204858 201616  23821],"[745.8203307743718, 478.1966282524891, 952.8400000000003]",L5,nan
379,155829166,t,88543260410679940,864691136105801689,88543260410691466,864691135182092034,33868,[172678 205300  25549],[172638 205264  25552],[172698 205260  25552],"[616.511336363969, 481.6035712473775, 1021.9600000000003]",L5,nan
381,168761694,t,89597417049188251,864691135359197528,89597417049191262,864691135182092034,2724,[180634 194922  24170],[180636 195034  24175],[180668 194996  24172],"[651.8322456289815, 443.0231812973944, 966.8000000000003]",L5,nan
393,204354245,t,92839051870556758,864691135386375553,92839051870563890,864691135182092034,5068,[204062 230024  21920],[204094 229970  21924],[204070 230016  21920],"[732.950279648842, 591.0644254314287, 876.8000000000003]",L6,nan
405,196060996,t,91991122582317659,864691135771832395,91991122582314280,864691135182092034,204,[197970 203828  24153],[197864 203796  24150],[197902 203864  24146],"[717.8075345938129, 484.55534904730837, 966.1200000000002]",L5,nan
420,176085260,t,90230117003175854,864691135358815320,90230117003179675,864691135182092034,12116,[185056 190400  22225],[185072 190342  22226],[184992 190330  22225],"[671.0294105236479, 426.5456223760314, 889.0000000000002]",L5,nan
430,174817368,t,90365631811382049,864691136328919786,90365631811393750,864691135182092034,10268,[186138 151330  22314],[186078 151390  22323],[186122 151407  22310],"[688.961640653593, 271.2375250128654, 892.5600000000003]",L2/3,nan
438,200122546,t,92694397640158474,864691135491197279,92694397640149414,864691135182092034,5460,[202862 200708  23679],[203020 200742  23668],[202942 200694  23677],"[738.3887761155629, 473.8283027892096, 947.1600000000003]",L5,nan
445,167820517,t,89941701359223924,864691135614119115,89871332615036055,864691135182092034,11352,[182846 138638  22141],[182756 138610  22131],[182872 138700  22141],"[680.268471616934, 219.51504575964233, 885.6400000000002]",L2/3,nan
451,211254497,t,92975735244907189,864691136789552238,92975735178373595,864691135182092034,3684,[205120 199492  24072],[205180 199466  24058],[205116 199506  24064],"[747.8103321614522, 469.7700024461881, 962.8800000000002]",L5,nan
454,181900480,t,90725103528196383,864691136965844430,90725103528179108,864691135182092034,4296,[188688 208110  23124],[188806 208152  23111],[188872 208157  23113],"[679.3280142812807, 498.38225341948873, 924.9600000000003]",L5,nan
455,158197613,t,89318003589772054,864691136328892394,89318003589772704,864691135182092034,23972,[178390 210268  23771],[178470 210128  23770],[178460 210208  23775],"[637.5404339060876, 503.39128669815517, 950.8400000000003]",L5,nan
461,176276392,t,90373122301441309,864691135362758642,90373122301437807,864691135182092034,7932,[186038 207100  22775],[185966 207150  22767],[186040 207073  22771],"[669.1204596822088, 493.43377596607286, 911.0000000000002]",L5,nan
487,187088205,t,91427072983146065,864691136329289962,91427141702648217,864691135182092034,9700,[193612 195782  23234],[193640 195840  23238],[193621 195778  23239],"[703.2468890412682, 450.97451997634647, 929.3600000000002]",L5,nan
491,123933697,t,86417010812272128,864691135212652928,86417010812270065,864691135182092034,6096,[157420  92160  23272],[157526  92074  23269],[157486  92128  23273],"[595.1547844879137, 25.446409387602007, 930.8800000000002]",L1,tuned
496,182992332,t,90864054243092776,864691136116477092,90864054243095632,864691135182092034,12368,[189738 195236  22656],[189762 195200  22657],[189784 195273  22655],"[688.0002041417994, 447.44826536609634, 906.2400000000002]",L5,nan
501,174981983,t,90155144054082709,864691136039730942,90155144054102094,864691135182092034,1988,[184678 156094  22251],[184660 156082  22261],[184642 156110  22256],"[681.4830237829378, 289.71202164205533, 890.0400000000003]",L4,untuned
502,165403745,t,89798764780810767,864691136031785915,89869133525004246,864691135182092034,3568,[182216 122302  21899],[182346 122292  21907],[182294 122316  21900],"[683.4531658318457, 154.20006693581126, 875.9600000000003]",L2/3,nan
505,162217963,t,89104423322159925,864691135491567199,89104423322155316,864691135182092034,16972,[176766 191904  23011],[176882 191984  23006],[176814 191938  23005],"[637.4712653865557, 429.64864525023916, 920.4400000000003]",L5,nan
525,181729253,t,90654665997817123,864691135593774123,90654665997817987,864691135182092034,12428,[188282 208018  22937],[188332 207946  22938],[188286 207889  22933],"[677.7422674049108, 497.87411284436877, 917.4800000000002]",L5,nan
527,178740457,t,91004997889862543,864691136194528588,91004997889876352,864691135182092034,3712,[190910 196610  22657],[190808 196618  22670],[190857 196547  22662],"[692.1913569243125, 453.3319375488095, 906.2800000000002]",L5,nan
536,175705912,t,90511248382756427,864691135478593478,90511248382746942,864691135182092034,6660,[187176 187652  22461],[187124 187772  22454],[187119 187755  22463],"[680.4351574877483, 416.3345309531071, 898.4400000000003]",L5,nan
555,183137336,t,90724897303017336,864691135474867520,90724897302996066,864691135182092034,4388,[188564 206816  22903],[188608 206862  22887],[188481 206846  22895],"[679.285019835489, 493.18272041376304, 916.1200000000002]",L5,nan
566,196379906,t,92057780273850381,864691135462395037,92057780273859919,864691135182092034,276,[198550 176276  22985],[198640 176200  22998],[198584 176236  22994],"[729.7239663901197, 374.9689250831878, 919.4000000000002]",L5,nan
568,175284323,t,90297668248773946,864691135194638122,90227299504613009,864691135182092034,160,[185378 169222  22198],[185358 169284  22207],[185392 169228  22202],"[679.6956465744297, 342.2682337079426, 887.9200000000003]",L4,nan
580,176174388,t,90440055004729555,864691135579076036,90440055004745865,864691135182092034,1564,[186712 181910  22348],[186742 181806  22358],[186728 181846  22356],"[680.5880132275181, 393.29217006879634, 893.9200000000003]",L5,nan
594,173809098,t,90362333276460133,864691136041433430,90362333276474486,864691135182092034,1752,[185912 126848  22269],[185892 126948  22279],[185842 126888  22273],"[696.5960682223107, 173.6033818266929, 890.7600000000002]",L2/3,nan
603,182992226,t,90864054243065335,864691136116228260,90864054243049087,864691135182092034,3360,[189592 195000  22624],[189620 194918  22617],[189652 194970  22624],"[687.5007014592677, 446.45695861733304, 904.9600000000003]",L5,nan
612,182365855,t,90935591218488673,864691136723501821,90935591218488897,864691135182092034,11348,[190318 203538  22744],[190182 203516  22750],[190326 203586  22741],"[687.4171079362079, 480.7321002235016, 909.7600000000002]",L5,nan
620,162217992,t,89104354602691493,864691135855919918,89104354602697143,864691135182092034,25136,[176888 191490  23002],[176948 191590  23007],[176898 191502  23009],"[638.1017383092146, 428.04147883265995, 920.0800000000003]",L5,nan
627,173458073,t,90368311870898124,864691136698271086,90368311870889337,864691135182092034,2220,[186178 171574  22225],[186236 171666  22216],[186186 171628  22221],"[682.0635083805533, 351.9193318043821, 889.0000000000002]",L4,nan
630,148328234,t,88049785579316374,864691136577835284,88049785579326697,864691135182092034,316,[169188 198562  23059],[169138 198628  23070],[169114 198596  23064],"[604.9534799571431, 453.5374375756515, 922.3600000000002]",L5,nan
632,174139498,t,90300691972895232,864691135658224002,90300691972899112,864691135182092034,4756,[185570 191924  22739],[185488 192034  22746],[185602 191966  22736],"[672.5462854151348, 432.797617462688, 909.5600000000003]",L5,nan
634,169517927,t,89951871707876327,864691135490884327,89951871707874382,864691135182092034,2616,[183210 214442  21437],[183254 214490  21437],[183224 214472  21439],"[655.2919154043816, 521.7041160976697, 857.4800000000002]",L5,nan
646,169817214,t,90022584317640288,864691136723447037,90022584317648175,864691135182092034,2104,[183554 217042  23232],[183538 217122  23231],[183562 217116  23232],"[655.7562595843802, 532.1844672598447, 929.2800000000002]",L5,nan
661,175608356,t,90369961138442915,864691135884232560,90369961138448459,864691135182092034,5564,[186060 183822  22316],[186150 183766  22321],[186131 183868  22317],"[677.3233703343607, 400.68376494271604, 892.6400000000002]",L5,nan
675,161981655,t,88962861065637476,864691135571546917,89033229809833143,864691135182092034,2712,[176136 185724  21785],[176214 185736  21794],[176166 185728  21787],"[637.1153447080866, 404.80307984168695, 871.4000000000002]",L5,nan
730,174415762,t,90293751238724437,864691136065399960,90293751238720235,864691135182092034,20572,[185648 140278  22328],[185570 140302  22325],[185622 140358  22332],"[690.8620801207217, 227.02692454384007, 893.1200000000002]",L2/3,nan
733,183768971,t,90791761420881833,864691135256135087,90791761420877590,864691135182092034,916,[189062 180654  23349],[188972 180674  23343],[189044 180678  23347],"[690.3901138411447, 389.10655188741134, 933.9600000000003]",L5,nan
743,181660913,t,91140581283627252,864691135715500058,91140581283620208,864691135182092034,13480,[191708 157970  21942],[191790 158106  21934],[191732 158042  21937],"[708.8420019996993, 299.63828614259995, 877.6800000000003]",L4,nan
762,175346099,t,90228124071203115,864691135994574250,90228124071217102,864691135182092034,3452,[185192 175622  21679],[185306 175484  21694],[185234 175544  21686],"[676.7232907047094, 367.70597410648696, 867.1600000000002]",L4,nan
763,152197307,t,88401079343412554,864691135609711111,88401079343429883,864691135182092034,6944,[171892 194720  21836],[171914 194722  21853],[171862 194713  21847],"[617.0677312662494, 439.1705939689361, 873.4400000000003]",L5,nan
769,169770918,t,89880678128331614,864691135994827946,89880678128346983,864691135182092034,480,[182418 208270  19601],[182396 208352  19610],[182327 208344  19608],"[654.2876715777811, 496.83395199815624, 784.0400000000001]",L5,nan
800,196559863,t,92128149084654956,864691135588058564,92128149084645129,864691135182092034,7856,[198708 176052  23072],[198756 176094  23064],[198738 176078  23069],"[730.4316529848155, 374.13141706311416, 922.8800000000002]",L5,nan
817,167490213,t,89942869590504487,864691136108844216,89942869590493748,864691135182092034,9588,[183230 147546  22287],[183324 147574  22287],[183304 147620  22286],"[678.6930932476184, 255.145326462908, 891.4800000000002]",L2/3,nan
822,146981237,t,87908773012148024,864691135402723570,87908773012145215,864691135182092034,14304,[168188 196766  21936],[168134 196736  21930],[168130 196810  21934],"[601.5948280206752, 446.0321518935697, 877.4400000000003]",L5,untuned
835,188399127,t,91492768601673707,864691135099877152,91492699882191915,864691135182092034,1096,[194318 160472  21758],[194282 160336  21750],[194298 160414  21750],"[718.3700199743585, 310.5181086353877, 870.3200000000003]",L4,nan
840,161095585,t,89176578638097630,864691135809492940,89176578638092326,864691135182092034,21476,[177306 205462  21597],[177368 205430  21594],[177259 205376  21591],"[634.8964156937428, 483.86253252148555, 863.8800000000002]",L5,nan
847,216954361,t,93470515209081710,864691135415817402,93470515209081722,864691135182092034,29260,[208460 215826  22152],[208536 215838  22149],[208504 215806  22146],"[755.4250857197969, 536.0217799638191, 886.0800000000003]",L5,nan
865,176276821,t,90443353606664184,864691135730518969,90443353606664396,864691135182092034,8932,[186534 206460  22764],[186622 206512  22773],[186522 206473  22763],"[671.3200286646567, 491.0564345325693, 910.5600000000003]",L5,nan
866,190312047,t,91357872402962721,864691135730442937,91287434939312093,864691135182092034,5880,[193080 204046  22709],[192978 203918  22705],[193004 204026  22710],"[698.2459664914625, 483.71926449590006, 908.3600000000002]",L5,nan
877,144413925,t,88259036386232000,864691136388811536,88259036386232089,864691135182092034,30476,[170832 184752  23288],[170972 184864  23288],[170898 184800  23289],"[616.318939521175, 399.080778617372, 931.5200000000002]",L5,nan
881,166344433,t,89942525993040511,864691135865862789,89942525993036839,864691135182092034,1852,[183050 144716  22239],[183126 144772  22237],[183072 144704  22240],"[678.9624360728958, 243.805650345731, 889.5600000000003]",L2/3,nan
882,183036435,t,90932498976493812,864691135354901711,90932498976486982,864691135182092034,8512,[189998 180860  23986],[190020 180930  23993],[190056 180906  23993],"[694.0480504587762, 390.2537274194862, 959.4400000000003]",L5,nan
884,218182615,t,93752196612902186,864691135609680647,93752196612913674,864691135182092034,4796,[210936 217564  24396],[210970 217624  24406],[210934 217588  24399],"[764.6854912861158, 543.8105159811256, 975.8400000000003]",L5,nan
926,196366001,t,92133165271326399,864691135692715967,92133165271314777,864691135182092034,1420,[198914 213508  20897],[198830 213436  20890],[198864 213470  20891],"[718.1944954146179, 523.4571078420358, 835.8800000000002]",L5,nan
933,200121526,t,92483291340957633,864691135809485516,92483291340962918,864691135182092034,5204,[201436 200706  23544],[201408 200604  23541],[201421 200693  23544],"[732.7071788035896, 473.32319687499216, 941.7600000000002]",L5,nan
944,181260645,t,90935247621111586,864691135403994862,90935247621112682,864691135182092034,3520,[189986 200972  22763],[190058 201028  22762],[190025 201064  22760],"[686.988727920704, 470.391415015919, 910.5200000000002]",L5,nan
954,211479462,t,93189040232450744,864691135367305465,93188971512992847,864691135182092034,2872,[206668 215786  22215],[206678 215670  22214],[206694 215708  22216],"[748.2983070427149, 535.2376564481091, 888.6000000000003]",L5,nan
957,213748500,t,93467972857182449,864691136041050198,93467972857190732,864691135182092034,2824,[208602 196936  24446],[208534 196954  24451],[208604 196950  24448],"[762.5764122303261, 460.7988130378875, 977.8400000000003]",L5,nan
960,204037011,t,92344340625920748,864691135617782159,92344340625931725,864691135182092034,22720,[200484 213788  23912],[200502 213794  23923],[200457 213901  23916],"[724.3529836867567, 525.120183968354, 956.4800000000002]",L5,nan
980,166317127,t,89880953409054305,864691135926631636,89880953409065664,864691135182092034,2132,[182492 210348  22813],[182442 210358  22817],[182470 210390  22816],"[653.8581066746979, 505.14012042854813, 912.5200000000002]",L5,nan
985,178740404,t,91005066609435681,864691135692701375,91005066609429654,864691135182092034,2096,[190752 196832  22741],[190752 196862  22733],[190797 196949  22736],"[691.4843675755585, 454.16147601129853, 909.6400000000002]",L5,nan
989,165110443,t,89526154750481344,864691135683564786,89526154750490176,864691135182092034,2964,[180214 188548  22630],[180140 188562  22637],[180265 188612  22634],"[652.3807613532816, 417.4777796270312, 905.2000000000003]",L5,nan
1002,171254158,t,90433870318889768,864691135446628948,90433870318910601,864691135182092034,964,[186830 135772  22817],[186844 135680  22828],[186802 135698  22823],"[697.1429837605832, 209.48358365714532, 912.6800000000003]",L2/3,nan
1015,183768847,t,90791761420800042,864691135658224514,90721392676617932,864691135182092034,32472,[188994 180716  23268],[188910 180640  23262],[188985 180658  23275],"[690.0975342590623, 389.3299018105106, 930.7200000000003]",L5,nan
1017,134863902,t,86714222549365900,864691136286859203,86714153829911521,864691135182092034,8720,[159640 209110  23456],[159724 209074  23467],[159672 209132  23465],"[563.2295369496138, 492.2402321505198, 938.2400000000002]",L5,nan
1020,189844286,t,91216447317335641,864691136451062015,91216447317326210,864691135182092034,11212,[192350 199260  19790],[192354 199236  19784],[192361 199259  19786],"[697.0055875121956, 464.3936184268086, 791.6000000000003]",L5,nan
1038,183360793,t,90725103394356736,864691135782772019,90725103394367334,864691135182092034,6272,[188774 208210  22458],[188798 208278  22467],[188744 208242  22467],"[679.6358429603252, 498.81071287423055, 898.3200000000003]",L5,nan
1054,162760106,t,89178021612865817,864691135377999602,89107652868678461,864691135182092034,192,[177318 216102  20549],[177180 216112  20533],[177240 216108  20540],"[631.2348846279109, 526.2647623479222, 821.9600000000003]",L5,nan
1066,171023680,t,90357316955866265,864691135454229098,90357316955860499,864691135182092034,19380,[186026  89536  23703],[186086  89600  23699],[186042  89626  23699],"[710.058153298243, 24.963058544589032, 948.1200000000002]",L1,nan
1070,181730353,t,90936140974328136,864691136109199800,90936140974321044,864691135182092034,11568,[190058 207760  22794],[189992 207756  22794],[190065 207789  22800],"[684.9091792666702, 497.4651943124175, 911.7600000000002]",L5,nan
1075,184159053,t,90728539703612501,864691135122304551,90728539703615777,864691135182092034,45784,[188690 233872  24877],[188592 233824  24879],[188610 233841  24872],"[670.3547588602047, 601.038821914389, 995.0800000000003]",L6,nan
1077,183203368,t,90795266046772867,864691135815726927,90795266046791661,864691135182092034,756,[189102 206806  22564],[189178 206848  22576],[189122 206790  22569],"[681.4323170554925, 493.33043178423236, 902.5600000000003]",L5,nan
1106,113626716,t,85095947658699650,864691136197865194,85095947658712588,864691135182092034,2896,[147716 210972  23837],[147738 211002  23848],[147718 211032  23841],"[515.0658986574455, 495.5029099558149, 953.4800000000002]",L5,nan
1111,154663326,t,88473922257339777,864691134988375162,88473922257327531,864691135182092034,4244,[172316 213102  24041],[172252 213084  24030],[172246 213062  24033],"[612.3488900214631, 512.5666138699261, 961.6400000000002]",L5,nan
1140,179772140,t,90640440797695705,864691135502364341,90640440797701639,864691135182092034,2296,[188162 101814  20936],[188204 101902  20940],[188212 101876  20936],"[714.2892479609159, 74.6328312233069, 837.4400000000003]",L1,nan
1141,169559954,t,89810103628426212,864691136521597329,89810103628426244,864691135182092034,10408,[182068 206818  22688],[181950 206850  22689],[182023 206822  22687],"[653.3991995543312, 490.92603515179263, 907.5200000000002]",L5,nan
1144,116498340,t,85994454884112595,864691136602034641,85994454884106305,864691135182092034,3948,[154300  89756  24371],[154346  89762  24367],[154328  89712  24373],"[583.5603642779902, 14.779297501260938, 974.8400000000003]",L1,nan
1163,183362238,t,91006715809957378,864691135837566355,91006647090481385,864691135182092034,2624,[190902 209102  22388],[190986 209022  22394],[190970 209078  22388],"[687.8044805403584, 503.10700523929, 895.5200000000002]",L5,nan
1167,162417861,t,89034192083511091,864691137197179713,89034260803005681,864691135182092034,31032,[176416 193136  23043],[176322 193226  23050],[176425 193235  23055],"[635.6470893089668, 434.43587468258846, 921.7200000000003]",L5,nan
1173,190438500,t,91711159434168890,864691134917559306,91711159434166299,864691135182092034,404,[195856 214928  24223],[195778 215004  24225],[195860 214979  24218],"[705.513997248753, 528.0494046819075, 968.9200000000003]",L5,nan
1183,155339628,t,88611223503002290,864691135926632660,88611154783536471,864691135182092034,6160,[173214 187136  21627],[173266 187018  21616],[173254 187086  21622],"[624.9795654417516, 409.4109111752746, 865.0800000000003]",L5,nan
1185,174415770,t,90293819958263947,864691136020220408,90293819958258843,864691135182092034,2056,[185628 140834  22375],[185684 140788  22370],[185628 140794  22372],"[690.5885501730035, 229.23548909297628, 895.0000000000002]",L2/3,nan
1208,182240830,t,91075847334858145,864691135516104915,91075847334838096,864691135182092034,3000,[191078 200010  20097],[191104 200000  20084],[191096 199992  20091],"[691.6754816600618, 466.9387541019838, 803.8800000000002]",L5,nan
1209,178740735,t,91075641512007112,864691135468407122,91075641512018318,864691135182092034,2924,[191290 198462  22704],[191280 198558  22712],[191272 198518  22709],"[693.0599231231372, 460.8442246012496, 908.1600000000002]",L5,nan
1241,154797250,t,88540854960459506,864691135577269765,88540854960459618,864691135182092034,9460,[173016 187404  23436],[172966 187458  23434],[172964 187446  23436],"[624.0971482846373, 410.4098045433728, 937.4400000000003]",L5,nan
1251,200058934,t,92767858962223812,864691135841335779,92767858962222737,864691135182092034,2080,[203480 223478  25318],[203508 223450  25320],[203538 223476  25320],"[732.913224359789, 564.7771648874779, 1012.7200000000003]",L5,nan
1253,161157181,t,89388784718079780,864691135493962640,89388715998579218,864691135182092034,19752,[178828 213204  24401],[178860 213160  24394],[178788 213200  24397],"[638.262209974316, 515.2432940938385, 976.0400000000003]",L5,nan
1258,175630087,t,90229704686202695,864691135502171229,90229704686182049,864691135182092034,2584,[185232 187348  22112],[185368 187294  22109],[185300 187294  22108],"[672.7947288985679, 414.44543514462185, 884.4800000000002]",L5,nan
1261,166906228,t,89877792313045796,864691135837469843,89877792313047727,864691135182092034,4116,[182636 186684  22741],[182594 186762  22740],[182592 186704  22738],"[662.681728806321, 410.8945167937985, 909.6400000000002]",L5,nan
