,id,valid,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,size,pre_pt_position,post_pt_position,ctr_pt_position,pial_distances,cortex_layer,is_pre_tuned
169,471226230,t,115204905823716115,864691135815818063,115204905823727805,864691135385367125,236,[366798 144812  27179],[366816 144840  27191],[366848 144790  27186],"[1411.1241018075289, 308.246962783385, 1087.1600000000003]",L4,nan
258,477946135,t,115764419602229823,864691135759792061,115694050858045698,864691135385367125,696,[370734 119110  25864],[370646 119188  25873],[370664 119174  25867],"[1435.7684987346868, 207.20235827578796, 1034.5600000000002]",L2/3,nan
263,483044145,t,116114820348207514,864691135771721803,116114820348217897,864691135385367125,7420,[373480 108594  26795],[373560 108682  26799],[373548 108616  26792],"[1450.376820461464, 166.2557431735971, 1071.8000000000002]",L2/3,nan
272,489490410,t,117029407864075856,864691135986210979,117029407864070289,864691135385367125,32316,[380124 106970  26790],[380212 106886  26776],[380178 106936  26785],"[1477.417854462839, 162.10071343405482, 1071.6000000000004]",L2/3,nan
326,493539794,t,117170969986024578,864691136482892844,117170969986034209,864691135385367125,18504,[381120 113160  26659],[381066 113266  26666],[381084 113188  26660],"[1479.2287179496045, 187.11372263791313, 1066.3600000000004]",L2/3,nan
330,497420669,t,118366070406263484,864691135759451069,118366070406267034,864691135385367125,4120,[389924 104530  26981],[389946 104502  26987],[389912 104526  26987],"[1517.3193266772523, 155.79435829638766, 1079.2400000000002]",L2/3,nan
392,499893468,t,118367307356806873,864691136091326644,118367307356821738,864691135385367125,2952,[389910 113774  26942],[389970 113776  26956],[389902 113802  26951],"[1514.040869030322, 192.62477273143415, 1077.6800000000003]",L2/3,nan
424,483354089,t,115976144309951203,864691137016657262,115976075590488657,864691135385367125,4728,[372684 123646  25796],[372710 123560  25794],[372674 123572  25801],"[1441.9574635833885, 225.95712967139627, 1031.8400000000001]",L2/3,nan
436,491068662,t,117098264846818046,864691136215646142,117098264846815987,864691135385367125,3116,[380818  95796  27251],[380844  95742  27249],[380860  95796  27255],"[1484.078804022591, 117.81673955001368, 1090.0400000000002]",L2/3,nan
448,489856654,t,116750612947328291,864691135122350375,116750612947357360,864691135385367125,6244,[378012 126862  27135],[378098 126848  27136],[378068 126822  27131],"[1462.0671935144144, 240.62964145708662, 1085.4000000000003]",L2/3,nan
485,494323805,t,117733438836514544,864691135571248421,117733438836492983,864691135385367125,4848,[385536 109568  26621],[385500 109652  26607],[385470 109561  26610],"[1498.0777548084952, 174.3399162556255, 1064.8400000000001]",L2/3,nan
490,502808787,t,119212007298939516,864691135132681376,119141638554757519,864691135385367125,328,[395904 115802  27854],[395786 115748  27856],[395847 115801  27854],"[1537.2186257266007, 202.79555021047227, 1114.1600000000003]",L2/3,nan
592,482336220,t,116186494628518253,864691135939658150,116186425908980831,864691135385367125,14076,[373994 118016  25987],[373984 117948  25990],[374036 117990  25990],"[1449.1402711280668, 203.97952116236794, 1039.4800000000002]",L2/3,nan
604,494323869,t,117733576342048207,864691136143665204,117803945086248025,864691135385367125,4852,[385474 110326  26671],[385572 110326  26672],[385532 110398  26677],"[1497.5664423113578, 177.33876395603835, 1066.8400000000001]",L2/3,nan
671,483896072,t,116048299961781218,864691135103974989,116048299961798597,864691135385367125,504,[372818 137280  27247],[372828 137316  27256],[372798 137304  27253],"[1437.7382983550797, 280.3323192046406, 1089.8800000000003]",L2/3,nan
677,489490195,t,116958901680874441,864691136370804616,116958901680877756,864691135385367125,6232,[379932 105838  26730],[379816 105856  26731],[379874 105804  26731],"[1477.0474181378659, 157.52300823066528, 1069.2000000000003]",L2/3,nan
765,489412138,t,116536001954229880,864691135386413185,116536001954219543,864691135385367125,18504,[376482 100708  26437],[376400 100700  26439],[376452 100722  26440],"[1465.0883671453817, 135.8783437759049, 1057.4800000000002]",L2/3,nan
766,493205927,t,117593113664964552,864691135676148210,117593182384414360,864691135385367125,6024,[384146 112830  26568],[384108 112928  26560],[384182 112854  26565],"[1491.4017041557338, 186.8536787466497, 1062.7200000000003]",L2/3,nan
871,497573424,t,118298038124371394,864691135617770127,118298038124356264,864691135385367125,1380,[389330 121624  27022],[389252 121658  27012],[389266 121608  27020],"[1508.9930070084727, 223.70308492834033, 1080.8800000000003]",L2/3,nan
894,483154631,t,116045757341220384,864691136388573047,116045757341230708,864691135385367125,33412,[373016 118102  27332],[372978 118038  27342],[372998 118108  27339],"[1445.2131758936266, 203.98125887288276, 1093.2800000000002]",L2/3,nan
940,483524951,t,116258581493539227,864691135360127559,116258581493529280,864691135385367125,10384,[374728 131156  26787],[374682 131132  26772],[374721 131223  26776],"[1447.4841929228473, 256.59540375477724, 1071.4800000000002]",L2/3,nan
946,478483390,t,115483013344838237,864691135986925827,115483013344835262,864691135385367125,4604,[369050 119764  25727],[369028 119912  25732],[369040 119842  25727],"[1428.8301318253127, 209.22132252284774, 1029.0800000000002]",L2/3,nan
969,500877372,t,119072094377257149,864691135888518537,119072094377263198,864691135385367125,2016,[394930 121660  27411],[394888 121714  27416],[394890 121680  27414],"[1531.295217818772, 225.7988256024131, 1096.4400000000003]",L2/3,nan
1013,485060112,t,116395333319288387,864691135682618052,116395402038761290,864691135385367125,29548,[375416 101512  27232],[375520 101584  27241],[375449 101508  27237],"[1460.560300084042, 138.710473837892, 1089.2800000000002]",L2/3,nan
1043,489412233,t,116536070673712916,864691136723347709,116536070673709103,864691135385367125,6984,[376556 101074  26473],[376550 101170  26463],[376564 101134  26467],"[1465.2556447686343, 137.36257091376447, 1058.9200000000003]",L2/3,nan
1058,502688041,t,118860163444046795,864691136925357130,118860163444046560,864691135385367125,3928,[393720 115880  27113],[393736 115792  27110],[393706 115822  27110],"[1528.488676252334, 202.34497038763325, 1084.5200000000002]",L2/3,nan
1076,496621360,t,117663619982198626,864691135982474915,117593251238018106,864691135385367125,3524,[384588 113542  27462],[384530 113502  27478],[384590 113526  27470],"[1492.9147568266148, 189.84493259999277, 1098.4800000000002]",L2/3,nan
1190,496638791,t,118014364191093360,864691135941170036,118084732935283623,864691135385367125,5780,[387562 105254  27144],[387626 105168  27161],[387574 105214  27153],"[1507.6548761386846, 157.85589068458142, 1085.7600000000002]",L2/3,nan
1252,491849380,t,117315968149164840,864691135570741997,117315968149170061,864691135385367125,628,[382172 144638  27276],[382212 144750  27283],[382180 144702  27276],"[1472.4467513583315, 312.9133408295231, 1091.0400000000002]",L4,nan
1258,493370400,t,117382626041914397,864691136266708724,117382626041905288,864691135385367125,15116,[382596 117012  27615],[382616 117086  27601],[382624 117054  27607],"[1483.7673557628823, 202.97765805129293, 1104.6000000000004]",L2/3,nan
1389,483410359,t,116116125951478771,864691135761516598,116116057232017619,864691135385367125,1476,[373350 117988  26576],[373398 117920  26583],[373398 117934  26582],"[1446.5838350289703, 203.6434341628637, 1063.0400000000002]",L2/3,nan
1523,485577728,t,116467076520095418,864691136296677915,116467076520089909,864691135385367125,5040,[375970 111518  27759],[375868 111534  27756],[375920 111538  27761],"[1459.279546087281, 178.77530756024487, 1110.3600000000004]",L2/3,nan
1529,493371609,t,117593319957455443,864691135939297537,117593319957463194,864691135385367125,740,[384138 114372  27468],[384052 114362  27473],[384116 114339  27470],"[1490.8322493041271, 192.99541866071166, 1098.7200000000003]",L2/3,nan
1600,479861529,t,115762358152126442,864691135570707437,115762358152116738,864691135385367125,12976,[371072 103744  26885],[371042 103826  26880],[371057 103891  26884],"[1442.4722945387487, 146.09008191647177, 1075.4000000000003]",L2/3,nan
1608,490900596,t,117169733035793814,864691136664072701,117169733035798228,864691135385367125,5220,[381130 103830  27013],[381188 103948  27015],[381164 103880  27019],"[1482.5212180568708, 149.93922273483915, 1080.5200000000002]",L2/3,nan
1771,498497883,t,116537926099320481,864691135291775670,116537926099324745,864691135385367125,6196,[376830 115244  26246],[376846 115278  26254],[376866 115254  26251],"[1461.4074866588055, 193.92240909565618, 1049.8400000000001]",L2/3,nan
1831,478319210,t,115553175863818691,864691136194553064,115553175863834371,864691135385367125,6488,[369382 118390  25543],[369434 118372  25556],[369444 118360  25549],"[1430.6320863465196, 203.86197928850441, 1021.7200000000003]",L2/3,nan
1835,494969030,t,117665338036003512,864691136951617759,117665338036011806,864691135385367125,9644,[384740 126636  27806],[384708 126618  27818],[384764 126608  27813],"[1488.9555740209032, 242.07461679883667, 1112.2400000000002]",L2/3,nan
1864,480742343,t,115833482877868781,864691135754557906,115833482877875830,864691135385367125,576,[371674 109448  27602],[371682 109412  27611],[371686 109478  27606],"[1442.8825859452234, 169.02913117666932, 1104.0800000000002]",L2/3,nan
1938,477944482,t,115483013345007805,864691135462784318,115483013345013067,864691135385367125,5924,[368920 119898  25890],[368912 119836  25889],[368922 119878  25887],"[1428.2653951041925, 209.70996189479618, 1035.6000000000004]",L2/3,nan
1986,497484324,t,118436576723316062,864691136008785068,118436645442810331,864691135385367125,8384,[390400 105656  27716],[390498 105734  27732],[390480 105682  27724],"[1518.8235319170835, 160.44716375078443, 1108.6400000000003]",L2/3,nan
1990,485237194,t,116325857928190004,864691136328913386,116325857928212914,864691135385367125,6008,[374954 108016  27139],[375030 108050  27148],[375028 108074  27144],"[1456.4518884786453, 164.46641129084915, 1085.5600000000002]",L2/3,nan
2017,497573678,t,118297694526944557,864691135334780905,118297694526938566,864691135385367125,15868,[389592 119364  27015],[389532 119332  27007],[389574 119388  27008],"[1510.8249069665117, 214.78882407599053, 1080.6000000000004]",L2/3,nan
2048,491223336,t,117032019204216030,864691135569307270,117102387948393474,864691135385367125,2208,[380406 126616  26793],[380450 126648  26797],[380410 126626  26794],"[1471.6925151942044, 240.483989266716, 1071.7200000000003]",L2/3,nan
2084,495316515,t,117662795348435198,864691136723432445,117662795348438902,864691135385367125,25140,[384998 107534  27435],[384966 107548  27437],[385020 107534  27441],"[1496.6430429411969, 166.04731703355822, 1097.4000000000003]",L2/3,nan
2093,494159338,t,117873008160886373,864691135358839128,117873076880376525,864691135385367125,7488,[386586 101038  27120],[386496 101066  27131],[386530 101112  27124],"[1505.2355264830308, 140.71580727627543, 1084.8000000000002]",L2/3,nan
2255,493477220,t,117593182518544951,864691136008438956,117593182518543305,864691135385367125,560,[384284 113296  27483],[384258 113238  27479],[384237 113282  27481],"[1491.7891453245988, 188.75869563388946, 1099.3200000000002]",L2/3,nan
2256,496621234,t,117593113798984408,864691135769302461,117593113798985367,864691135385367125,1252,[384398 112672  27422],[384458 112736  27423],[384442 112685  27424],"[1492.4609508408269, 186.31193668614532, 1096.8800000000003]",L2/3,nan
2269,487364207,t,116469000531432621,864691136226103486,116539369275637771,864691135385367125,6504,[376328 125726  26923],[376364 125730  26926],[376350 125684  26928],"[1455.7528617231137, 235.51585166580958, 1076.9200000000003]",L2/3,nan
2340,485492952,t,116117981444511191,864691135472327474,116117981444507976,864691135385367125,27068,[373642 132088  27114],[373728 132032  27115],[373706 132092  27117],"[1442.8318065453734, 259.93061304276745, 1084.5600000000002]",L2/3,nan
2350,495316337,t,117662726629027659,864691136227001937,117662726629019217,864691135385367125,836,[384738 106796  27471],[384796 106828  27465],[384786 106846  27470],"[1495.8642842077727, 163.0159083123338, 1098.8400000000001]",L2/3,nan
2354,501782265,t,119212007231963589,864691135341016773,119212007231971202,864691135385367125,2196,[396092 115546  27462],[396018 115546  27467],[396090 115604  27467],"[1538.0570116201393, 201.84098795817252, 1098.4800000000002]",L2/3,nan
2439,491147769,t,117169526944647591,864691134964445215,117169526944656036,864691135385367125,6116,[381292 102356  27632],[381310 102382  27640],[381292 102362  27637],"[1483.6806224804743, 144.12213571619063, 1105.2800000000002]",L2/3,nan
2453,504369676,t,119353706793023913,864691135657810818,119353706793013989,864691135385367125,13028,[397244 122856  27487],[397268 122854  27475],[397267 122911  27484],"[1540.0990428710045, 231.3713345929564, 1099.4800000000002]",L2/3,nan
2519,493350168,t,117380014701576581,864691135925555470,117450383445788081,864691135385367125,3308,[382992  97582  27414],[383030  97670  27418],[383068  97606  27421],"[1492.1190724910075, 125.69146081211477, 1096.5600000000002]",L2/3,nan
2535,495617308,t,118156269843787342,864691136652781821,118156269843790029,864691135385367125,1804,[388154 114212  26965],[388182 114252  26967],[388150 114274  26969],"[1506.890900609632, 193.75792390543137, 1078.6000000000004]",L2/3,nan
2542,491223719,t,117102319228945181,864691136965825998,117102319228946347,864691135385367125,5668,[380902 126034  26834],[380802 125960  26834],[380832 125960  26836],"[1473.871864044335, 238.33776500316972, 1073.3600000000004]",L2/3,nan
2554,483525385,t,116328950237636637,864691136217049278,116328950237645396,864691135385367125,2048,[375252 131066  26719],[375288 131074  26727],[375276 131134  26726],"[1449.6035930774367, 256.4194521002633, 1068.7600000000002]",L2/3,nan
2674,485494190,t,116258650213367996,864691135936595971,116258650213369269,864691135385367125,3584,[374676 131472  27096],[374572 131484  27097],[374606 131474  27098],"[1447.166819566811, 257.83646545867373, 1083.8400000000001]",L2/3,nan
2953,493476058,t,117452445030167549,864691135385310037,117452445030179441,864691135385367125,636,[383094 113128  27472],[383104 113196  27481],[383125 113138  27475],"[1487.1058272208086, 187.6743914612929, 1098.8800000000003]",L2/3,nan
2967,477946720,t,115834788346378095,864691135385264725,115834788346378275,864691135385367125,32836,[371470 119008  25844],[371604 119004  25843],[371544 119084  25847],"[1438.7368554689099, 207.0524973456157, 1033.7600000000002]",L2/3,nan
3006,498498907,t,116819332356608827,864691136296690459,116819332356620741,864691135385367125,4180,[378562 114776  26300],[378498 114780  26308],[378550 114782  26300],"[1468.4722790776086, 192.66134760658414, 1052.0000000000002]",L2/3,nan
3125,497575344,t,118579032064701843,864691135921108995,118578963345254014,864691135385367125,1820,[391480 117988  27032],[391460 117922  27036],[391532 117950  27036],"[1518.8278745345838, 209.96396862692393, 1081.2800000000002]",L2/3,nan
3175,483896209,t,116048231242286695,864691135155914340,116048299961780965,864691135385367125,444,[372900 136902  27251],[372926 136974  27248],[372970 136950  27254],"[1438.1968296990883, 278.8546599047471, 1090.0400000000002]",L2/3,nan
3212,478541886,t,115837537326555480,864691136118444056,115907974790212763,864691135385367125,5420,[371726 139924  27185],[371754 140014  27188],[371744 139992  27188],"[1432.4651607785158, 290.48737804733713, 1087.4000000000003]",L4,nan
43,444350605,t,112875863976508818,864691136236910351,112875864043065975,864691135114411924,5664,[350004  93518  17408],[349980  93552  17416],[349998  93518  17413],"[1362.0859934425114, 97.99694523289631, 696.3200000000002]",L1,nan
175,438317313,t,112102494783831129,864691136795869294,112102494783827932,864691135114411924,2624,[344394  98988  15707],[344352  98894  15705],[344419  98985  15705],"[1337.8244167660137, 117.83791035988631, 628.2800000000001]",L2/3,nan
221,461353098,t,113932288558942608,864691135307111238,113932288558943423,864691135114411924,3432,[357548 100082  17427],[357642 100096  17429],[357592 100094  17431],"[1389.8588034705454, 126.78304491914652, 697.0800000000002]",L2/3,nan
238,444129899,t,112804533561808059,864691135494005648,112804464842329780,864691135114411924,4964,[349484  86226  20011],[349386  86160  20015],[349406  86226  20018],"[1362.556067174944, 68.75865433404117, 800.4400000000003]",L1,nan
254,416010341,t,110765213967619842,864691135682294932,110765213967613791,864691135114411924,2892,[334588  96636  17005],[334598  96516  17004],[334660  96568  17009],"[1299.569637155833, 105.04711378670501, 680.2000000000002]",L2/3,nan
286,430252881,t,111609638763556417,864691136039409150,111609638763544437,864691135114411924,748,[340970  96514  16017],[340996  96536  16005],[340938  96504  16012],"[1325.0430274111802, 106.78588257489848, 640.6800000000002]",L2/3,nan
361,453712628,t,113580032521240666,864691135544375848,113580032521228203,864691135114411924,4204,[355182  96988  17472],[355274  96976  17464],[355262  97000  17472],"[1381.50945632005, 113.6292973861993, 698.8800000000001]",L2/3,nan
413,431815512,t,111469313793508148,864691135360147271,111469313793483348,864691135114411924,868,[339550  99930  17650],[339494  99902  17642],[339539  99943  17650],"[1318.1937454571148, 119.90284231081739, 706.0000000000001]",L2/3,nan
459,451080484,t,113438539051910830,864691135993330890,113368170307702771,864691135114411924,1472,[353876  91390  17297],[353822  91346  17285],[353824  91414  17293],"[1378.2569266088244, 90.8672041064151, 691.8800000000001]",L1,nan
698,413021659,t,110131345514414328,864691135850729927,110131345514416548,864691135114411924,10164,[329970  92526  17196],[329998  92574  17200],[330046  92558  17198],"[1282.600769103454, 87.05973207004193, 687.8400000000001]",L1,nan
819,446250319,t,112594045737505120,864691135875992915,112523676993324697,864691135114411924,1020,[347718  91098  19552],[347676  91244  19559],[347704  91172  19555],"[1353.820456712958, 87.55682844368368, 782.0800000000002]",L1,nan
1064,439709632,t,112383008023171519,864691135937804803,112383008023158605,864691135114411924,2832,[346342  91746  18060],[346362  91746  18050],[346307  91770  18058],"[1348.111493409459, 89.65925989305433, 722.4000000000001]",L1,nan
1086,444762797,t,112595076194547054,864691135753894605,112595076194543087,864691135114411924,5000,[347904  98816  17368],[347862  98926  17367],[347832  98856  17364],"[1351.8709534782324, 118.3761950357763, 694.7200000000001]",L2/3,nan
1114,423524623,t,111046070267823629,864691135322972828,111046138987299315,864691135114411924,10112,[336538  92306  15588],[336508  92382  15584],[336514  92378  15584],"[1308.8494932653382, 88.4728364091877, 623.5200000000001]",L1,nan
1199,432582812,t,111750101575235027,864691135440777032,111750101575240091,864691135114411924,4584,[341640  94692  17462],[341626  94770  17468],[341654  94748  17465],"[1328.348020255211, 99.75919300576957, 698.4800000000001]",L2/3,nan
1277,468254110,t,114284681969103910,864691135155550820,114284681969102657,864691135114411924,1548,[360006 104638  17403],[360104 104598  17400],[360023 104607  17402],"[1398.06506348635, 145.7946123598655, 696.1200000000001]",L2/3,nan
1458,455138648,t,113157407672285796,864691135866395414,113157407672296264,864691135114411924,17540,[351978  93960  17040],[352092  93960  17047],[352026  93964  17049],"[1369.7978554254662, 100.44639920385805, 681.6000000000001]",L2/3,nan
1606,425379780,t,110905745297570719,864691136541364898,110905745297566376,864691135114411924,11612,[335546  95138  17034],[335590  95178  17024],[335560  95186  17028],"[1303.9092924494648, 99.41189596194826, 681.3600000000001]",L2/3,nan
1781,425382390,t,111186945396383258,864691135322990236,111187014115872550,864691135114411924,3996,[337826  93376  17063],[337830  93434  17054],[337864  93418  17062],"[1313.608861770947, 93.18557610365632, 682.5200000000001]",L1,nan
1790,425557360,t,110835307565749526,864691135809682380,110835307565727199,864691135114411924,1608,[335246  94642  15267],[335298  94610  15270],[335286  94630  15266],"[1302.886775805366, 97.33085878963705, 610.6800000000002]",L1,nan
1911,451080128,t,113368101588224468,864691136227040337,113368101588216303,864691135114411924,2476,[353496  91228  17273],[353548  91246  17260],[353538  91278  17266],"[1376.7991875890257, 90.08919321307522, 690.9200000000002]",L1,nan
1989,432174876,t,111748933411669454,864691136311775037,111748933411666403,864691135114411924,6996,[341584  86068  18390],[341614  85988  18386],[341602  86023  18388],"[1331.1313971446618, 65.3749378140212, 735.6000000000001]",L1,nan
1990,444763316,t,112665513658126368,864691135348614615,112595144913960014,864691135114411924,344,[348278  99104  17318],[348178  99072  17320],[348210  99072  17321],"[1353.2608573309324, 119.65419631912845, 692.7200000000001]",L2/3,nan
2003,438923344,t,112171008370311254,864691135269783717,112241377114487838,864691135114411924,6384,[345094  84800  17539],[345178  84812  17539],[345160  84804  17535],"[1345.560024633086, 61.545904933477, 701.5600000000002]",L1,nan
2174,444157734,t,112594526438576120,864691135132667040,112594526438580363,864691135114411924,188,[347744  94742  17258],[347694  94776  17261],[347712  94746  17257],"[1352.6536788552694, 102.08642656031472, 690.3200000000002]",L2/3,nan
2475,443010983,t,112734301921238665,864691135684426423,112734301921228161,864691135114411924,15572,[349138  87456  17640],[349102  87412  17629],[349102  87462  17636],"[1360.748527458467, 73.53930870068982, 705.6000000000001]",L1,nan
2526,451080575,t,113438539051913327,864691135658130050,113368170307715812,864691135114411924,1324,[353876  91360  17299],[353816  91374  17305],[353882  91340  17303],"[1378.2673852979544, 90.74766074264416, 691.9600000000002]",L1,nan
2622,436469184,t,112453583060387578,864691135382687962,112453583060389234,864691135114411924,1588,[346954  93274  19447],[346892  93196  19445],[346966  93224  19448],"[1350.017482130714, 95.96135914603737, 777.8800000000001]",L1,nan
2708,436118591,t,112453445688134028,864691136482885420,112453445688128330,864691135114411924,364,[347098  92104  19581],[347154  92116  19585],[347128  92114  19581],"[1350.999179152874, 91.34936966679065, 783.2400000000001]",L1,nan
2758,425380976,t,111046345346904075,864691135760504509,111046414066388707,864691135114411924,9500,[336644  94382  16977],[336642  94434  16979],[336672  94394  16978],"[1308.5481385295527, 96.78219121706661, 679.0800000000002]",L1,nan
2814,439761194,t,112242614065462410,864691136194031830,112242614065458591,864691135114411924,492,[345514  94288  17897],[345400  94274  17893],[345454  94268  17897],"[1343.9258969771208, 99.49990776327101, 715.8800000000001]",L2/3,nan
2,82080610,t,83262924403329675,864691135567721964,83262924403331535,864691135349011442,6092,[134200 185372  24362],[134244 185330  24367],[134202 185355  24366],"[470.1323765571736, 388.7805847953107, 974.4800000000002]",L5,nan
13,74961027,t,82628506261276935,864691135403723246,82628506261265150,864691135349011442,7848,[129570 177038  24933],[129592 177026  24926],[129592 177038  24930],"[454.5882745887503, 353.9573139840377, 997.3200000000003]",L4,nan
27,74741607,t,82348611631219430,864691135754529234,82348611631216685,864691135349011442,7960,[127674 188826  23394],[127802 188752  23399],[127740 188766  23396],"[442.9235664163849, 400.26889723546134, 935.7600000000002]",L5,nan
29,74204435,t,82701142479455111,864691135462691390,82701142479462183,864691135349011442,2620,[130238 193880  22600],[130368 193952  22610],[130334 193960  22609],"[451.3785987446272, 421.30183854970414, 904.0000000000002]",L5,nan
67,72858469,t,82207736569340292,864691135954119432,82207736569333087,864691135349011442,8908,[126846 187708  22048],[126894 187758  22043],[126816 187742  22049],"[440.0139300578726, 395.52525472561484, 881.9200000000003]",L5,nan
76,62620445,t,81925780824943457,864691136521609617,81925780824942212,864691135349011442,6444,[124458 184146  24285],[124492 184122  24283],[124445 184086  24302],"[431.7400733243689, 380.49896101247805, 971.4000000000002]",L5,nan
82,99219713,t,84105768651172824,864691136109108920,84105768651164434,864691135349011442,956,[140738 173668  23214],[140764 173744  23209],[140750 173736  23211],"[500.26514355414326, 344.42203079378436, 928.5600000000003]",L4,nan
84,72362702,t,82629880583451772,864691136911961329,82629880583434515,864691135349011442,15012,[129704 187082  24177],[129778 187128  24171],[129776 187076  24175],"[451.62066582629757, 394.02714765268433, 967.0800000000003]",L5,nan
90,118598085,t,85867049041051011,864691135696268954,85867049041046164,864691135349011442,2008,[153264 188974  24584],[153206 188998  24585],[153186 189006  24581],"[544.8424595133494, 409.779906324382, 983.3600000000002]",L5,nan
92,101052638,t,84809524745575252,864691135926296020,84809524745568171,864691135349011442,1892,[145910 174078  22918],[145940 173996  22914],[145954 174004  22916],"[520.7314840501591, 347.85886810461824, 916.7200000000003]",L4,nan
104,510785420,t,80588912258946458,864691135575097118,80588980978440937,864691135349011442,524,[114902 185480  25524],[114924 185570  25524],[114930 185500  25524],"[393.19646414120854, 382.48321481070906, 1020.9600000000003]",L5,nan
117,47095677,t,80164500434895016,864691135841043683,80164500434899339,864691135349011442,532,[111864 168896  22779],[111966 168888  22780],[111920 168884  22778],"[386.87226952090623, 315.3405267322255, 911.1600000000002]",L4,nan
143,66744768,t,81855480800140184,864691135975784515,81925849544320499,864691135349011442,1392,[124416 184912  24205],[124466 184984  24203],[124462 184936  24203],"[431.3056674193107, 383.53665940264943, 968.2000000000003]",L5,nan
144,44710454,t,80439378543060860,864691135937473589,80439378543062431,864691135349011442,360,[113980 119642  24225],[113964 119686  24230],[113998 119652  24227],"[412.4751372587274, 119.81191829959833, 969.0000000000002]",L2/3,nan
152,86476517,t,83543643398740153,864691135576727236,83543643398734724,864691135349011442,4008,[136340 179496  23856],[136250 179462  23856],[136266 179484  23856],"[480.70831175037983, 366.1120777692822, 954.2400000000002]",L4,nan
167,99220755,t,84316874883546085,864691135753955277,84316874883552768,864691135349011442,13168,[141976 173318  23079],[141902 173332  23087],[141922 173348  23086],"[505.3203177389403, 343.45895345454215, 923.1600000000002]",L4,nan
172,47096369,t,80235075337667889,864691135382453210,80235075337676470,864691135349011442,4084,[112604 170322  22947],[112584 170186  22946],[112606 170262  22946],"[389.3238694706252, 321.2808022886739, 917.8800000000002]",L4,nan
178,54651410,t,80801461465935019,864691135433810418,80801461465928511,864691135349011442,968,[116456 196158  24170],[116452 196090  24158],[116491 196118  24166],"[395.6662143003088, 425.57444285252325, 966.8000000000003]",L5,nan
193,74204462,t,82701142479501546,864691136390424959,82701142479510582,864691135349011442,756,[130340 193832  22640],[130340 193928  22645],[130370 193886  22642],"[451.8017800840562, 421.14612871071154, 905.6000000000003]",L5,nan
195,38432827,t,79673156444497333,864691135570840045,79673156444503441,864691135349011442,8072,[108436 178136  24675],[108426 178162  24684],[108404 178092  24679],"[369.99117156871876, 350.96480322914056, 987.0000000000002]",L4,nan
200,65760109,t,81644030970368843,864691135338085094,81644030970373763,864691135349011442,16552,[122604 182076  24307],[122680 181994  24321],[122642 182026  24314],"[425.0739429932711, 371.60412192406176, 972.2800000000002]",L5,nan
204,65762550,t,81995668532932474,864691135293042188,81925299788737945,864691135349011442,772,[124996 180846  24419],[124890 180884  24419],[124956 180862  24427],"[435.03434011893137, 367.53675015605995, 976.7600000000002]",L4,nan
205,66323158,t,81784699739148709,864691137019576686,81784699739166833,864691135349011442,3624,[123914 181844  24235],[123930 181796  24243],[123906 181848  24238],"[430.3748837405417, 371.13634933623024, 969.4000000000002]",L5,nan
218,57369944,t,81077438884487005,864691135517378442,81147807628672050,864691135349011442,3072,[118794 155328  24150],[118848 155318  24146],[118840 155302  24151],"[419.21690302241035, 263.6910052663553, 966.0000000000002]",L2/3,nan
234,118599279,t,85937417785252427,864691136486938898,85937417785243910,864691135349011442,1284,[154110 188688  24602],[154080 188780  24598],[154072 188718  24602],"[548.3132885413952, 408.9351946232231, 984.0800000000003]",L5,nan
246,74370438,t,82560198832905086,864691136236729871,82560198832909232,864691135349011442,7532,[129500 192428  22818],[129506 192454  22820],[129550 192474  22816],"[448.9440325497388, 415.25865599059614, 912.7200000000003]",L5,nan
271,73354855,t,82419117814082390,864691135937148676,82419117814085005,864691135349011442,4752,[128388 190096  23141],[128338 190054  23145],[128386 190122  23141],"[445.32594730097685, 405.57848310305474, 925.6400000000002]",L5,nan
278,77367005,t,81218932287138932,864691135573996228,81218932287122480,864691135349011442,328,[119746 160854  24201],[119680 160774  24189],[119728 160813  24196],"[421.08392189504946, 286.04278194135844, 968.0400000000003]",L4,nan
280,111860742,t,85233386679522585,864691135579165124,85233386679518968,864691135349011442,1704,[148564 186198  24547],[148546 186152  24544],[148522 186187  24544],"[527.0817765566945, 397.0796324331152, 981.8800000000002]",L5,nan
287,47148531,t,79954700140592544,864691135407430601,79954700140598407,864691135349011442,16576,[110288 178738  24590],[110246 178694  24591],[110232 178664  24588],"[377.1611108636461, 354.0092898044202, 983.6000000000003]",L4,nan
298,96566432,t,84316394183066626,864691136328933354,84316394183073374,864691135349011442,4756,[142314 169814  25930],[142260 169920  25935],[142336 169866  25932],"[507.8887478611115, 329.61412313028313, 1037.2000000000003]",L4,nan
300,81549211,t,82840780657664857,864691135528704964,82840780657666946,864691135349011442,16276,[131326 185732  24280],[131318 185636  24278],[131276 185674  24279],"[458.5546180383542, 389.21316274193566, 971.2000000000003]",L5,nan
301,93998060,t,84036774363506092,864691136436700830,84036774363502446,864691135349011442,2292,[140058 183640  23600],[140140 183704  23600],[140132 183670  23601],"[494.079025708615, 383.9211812909941, 944.0000000000002]",L5,nan
313,83711587,t,83123561237430289,864691136100080757,83123561237439805,864691135349011442,4768,[133456 195566  23842],[133444 195518  23844],[133478 195568  23843],"[463.61383856937397, 429.14204431428266, 953.6800000000003]",L5,nan
