,id,valid,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,size,pre_pt_position,post_pt_position,ctr_pt_position,pial_distances,cortex_layer
6287,167426521,t,89731282455934580,864691136031684539,89731282455930185,864691135494434448,10816,[181672 143756  23412],[181590 143724  23400],[181608 143772  23404],"[673.8060889491651, 239.49986025103374, 936.4800000000002]",L2/3
6334,165130907,t,89797802842142941,864691134964737567,89868240305826075,864691135494434448,6852,[182174 115388  22748],[182308 115450  22755],[182246 115396  22749],"[685.6961843439956, 126.63466420060438, 909.9200000000003]",L2/3
6366,158726143,t,89380744002445262,864691136486938898,89380744002454561,864691135494434448,3532,[179014 153774  20309],[179084 153792  20319],[179015 153729  20314],"[659.7220419956694, 278.492734336073, 812.3600000000002]",L2/3
6375,182723859,t,91143329995295931,864691135653760964,91143329995294407,864691135494434448,4916,[191812 178646  21185],[191726 178760  21183],[191800 178682  21181],"[702.0482904459031, 382.0638292425627, 847.4000000000002]",L5
6445,153511140,t,88746669323563496,864691134917454090,88746669323574990,864691135494434448,6864,[174432 147994  19883],[174424 147932  19896],[174454 147962  19889],"[643.4788263413699, 253.86332246311272, 795.3200000000003]",L2/3
6449,191646689,t,92264831788573252,864691135386366593,92264900508016752,864691135494434448,2620,[199794 146076  20731],[199746 146126  20721],[199744 146116  20730],"[745.2094449317414, 255.0622925296174, 829.2400000000002]",L2/3
6453,203160834,t,92477175105832525,864691135987110659,92477175105842412,864691135494434448,2680,[201676 154952  21692],[201574 154886  21705],[201614 154894  21700],"[749.614421128463, 291.087297522071, 867.6800000000003]",L4
6468,157457278,t,88958943854250910,864691134947635964,88958943854255404,864691135494434448,4472,[176150 156762  20313],[176132 156702  20319],[176148 156716  20314],"[647.2679500970105, 289.40079717874835, 812.5200000000002]",L4
6483,165249577,t,89867690616996772,864691135579851716,89867690617003636,864691135494434448,1932,[182420 111552  23170],[182506 111532  23172],[182471 111605  23164],"[688.0137576436379, 111.4348140039483, 926.8000000000003]",L2/3
6486,189882174,t,91145666457638764,864691135502127709,91145666457652560,864691135494434448,3264,[191886 196046  21343],[191994 196082  21355],[191932 196046  21348],"[696.2771243813013, 451.42477832960145, 853.7200000000003]",L5
6488,189567976,t,91565267582357253,864691135715442970,91635636326540914,864691135494434448,3792,[195100 176470  21108],[195118 176534  21110],[195138 176504  21115],"[715.9088467000814, 374.5392229189893, 844.3200000000003]",L5
6496,191386089,t,92263045015237181,864691136065755032,92263045015248554,864691135494434448,5196,[199766 132368  20364],[199844 132332  20369],[199806 132354  20369],"[749.8767948118946, 200.4291834006629, 814.5600000000003]",L2/3
6511,182079393,t,90858213020291992,864691135360107335,90858212953784107,864691135494434448,6124,[189522 151574  22019],[189554 151670  22005],[189516 151636  22011],"[702.3610680820412, 273.3895511720352, 880.7600000000002]",L2/3
6513,188400505,t,91138863162499168,864691135402913522,91138931881946933,864691135494434448,5220,[191974 145540  20906],[191940 145624  20899],[191970 145558  20899],"[714.2353366878824, 250.20021946376184, 836.2400000000002]",L2/3
6544,192693066,t,92195150440711092,864691136601956561,92195150440700098,864691135494434448,8116,[199612 150950  22476],[199652 150978  22469],[199644 150950  22476],"[742.7850268309221, 274.42065498289367, 899.0400000000003]",L2/3
6582,170894481,t,90082232353719007,864691135578699716,90082232353725491,864691135494434448,5300,[184220 137272  19699],[184114 137200  19705],[184172 137200  19697],"[686.2197766560193, 214.55084589141032, 787.9600000000003]",L2/3
6587,182079089,t,90787981715195090,864691135776101293,90787981715197232,864691135494434448,3000,[189264 152354  22107],[189276 152494  22104],[189286 152420  22113],"[701.0610692362378, 276.4077339035659, 884.2800000000002]",L2/3
6640,193994520,t,92123544611384788,864691136089268279,92123544611361276,864691135494434448,5120,[199110 141766  21133],[199112 141748  21120],[199098 141804  21125],"[743.9864212427319, 237.64943782235792, 845.3200000000003]",L2/3
6680,170968666,t,90153150920564429,864691135692704703,90153150853999923,864691135494434448,8436,[184738 141306  19974],[184716 141358  19965],[184746 141352  19970],"[686.8775470054893, 230.8060302387919, 798.9600000000003]",L2/3
6734,193995105,t,92264282099746405,864691135338022886,92193913355553021,864691135494434448,5552,[199730 141916  21131],[199602 142002  21121],[199670 141940  21123],"[746.4046906483508, 238.46330088322733, 845.2400000000002]",L2/3
6739,188849405,t,91281043826572175,864691136698271086,91351412570713582,864691135494434448,6476,[192974 155982  21093],[193058 156046  21085],[193054 156034  21085],"[714.5797944171652, 292.1579025846485, 843.7200000000003]",L4
6746,152554079,t,88672108691196854,864691136116189604,88672108691205296,864691135494434448,1080,[174068 116622  19812],[174024 116596  19817],[174017 116621  19813],"[652.9653667068663, 128.72594342753519, 792.4800000000002]",L2/3
6752,167949254,t,89942457608894374,864691135953865992,89942457608892162,864691135494434448,9840,[183288 144206  24607],[183282 144286  24601],[183296 144248  24604],"[680.0886111406844, 241.85638542871965, 984.2800000000002]",L2/3
6795,201963788,t,92544038955696596,864691135876272723,92544038955693698,864691135494434448,1596,[202056 128936  20419],[202138 128976  20419],[202101 128953  20426],"[760.1984122828547, 187.55176918882802, 816.7600000000002]",L2/3
6796,240307930,t,95712831734960648,864691135953741832,95712831734965069,864691135494434448,7032,[225202 145256  22116],[225184 145342  22118],[225159 145244  22117],"[846.7405753244138, 260.65258636680636, 884.6400000000002]",L2/3
6838,181010814,t,90785301252926625,864691135345108383,90785301252915665,864691135494434448,5944,[189058 132442  19017],[189078 132356  19013],[189110 132400  19019],"[707.1819854033757, 196.9910022579304, 760.6800000000002]",L2/3
6846,141120144,t,87625098743671133,864691135941484404,87625098743674486,864691135494434448,6396,[165994 180268  19810],[166120 180322  19814],[166048 180324  19806],"[598.6038051256255, 379.5263925787458, 792.4000000000002]",L5
6855,159656269,t,89022578224084487,864691137053649014,89022509504577415,864691135494434448,528,[176308 106190  21487],[176334 106174  21491],[176298 106138  21494],"[665.5281060351427, 87.93764652058185, 859.4800000000002]",L1
6867,172657461,t,90222626312125275,864691135012873878,90222626312147228,864691135494434448,6796,[185300 134444  20474],[185226 134506  20469],[185224 134458  20480],"[691.5092435137373, 203.6584042752663, 818.9600000000003]",L2/3
6879,181013061,t,90996201327041764,864691135278524321,90996201327033933,864691135494434448,9604,[190656 131172  19034],[190594 131200  19024],[190598 131146  19029],"[713.9924130867362, 192.48743269926734, 761.3600000000001]",L2/3
6899,191897950,t,91979027216317893,864691135373942857,91979027216323845,864691135494434448,8060,[198020 113472  18605],[197944 113392  18616],[198010 113464  18608],"[749.5069507002609, 124.52410763274675, 744.2000000000002]",L2/3
6981,194773104,t,92192882630485109,864691134940260451,92263182655179478,864691135494434448,5852,[199680 133852  21612],[199770 133774  21606],[199738 133786  21608],"[749.0167473468009, 206.31261355303036, 864.4800000000002]",L2/3
6984,156764780,t,88951797229717673,864691135755029458,88951797229728863,864691135494434448,1452,[175860 103578  21617],[175892 103484  21626],[175862 103548  21618],"[664.6535283363899, 77.37322122391546, 864.6800000000003]",L1
6999,177660108,t,90714795137135335,864691135915167078,90714795137143195,864691135494434448,5152,[188784 131568  19761],[188850 131514  19770],[188802 131528  19764],"[706.3948524909129, 193.41278289935022, 790.4400000000003]",L2/3
7000,167429123,t,89590131845490958,864691135575379230,89590131845494215,864691135494434448,8156,[180720 140658  17328],[180634 140596  17335],[180678 140611  17331],"[671.0926135029608, 226.82312648389762, 693.1200000000001]",L2/3
7015,180238338,t,90923908504704998,864691135274407397,90923908504697849,864691135494434448,7476,[190154 116694  19630],[190222 116760  19623],[190194 116684  19625],"[717.0394175069704, 134.6207966119409, 785.2000000000002]",L2/3
7026,189482998,t,91495723405059762,864691135564559639,91495723405053170,864691135494434448,4088,[194406 182834  20834],[194460 182814  20831],[194468 182770  20836],"[710.9247736307943, 399.6564108117453, 833.3600000000002]",L5
7066,198515424,t,92824139811257102,864691135585333116,92753771067089514,864691135494434448,8228,[203918 118554  22462],[203798 118588  22471],[203864 118624  22464],"[771.2374740790669, 146.83093173845853, 898.4800000000002]",L2/3
7106,181916003,t,90998263179839103,864691135564628823,90998263179849794,864691135494434448,7388,[190890 146586  21131],[190904 146586  21140],[190892 146596  21136],"[709.5511768493004, 253.99039078002383, 845.2400000000002]",L2/3
7121,181012804,t,90925763796745653,864691136051154163,90925763796782833,864691135494434448,2168,[190462 130558  18930],[190392 130582  18940],[190417 130583  18940],"[713.4334205052052, 189.97314566438186, 757.2000000000002]",L2/3
7193,181265304,t,90715825996372294,864691136296993051,90715825996400476,864691135494434448,8732,[188672 139366  20210],[188654 139362  20218],[188676 139346  20218],"[703.2299953383829, 224.447042149477, 808.4000000000002]",L2/3
7209,143911985,t,87835517848132403,864691136329204970,87835517848160046,864691135494434448,13548,[167552 174924  19975],[167484 174896  19971],[167560 174890  19980],"[606.6751316411072, 358.77488930114004, 799.0000000000002]",L4
7213,181011090,t,90785301252939206,864691136039688190,90785301252931566,864691135494434448,5400,[189266 132368  19034],[189290 132346  19027],[189319 132375  19031],"[708.0366174920412, 196.76864220526133, 761.3600000000001]",L2/3
7301,209655252,t,93247863836262830,864691135501589826,93247863836281541,864691135494434448,6980,[207028 130204  20289],[207010 130140  20298],[207086 130182  20293],"[779.5686785112873, 194.3378221093148, 811.5600000000003]",L2/3
7358,167342012,t,89520519888019052,864691135433489650,89520519888010446,864691135494434448,3616,[180152 146488  24006],[180106 146470  24002],[180102 146526  24004],"[666.796787228021, 249.85636899587448, 960.2400000000002]",L2/3
7400,167839710,t,89520176357606230,864691135445823122,89520245077056793,864691135494434448,4492,[180022 144058  24403],[180150 144138  24399],[180043 144098  24404],"[667.1259198045204, 240.1280355441939, 976.1200000000002]",L2/3
7404,186329767,t,91276851871760898,864691136105752025,91276851871753205,864691135494434448,5068,[192734 124616  20927],[192732 124674  20920],[192710 124688  20924],"[724.5583556150893, 167.08766147022794, 837.0800000000003]",L2/3
7433,182078874,t,90788119154176232,864691135579824068,90788119154189451,864691135494434448,2692,[189142 153588  22144],[189040 153652  22156],[189105 153646  22146],"[700.1447254773665, 281.2824189308858, 885.7600000000002]",L2/3
7463,158726381,t,89451181466025622,864691135781048144,89451181466039044,864691135494434448,4104,[179472 153904  20257],[179504 153916  20264],[179465 153951  20255],"[661.5017496963447, 279.17042489979434, 810.2800000000002]",L2/3
7496,209783976,t,91419169840842892,864691135494150800,91419169840849188,864691135494434448,1956,[193974 136704  20295],[193914 136788  20305],[193980 136724  20301],"[725.2853268442897, 215.68795999638849, 811.8000000000003]",L2/3
7573,181456148,t,90997575918219236,864691136108768440,90997575918211430,864691135494434448,10036,[190782 141196  20800],[190766 141302  20794],[190712 141297  20792],"[710.9998985533643, 232.47478180829873, 832.0000000000002]",L2/3
7588,185847279,t,91212461788749852,864691136089282871,91142093044573371,864691135494434448,6524,[192058 169520  21075],[191994 169596  21078],[192020 169522  21073],"[706.2100792620859, 345.78449923428525, 843.0000000000002]",L4
7616,180825830,t,90926863509217888,864691135122687271,90856494765061369,864691135494434448,6860,[190050 138618  20041],[189930 138538  20041],[190002 138544  20035],"[708.9817904965655, 221.9468300668116, 801.6400000000002]",L2/3
7644,188286539,t,91702569231190066,864691135873642126,91702569231207939,864691135494434448,6120,[195852 151202  22221],[195760 151130  22229],[195823 151152  22234],"[727.7144055829326, 274.11399686764537, 888.8400000000003]",L2/3
7658,159452949,t,89446027706753450,864691135737819761,89446027706753072,864691135494434448,7984,[179372 115546  21941],[179298 115470  21941],[179304 115514  21942],"[674.4757517383669, 126.28741768508259, 877.6400000000002]",L2/3
7749,180144683,t,90783376906476707,864691135946788705,90783376906469572,864691135494434448,2400,[189374 118236  17681],[189414 118262  17677],[189392 118226  17681],"[713.3937134276565, 140.49339959239813, 707.2400000000001]",L2/3
7752,205621422,t,93107126213409596,864691135864395902,93036757469244696,864691135494434448,8972,[205890 130240  19029],[205794 130148  19033],[205793 130193  19033],"[775.0214498186181, 194.08454120485268, 761.1600000000001]",L2/3
7765,185295109,t,91422674533862170,864691136123789094,91492974558569160,864691135494434448,4016,[194046 162544  20024],[194162 162496  20037],[194110 162502  20031],"[716.5638133469421, 318.67974484506254, 800.9600000000003]",L4
7786,174491705,t,90365013067855817,864691136237451324,90365013067858410,864691135494434448,3332,[186118 147002  20444],[186248 147050  20443],[186196 147026  20443],"[690.3907852961931, 253.98442994008116, 817.7600000000002]",L2/3
7804,181268479,t,90997575851192053,864691135194745898,90927207107031081,864691135494434448,15092,[190556 141102  20412],[190484 141194  20417],[190534 141178  20418],"[710.1321091055624, 232.02142381037243, 816.4800000000002]",L2/3
7821,175014238,t,90295950329063115,864691136815937390,90295950329076991,864691135494434448,2384,[185604 156640  22803],[185716 156602  22805],[185646 156616  22809],"[684.9825808025088, 292.210535733825, 912.1200000000002]",L4
7856,238112768,t,95501656782936578,864691135700215931,95501656782940490,864691135494434448,936,[223332 144860  22099],[223290 144774  22102],[223302 144826  22098],"[839.4270936792, 258.4226890092765, 883.9600000000003]",L2/3
7857,208332770,t,92895676316690929,864691135490822119,92895676316685810,864691135494434448,4944,[204540 127334  18772],[204592 127384  18776],[204528 127360  18771],"[770.6550968026214, 182.0341330233969, 750.8800000000001]",L2/3
7880,156938989,t,89023127979724846,864691135850456007,89023127979734542,864691135494434448,14316,[176402 110368  21349],[176402 110454  21355],[176426 110404  21349],"[664.4461284688263, 104.61882287436416, 853.9600000000003]",L2/3
7890,213459930,t,93740238887209314,864691135866431254,93740238887194775,864691135494434448,916,[210908 128328  20419],[210938 128288  20411],[210904 128283  20413],"[795.6836369192496, 188.21503422227798, 816.7600000000002]",L2/3
7892,188548506,t,91209438065041472,864691135436399858,91209438065029982,864691135494434448,5072,[192156 147000  20878],[192086 147058  20870],[192127 147064  20873],"[714.451576890447, 256.0814458813379, 835.1200000000002]",L2/3
7906,227043065,t,94800374590127649,864691136388291959,94800374590116948,864691135494434448,5972,[218516 162908  22778],[218580 163000  22776],[218562 162960  22780],"[813.9444516347216, 328.66100842562486, 911.1200000000002]",L4
8016,195560601,t,91776236241963973,864691135432980722,91776304961473341,864691135494434448,5424,[196392 175772  20312],[196496 175886  20319],[196442 175792  20316],"[721.300519733571, 372.20826820043703, 812.4800000000002]",L5
8030,207759373,t,92894165024878887,864691136925766218,92894165024874887,864691135494434448,7184,[204564 115978  22702],[204614 116014  22701],[204545 116039  22700],"[774.7096939522078, 136.7913520085811, 908.0800000000003]",L2/3
8047,198838157,t,92686700723243815,864691135855941166,92686700723245825,864691135494434448,1808,[203264 143074  21132],[203174 143086  21138],[203236 143098  21134],"[760.0831935001686, 244.30970830426907, 845.2800000000002]",L2/3
8053,202343879,t,92403782503252976,864691135568891782,92403782503241420,864691135494434448,8560,[200788 132494  20060],[200768 132392  20053],[200762 132430  20058],"[753.9053122433489, 201.2875582048536, 802.4000000000002]",L2/3
8055,201898342,t,92473188839636184,864691135939279361,92473188839649057,864691135494434448,12500,[201614 125370  17882],[201644 125360  17894],[201574 125379  17884],"[759.6803295711812, 173.1879566620695, 715.2800000000001]",L2/3
8060,181399164,t,91068563137818205,864691135740557419,91068563137807473,864691135494434448,6136,[191176 145636  20933],[191248 145610  20923],[191156 145574  20932],"[711.0220154063584, 250.30455709697847, 837.3200000000003]",L2/3
8074,244686472,t,95924144126147062,864691136781187182,95924144126142285,864691135494434448,3736,[226402 147066  22327],[226388 147102  22317],[226394 147066  22324],"[850.8913022977612, 268.2833835461793, 893.0800000000003]",L2/3
8093,206220264,t,93391762688767202,864691136194308940,93391762688762787,864691135494434448,3152,[208262 153606  22156],[208238 153700  22151],[208238 153668  22152],"[776.3274207739454, 288.0198161544894, 886.2400000000002]",L4
8110,184489807,t,91274377836038786,864691135576890308,91274377836044890,864691135494434448,592,[192782 106378  19602],[192822 106304  19608],[192911 106380  19601],"[731.1078107420501, 94.42999975764647, 784.0800000000002]",L1
8176,181281526,t,91068631923983910,864691135570702829,91068631923969733,864691135494434448,11200,[191070 146138  21102],[191042 146230  21091],[191054 146194  21100],"[710.4246201229303, 252.26796201582178, 844.0800000000003]",L2/3
8182,191899865,t,92260296034579839,864691135660486384,92260364754079980,864691135494434448,7924,[199764 112324  18611],[199740 112422  18614],[199714 112368  18616],"[756.8566240848461, 120.55758004051721, 744.4400000000002]",L2/3
8228,189482493,t,91425148502351183,864691134947454460,91425148502347780,864691135494434448,8584,[193812 181248  20752],[193758 181148  20753],[193830 181208  20749],"[709.1107310601195, 393.12946960228294, 830.0800000000003]",L5
8241,165268296,t,89728121225542235,864691135491415135,89728121225540175,864691135494434448,5672,[181418 120192  22166],[181554 120140  22165],[181484 120216  22162],"[681.0089068243271, 145.5139825530664, 886.6400000000002]",L2/3
8246,181953502,t,91141955605597078,864691135776160941,91141955605593304,864691135494434448,1008,[191564 168584  21051],[191660 168542  21048],[191642 168582  21056],"[704.5679096395039, 341.8825265369604, 842.0400000000003]",L4
8272,170894978,t,90152601097991912,864691135440786248,90152601097995705,864691135494434448,13196,[184660 137262  19790],[184722 137322  19788],[184732 137300  19787],"[687.9765655543707, 214.66439221072238, 791.6000000000003]",L2/3
8305,188785646,t,91351893607000298,864691135396679457,91281524862816855,864691135494434448,2304,[193058 159792  21028],[192990 159740  21020],[193030 159748  21026],"[713.5862623162498, 307.3691941131298, 841.1200000000002]",L4
8310,195560712,t,91776304961507214,864691136922939620,91776304961500784,864691135494434448,7208,[196566 175974  20346],[196506 175892  20342],[196566 175912  20341],"[721.9234494033027, 373.0738539134475, 813.8400000000003]",L5
8325,184822790,t,91348388847121581,864691136903433138,91348388847103351,864691135494434448,8532,[193254 133796  20985],[193302 133808  20973],[193228 133794  20970],"[723.4300817134261, 203.849214729072, 839.4000000000002]",L2/3
8338,180234860,t,90571721186329148,864691136209328060,90571721186331251,864691135494434448,8092,[187796 114148  19529],[187846 114094  19529],[187792 114088  19525],"[708.5309031987111, 123.65349684097869, 781.1600000000001]",L2/3
8459,160277946,t,89376414608407797,864691136361487330,89376414608414934,864691135494434448,6700,[179050 121072  19919],[179022 121094  19924],[179040 121094  19923],"[671.2661624295303, 148.19504869504348, 796.7600000000002]",L2/3
8530,196837361,t,91707723057851699,864691135883856240,91778091802019327,864691135494434448,12096,[196058 189310  21307],[196144 189224  21311],[196088 189252  21311],"[715.2499458356493, 426.03776341919036, 852.2800000000002]",L5
8548,184861630,t,91348801230547818,864691135293126156,91348801230555548,864691135494434448,4672,[193280 136776  21023],[193214 136720  21022],[193298 136815  21026],"[722.4947895084757, 215.73291972757139, 840.9200000000003]",L2/3
8658,240308845,t,95853706662373361,864691136486806290,95853706662381233,864691135494434448,2484,[225966 146284  22219],[225976 146214  22224],[226000 146266  22221],"[849.4265619076039, 265.0152869151964, 888.7600000000002]",L2/3
8685,165974903,t,89731006839802959,864691135855950638,89731006839817259,864691135494434448,5488,[181462 141736  17758],[181438 141690  17771],[181428 141678  17763],"[673.6735038041691, 231.3773962665443, 710.3200000000002]",L2/3
8701,198478859,t,92333345039945275,864691136723447549,92333345039940678,864691135494434448,2424,[200378 131900  20375],[200406 131930  20367],[200414 131905  20371],"[752.4786349832468, 198.77766418408143, 815.0000000000002]",L2/3
8726,214323597,t,93674062299578244,864691135274153445,93674062299580902,864691135494434448,7200,[209972 159678  22499],[209982 159628  22505],[209934 159638  22505],"[781.0245538290378, 312.8115382621356, 899.9600000000003]",L4
8750,205854829,t,93249650676867856,864691136236696847,93249650676877321,864691135494434448,3384,[207050 143320  21326],[207070 143442  21332],[207038 143341  21327],"[775.0838047572063, 246.60985045536182, 853.0400000000003]",L2/3
8758,185104847,t,91422949411772916,864691135064978756,91422949411757790,864691135494434448,4200,[193934 164814  20032],[193986 164748  20019],[193936 164746  20024],"[715.3261439780483, 327.68614693098465, 801.2800000000002]",L4
8826,219751507,t,94023775649339143,864691134939967075,94023775649346256,864691135494434448,7884,[212888 144010  21784],[212938 143928  21786],[212918 143952  21788],"[798.1063934970612, 251.39460872673843, 871.3600000000002]",L2/3
8884,188954797,t,91491462864498317,864691135207765113,91421094120329506,864691135494434448,2264,[194084 150998  21248],[194048 151062  21247],[194068 151014  21249],"[720.74043576411, 272.68473658129113, 849.9200000000003]",L2/3
8895,166221217,t,89941975834564143,864691136273130686,89941975834569958,864691135494434448,4416,[182992 140858  19157],[182918 140992  19164],[182944 140914  19157],"[680.0763063250204, 228.41215363246175, 766.2800000000001]",L2/3
8984,177696910,t,91067738570792044,864691136990189461,91067738570789538,864691135494434448,13096,[191056 139642  21102],[191060 139722  21101],[191155 139630  21107],"[712.6334880393923, 226.37795825901202, 844.0800000000003]",L2/3
8989,202080835,t,92685119907245170,864691135462754110,92755488651389620,864691135494434448,6260,[203286 131450  19424],[203364 131346  19421],[203302 131398  19424],"[764.2232520483957, 197.99830932715705, 776.9600000000002]",L2/3
8995,206274334,t,93111043626284318,864691135272399121,93040674882100057,864691135494434448,4756,[205872 158954  22146],[205854 158952  22148],[205902 158946  22151],"[764.9393638113304, 308.4972042354004, 885.8400000000003]",L4
9020,177660119,t,90715001295609510,864691135472014642,90715001295606870,864691135494434448,6396,[188826 133048  19797],[188774 133010  19793],[188800 133004  19793],"[706.0462512031262, 199.3248976768349, 791.8800000000002]",L2/3
9021,167586741,t,89660913778561588,864691136333736627,89660913778540561,864691135494434448,4544,[181186 144008  23634],[181214 144066  23621],[181230 144034  23629],"[671.7816334673851, 240.33459374280875, 945.3600000000002]",L2/3
9045,146908320,t,88186124619003075,864691135367493625,88186124619000723,864691135494434448,2184,[170198 165708  20401],[170142 165730  20393],[170216 165676  20400],"[620.43176562636, 322.9736243319271, 816.0400000000003]",L4
9054,181382142,t,90716581910881504,864691134988840570,90716581910889406,864691135494434448,6788,[188628 144932  20453],[188690 145012  20452],[188642 144984  20449],"[701.1142296149849, 246.61098149706802, 818.1200000000002]",L2/3
9068,179533562,t,91139550290103365,864691135386534017,91139550290104292,864691135494434448,9620,[191570 150440  20377],[191690 150362  20377],[191612 150390  20371],"[710.9172334979121, 269.58479186607985, 815.0800000000003]",L2/3
9096,158726109,t,89380744002455397,864691135777172413,89380812721926373,864691135494434448,12412,[178932 153748  20315],[178952 153824  20318],[178930 153762  20318],"[659.4043543319411, 278.36054300385024, 812.6000000000003]",L2/3
9113,188548494,t,91139138040396915,864691135100167712,91209506784582240,864691135494434448,8744,[192028 147504  20954],[192142 147512  20955],[192102 147552  20957],"[713.7658192276446, 258.0451506524041, 838.1600000000002]",L2/3
9174,165974984,t,89731006839831138,864691136236744463,89731006839828702,864691135494434448,4860,[181540 141888  17787],[181530 141762  17782],[181512 141814  17787],"[673.9313258583833, 232.01027523472132, 711.4800000000001]",L2/3
9183,189473523,t,91142642800422488,864691135428579376,91213011544608382,864691135494434448,404,[192002 173432  21117],[192050 173532  21109],[192032 173494  21113],"[704.623118587198, 361.3534309836495, 844.6800000000003]",L4
9194,125750499,t,86284106941396553,864691135462275229,86284038221917128,864691135494434448,11120,[156646 150242  19985],[156632 150192  19986],[156644 150202  19984],"[571.8218463015438, 256.6204970263143, 799.4000000000002]",L2/3
9225,238109323,t,95149744342549853,864691135367334905,95149744342544550,864691135494434448,2116,[220738 144472  22084],[220794 144454  22076],[220750 144466  22078],"[829.2258432045443, 255.97226685108845, 883.3600000000002]",L2/3
9239,205855271,t,93320019421093734,864691135366935801,93320019421074740,864691135494434448,4960,[207574 143412  21373],[207592 143362  21359],[207607 143324  21369],"[777.1397555310755, 247.1591285410587, 854.9200000000003]",L2/3
9246,185847215,t,91142161764065515,864691136487246354,91142161764064019,864691135494434448,3464,[191976 169698  21092],[191894 169764  21089],[191949 169735  21089],"[705.8212725122754, 346.46520277570545, 843.6800000000003]",L4
9284,181382183,t,90716650630346295,864691135510591440,90716650630357587,864691135494434448,3544,[188670 145106  20433],[188738 145228  20435],[188721 145127  20433],"[701.220929927312, 247.3189751717215, 817.3200000000003]",L2/3
9289,163783383,t,89659057950534595,864691135341139377,89659057950543945,864691135494434448,3616,[181102 129908  20974],[181204 129832  20979],[181146 129908  20970],"[676.3624959397943, 184.119928440871, 838.9600000000003]",L2/3
9309,174414344,t,90082645006407807,864691136740679260,90082645006408295,864691135494434448,9464,[184274 140164  22501],[184210 140116  22500],[184282 140148  22504],"[685.4267370787023, 226.0936517993691, 900.0400000000003]",L2/3
9319,186329709,t,91276783152219286,864691135490940135,91276783152235680,864691135494434448,9948,[192694 124468  20887],[192714 124548  20903],[192658 124516  20896],"[724.4505606631014, 166.48396929011804, 835.4800000000002]",L2/3
9321,172738443,t,90081682731957053,864691135884232560,90081682731965302,864691135494434448,3316,[184190 133294  20552],[184136 133252  20561],[184216 133314  20560],"[687.4870554708492, 198.68893716624467, 822.0800000000003]",L2/3
9350,173999134,t,90433869983509135,864691135782773811,90433869983503871,864691135494434448,5344,[186664 135834  20372],[186682 135774  20367],[186682 135793  20369],"[696.4598958568488, 209.6727685290876, 814.8800000000002]",L2/3
9353,171137546,t,90574469965494464,864691134884939514,90574469965484244,864691135494434448,7508,[187494 134368  19592],[187562 134372  19586],[187593 134480  19591],"[700.2783435299858, 204.12043988539983, 783.6800000000002]",L2/3
9376,171072747,t,90435038818449802,864691135213317944,90435038818454164,864691135494434448,7628,[186624 144344  24882],[186682 144454  24878],[186666 144420  24878],"[693.3337232220239, 243.56929113329105, 995.2800000000002]",L2/3
9419,188784870,t,91211224838126493,864691136371087240,91211224838122322,864691135494434448,2072,[192236 160290  21027],[192194 160266  21019],[192217 160283  21024],"[710.1371599093708, 309.0670458695744, 841.0800000000003]",L4
9464,166996294,t,89801719986779681,864691136672627591,89801651267295577,864691135494434448,9524,[182036 144166  23969],[182102 144046  23972],[182070 144110  23968],"[675.1136130114804, 241.26051831734466, 958.7600000000002]",L2/3
9527,202206576,t,92614614059490143,864691135436568306,92614614059500696,864691135494434448,1484,[202502 130556  21880],[202404 130472  21887],[202470 130480  21886],"[761.4108544112457, 194.16259667752433, 875.2000000000003]",L2/3
8,390072611,t,108025162339150369,864691136237564732,108025162339144556,864691136812081779,2124,[314844 128924  17805],[314762 128926  17797],[314774 128902  17804],"[1209.637826191994, 226.82443949541107, 712.2000000000002]",L2/3
19,432678914,t,111683374896617268,864691136023749945,111683374896617402,864691136812081779,1100,[341508 121908  17310],[341500 121990  17318],[341524 121978  17319],"[1318.3339066761373, 208.1629143866585, 692.4000000000001]",L2/3
25,409477718,t,109780463865963543,864691135348614615,109850832610167152,864691136812081779,2528,[327642 100000  16982],[327774  99988  16994],[327716  99946  16988],"[1270.7185959896397, 116.0303744877266, 679.2800000000001]",L2/3
48,426328598,t,111260681529474762,864691136105702361,111260681529454086,864691136812081779,4404,[338034 118086  18359],[338154 117982  18348],[338078 118001  18357],"[1305.8232221465807, 191.72197364101052, 734.3600000000001]",L2/3
61,426028973,t,111050056265940806,864691136023751737,111050124985403512,864691136812081779,2460,[336716 121982  17655],[336732 122110  17647],[336700 122056  17645],"[1299.2130486032615, 206.78718674030662, 706.2000000000002]",L2/3
71,420348004,t,110627019167016327,864691136105447641,110627087886514067,864691136812081779,3640,[333636 115906  17535],[333528 115954  17542],[333627 115923  17535],"[1289.0581630945103, 181.50191204723373, 701.4000000000001]",L2/3
72,423991447,t,110907600656300002,864691136561782525,110907600656310713,864691136812081779,11992,[335550 108944  16491],[335472 109008  16498],[335492 108976  16494],"[1299.1121428271376, 154.4271464612508, 659.6400000000001]",L2/3
175,416557365,t,110768168905126050,864691136540364962,110768168905130116,864691136812081779,2320,[334820 118768  17011],[334714 118764  17014],[334801 118709  17012],"[1292.7783822416975, 193.31911854864092, 680.4400000000002]",L2/3
213,429871149,t,111470275799146046,864691135965047754,111470275799151069,864691136812081779,4416,[339522 106824  17202],[339558 106924  17201],[339522 106846  17200],"[1315.6787648889194, 147.36414586220758, 688.0800000000002]",L2/3
