id,pt_root_id,pt_position_x,pt_position_y,pt_position_z,session,scan_idx,unit_id
258569,864691135942164084,173072,127520,24121,7,3,2324
258532,864691135772746747,166752,134736,23666,8,5,5026
258992,864691136195307752,172368,133824,24267,4,7,3740
258322,864691135213709624,179840,132976,21342,9,6,5271
258809,864691135495249808,170816,131856,24157,8,5,5178
258525,864691135571991589,163648,142400,23939,6,6,4840
258651,864691136032389051,165456,132416,24545,4,7,3211
258530,864691134940865379,166128,140208,23525,6,7,3842
258222,864691135988078595,173376,130752,20700,7,3,2484
258222,864691135988078595,173376,130752,20700,9,6,1959
259055,864691136134880907,168928,138592,25292,6,6,4791
258299,864691135687917280,172864,133024,21760,9,6,4738
258299,864691135687917280,172864,133024,21760,8,5,2068
258489,864691135561597409,178000,132432,22862,8,5,2446
258489,864691135561597409,178000,132432,22862,8,5,5397
258489,864691135561597409,178000,132432,22862,9,6,4945
259124,864691135947065185,167152,141200,26182,6,6,4530
259067,864691136389484663,172272,131840,25388,8,5,2099
258639,864691135367487481,179312,133440,23840,4,7,3785
260852,864691135577638405,179280,144432,23367,6,4,4545
259013,864691137053750646,175584,129296,24707,7,4,5514
259013,864691137053750646,175584,129296,24707,9,6,4781
260706,864691135473146162,172624,147408,22420,6,4,4419
259252,864691135489134394,177504,142720,26986,6,4,4843
260802,864691135257218223,168096,152432,23318,5,7,4720
260780,864691136009358252,166464,154912,22857,5,6,4783
260871,864691136444312195,165680,158992,23945,9,3,8414
259165,864691136267389940,176256,129872,25769,7,4,6054
259163,864691135503005877,174272,141520,26445,6,6,4448
259276,864691136812879731,164768,134336,27403,4,7,3652
258641,864691135851607495,180144,128656,23669,8,5,2567
258641,864691135851607495,180144,128656,23669,7,4,5480
258641,864691135851607495,180144,128656,23669,7,3,2014
260795,864691135495401872,167296,144176,22856,6,4,4752
260682,864691135105232461,167504,157568,22162,9,3,2552
260617,864691135469335378,171728,159968,21088,9,3,2090
260812,864691135859678312,172048,144416,22708,6,6,4108
260792,864691135105245773,166832,150352,22887,5,7,4722
259145,864691135323964572,169568,138448,26040,6,7,3875
259210,864691136195209292,167392,131424,26615,9,6,5192
260739,864691136210344380,177584,152000,22317,5,6,5065
260769,864691135509945865,164432,153776,22694,5,7,4719
260835,864691136009515182,176736,152848,23202,5,6,5128
260742,864691135684367858,178096,158944,22197,9,3,4919
260822,864691136020221432,173840,143776,23277,6,6,4460
260866,864691135349536471,164576,155344,23554,9,3,2454
259095,864691135739969684,177904,138624,25322,6,7,3845
260770,864691135970037093,164448,157168,23219,9,3,2127
258571,864691135209033337,173648,130576,24092,8,5,2311
260839,864691135059652251,177120,156960,23234,9,3,5476
259212,864691135012965622,168256,140448,27155,6,7,4292
259212,864691135012965622,168256,140448,27155,6,6,4447
260833,864691135195568938,176320,149072,22850,6,2,4616
260825,864691135976787523,175024,150576,23130,5,7,4812
259167,864691135816565839,176688,134224,25805,4,7,3753
259167,864691135816565839,176688,134224,25805,8,5,5031
260743,864691135213783424,177456,148592,22597,6,2,5042
261014,864691136379543765,175120,156848,24373,9,3,5415
261185,864691135468998482,176672,159984,25743,9,3,8036
261061,864691135684945335,164720,156240,25202,9,3,2160
226829,864691135865876444,157616,151920,26170,5,7,4814
261146,864691135565615959,168992,156528,26348,9,3,2247
261133,864691135755237330,163840,154864,26392,5,6,5046
261090,864691135463703870,172592,148080,25143,6,2,4652
260990,864691135584355960,170336,154752,24376,9,3,5568
260914,864691135737987204,173344,145888,23983,6,2,4617
260927,864691135386388053,176064,157920,24113,9,3,4951
260881,864691136021517304,167984,155024,23679,5,6,4785
260881,864691136021517304,167984,155024,23679,9,3,2262
260895,864691136380077781,170032,156912,23923,9,3,2092
261137,864691135810342348,164864,151120,26045,5,7,5174
261047,864691135495499152,179392,156288,24354,9,3,5145
260887,864691135342326961,168560,149888,24127,5,7,5109
260986,864691135359440472,169920,147712,24869,6,2,5259
260697,864691136194822888,170656,145840,22281,6,4,4776
260995,864691135386263381,171312,159872,24381,9,3,8212
260960,864691135346049695,165568,147776,24243,6,2,4649
260683,864691135755765714,167680,147504,22401,6,4,4602
261168,864691135510734544,172656,156448,25787,9,3,2490
261186,864691135383695339,177376,156720,25929,9,3,2272
261088,864691136912535025,171504,153408,25570,5,6,4821
260971,864691135737573764,168192,156592,24743,9,3,2129
260873,864691136194515020,166000,145632,23858,6,4,4452
260904,864691136309999450,171440,155040,23800,9,3,2094
260904,864691136309999450,171440,155040,23800,5,6,4786
261153,864691135445939346,170064,158672,26129,9,3,2697
261967,864691135786041028,172240,163904,17553,7,3,5280
261456,864691135123216167,170288,170688,15528,6,7,6496
261211,864691136144315444,163888,154464,26855,5,6,5195
261515,864691136135506827,179024,164368,15474,4,7,5951
261511,864691135610509575,177120,174080,15702,6,6,6611
261218,864691136238388284,164640,146848,27188,6,4,4492
261926,864691136021299704,167248,165168,17577,7,4,8942
261926,864691136021299704,167248,165168,17577,7,3,4824
261487,864691136903811762,174560,162080,15167,7,4,8888
261426,864691136709773422,164528,165232,15245,8,5,7964
261199,864691135408003785,178608,157312,26437,9,3,2342
261495,864691135645524719,176288,171792,15503,6,6,6613
261447,864691136227916625,167616,169248,15361,6,6,7288
261970,864691136116137636,172976,175104,17306,6,6,6643
261239,864691135335288809,169376,145152,26561,6,2,5046
261036,864691134989356922,177584,145296,24436,6,2,4619
261291,864691135737636740,178288,159872,26551,9,3,8146
260946,864691136011775395,179840,147904,23391,6,2,4863
261509,864691135800635746,177120,165088,15667,8,5,7933
261237,864691136812237171,168864,146448,26821,6,2,4689
262098,864691135889359241,173392,164992,18167,7,3,4823
262098,864691135889359241,173392,164992,18167,9,3,8349
262401,864691136483999020,167024,172128,20062,4,7,6023
262052,864691136423627055,165472,161952,18075,9,3,5639
497358,864691135502756021,280000,205680,22747,6,4,8669
224561,864691136009697452,149232,142528,23650,6,7,3895
224561,864691136009697452,149232,142528,23650,6,6,4192
262198,864691134948576764,164320,169440,18985,8,5,8361
262039,864691136578693396,163824,173088,18649,4,7,6018
262039,864691136578693396,163824,173088,18649,8,5,7998
262355,864691135213739832,175648,170752,19289,8,5,8437
262116,864691135473208370,175376,175280,18228,6,7,6504
262149,864691135545703720,179168,167856,18101,8,5,7939
262040,864691135342207409,164064,162736,18561,9,3,4940
261995,864691135974836591,176272,174656,17719,6,7,7081
262387,864691135719225649,164736,166048,20087,9,3,8290
262057,864691135884413808,167168,160096,18424,9,3,2603
262148,864691135386198357,178752,160464,18280,9,3,5184
262060,864691135927120340,167680,161136,18555,9,3,5455
262054,864691135561635553,166480,166144,18461,7,3,4863
262388,864691135568834796,165168,170080,19957,8,5,8531
262185,864691135616907625,164080,172592,18890,8,5,8335
262185,864691135616907625,164080,172592,18890,4,7,6517
262038,864691136210453436,163792,170000,18122,8,5,8479
262038,864691136210453436,163792,170000,18122,7,4,8990
262262,864691135975293295,169696,169088,18998,8,5,7975
262094,864691135294155020,172576,171072,18460,8,5,8207
262011,864691136923776996,179696,161136,17844,9,3,4885
262010,864691135918884272,179328,167392,17927,8,5,7938
262329,864691135570112646,173536,168576,19068,7,4,8951
262347,864691136741597020,175136,163360,19106,9,3,7808
262110,864691135565521495,174784,163472,18170,9,3,8293
261988,864691135446494610,175216,160064,17411,9,3,5492
262003,864691136011759267,177872,166544,17813,7,4,8896
262003,864691136011759267,177872,166544,17813,7,3,5118
262411,864691135683891186,168720,167472,19578,7,4,8950
262385,864691135910832809,164144,164864,19578,9,3,7839
262056,864691135884964976,167264,172816,18442,8,5,7973
262090,864691135590696971,172240,161920,18091,9,3,4911
262242,864691135889706121,167760,173728,18990,4,7,6022
261761,864691136362342626,170608,167584,16825,8,5,8254
261761,864691136362342626,170608,167584,16825,7,5,7471
262527,864691135865543132,175200,170544,20089,8,5,8153
261726,864691135502543029,167728,175520,17018,6,7,6981
261726,864691135502543029,167728,175520,17018,6,6,7295
261611,864691135066010180,172208,166384,16344,7,5,7452
261611,864691135066010180,172208,166384,16344,8,5,7931
261698,864691135884890992,163680,163552,17096,7,3,4856
261849,864691134885587962,179856,174288,16989,6,7,6749
262419,864691135940833702,170384,167664,20297,7,4,9651
261779,864691136594490274,172992,164688,16931,7,3,4821
463601,864691136085128812,270720,192768,19070,7,3,9054
261763,864691136663146462,170624,165152,16725,7,4,9743
262528,864691136057284824,175296,160208,19955,9,3,4913
261747,864691135698287637,169088,162736,17172,9,3,8529
261747,864691135698287637,169088,162736,17172,7,3,4822
262604,864691135181811202,165376,168352,21044,7,4,9460
295855,864691135655131842,194208,151888,16483,5,6,4637
262626,864691135855554862,167200,160976,20567,9,3,4945
262770,864691136966570702,167408,172304,21209,4,7,6027
262761,864691136389306999,165680,164080,21364,7,3,5282
262761,864691136389306999,165680,164080,21364,9,3,8269
262773,864691136023889209,168096,161952,21503,9,3,7844
262585,864691135848696926,164096,160848,21057,9,3,4977
262585,864691135848696926,164096,160848,21057,9,3,2122
262746,864691135582613869,164304,168064,21680,7,4,9039
261780,864691135618690703,172816,167824,17173,7,5,7190
261780,864691135618690703,172816,167824,17173,8,5,7935
262726,864691136021373176,179920,167104,20924,8,5,7945
227875,864691135469248338,163440,165136,19425,7,3,4861
227875,864691135469248338,163440,165136,19425,9,3,7838
262769,864691136032882363,167216,162032,21745,9,3,5101
258202,864691135308114758,168992,133520,20745,7,4,5506
226293,864691135503150261,153456,144528,22354,6,7,4124
262797,864691136923363044,171856,171680,21824,4,7,6029
262985,864691135545644584,167168,167632,23149,8,5,8005
262856,864691135565733399,166368,167968,22539,4,7,6379
262670,864691135700562466,171456,171424,21043,4,7,6025
262760,864691135502825821,165424,167232,21307,7,4,9171
262800,864691135594514987,172736,162864,21811,9,3,8351
262800,864691135594514987,172736,162864,21811,7,3,4868
262710,864691135685162423,177504,168848,21048,8,5,8146
262699,864691135857222958,176336,163104,20330,9,3,7811
263002,864691135954903048,169600,170704,22950,4,7,6030
262780,864691135498650899,169360,167152,21606,7,4,9001
262974,864691135463809598,163696,168800,23210,4,7,6340
262974,864691135463809598,163696,168800,23210,8,5,8540
262816,864691135610661895,176256,173872,21655,6,7,6546
263025,864691135498669075,170992,160496,22829,9,3,8419
262698,864691135700566050,176432,160720,20930,9,3,5337
262775,864691135279377569,168528,163728,21721,9,3,8002
262775,864691135279377569,168528,163728,21721,7,3,5159
262655,864691135059717787,170784,162192,20696,9,3,7841
262598,864691135397512737,165184,162784,20964,9,3,5762
263132,864691134965400863,172288,167248,23985,4,7,6562
263063,864691135737494385,176192,167088,23250,8,5,7982
263031,864691135716106266,171856,175760,22771,6,7,6850
263193,864691135614885323,165040,160896,24558,9,3,7892
263158,864691136311937597,176928,175936,23565,6,7,6549
263083,864691135658805378,178992,166656,23034,8,5,8139
263275,864691136334772403,175088,168000,24817,4,7,6271
263275,864691136334772403,175088,168000,24817,8,5,8008
263202,864691135866509701,166576,168096,24219,4,7,6062
263202,864691135866509701,166576,168096,24219,8,5,8006
263269,864691135926584590,174000,170528,24275,4,7,6033
263149,864691135776895405,175888,166832,23514,8,5,7983
263133,864691135572469285,172352,175696,23636,6,7,6903
263239,864691135498461459,171504,175280,24197,6,6,6708
263239,864691135498461459,171504,175280,24197,6,7,6861
262804,864691136974727708,173344,171472,21109,4,7,6026
263099,864691135762986550,163744,162144,23577,5,3,4942
263099,864691135762986550,163744,162144,23577,9,3,8229
263329,864691135968871781,168192,169552,25576,4,7,6744
263189,864691135940817062,163824,176048,24252,6,7,6978
263109,864691135270733733,168656,161344,23687,9,3,7886
263109,864691135270733733,168656,161344,23687,9,3,4985
263109,864691135270733733,168656,161344,23687,7,3,4908
263219,864691136124832806,169504,164768,24161,7,3,4876
263219,864691136124832806,169504,164768,24161,8,5,8007
263237,864691136297281819,170944,162864,24730,7,4,9386
263105,864691135772428619,167104,162112,24012,9,3,7888
264987,864691136522218129,169696,184000,22201,6,2,7389
263078,864691135885000304,178224,163456,22632,7,4,8964
293266,864691136005386442,194656,120928,25265,9,6,2469
265176,864691135568562412,166128,176624,24068,6,7,7090
228314,864691135275312101,150224,173376,22197,4,7,6086
265152,864691135864795006,179920,182288,23179,6,2,7244
265178,864691135502601282,166800,177808,23445,6,6,6704
265282,864691135582770541,180032,179648,23863,6,4,7000
265135,864691135777891517,177120,176864,22863,6,7,6548
265431,864691135777606752,179424,186416,25118,5,7,7410
299285,864691135927006734,186720,163440,24113,7,4,9507
265455,864691135848863326,165232,178320,25965,6,7,6688
265312,864691136990963605,169808,179312,24667,6,6,6872
265372,864691135012553462,164944,181408,25513,6,4,6960
265183,864691135059524251,167856,190448,23954,5,6,7211
265054,864691135783066419,179680,184112,22243,6,2,7297
265465,864691136088929847,166368,177072,26419,6,6,6925
265393,864691135270503333,171232,177024,25107,6,7,6606
265055,864691135014211734,179664,179968,22345,6,4,7250
265316,864691135926527246,170576,189680,24148,5,6,7083
265361,864691136663064542,164384,182176,24979,6,4,7476
265077,864691136926543690,165072,190720,22699,5,6,7352
265350,864691136194769878,179200,189568,24673,5,6,7086
265136,864691135118847197,177312,185312,23141,5,7,7201
265476,864691134885244666,168160,178336,26189,6,7,6856
266023,864691135195407146,165712,198912,16095,4,7,8166
521630,864691135876841299,298784,146256,18125,9,3,1626
265957,864691135491125351,176096,193712,15222,8,5,10354
266083,864691135509701385,170704,204976,16434,6,7,8421
265851,864691135517329802,166544,193136,15307,7,4,12610
266156,864691136042178134,178736,193184,15945,7,4,12318
518134,864691136136778621,309456,113248,18568,9,4,1499
518134,864691136136778621,309456,113248,18568,5,6,1466
266411,864691135495050384,173264,200544,17585,4,7,7904
266289,864691135349259479,177200,206000,16931,6,7,8453
266289,864691135349259479,177200,206000,16931,6,6,8430
266542,864691135464377413,168496,198816,18346,7,3,9060
266235,864691135581409988,168960,206848,17103,6,7,8230
266617,864691135463751998,174784,198592,18672,7,4,11925
266646,864691135100868128,177920,206944,18586,4,7,7907
266467,864691135195490346,179088,205280,17682,6,7,8273
298950,864691135304471719,190976,162720,21212,9,3,7792
266686,864691135498666771,169360,208144,19155,4,7,7923
266319,864691135572269605,164800,202352,17693,8,5,10138
266308,864691135464268869,179520,204304,16544,6,7,8211
266689,864691135473198386,169696,197952,18935,5,3,7001
266378,864691135502536629,169744,197648,17765,7,3,8791
266219,864691135639419195,165648,200080,16455,8,5,10007
266466,864691136134985099,179200,196448,17530,7,4,11866
266725,864691135615094219,176400,205792,19322,4,7,8332
266817,864691135700917883,165936,205728,20259,4,7,8012
266580,864691135273242385,172048,198416,18640,7,3,8980
266333,864691135699964962,166576,199248,17236,8,5,10008
266627,864691135762735670,176880,200288,18363,7,4,11918
266439,864691135778113213,175232,195216,17467,7,3,9291
266811,864691136741594716,165184,203952,19712,4,7,8153
266811,864691136741594716,165184,203952,19712,7,4,11968
263583,864691135491076583,173648,166928,26655,8,5,8115
263467,864691134948203260,172064,162240,25982,9,3,8164
262946,864691135469443410,176864,168336,22285,8,5,8748
263464,864691136100301941,171568,168992,25822,4,7,6064
263519,864691136272946110,179424,165648,26443,7,4,9013
263355,864691135013936534,171504,167072,25372,8,5,8010
263402,864691136209635004,176944,162496,25211,9,3,7857
263447,864691136057123800,168544,167312,25789,7,4,9191
263472,864691135654692034,172976,171808,25757,8,5,8467
263416,864691135133162656,179680,161088,25541,9,3,8169
264108,864691135135876121,169136,180144,17872,6,4,7056
263528,864691136009437358,164384,165776,26456,7,4,9343
263406,864691136724569853,177360,174624,25267,6,7,7039
263452,864691135133588640,169024,161376,26278,5,3,4949
263463,864691135776873901,170352,169056,26263,4,7,6275
263456,864691136106523353,169424,167120,26343,7,4,9182
263518,864691135755354578,179664,169056,25944,4,7,6739
263604,864691136297163803,178944,168800,27190,4,7,6699
266845,864691135851637447,169744,197472,19612,5,3,7322
264140,864691136990790805,174496,184576,17659,5,7,7154
264179,864691135865630940,176656,177104,17972,6,7,6503
263816,864691135586312644,174944,188736,15110,5,3,6984
264263,864691135995486634,174560,179056,18591,6,7,6506
264243,864691136673078663,171168,181488,18232,6,4,7267
263927,864691135270582437,176032,177280,15776,6,2,7363
264092,864691135995492522,164720,178400,17412,6,6,6668
264000,864691135509279753,168224,183568,17155,5,7,6919
263868,864691135013093878,166928,176784,16331,6,4,7261
264183,864691136595493538,178544,185968,17382,5,6,7031
264183,864691136595493538,178544,185968,17382,5,7,6908
264207,864691136952903135,166720,178352,18544,6,7,6929
264065,864691136109795768,176976,177536,16851,6,6,7107
264244,864691136032850875,171104,176624,18476,6,7,6703
264618,864691135940556966,173008,188784,19627,5,7,6923
264588,864691136952685279,170256,190416,19671,5,7,7310
264870,864691135851839687,164832,177856,21208,6,7,6868
264870,864691135851839687,164832,177856,21208,6,6,6987
264211,864691135278991265,168416,189024,18093,5,6,7513
264211,864691135278991265,168416,189024,18093,5,7,7294
264258,864691136444702595,173568,186480,18233,5,7,6920
264747,864691135118528733,179376,186944,19956,5,7,7498
264772,864691135716171802,167888,184192,20841,6,2,7319
264331,864691136741437276,164048,184096,18982,6,4,7163
264364,864691135479360966,171040,188960,18944,5,7,7432
264365,864691135693614015,170752,178880,19143,6,7,6539
430742,864691135292822454,253760,179968,22422,5,7,6763
264617,864691137054711158,173328,188240,19867,5,7,6922
264344,864691136663177950,166528,181232,19046,6,6,6672
264356,864691136210288572,168288,185392,18794,6,2,7534
264314,864691135275347941,178096,179440,18651,6,4,7351
264314,864691135275347941,178096,179440,18651,6,7,6505
264554,864691135867715606,164912,179040,19533,6,7,6680
264367,864691135684428786,171344,184240,19140,6,4,6904
264367,864691135684428786,171344,184240,19140,7,3,7526
264358,864691135954871560,169104,180112,19212,6,6,6671
264302,864691135539256434,176672,189184,18745,5,6,7057
264281,864691135916236902,176400,184000,18521,6,2,6946
264764,864691135275266789,164544,178944,20740,6,6,6697
264639,864691136110002360,174928,191040,19911,5,6,7058
264769,864691135701531003,166128,178432,20566,6,7,6897
264368,864691135429831216,171616,191760,18941,5,6,7506
264217,864691135013875446,168816,177744,18263,6,6,6670
264217,864691135013875446,168816,177744,18263,6,7,6537
264781,864691136602949841,170688,177504,20864,6,6,6674
264681,864691135926137102,176240,178112,19998,6,6,6645
264771,864691135307606086,167440,190192,20758,5,6,7079
264798,864691136040027902,173136,185392,20931,5,7,7403
264846,864691135386015061,178656,183024,20589,7,3,7081
264846,864691135386015061,178656,183024,20589,6,4,6880
430746,864691135927147988,254656,189040,21957,5,3,7099
267431,864691135755911634,177216,199392,23164,7,4,12341
267144,864691136389517584,166352,195936,21572,5,3,7420
266864,864691135065844548,173328,205808,19825,4,7,8257
266951,864691135526816091,180480,202448,19810,7,4,11879
267674,864691135346126239,174272,201280,25439,7,3,8816
267038,864691135808451869,174816,201840,20364,7,4,12246
267307,864691136210402748,177120,197456,22127,5,3,7285
267319,864691135561621985,179776,198880,22450,7,4,11936
267299,864691135387704193,176352,207856,22440,4,7,8215
267194,864691134940999267,175264,198256,21776,7,3,8796
325615,864691136813061747,197072,113808,17702,6,4,1508
264918,864691135759685966,176064,187776,21322,5,7,7239
264953,864691135565694743,164784,189872,22348,5,6,7269
267261,864691136437508254,170016,195360,22108,5,3,7368
267183,864691134941063523,171952,196880,21777,5,3,7020
486025,864691135544891944,291248,95968,25646,6,4,1280
267206,864691135699731746,179344,202224,21208,7,4,11931
264964,864691135590550795,166608,177680,22285,6,7,6573
264964,864691135590550795,166608,177680,22285,6,6,7066
266873,864691135954337800,174656,201232,19711,7,4,11926
267197,864691136451603199,175968,205904,21793,8,5,10533
267163,864691135859300200,169888,206416,21665,8,5,10031
267180,864691135683998706,171440,196976,21279,5,3,7339
267165,864691136371453320,169792,196864,21504,5,3,7021
267561,864691135341758405,171152,204240,24226,8,5,10037
267560,864691135841673443,170624,204816,24581,7,4,12002
267720,864691135532229572,166288,201712,25973,7,4,12447
267572,864691135104610381,172192,200160,24460,7,4,11976
267572,864691135104610381,172192,200160,24460,7,3,8867
267732,864691135429097264,169024,202864,26445,8,5,10061
223742,864691135701617019,148464,131712,16971,9,6,2013
267644,864691135584212600,168800,197808,25024,5,3,7048
267502,864691136312316733,173728,198992,23460,7,4,11974
267473,864691136273625278,166736,201632,23874,7,3,8814
268220,864691135918307248,177056,210448,15658,6,2,8453
268374,864691136011889827,177296,216096,16180,5,6,8819
268260,864691136023820089,165024,218384,16103,5,6,8840
268377,864691136194923596,178224,215040,15889,5,7,8491
229981,864691135455031658,156960,181344,18939,6,6,6693
366360,864691135572004333,225472,176160,25726,6,6,7035
257088,864691135577673733,179072,113984,25593,5,6,1950
268591,864691135859639144,166400,218096,17259,5,6,8842
268591,864691135859639144,166400,218096,17259,5,7,8518
269021,864691135866455173,171328,212016,19455,6,6,8503
269021,864691135866455173,171328,212016,19455,6,7,8461
269227,864691135441435976,173024,218480,20046,6,2,8754
269172,864691136009630636,166160,216160,19703,6,4,8651
268999,864691135210854080,168944,212304,18822,6,6,8247
390780,864691136602730705,243536,121232,18887,9,4,7340
390780,864691136602730705,243536,121232,18887,7,5,2451
268786,864691135866588805,165376,216128,18470,6,4,8596
581967,864691136812081779,332368,118816,17518,7,3,1469
269208,864691136444765571,170992,209744,20253,6,7,8408
269293,864691135516660691,166048,210528,20939,6,7,8241
556678,864691135919400368,318256,154400,21675,7,4,8294
269185,864691136119501336,167328,223936,19675,5,6,8845
269006,864691135404721646,169504,223024,19410,5,6,9195
269006,864691135404721646,169504,223024,19410,5,7,8824
269022,864691135582840429,171488,220368,18887,5,7,8731
269380,864691136423787567,168016,216288,21534,6,4,8513
269157,864691135489243450,165360,215632,20113,6,7,8240
269301,864691137197685569,167152,211104,20425,6,7,8242
269235,864691135582715501,174880,217872,19651,6,4,8741
269170,864691136724747261,166272,222384,19942,5,6,8844
269127,864691135731085241,178912,213776,19437,6,6,8236
269377,864691135772477179,167760,222560,21729,5,7,8606
269336,864691135918528432,175664,217168,20664,6,2,8466
269350,864691135701528699,178464,213008,20908,6,6,8346
268936,864691135701574011,164784,220608,19131,6,2,8479
269217,864691135118816733,171648,222000,20046,5,6,9203
271491,864691135992439745,164320,225984,21689,5,6,8862
271404,864691137019755118,170304,231920,20447,5,3,8499
260075,864691135545687848,179952,145120,18471,6,6,4370
260075,864691135545687848,179952,145120,18471,6,7,3726
271508,864691135491114343,166848,225904,21472,5,6,9049
271473,864691134947966716,178032,226400,20543,5,6,8833
271717,864691135394015221,165712,232224,23322,5,3,8722
269095,864691136210339004,178048,221488,19380,5,7,8508
269958,864691135394704373,167392,211552,26080,6,7,8259
263073,864691134941194083,176480,176416,22599,6,7,6547
271563,864691135866477957,176752,232608,21387,5,3,8501
334183,864691135560649156,198176,184272,15601,5,3,6948
334292,864691136100783733,210784,192256,15703,4,7,8111
334292,864691136100783733,210784,192256,15703,7,5,8786
334501,864691135688112608,198896,189040,16855,5,3,7193
334486,864691135698639125,198368,178304,16598,6,2,6872
334271,864691135494013892,207200,186880,15645,5,3,7090
334291,864691135867453974,210704,176896,15119,5,7,6813
334493,864691136422816815,198752,188960,16499,5,3,6947
334427,864691135762629942,207200,181952,16284,5,6,6966
394549,864691135359410520,237824,156000,21013,9,3,5194
269247,864691135584074360,177536,213824,19894,6,6,8237
335071,864691135938110980,200480,184032,19506,6,2,7096
334662,864691135927565012,199136,183024,17795,5,7,7507
335101,864691135213832832,205232,185936,19425,5,6,7523
335120,864691136310670170,210272,188288,18915,5,6,6967
396802,864691135731235513,241776,170624,21536,6,7,6321
194323,864691135919388848,139600,166560,18467,9,3,5037
335021,864691135294317580,212896,178512,18654,6,4,7430
335220,864691136237422607,203792,178640,19918,6,6,6594
334644,864691135368005625,197968,176416,17697,6,6,7137
326396,864691136124491046,197328,115392,22629,9,4,1895
335092,864691135783373107,202880,185696,19520,5,7,6862
335175,864691135367058169,198880,188864,19763,5,6,6994
334771,864691135810339020,212320,178576,17963,6,2,6853
335067,864691136312326717,200416,182704,18829,6,2,7353
335001,864691135383456491,211152,191840,18702,5,3,6930
334655,864691135582529901,199040,190944,17618,5,3,7272
334860,864691135498369811,202032,179904,18676,6,4,7303
334678,864691135778047933,200592,184816,17741,5,6,7451
334719,864691135940547329,205408,178176,17402,6,2,7203
326453,864691135065740100,207424,125328,22709,7,3,1890
326453,864691135065740100,207424,125328,22709,5,3,1943
326461,864691135859616360,208208,116864,22723,9,4,4667
326512,864691136195155158,198896,123904,24135,9,6,1901
326527,864691135342055857,204048,120240,23956,9,4,8370
326527,864691135342055857,204048,120240,23956,7,5,2350
326652,864691135156762468,210288,118304,24334,9,4,7508
326798,864691135270578341,211328,125008,25462,7,3,1898
326657,864691135810510028,211440,120944,24585,9,6,2679
326657,864691135810510028,211440,120944,24585,5,3,1946
326687,864691136287537859,204000,115952,25365,9,4,4699
326653,864691135786358980,210256,125536,24471,7,3,1895
326475,864691135082589943,210160,124160,23228,7,3,2455
326672,864691137020061294,198928,126304,25497,7,3,1975
326555,864691135593523243,211408,116112,23891,9,4,4955
326465,864691135498488851,208304,121776,23223,9,6,1868
326677,864691135584802424,200256,119296,25560,7,5,1957
326639,864691136618399373,207136,116832,24428,9,4,7509
326650,864691136663178206,210000,111088,24228,5,7,2163
326505,864691136379808725,197504,114720,23416,9,4,1896
326529,864691135572302629,204560,121824,24075,9,6,1870
326423,864691135462945437,204064,113024,23166,5,7,1776
326535,864691135066084932,206640,113664,23425,9,4,1867
326535,864691135066084932,206640,113664,23425,5,7,2491
326526,864691136176258054,203872,115568,23564,9,4,2762
326526,864691136176258054,203872,115568,23564,9,4,5569
326618,864691136089590071,205696,114336,24590,5,6,1840
326412,864691135856892206,201792,122080,23327,7,5,2111
326412,864691135856892206,201792,122080,23327,9,6,1869
361269,864691135502368093,228064,135408,20104,4,7,2951
326557,864691136117197988,212192,121488,23821,9,4,8181
326557,864691136117197988,212192,121488,23821,7,5,1910
326557,864691136117197988,212192,121488,23821,9,6,1838
326405,864691135856327726,199520,113904,22932,9,4,2647
326484,864691135946736676,212000,122960,23316,9,6,1836
326484,864691135946736676,212000,122960,23316,7,3,2545
326484,864691135946736676,212000,122960,23316,7,5,2047
326484,864691135946736676,212000,122960,23316,9,4,8250
326409,864691136617810395,200480,116560,22720,9,4,4668
326480,864691135463035805,211312,113984,22852,9,4,1866
326516,864691136057421016,200784,124096,23690,5,3,1979
326517,864691136925715786,201024,115824,24105,9,4,4695
326656,864691135394662389,211152,114192,24242,9,4,1869
326656,864691135394662389,211152,114192,24242,5,6,2159
326514,864691135754357197,200208,115680,23636,9,4,4694
326671,864691135614385867,198688,120496,25393,7,5,1955
326774,864691135639271483,208784,126224,25632,8,5,1989
326774,864691135639271483,208784,126224,25632,7,4,5413
326963,864691135800583522,199536,123648,27167,7,3,1979
327001,864691134948373756,208928,121040,27076,5,3,2356
326847,864691136272946878,200528,116416,26022,5,6,2223
326981,864691135162668333,204208,125888,26532,7,4,5844
327370,864691136009254318,201488,132768,15947,8,5,5418
326881,864691135701099643,209792,114912,25793,9,4,4988
326969,864691136741531996,201024,116384,26648,9,4,5190
256161,864691134965597983,173520,122576,18849,5,6,1913
256161,864691134965597983,173520,122576,18849,9,4,1947
326857,864691135122904103,205232,122560,26222,7,3,1932
326984,864691136227921489,204976,115344,26861,9,4,5018
326984,864691136227921489,204976,115344,26861,5,6,2278
326844,864691135841748707,200304,124912,25803,7,3,1972
425959,864691136144520244,249312,144944,20740,6,2,4333
326979,864691135492266079,203456,119952,27203,5,3,2018
326888,864691136371466120,209760,126576,26133,8,5,2868
326962,864691135989068800,199584,120976,26709,7,5,2367
327318,864691135946509348,206368,139040,15430,6,6,3928
327075,864691135429707568,206656,124528,27347,5,3,1987
327165,864691136021001720,200768,133776,15159,4,7,3389
327119,864691135584554616,198352,128992,15536,7,4,5970
326839,864691136051578099,198288,125168,25886,7,3,1976
327002,864691136021058552,209296,121072,26824,5,3,2173
