id,target_id,classification_system,cell_type,pt_root_id,pt_position_x,pt_position_y,pt_position_z
68827,659026,aibs_nonneuronal,astrocyte,864691135012408310,373776,155328,23982
68828,425899,aibs_neuronal,4P,864691136287232195,255024,144384,19553
68829,191054,aibs_neuronal,23P,864691135349309911,145360,142992,24514
68830,670946,aibs_neuronal,6P-CT,864691135947571041,368176,221824,17022
68831,527751,aibs_neuronal,5P-IT,864691135718897969,302176,176928,24814
68832,520285,aibs_neuronal,23P,864691135468167762,305088,128864,21669
68833,423674,aibs_nonneuronal,microglia,864691136311841597,255808,128944,19118
68834,242760,aibs_nonneuronal,oligo,864691135723708735,155296,280704,17202
68835,104886,aibs_neuronal,23P,864691136618471565,108752,106176,21106
68836,76432,aibs_neuronal,BPC,864691135969717349,95664,184160,17673
