id,target_id,cell_type,pt_root_id,pt_position_x,pt_position_y,pt_position_z
23564,158909,23P,864691136005648842,118976,167488,17561
39594,158875,23P,864691135776790445,115360,166288,17257
37199,160385,4P,864691135100268064,119904,174048,26689
19484,158902,4P,864691136923532260,118288,170192,17246
38941,158852,4P,864691136023797305,129680,166112,16728
13468,158975,4P,864691135273026833,126784,160112,17731
21298,159037,23P,864691135584815480,115168,163520,18397
39239,158881,23P,864691136031744955,116016,167040,17808
12108,158997,4P,864691135397159201,130000,172272,17839
18215,158985,4P,864691136724613629,128144,174032,17933
9933,158942,4P,864691136329902058,123376,167856,17880
33427,158838,4P,864691135323985052,127696,162336,16887
26519,158934,23P,864691135724239275,121360,162400,17863
44568,160376,6P-CT,864691136379289045,117232,175552,26617
24011,159116,4P,864691136135527819,125728,164704,18556
15096,158821,23P,864691135516689875,123584,166384,16951
15154,158786,4P,864691135915853926,117648,166656,17103
19281,158918,4P,864691135545169448,119248,174128,17357
8404,159041,BC,864691135700865915,115680,163360,18174
8280,158940,4P,864691136011905187,123216,162080,17714
14755,158969,4P,864691135474743872,125344,173040,17450
13820,158793,4P,864691135278716321,119072,168560,16730
34832,158826,23P,864691135696938650,125008,162480,17092
26697,158889,23P,864691135394488309,117008,161408,17395
30707,164251,5P-PT,864691135618713743,129168,200192,17757
33719,163977,5P-IT,864691135361103175,122864,204048,16165
31227,158952,23P,864691136109466040,124160,165120,17363
38071,158851,4P,864691135491882079,129184,160528,17200
14441,160398,23P,864691135468824658,123216,162896,27006
40908,158810,4P,864691135874145166,121680,165696,16650
23381,104884,23P,864691135616687721,108224,110624,21657
15238,158850,23P,864691135946356260,129360,168656,16697
20500,158809,23P,864691137054515062,120800,160112,16784
3004,159003,4P,864691135472961842,130064,169568,17956
20803,158991,23P,864691135987826691,128816,163472,17323
41740,159056,4P,864691136194092502,118640,172432,18313
20004,159057,4P,864691135571279653,119360,166256,18023
6652,158928,23P,864691135383840235,120288,162656,17980
20245,158965,23P,864691136389283959,124976,164304,17726
5369,158788,5P-IT,864691135404630510,117968,175456,16827
36831,158845,4P,864691135698415381,128432,161952,17149
49081,158831,23P,864691135324001692,125872,166880,17022
5442,159038,23P,864691136310666842,115136,168288,18229
9068,158986,4P,864691135511487696,128288,164368,17715
11343,158963,4P,864691135615084747,124672,174656,17356
13476,159112,4P,864691135995266474,124864,174544,18108
47764,158901,23P,864691136452016127,118416,163280,17916
10879,158849,4P,864691135737744260,128912,175072,17215
19911,158980,4P,864691135342008753,127232,175664,17364
18585,158879,23P,864691136024641849,115888,174832,17912
3329,158783,4P,864691135491264999,117184,169616,17113
37910,159059,4P,864691136135403915,119904,162848,18665
39789,158915,23P,864691135851612103,119216,162320,17483
49117,158848,23P,864691135429546800,128976,161696,16796
6322,160395,6P-IT,864691135346136223,122144,169760,26697
49069,159082,4P,864691135876892243,122064,161264,18010
37346,159042,23P,864691136089996599,115744,169936,18522
48385,159125,4P,864691135737689476,127296,165424,18112
40129,159055,23P,864691135270592421,118464,168432,18197
6728,159121,23P,864691136297714971,126560,161664,18083
36107,159091,4P,864691135472847666,123392,165536,18362
9951,158973,23P,864691135865694940,126416,167600,17913
26925,158968,23P,864691136124622886,125168,166688,17467
33155,158829,4P,864691135816511567,125408,175376,16767
31387,158840,23P,864691135065829444,128080,172560,16953
46918,160411,4P,864691136011931299,125200,171728,26468
35554,158836,4P,864691136912688113,126976,172016,16618
21822,159050,23P,864691135946598948,116544,166656,18243
34115,158803,4P,864691136194928086,119968,167600,17198
18180,158970,NGC,864691135992474817,125664,172752,17704
12551,158824,23P,864691136011906723,124592,163120,16487
26123,158893,23P,864691135195298090,117536,169184,17406
32606,158781,23P,864691135475523904,116176,162640,17221
31011,158921,4P,864691135572277541,119664,169696,17814
29668,159124,23P,864691135864852350,126768,173744,18737
43062,158927,4P,864691136312760381,120256,168192,17727
31036,158833,4P,864691135938066180,126592,170080,16549
40424,159019,23P,864691136091332788,130864,165744,17945
20615,165676,5P-PT,864691135946063908,125168,204160,26707
10609,152862,23P,864691135776613805,120624,125648,17059
25101,165646,5P-IT,864691135692716479,120768,196336,26648
16359,166232,BC,864691135463193245,123728,210208,15699
41032,166148,5P-IT,864691135307960390,117168,214928,15082
35090,152853,23P,864691136419414167,118432,125856,16766
17829,152942,23P,864691135490896487,119616,114096,17679
8778,152857,23P,864691136990913941,119104,117984,16761
12902,165973,BC,864691135446367986,121904,194928,27391
29150,166025,MC,864691135761515318,123888,204336,27421
15011,152874,23P,864691135374240968,124192,123456,17121
20327,211742,6P-IT,864691135740386452,141888,275600,25247
23342,78448,5P-PT,864691135848643422,97808,199664,15345
14221,165658,NGC,864691136724610557,123040,194240,26851
31258,152890,BPC,864691136116637348,126768,115264,17082
42487,152870,23P,864691136389310327,123392,117136,16516
2761,166213,5P-NP,864691135257220015,121824,213088,15547
14700,153081,23P,864691136009217708,128592,124128,18422
28630,152860,4P,864691137197762369,119760,115696,16985
42852,165688,5P-IT,864691136042085462,127680,195024,26956
28319,166146,6P-CT,864691135753667021,116672,221696,15322
44401,202513,6P-CT,864691136238393148,142048,238688,17025
28870,152881,4P,864691135848669278,125616,116832,16890
43487,152883,23P,864691135568745452,125920,124576,16694
17544,166212,MC,864691135511885252,121776,215008,15258
7236,166109,5P-IT,864691135946535716,129520,202672,27313
30092,166214,6P-CT,864691135776640608,121408,225360,15541
13954,165695,BC,864691135013522934,129328,204560,26973
25121,166226,6P-IT,864691135692725183,123712,214896,15430
5490,166233,5P-IT,864691135772684107,124640,211904,15614
43121,178263,6P-CT,864691135464385093,117248,275984,25355
35546,166151,23P,864691136267390196,118176,210112,15192
18410,166188,MC,864691136423708207,120480,217424,15529
29552,152877,23P,864691135864851070,124160,119968,16629
8235,166215,6P-CT,864691135725184939,122112,223184,15596
8279,152865,23P,864691135345216415,121664,117312,16787
36348,152891,23P,864691135953865224,126992,118624,16957
3560,166125,6P-CT,864691135584494712,130432,198528,27301
205,152893,23P,864691134885069562,127040,120976,17029
47456,152899,23P,864691136830108388,128288,117072,16881
48831,153027,23P,864691136974480668,116480,117408,18617
46727,152930,4P,864691136379816149,116432,121728,17449
1341,152923,23P,864691135012458742,115104,122944,17980
12762,116674,4P,864691136066507928,112880,175568,20024
47918,153025,23P,864691135195496746,115392,127216,18084
36142,153118,NGC,864691135308080198,120048,111888,19318
16254,152920,23P,864691135582400109,114928,120480,17407
5885,116612,5P-IT,864691135374698057,103216,174960,19899
27699,152985,23P,864691135498381331,128896,118160,17311
11028,153079,23P,864691136066258072,128176,110880,18114
38474,152945,23P,864691135952928291,119888,122432,17846
3677,297146,4P,864691135889525385,187376,157504,25085
23528,152957,23P,864691137054537846,125216,116624,17679
20988,153104,23P,864691136135521931,115440,118000,18876
18354,152963,23P,864691135538137458,125392,117104,17235
10370,153089,23P,864691135687867872,130688,115920,18254
34910,153140,23P,864691135848863582,123984,115536,18880
9956,153013,23P,864691135429583152,114736,115712,18202
47455,153022,23P,864691136830106852,116016,119616,18646
15267,153139,23P,864691136090157879,123632,126864,18794
26825,153037,23P,864691135730137017,117664,114336,18569
35954,153132,23P,864691135491248487,123408,117072,19390
30042,153044,BPC,864691135776615520,119552,114688,18404
16500,153038,23P,864691136021067768,118176,124432,18168
29608,153048,23P,864691135771731531,120320,113856,18026
47684,153052,23P,864691136903038130,121840,114960,18038
23056,152936,23P,864691136578344212,118048,116784,17647
13737,152948,23P,864691135213470336,121664,119200,17457
33406,152949,23P,864691136089585975,122128,123712,17709
12866,153061,23P,864691135759178318,124464,125728,18667
21299,153035,23P,864691135645358063,117472,124544,18362
22416,153105,23P,864691135725038507,115824,124880,18788
42430,153084,23P,864691136237678140,129040,118656,18599
15010,153119,23P,864691136119178776,120256,116720,19417
2688,153060,23P,864691135726193727,124432,118272,18413
687,152939,4P,864691135475343168,119104,115792,17942
5152,152932,23P,864691135738199153,117456,122256,17724
1349,152944,23P,864691136175935494,119856,118400,17925
15966,63521,23P,864691135952731171,83872,123280,15500
8268,153109,4P,864691136137621629,116624,122736,19113
40114,152969,23P,864691135952843555,126208,121424,17848
31443,152995,4P,864691135927195092,129680,126608,17771
48729,152895,23P,864691135105015885,127184,125472,17030
32146,152972,23P,864691135841348835,126720,115888,17274
43111,153055,23P,864691135594394923,122640,123552,18019
31220,153128,23P,864691135182630146,121632,126704,18922
7853,152900,23P,864691135992442561,128384,116096,16508
47710,152973,23P,864691136483864108,127120,113248,17699
42947,153114,23P,864691135495052176,118864,125744,18878
41026,152953,23P,864691135338710758,124384,122544,17604
41429,152992,23P,864691135195380010,129776,123904,17324
6005,153110,23P,864691135374415560,117472,117792,19270
8802,153053,23P,864691135374678345,122480,117552,18624
40174,153112,23P,864691135213610112,118416,114656,18907
39268,152928,23P,864691135446445458,115904,120944,17921
43006,153103,23P,864691135585955708,115456,121984,18841
37093,152984,23P,864691135569897862,129104,112976,17947
41876,152997,23P,864691136137563773,130352,122240,17529
8347,153080,23P,864691135509659913,128576,122144,18536
7443,153086,23P,864691136100885877,129648,122128,18173
30692,152940,23P,864691135838097299,119216,120768,17712
25874,152958,23P,864691135759254094,125296,119712,17885
33226,153136,23P,864691135940378625,123440,126416,19343
13477,166370,5P-IT,864691135698152725,124304,211872,15865
1092,166241,6P-IT,864691135590684427,127888,211440,14897
22704,166239,6P-CT,864691135810187468,126656,220800,14875
15453,112641,23P,864691135715941402,111984,157872,18317
16083,77194,BPC,864691135446554514,91328,192176,21232
13169,166248,23P,864691136194643688,129552,223952,15180
40350,166279,6P-IT,864691135163256365,115504,223888,16105
48507,581451,23P,864691135182731010,338672,108960,26153
16473,166242,6P-CT,864691135497647123,127792,225216,14891
39609,166254,6P-CT,864691136041060182,129840,224864,15672
30695,166280,MC,864691135782422835,115408,219328,16362
27173,166285,6P-CT,864691135736880260,117216,217360,16090
24835,166290,5P-NP,864691135686890208,118032,210048,16348
43646,166324,6P-CT,864691136361496546,119744,216304,16111
291,166355,5P-IT,864691134917417226,123824,219776,15773
25976,166289,23P,864691135700623227,117680,224752,16253
42826,166284,6P-CT,864691136274010637,116752,210144,15947
9616,166449,5P-IT,864691136602532561,116256,221456,16992
29949,166423,23P,864691135475510336,130016,212400,16052
7781,166406,5P-NP,864691135341032901,127664,209712,15987
8645,166520,5P-IT,864691135565546775,125648,209328,16883
18802,166427,5P-IT,864691135556948932,130336,222640,15984
15824,232464,5P-IT,864691135387616897,158976,207600,20004
15036,157873,23P,864691135429591856,126240,149680,24534
48441,166432,6P-IT,864691136195095510,130704,222848,16342
26766,166460,6P-CT,864691135701419899,118288,217664,16672
14913,166555,5P-IT,864691135954801928,128560,223456,17122
22369,166588,6P-IT,864691136362472418,130112,209232,16868
21253,166515,4P,864691135585129340,124592,223072,16669
17461,166548,6P-CT,864691135582412653,127776,211600,16882
6694,256437,23P,864691135516981203,171552,124528,20568
16753,166603,6P-CT,864691135501807709,115264,224848,17327
20678,166450,23P,864691136024651321,116384,218896,16552
22766,166605,6P-CT,864691135441370184,115600,214176,17680
13976,166240,23P,864691135726240063,127200,211328,15498
12814,132466,5P-IT,864691135865442524,110480,248816,17700
20272,551756,23P,864691135374009032,312368,107760,18998
18102,166629,5P-IT,864691135851380167,118816,216176,17949
18805,166398,BC,864691135272818193,125152,221264,16402
14807,166457,6P-CT,864691136741279324,118048,215824,17020
39223,166405,5P-IT,864691135969810789,126816,220640,15842
39106,166407,BPC,864691135952838947,127680,220048,16132
34890,155821,23P,864691135816381263,124624,133664,25535
12874,166467,5P-IT,864691135445917074,120000,221184,16471
24828,166445,5P-IT,864691135568645356,115312,217808,16839
46704,166401,5P-IT,864691135856720174,125952,222144,16028
41930,166638,MC,864691135479187654,119696,216672,17350
47401,166466,MC,864691135572204069,119728,217360,17125
25285,166483,23P,864691135874393998,122192,217696,16567
31302,166546,5P-IT,864691135866463365,127568,220064,17037
4853,166608,6P-CT,864691136673466503,116320,219520,17416
30971,155121,23P,864691135865526748,123392,127520,20829
9960,166949,5P-IT,864691135479027142,128224,214768,18796
43766,168614,6P-CT,864691136370829960,126304,235744,15952
45711,166943,5P-PT,864691135754620109,128208,219632,19331
6221,166901,6P-IT,864691135947575137,121648,219680,18977
37262,166710,5P-IT,864691136451897087,128496,221216,17590
43205,166681,6P-CT,864691135135674393,122288,222160,17335
3072,166882,5P-IT,864691135938475573,118288,209264,19068
41083,166817,5P-IT,864691136267394804,122352,210816,18421
2877,166942,5P-NP,864691135156282724,127552,220576,19193
16922,122805,23P,864691135338789350,108960,194512,14889
20014,268598,6P-IT,864691135463691838,168096,213392,17603
12426,227293,4P,864691135468527500,156368,171888,15983
4565,166827,BC,864691135207773305,123760,219264,18254
28416,166816,5P-IT,864691135726478911,122000,220592,18062
13701,166871,BC,864691135590970635,115472,214144,18852
48755,166845,6P-IT,864691135851618759,127168,219008,18049
14493,166718,5P-NP,864691136066509720,130368,209568,17536
36775,166833,5P-IT,864691136195081686,125328,214832,18244
12522,166838,6P-CT,864691135719194161,126336,223440,18448
17366,166905,23P,864691135118511069,123152,209600,19294
19131,166784,5P-IT,864691135783168307,117920,210720,18218
17101,166683,5P-NP,864691135104860237,123168,213088,17696
38044,166701,BC,864691135373858248,126048,211584,17897
21296,166934,BC,864691135585152636,125840,216576,19359
20569,166932,5P-NP,864691136116874660,125680,209776,18982
18986,166829,5P-IT,864691135954604552,124448,210224,18358
16484,30059,23P,864691134940718179,79232,145568,20250
29154,166880,5P-IT,864691136673589895,117856,217312,19439
29778,166900,5P-IT,864691135463541310,121520,216496,18775
29509,166941,5P-IT,864691135749416489,127472,224880,19332
3786,166890,5P-IT,864691135293828876,119152,223840,19124
24815,166876,5P-IT,864691135498537235,117136,216992,19154
24079,166794,MC,864691135658700930,118544,217584,18675
36284,166857,6P-IT,864691136522441361,130032,222864,18105
12343,166813,BPC,864691135947591265,121296,222000,18432
34528,166815,6P-CT,864691136903954866,121792,223232,18180
25723,166688,6P-CT,864691135864825470,123840,224496,17599
25919,166927,5P-IT,864691135755458514,124976,220448,19472
39063,168684,5P-IT,864691135954720776,130672,237344,15985
29558,168656,6P-CT,864691135938306357,128208,240464,16365
42965,167185,MC,864691135408124873,115680,221056,21450
40250,167009,5P-IT,864691135397330465,117424,214256,19764
2778,168823,5P-IT,864691135195181354,130912,228944,16880
25435,167021,5P-NP,864691136274583309,119024,214976,20102
48958,168657,6P-IT,864691135577831685,127984,239344,15976
44745,167086,6P-IT,864691135468995154,116272,221584,20494
9708,168736,6P-CT,864691135156312164,119648,230832,16803
5775,167098,6P-IT,864691135349274327,118672,225456,20762
25374,166971,5P-IT,864691135464465477,130064,213168,19057
11471,168796,6P-CT,864691135938206261,126912,237904,17218
133,167133,5P-IT,864691136040508926,128112,224656,20335
11310,168909,6P-IT,864691135307801670,123232,238624,17281
6841,167109,5P-IT,864691136380085461,120192,209680,20437
18604,166974,6P-IT,864691135568816108,130368,223568,19166
24982,167127,6P-IT,864691136109901240,126528,222528,20911
5122,167124,6P-IT,864691135645523183,125184,221856,20579
13546,168704,6P-CT,864691134918172938,115440,239728,16737
13351,167030,6P-IT,864691135715923226,121056,224800,19510
14524,168910,5P-IT,864691135257004463,123200,232848,17337
14918,168766,4P,864691135270385317,122688,237712,16642
22261,167112,5P-PT,864691136273730238,123360,215872,20397
13338,168714,5P-IT,864691135468821586,118432,234432,17143
12227,168933,5P-IT,864691136021272568,125312,232704,17371
20504,168932,6P-IT,864691135468854354,124624,232320,17974
12763,168756,6P-CT,864691136057095896,121168,236240,17171
45781,167105,5P-IT,864691136602002385,120576,214336,20896
16479,168641,5P-IT,864691135497650195,126784,232384,16263
17701,167110,5P-IT,864691136487805202,120272,221456,21042
16696,168709,6P-CT,864691135947393633,116880,236336,16655
19646,106536,23P,864691135976412227,99808,118576,18339
13982,73615,23P,864691135278896033,84464,160288,17873
29475,168732,6P-IT,864691135565405207,119552,229312,17123
43360,167106,5P-IT,864691136032576443,120144,219216,20370
28030,168851,5P-IT,864691136100767861,117440,228944,17594
39606,168852,6P-CT,864691135013813910,117536,237952,17773
27755,168750,6P-CT,864691135502856373,120400,226560,17092
4847,168683,6P-CT,864691135429281840,130672,227232,15990
1172,168706,6P-CT,864691136312513085,116432,227152,16696
26880,168864,5P-IT,864691135730165433,119584,233424,17841
5547,168773,6P-CT,864691135867382806,124016,240288,16790
25613,168911,6P-CT,864691135699246114,123488,236192,17816
5128,168737,6P-CT,864691135841662179,119440,238000,17197
3598,167031,5P-IT,864691136617943003,121152,221184,19797
6521,153311,23P,864691135786303428,119008,113616,20610
35111,168654,5P-IT,864691135100796192,127104,236192,16426
42973,168710,4P,864691135292799670,116608,237504,17223
24574,168931,6P-IT,864691135526884187,124800,226784,17642
29147,168701,23P,864691135502463554,115232,233072,17045
43448,167200,5P-IT,864691136137569149,117920,225312,21181
39608,168746,6P-IT,864691135616782953,120400,237808,16792
48205,167117,5P-NP,864691135800658530,123888,218016,20730
35380,168747,6P-CT,864691135698292245,120352,233760,16515
7615,167085,6P-IT,864691135946538788,115792,222320,20723
46184,168782,6P-CT,864691135446492562,126528,232272,17054
35548,166990,5P-IT,864691136135384715,115872,211536,19997
38682,168847,5P-IT,864691136618125019,116960,227856,17974
27615,168928,6P-CT,864691135698228245,124016,240384,17777
38759,168699,4P,864691136040249598,115584,230496,16747
27418,168761,6P-IT,864691135441390408,121984,230160,17071
26400,167033,MC,864691135502444098,121680,213776,20139
8095,168821,4P,864691135740540052,129792,240816,16685
41147,168858,5P-IT,864691135338709990,119104,238592,17671
39581,168682,6P-CT,864691135614996427,130144,234384,15798
40863,167060,5P-IT,864691135800618082,128448,224064,19797
43112,167018,4P,864691135359729240,118432,212832,19693
35100,168793,6P-IT,864691136310571354,127232,229856,16919
11911,168979,6P-CT,864691136009203628,130208,231408,17857
8365,169308,6P-CT,864691135866558341,123568,233712,19012
25914,169094,6P-CT,864691135741031787,124864,232784,18563
43105,169158,6P-CT,864691135394890741,130736,231888,18247
28754,169080,6P-IT,864691136021133816,123536,238208,18649
11497,169341,6P-CT,864691135816249935,129712,237344,19001
30830,169509,6P-IT,864691136089964599,115312,232800,20589
10316,169149,6P-CT,864691135856524590,130272,240768,18267
14519,169037,5P-IT,864691135474606400,116608,230992,18393
28615,169114,6P-IT,864691135429412144,125584,241520,18003
16751,169449,6P-CT,864691135865463516,124192,239664,19798
6184,169415,6P-CT,864691135772654923,120576,231248,20111
8064,169311,6P-IT,864691135716148250,124256,231888,19462
37335,110007,23P,864691136437428382,108064,128400,22181
7060,169496,BC,864691135716147482,130720,237968,19658
14490,169455,6P-IT,864691135841697507,125136,228624,19815
9797,188288,23P,864691135526901851,134656,119008,17833
16752,169041,6P-CT,864691135479242950,116912,226496,18196
467,169104,4P,864691135494837136,125328,229488,18237
20919,169508,6P-CT,864691135975309679,114896,227040,20938
17881,169151,6P-CT,864691135518692036,130208,228192,18179
45856,169339,BC,864691135582643821,129360,233024,19096
13653,169287,5P-IT,864691135516674259,120112,231776,18779
45654,169255,5P-IT,864691135561567201,118288,238800,19318
14929,168938,6P-IT,864691136923753444,125808,240384,17612
17757,169493,MC,864691135361083975,130736,233232,19859
13342,169439,6P-CT,864691135213469568,121520,241152,20164
15873,169494,6P-CT,864691135776887725,130816,233632,20063
22109,169492,6P-CT,864691136135323787,130368,240384,19729
15861,169482,6P-IT,864691136032665787,129968,233776,20195
24525,168970,6P-CT,864691136090105911,128768,240736,17263
16238,168989,6P-CT,864691135359603544,114544,235104,18074
23757,169461,5P-IT,864691136724437245,126512,226512,20301
45439,169342,6P-CT,864691136577471252,130000,238592,18820
17880,169076,6P-IT,864691135749348905,122224,241584,18721
16102,169130,6P-CT,864691135701180027,127104,229328,18367
16749,168978,6P-CT,864691135538948466,129680,241552,17481
16645,169310,4P,864691136109685432,123856,229216,19376
14141,169188,6P-CT,864691135208495225,115280,230960,18964
1823,169051,6P-IT,864691135367830521,118768,236720,18047
2265,169032,6P-IT,864691135687565024,116448,233168,18326
2254,169157,6P-CT,864691135810095820,130896,240816,18559
46488,169309,6P-CT,864691135741152619,123632,235744,18999
32963,157319,4P,864691134965294879,115552,155312,21459
39795,168981,6P-CT,864691135335279081,130528,235088,17240
47908,169055,5P-IT,864691134885745658,119680,238608,18527
37313,169302,5P-IT,864691135859576936,122480,234176,19255
9326,169371,5P-IT,864691135740541332,115040,237856,19911
26996,169397,5P-IT,864691135182607874,117072,230896,19698
3213,169134,6P-IT,864691135257200559,127344,240432,18156
37140,169078,5P-IT,864691136195042792,122768,241424,18119
45491,169229,5P-IT,864691135275139301,116928,236512,19147
8061,169442,6P-CT,864691136663152094,121888,240944,19755
40740,169337,6P-CT,864691135323851676,128928,233408,18880
31313,169284,5P-IT,864691135468916818,119744,233296,18967
31472,169298,5P-IT,864691135938316597,122032,240176,19368
47283,169278,6P-IT,864691136312787261,119088,241056,19102
44617,169344,6P-CT,864691135874497934,130048,241104,18841
2750,169079,6P-CT,864691136011899043,123072,234400,18338
49088,169327,6P-CT,864691135475636288,127792,239824,19127
35669,169463,5P-NP,864691135468942930,127520,230448,20039
41591,169156,6P-CT,864691135755544274,130736,237168,18345
27807,169313,6P-CT,864691136952761823,125056,240352,19084
28760,169329,5P-IT,864691135848671326,128672,227920,19355
38788,169232,5P-IT,864691136966606798,117616,232912,19087
9479,169668,6P-CT,864691136100664949,121344,235200,21147
8163,167333,6P-CT,864691135781816144,129008,221648,22341
7605,167387,5P-NP,864691135864951166,120656,214320,22898
6970,167327,MC,864691136051763443,128192,209760,22055
25532,167478,MC,864691136089928759,124144,222832,23969
43525,169528,6P-CT,864691136091895988,120160,233904,20562
41200,169699,6P-CT,864691135772618315,127824,239744,21731
48914,169692,6P-IT,864691135725177259,126224,236016,21134
30626,169664,6P-CT,864691137020529774,120320,241056,21569
48173,169652,6P-CT,864691135864989310,116880,236480,21201
11114,169583,6P-IT,864691136011650211,127376,241472,20687
26631,167356,5P-PT,864691136974554396,115760,211408,23337
32772,167338,5P-IT,864691134989657978,130368,221600,22071
10971,169696,6P-IT,864691136238156092,126640,233008,21563
11231,169531,6P-CT,864691135082463735,120608,236416,20625
10137,167402,6P-IT,864691135772455243,125936,223568,22958
24140,169618,6P-IT,864691135308069190,129696,236688,20451
28217,169510,BC,864691135211122880,115440,233024,20350
19108,169574,5P-IT,864691135645346031,124544,229264,20626
20372,167412,5P-IT,864691136379608789,128144,216480,23319
7067,167272,5P-NP,864691135594448171,117712,224112,22526
21765,167416,4P,864691135374457800,129104,218832,22958
20538,167301,MC,864691135349286871,123360,215424,22492
7788,167341,5P-PT,864691135464452677,131280,209488,22286
35854,255460,NGC,864691135561551073,179808,105312,25521
19588,167458,6P-IT,864691136444549763,119872,213744,23420
31328,166465,5P-IT,864691136024826425,119488,214768,17162
35907,169656,6P-CT,864691135926605326,117920,241280,21241
14561,169526,5P-IT,864691136194656844,119520,229968,20901
46233,613981,23P,864691135778136765,351504,148608,17402
21706,169673,5P-IT,864691135841931491,121776,233232,21733
15369,169558,6P-CT,864691135614876363,122016,233408,20912
20173,169587,6P-IT,864691135464244293,127808,239072,20647
22770,169577,4P,864691136334658995,125104,241744,20441
2362,158380,23P,864691135081899767,114928,172112,15224
19208,169694,6P-IT,864691136100731765,126480,237840,21365
23357,167406,6P-IT,864691135841742563,126432,219648,22971
13527,169697,6P-CT,864691135838010771,126720,232560,21792
21206,167390,5P-IT,864691136389058167,122096,211456,22871
22939,169684,6P-CT,864691136057144792,125056,231168,21509
33646,153058,23P,864691135292758710,123376,118960,18731
29486,169571,6P-CT,864691135762588470,123920,231872,20480
39786,167371,MC,864691136050865139,118656,219088,23236
34258,167374,MC,864691135918308272,119248,224240,23153
30114,167232,MC,864691134989312378,124592,220256,21669
8435,169654,6P-CT,864691135059522971,117344,233872,21134
27180,167222,6P-IT,864691135661263344,121328,222960,21699
39603,167436,MC,864691136041057366,116080,219776,23748
44650,167264,6P-IT,864691137054646902,115536,223776,22171
30104,169651,6P-IT,864691135772562251,116848,229888,21116
47065,169633,5P-IT,864691135208638841,130640,227456,20690
33815,167404,5P-PT,864691136617639131,126528,215344,22674
4134,169681,6P-CT,864691135416392378,123968,235168,21090
48430,169665,6P-IT,864691135447524180,121136,238176,21215
39227,169667,BC,864691134918307594,121776,237312,21742
31821,169600,6P-IT,864691135815818575,128096,235840,20984
32374,167348,5P-PT,864691135394825205,115024,218448,23313
35740,169661,6P-IT,864691136144393780,119200,236000,21358
34237,167300,5P-PT,864691135307936070,123248,211216,22438
39954,167462,5P-IT,864691135910577833,121040,218480,23769
6306,167250,5P-IT,864691136011871395,128864,221520,21553
26917,169695,5P-IT,864691135502843317,126640,236896,21521
340,169578,6P-IT,864691136388949367,125696,231520,21073
26792,167296,5P-IT,864691135565389079,121488,213344,22064
4856,169603,6P-IT,864691135367847417,128736,239088,20337
4436,169698,MC,864691136066236312,126464,236416,21869
1949,169398,6P-IT,864691135684774583,117776,237696,20138
5489,167227,5P-NP,864691135616588137,122512,214816,21561
28967,169568,6P-CT,864691135013753750,123696,239040,20472
30815,169511,5P-NP,864691135360944199,115968,226800,20398
25282,169660,6P-CT,864691136312658493,119216,238544,21377
34068,167372,5P-IT,864691135947479649,118944,219632,22650
7064,169567,6P-IT,864691136238332476,123408,241280,20749
42338,169599,5P-IT,864691134940864867,128256,231232,20484
10229,167498,5P-NP,864691135386124629,126912,215488,23860
42937,169819,5P-IT,864691136091890612,114992,234512,23156
39508,167643,5P-PT,864691135476944040,119328,223632,25125
8852,169970,6P-IT,864691135975457135,125936,238176,23873
43427,167494,MC,864691136316000990,125984,214512,24058
30644,169739,6P-CT,864691136066363544,116800,240720,22411
17537,167557,5P-IT,864691135511328708,114752,221712,24821
7046,169867,6P-IT,864691136297718043,122464,236224,22825
18320,167563,4P,864691135538119538,115584,215120,24265
35744,169936,6P-CT,864691135208197241,117888,238976,24051
11138,169753,6P-IT,864691134940939619,121616,232624,22251
16076,169839,6P-CT,864691135867417622,117712,232368,23320
1490,169805,BC,864691135658397826,130416,228304,22158
14099,169802,6P-IT,864691135783147571,128688,229440,22461
42843,169877,6P-CT,864691135374474440,124048,239856,22888
39082,169826,5P-PT,864691135851613127,115936,241456,23188
6525,169912,6P-IT,864691135502981557,130096,228304,23246
22100,169818,MC,864691136329915114,114848,226320,23244
29923,169849,5P-IT,864691136451996159,119168,235440,23109
41839,169747,6P-CT,864691136100941429,118672,239568,22570
18474,167642,BC,864691136144042804,119024,220864,25009
23668,169847,6P-IT,864691135851414471,118864,240352,22811
42636,169853,6P-CT,864691136379811285,120048,232144,23215
20668,169844,6P-CT,864691135104881741,118560,226464,23264
38377,169885,BC,864691136106015705,125376,234144,23056
3079,169840,5P-IT,864691136444740739,117840,235952,22672
44837,167548,6P-IT,864691135988036611,130496,220320,23931
19204,169713,6P-IT,864691135564687959,130784,234704,21434
1101,169728,5P-IT,864691134988470906,115424,235888,22483
7109,169729,6P-CT,864691135322970012,115296,228528,22516
18039,167573,5P-IT,864691135208515705,119360,209936,24374
35264,167268,5P-PT,864691136124629030,116608,221888,22517
18828,167595,5P-IT,864691136673534087,126800,217008,24646
16997,169869,6P-CT,864691136209949372,122736,233808,23090
23367,169842,4P,864691135658696322,118256,235856,22915
39262,169777,6P-IT,864691136031760059,125696,235152,22064
16429,169798,6P-IT,864691135497621523,128528,239952,21951
16337,167576,5P-IT,864691135947394145,119920,224128,24712
18292,169791,5P-IT,864691135700043554,128144,232352,22199
22898,169911,BC,864691136195002188,129968,235776,22779
22717,169888,6P-IT,864691136578338068,125936,228144,22779
20183,167615,5P-NP,864691136903893170,129872,212400,24157
27999,169827,6P-CT,864691134918249994,116320,236224,23112
35460,76756,5P-IT,864691135059439003,93520,181920,19342
35686,87260,6P-IT,864691134918289674,91360,242848,19387
