id,target_id,cell_type,pt_root_id,pt_position_x,pt_position_y,pt_position_z
1,348209,not-neuron,864691134945836023,200928,282512,16717
2,462557,not-neuron,864691135294515893,266304,178832,25200
3,266849,not-neuron,864691136619535757,171184,194128,20082
4,485509,neuron,864691136740606812,282608,103808,20318
6,113721,neuron,864691135208436345,110208,153664,23546
7,263203,neuron,864691136194511948,166512,174176,24523
8,456177,neuron,864691134965388575,275616,135120,24873
9,364447,neuron,864691135975515247,216064,166800,15025
10,160102,neuron,864691135538886258,128128,166528,24710
11,461339,neuron,864691135013738998,277360,188592,17546
12,63729,not-neuron,864691135285896317,88928,111696,17029
13,280699,not-neuron,864691134482566442,170048,280512,26313
14,553862,not-neuron,864691136309666906,317568,118432,25476
15,222229,not-neuron,864691135725628991,160928,124624,17067
16,204884,not-neuron,864691136286587075,138880,244944,19489
17,453302,neuron,864691135741053547,275968,114464,15086
18,204710,neuron,864691135759201870,134208,247184,18598
19,422284,not-neuron,864691135341154737,252976,112992,22239
21,70960,not-neuron,864691134995991844,82816,152816,20349
24,302377,neuron,864691135988016131,180624,193904,17703
26,517817,not-neuron,864691135519591259,297808,112912,16350
27,535917,not-neuron,864691135858695528,298432,243840,18329
28,396599,neuron,864691135945406756,237344,162592,20012
29,220074,not-neuron,864691135858964840,160096,84496,25380
30,223131,neuron,864691136952747487,150880,111632,24610
31,400391,not-neuron,864691135257517780,229680,204352,16968
32,161428,neuron,864691135754705869,127216,177904,17254
33,645304,neuron,864691134808962079,368096,123360,18422
34,495903,not-neuron,864691136646215708,284608,188848,26440
37,361213,neuron,864691135992592577,217072,132656,19736
38,518339,neuron,864691136274042814,305536,121200,20212
40,166888,not-neuron,864691135590269451,118064,225040,18872
41,262975,neuron,864691135361197895,164144,165872,22646
42,519888,neuron,864691135065999172,297584,129776,19498
43,591886,neuron,864691135758515790,341520,211664,14987
44,517979,neuron,864691136227803217,295200,123808,17670
45,125996,neuron,864691135570708973,111936,209952,15602
46,636673,not-neuron,864691135807236125,373376,89088,25186
47,275705,not-neuron,864691135777482173,168240,263200,19565
48,472273,neuron,864691135818950201,277984,268080,18129
49,358680,neuron,864691135182553602,217840,122528,16234
50,587203,neuron,864691135387610241,331776,168544,18409
51,371829,neuron,864691135118453981,227344,214656,19093
52,192177,not-neuron,864691136088935479,133200,154160,18807
53,508589,not-neuron,864691134837474742,291984,278672,24993
54,302532,neuron,864691135394651637,187504,208768,18182
55,139687,not-neuron,864691135331943776,106192,290560,17444
56,495262,neuron,864691135502118722,284848,187728,21257
57,625589,neuron,864691135489080122,351776,251904,20304
58,157685,neuron,864691136297693211,115760,146720,23928
59,130475,not-neuron,864691135719287887,111584,225392,23119
60,624906,not-neuron,864691135807599901,357760,252128,16141
61,360132,neuron,864691135969677157,216112,122000,26320
65,504344,not-neuron,864691135509033481,287296,273024,17372
67,610723,neuron,864691135640034363,345568,110960,21799
68,403297,neuron,864691135864884606,243600,225056,18607
70,196568,not-neuron,864691135585115772,137840,178528,18634
71,674643,neuron,864691137020423278,368624,233456,19043
72,582753,not-neuron,864691136008499372,335040,114128,24552
73,295619,not-neuron,864691135975448899,191568,147776,15704
74,648200,not-neuron,864691136213164734,367504,126272,22963
75,305498,not-neuron,864691135629829572,184464,209824,25464
76,361772,neuron,864691135338332646,218384,131280,24596
77,357041,not-neuron,864691135584263288,213648,87920,26090
79,580307,not-neuron,864691136237537039,333824,82192,24845
80,763496,neuron,864691135864894206,402576,224288,22583
81,291161,neuron,864691135292991414,184384,108896,21755
82,587355,neuron,864691136663207646,339056,176048,19243
83,612818,neuron,864691135816512591,344064,132688,23873
84,441138,not-neuron,864691136105443289,251056,268800,24198
85,465284,neuron,864691136602127057,266672,221552,15004
86,30109,neuron,864691135278365089,67200,152176,20895
87,569328,not-neuron,864691136221912027,322128,263728,16218
88,93921,not-neuron,864691135212089508,83344,295344,19794
89,202918,neuron,864691135716129050,138496,240432,19519
90,584179,neuron,864691135570226566,339888,142768,22621
91,486067,neuron,864691135762713654,281024,107408,26193
92,266436,neuron,864691135992239041,174080,203776,17489
94,202291,not-neuron,864691135838968510,138928,241296,16112
95,659189,not-neuron,864691136004755658,373040,146304,24997
96,209585,not-neuron,864691135445632402,138528,281984,16946
98,597785,not-neuron,864691135075916992,336576,267568,16048
102,121142,not-neuron,864691135908473780,107088,183488,24300
103,326760,neuron,864691136100899189,207840,121568,25350
104,399599,not-neuron,864691135730194873,242320,184864,24554
105,566642,neuron,864691135740333716,320224,236880,25136
106,358859,neuron,864691135687086048,214480,119248,17461
107,345977,not-neuron,864691136286956739,205664,264048,18531
108,551257,not-neuron,864691135139689295,311232,99280,15643
110,172344,neuron,864691136274701581,115600,258080,22696
111,400680,not-neuron,864691135463777861,230304,195072,18675
112,273184,neuron,864691135360842311,163888,244368,18219
113,36703,neuron,864691136717616750,72928,184704,21210
114,583521,neuron,864691135446112658,333744,138688,17577
116,473673,not-neuron,864691134711627419,269840,272112,26309
117,292111,not-neuron,864691135528155076,191696,122784,16969
118,261392,neuron,864691136287385283,178128,157872,27288
119,389145,neuron,864691135104986957,236112,108144,17948
120,717053,neuron,864691135123316263,390144,222720,23159
121,453627,not-neuron,864691135683931831,266800,113376,18293
122,520595,neuron,864691135856934446,311072,131920,23925
123,168263,not-neuron,864691135413251040,115024,232496,15419
124,246869,neuron,864691135089107050,148032,301792,24282
125,611510,neuron,864691135113908121,356896,111568,27767
127,612086,neuron,864691135234072409,357888,129856,17306
128,328135,neuron,864691135383946475,207280,134480,19985
129,379154,not-neuron,864691135182058242,215776,271456,24262
130,221107,neuron,864691135367942905,160144,110560,21268
131,124786,neuron,864691135072846327,104560,208592,24568
132,645759,neuron,864691135279988091,361664,111392,20018
134,420548,neuron,864691136595492002,261040,103568,19671
135,113155,neuron,864691135809476044,101552,149616,21520
136,394239,not-neuron,864691134800170636,242976,151600,18189
137,274149,not-neuron,864691135462243741,174128,246176,24662
138,696021,not-neuron,864691135407313609,389168,135520,24518
139,589992,not-neuron,864691136236710671,338448,200800,14879
140,161118,neuron,864691135726377535,122224,192032,16040
141,719779,neuron,864691136116277924,378256,240304,19202
142,361614,neuron,864691135163060781,219984,139024,23200
143,357061,not-neuron,864691137020177262,225104,85312,26287
144,458148,not-neuron,864691135564686167,262704,148848,25599
145,139744,neuron,864691135426768845,114192,286432,17349
147,381371,not-neuron,864691135386397825,217904,282176,21353
148,610081,neuron,864691136675007741,347328,126896,16551
149,405168,not-neuron,864691135233145433,230736,228624,17814
150,279337,neuron,864691135247921573,173440,286288,20599
151,335341,neuron,864691136912447985,204800,183936,20737
152,526413,not-neuron,864691135342886130,298224,186736,17815
153,452067,not-neuron,864691135593543979,270496,106240,14860
154,46373,not-neuron,864691135124347771,81936,255584,20117
155,339711,neuron,864691135655245506,198720,223920,20864
156,120903,neuron,864691135497610003,105408,184432,24107
157,658980,neuron,864691134918384394,364240,152816,23409
158,397036,neuron,864691136482904620,239104,167600,23237
160,49287,not-neuron,864691133912924384,71744,285136,20102
161,292323,neuron,864691135715896602,180848,116160,18302
162,304556,neuron,864691135273045521,180752,215760,18891
163,202680,neuron,864691135992231105,143184,238464,17307
164,236752,neuron,864691135865609180,152848,234288,22698
165,268275,neuron,864691135118703325,167840,217136,16396
166,551476,not-neuron,864691135855669550,315440,100672,17757
168,727384,not-neuron,864691136483962412,380752,257120,26068
169,89368,neuron,864691135494064016,93984,262640,18257
170,628917,not-neuron,864691135954063880,344512,263920,24964
171,297791,not-neuron,864691135700971265,191280,161024,16432
172,422928,neuron,864691135614507467,248112,126768,27471
173,133101,neuron,864691136389168759,114144,243072,20846
174,471952,neuron,864691134897943193,277584,268496,17014
175,207671,neuron,864691135994847914,144224,260096,21775
176,503130,not-neuron,864691135207916409,288928,254224,22622
177,106826,neuron,864691136039346686,107392,117232,20335
178,553221,not-neuron,864691135841085155,322016,124384,19131
179,33315,neuron,864691136108738488,73680,171856,20140
182,484868,neuron,864691135565631063,290608,84320,24817
183,397459,neuron,864691135345986719,242384,164240,25750
184,376940,not-neuron,864691135132665504,218576,256848,26932
185,368085,neuron,864691135209034617,225984,191136,22254
186,595913,not-neuron,864691136274078989,341376,246784,16593
187,707048,not-neuron,864691135131083596,389232,184112,21920
188,404343,neuron,864691136329808618,233696,216432,25760
189,156799,neuron,864691135349313239,126624,148528,17700
190,340242,neuron,864691135889564297,203264,220192,24679
191,450224,neuron,864691135748135900,273600,88288,19138
192,508495,not-neuron,864691135828609622,294544,277168,24573
193,299180,neuron,864691136362476770,188992,165808,23194
194,461301,neuron,864691135737540996,272176,186432,17477
195,659540,neuron,864691136662442974,361680,168864,15409
197,619847,neuron,864691136238373436,351600,203888,21583
198,374084,not-neuron,864691135366982393,223296,230000,21039
199,394887,neuron,864691135987910147,237744,143680,22129
200,262325,not-neuron,864691135568306412,173232,161120,19144
201,202833,neuron,864691135816250447,144528,229616,18722
202,211625,not-neuron,864691135888532361,142336,275312,24454
203,593274,neuron,864691136553724578,341024,211104,24848
204,453301,neuron,864691135568915078,275296,117856,15694
206,238187,neuron,864691135397160993,162592,248928,18432
207,453155,neuron,864691136011408291,268880,103216,27676
208,493008,neuron,864691136237423631,288320,174128,19656
209,438319,neuron,864691137053659766,250672,247392,22343
210,675907,neuron,864691135654919106,372144,231152,23870
211,465299,not-neuron,864691135987282179,269296,211360,15038
212,589987,neuron,864691135385216085,337520,207840,14907
213,291809,not-neuron,864691135445803154,191248,106400,27855
214,490967,neuron,864691135491411175,285952,145968,20862
215,308225,not-neuron,864691135502074717,196592,243408,16997
216,656635,neuron,864691136011810211,369824,155936,19422
217,259875,neuron,864691136923936228,168384,153600,17888
218,364506,neuron,864691134918397706,221280,169216,14921
219,561331,neuron,864691135456709060,316352,184368,27794
220,489508,neuron,864691135776590688,292144,132240,25598
221,224253,neuron,864691137198059585,156432,135712,20574
223,554275,neuron,864691135639714875,318144,139216,15793
224,599358,not-neuron,864691135898325303,331600,264448,23378
225,170833,neuron,864691136136605565,129376,246176,15190
227,556095,neuron,864691135270579365,325184,159104,17865
229,389339,neuron,864691134885712378,245584,106288,19872
230,227779,neuron,864691136226948945,153040,172368,19219
231,375554,not-neuron,864691135490927463,217696,243728,18606
232,324083,not-neuron,864691135233197401,209680,97472,19096
233,663062,not-neuron,864691135474729280,364480,174224,27235
234,441142,not-neuron,864691135571496485,251536,272656,24123
235,458410,not-neuron,864691135181700866,276400,157776,25825
236,299501,neuron,864691136195066700,192704,162464,24275
237,619424,neuron,864691135104768077,354080,204272,17378
238,243271,not-neuron,864691135815477327,158768,281792,18192
239,424705,neuron,864691135695975834,250096,140496,26808
241,471371,neuron,864691135193469892,268912,274336,15120
242,82115,neuron,864691135065013828,89984,216672,20629
243,465787,neuron,864691135683231986,272912,215136,17650
244,502957,neuron,864691135807236637,291456,251472,21547
245,489873,neuron,864691135583691896,284880,156880,14922
246,194718,neuron,864691136194110422,143552,164896,19892
247,613811,neuron,864691136672229117,350736,148192,16572
249,367672,not-neuron,864691136226955601,225648,187968,18800
250,112514,neuron,864691136309037463,109984,152096,17323
251,205641,neuron,864691135335253481,144544,257184,23599
253,152972,neuron,864691135841348835,126720,115888,17274
254,790808,neuron,864691135245483951,414000,202928,23258
255,610218,neuron,864691136483690796,356240,126128,17862
257,121338,neuron,864691135338772454,107920,184624,25041
258,533451,neuron,864691135569890182,308112,222496,26862
259,330194,neuron,864691135511514064,201520,152240,20142
260,426799,neuron,864691135181721090,257232,150544,26231
261,562889,not-neuron,864691135684200887,327120,205856,22188
262,337613,neuron,864691135755436498,209568,203312,19568
263,126050,neuron,864691136208995260,104192,209328,16292
264,220854,neuron,864691136056373208,156192,95712,17256
265,489152,neuron,864691135754741453,292464,128160,22457
266,554238,neuron,864691135278952097,314832,127328,16303
267,201447,not-neuron,864691135593528619,139712,220688,22125
268,456143,neuron,864691135859427432,270144,129024,24277
269,160953,neuron,864691135874571150,115616,184640,15493
270,627234,not-neuron,864691134975062493,359408,265760,16835
271,305607,not-neuron,864691135776584759,187536,218496,26073
272,627297,not-neuron,864691135259514563,349488,263456,17689
273,533427,neuron,864691136032086715,301952,224368,26597
274,395547,neuron,864691135865464796,232640,159232,27814
275,292602,neuron,864691135866483845,193440,126192,19719
276,67310,neuron,864691135926421716,97936,126960,17585
279,280544,not-neuron,864691136084047980,175552,279248,25382
280,257212,neuron,864691135338113510,169440,122160,26911
281,452433,not-neuron,864691135526095451,277024,98992,18982
282,585522,neuron,864691135082205943,331728,144528,18504
283,420989,not-neuron,864691135585389436,261408,105216,24585
284,191878,neuron,864691136723510525,134368,154256,17272
285,207673,neuron,864691136925335370,145216,259456,21084
286,457210,neuron,864691135195175210,275024,144192,18026
287,625510,not-neuron,864691135340127002,356896,250928,18948
288,453530,neuron,864691136312808253,264848,123440,17401
289,386569,not-neuron,864691135669779733,232800,87248,15991
290,749264,neuron,864691135385360981,395856,135296,23825
291,304250,neuron,864691136286539459,193424,217024,17084
292,689789,not-neuron,864691136390434431,384576,100256,24069
293,270668,neuron,864691135163263021,167936,230272,16516
294,235770,neuron,864691135737477252,161744,240432,16023
295,178381,not-neuron,864691135754585298,127936,282704,25549
296,328633,neuron,864691135383849195,196592,136864,24397
297,221958,neuron,864691136819697006,151696,116064,14957
298,372611,not-neuron,864691135654118594,219696,212064,25978
300,462401,not-neuron,864691136010902435,270928,187968,24130
301,268514,neuron,864691136812888947,176560,210688,16954
302,582027,not-neuron,864691136236719375,328336,114144,18047
303,673030,not-neuron,864691135660477168,367664,223200,23442
304,3810,neuron,864691134370695835,63680,119136,20190
305,505511,not-neuron,864691136559200765,280848,270640,24320
306,225253,neuron,864691135655153602,150432,159632,16311
307,487833,neuron,864691135469009490,292352,124832,26537
308,197787,neuron,864691135808203293,135872,177888,26042
309,805153,not-neuron,864691135920145620,414176,257536,26125
311,280234,not-neuron,864691135837205139,167088,280416,23556
312,257659,neuron,864691136274232589,179824,134448,17088
313,722421,neuron,864691135915157350,383680,226128,25271
314,493548,neuron,864691135618102671,290448,171840,23337
315,651394,not-neuron,864691135388708466,361872,137024,19081
316,343941,neuron,864691135468960594,212656,244896,19608
317,8045,neuron,864691134925782579,64752,164480,20920
318,153115,neuron,864691136818701166,119088,121184,19333
319,299436,not-neuron,864691135569517190,185408,160912,24740
320,436349,neuron,864691136974276124,253760,231584,23091
321,608250,neuron,864691136008999086,354880,98080,20270
322,223355,neuron,864691135776633261,151152,126992,26580
323,581320,neuron,864691135367479289,336096,96752,24221
324,582110,neuron,864691136545356706,342096,118800,18459
326,390793,not-neuron,864691136309653594,245040,116400,18867
327,684837,neuron,864691135348700375,371696,277568,20342
328,506720,not-neuron,864691135340950725,283440,274448,17249
329,521879,neuron,864691136556839074,294944,158480,19933
330,308265,neuron,864691135117797341,185408,247760,17318
331,156696,not-neuron,864691135799998050,115776,149232,17241
332,236916,not-neuron,864691136179126250,148336,241360,24334
333,227689,neuron,864691136371514504,158544,169984,18429
334,195699,neuron,864691136209567420,134400,176192,27000
335,519886,not-neuron,864691135307674176,297552,138816,19420
336,70516,neuron,864691134756900610,82464,155664,18084
337,363748,neuron,864691135341802949,220592,158752,22894
338,327468,neuron,864691135731072697,200560,139264,16831
339,166455,not-neuron,864691136227247441,117440,220112,16564
340,123903,neuron,864691135575695439,102304,195632,21202
341,580087,not-neuron,864691135939644326,331472,86112,21106
342,496931,neuron,864691135738527857,280144,205072,20792
343,651085,not-neuron,864691136237509436,361984,134336,18203
344,156162,not-neuron,864691135526711387,130256,139456,27844
345,567931,not-neuron,864691135777128637,318656,248720,20609
347,89600,neuron,864691135502764893,97552,266544,19181
348,380981,not-neuron,864691136395982892,219552,286160,19823
349,596080,neuron,864691135594395179,329024,244432,18418
350,291835,not-neuron,864691135947767905,180032,118032,15503
351,593219,neuron,864691135323740316,330816,212656,24347
352,690135,neuron,864691136965797582,381776,107568,26934
353,551958,neuron,864691136310695770,323872,108208,21618
355,696006,not-neuron,864691135553840470,387936,140768,24550
356,81641,not-neuron,864691135658152578,96064,209184,18301
357,221954,neuron,864691135490935911,151200,122400,15600
358,409650,not-neuron,864691135785244356,243600,270528,17523
359,128091,neuron,864691136057325784,113216,211024,24956
360,331073,neuron,864691135618101391,197824,147488,25569
361,161689,not-neuron,864691135568913798,122688,179184,18847
362,567858,not-neuron,864691134939990115,324048,254704,20092
363,296027,not-neuron,864691136259678738,193360,157344,17674
364,372466,neuron,864691135947700321,221552,212064,24280
366,346263,neuron,864691135851064007,206928,261728,19503
367,365238,not-neuron,864691136056397272,228704,167520,18062
368,393889,neuron,864691136021301496,233424,156128,16661
369,86887,neuron,864691136318306014,89104,242400,18283
371,732079,not-neuron,864691135883845744,380320,265776,25301
372,531959,neuron,864691136011704739,303744,221312,17992
373,304515,neuron,864691135851557831,195728,223600,18627
374,680769,not-neuron,864691135373400008,366976,258544,18438
375,163640,neuron,864691136118945816,131248,191600,27740
376,470141,not-neuron,864691136677474652,272560,247248,18939
377,491068,neuron,864691136811836275,282896,157328,21764
378,439001,not-neuron,864691135429125182,248544,252096,26763
379,395820,neuron,864691136177078998,239552,174416,16075
380,280252,not-neuron,864691136237518396,170976,284096,23678
381,628802,not-neuron,864691135014064534,348688,270784,24102
382,460159,not-neuron,864691136579396124,272176,166400,24749
384,339933,neuron,864691135208699001,203472,212736,22411
385,171995,not-neuron,864691136267120269,117264,257168,20732
386,344029,neuron,864691134940701027,207728,257376,20606
387,230074,not-neuron,864691136904127410,149472,192256,19964
388,119793,not-neuron,864691135259555130,97504,182736,18161
389,622493,not-neuron,864691135194753322,348320,211536,25819
390,437460,neuron,864691135491043943,256224,244592,16826
391,260207,neuron,864691135975233135,176432,151184,18930
392,294432,neuron,864691135335323113,194688,142208,19530
394,240197,not-neuron,864691135733324342,153648,268032,18362
396,372423,neuron,864691135345612959,228784,213968,24086
397,457216,neuron,864691136488019218,275952,145120,18542
399,617620,neuron,864691135740287892,346016,189936,17625
400,70843,neuron,864691136309656410,87552,144512,20317
401,117532,neuron,864691135510477520,103152,171360,24536
402,290863,not-neuron,864691135436124492,194720,101872,17762
403,107413,neuron,864691135772531019,103712,117024,25119
404,588006,neuron,864691136535185058,328912,170096,26088
405,551708,not-neuron,864691135817583890,320464,106192,18420
406,453288,not-neuron,864691135209034617,273648,119088,15231
407,222913,neuron,864691136951549407,160848,120592,22372
409,187443,not-neuron,864691135697331897,144256,106768,20589
410,522411,not-neuron,864691135937502773,305984,143552,22497
411,625723,not-neuron,864691135272360465,354224,243568,20910
413,403794,not-neuron,864691135462718270,229376,218208,21317
414,531789,neuron,864691136389677072,301600,215040,15822
415,423901,neuron,864691136286604483,255280,127248,21040
416,460015,not-neuron,864691136922735076,271360,166112,24100
418,563180,not-neuron,864691135303545767,318352,205392,25055
419,673238,neuron,864691135491026663,372224,212224,25343
420,104850,neuron,864691136311834173,105328,109056,20813
421,298774,neuron,864691135135736601,180912,170736,20810
422,153415,not-neuron,864691135584214136,119168,125616,21818
423,187580,not-neuron,864691135472137778,140496,105104,22759
424,357403,not-neuron,864691136311803197,227760,106784,17881
425,112358,neuron,864691136123786534,106768,150352,16945
426,226422,neuron,864691135308224070,156672,150272,23077
427,105118,neuron,864691135323384220,100384,96560,23839
428,390642,neuron,864691136691745654,231808,126192,18403
429,396881,neuron,864691135292812726,235120,171872,22303
430,553264,neuron,864691135889283465,313328,115232,20306
431,194410,neuron,864691135342054341,131360,175200,19161
432,298277,not-neuron,864691135385175893,180448,169088,18545
433,408907,not-neuron,864691135640876476,242896,272352,15262
434,70147,not-neuron,864691135791374956,84304,143760,16299
435,379867,not-neuron,864691134338401259,217120,280448,15793
436,290844,neuron,864691135772113659,192448,107808,17726
437,552357,neuron,864691136117088420,317520,99936,26282
438,432097,neuron,864691136926246218,257648,202432,19453
439,106872,neuron,864691136040146174,114112,112960,20913
440,518997,not-neuron,864691135609902855,300432,111632,24309
441,437739,not-neuron,864691136008981166,249552,242192,18181
442,402139,not-neuron,864691135771862603,233344,207600,25680
443,397542,not-neuron,864691135748552745,240560,163680,27184
444,455967,not-neuron,864691135937360437,269584,134272,22739
445,169141,neuron,864691136817327214,128688,239952,18380
446,330307,neuron,864691135865826524,202528,145808,21078
447,73990,neuron,864691136451837183,88368,167056,19855
448,535240,neuron,864691135382981338,296704,257168,15679
449,323681,not-neuron,864691135498641939,202704,103216,15533
450,291408,neuron,864691135209034617,191664,104192,22651
451,407392,not-neuron,864691136041945942,230752,245392,18496
452,529075,not-neuron,864691135491595103,301376,201664,14881
453,222200,neuron,864691136724415997,155296,126816,16665
454,84501,neuron,864691135809420236,89712,226576,19953
455,81658,not-neuron,864691134606441304,97872,211152,18473
456,361680,not-neuron,864691135739587988,216464,129488,23779
457,232563,not-neuron,864691135334549225,155392,198544,20798
458,257165,neuron,864691135472378930,175552,123424,26218
459,486000,not-neuron,864691135994865578,284784,109712,25636
460,161699,not-neuron,864691134435185635,123424,189312,19495
461,596205,not-neuron,864691135341170609,343136,256352,18478
462,555449,neuron,864691136618742669,312096,127968,26104
463,273682,neuron,864691136379076565,173792,247456,21194
464,162114,neuron,864691135856639534,117424,192368,22035
465,525463,not-neuron,864691135213047608,308160,173968,23588
466,519810,neuron,864691135940762534,301776,131120,18563
468,463654,not-neuron,864691136916339822,274912,202848,19025
469,188195,neuron,864691136021217016,138832,111440,16630
470,73445,neuron,864691135502776501,95008,176048,16148
471,172673,not-neuron,864691135209034617,128480,250768,24878
472,462627,neuron,864691134948430844,274128,191568,25437
473,395143,neuron,864691135772646731,242736,150192,23480
474,427965,neuron,864691136912486897,259968,173136,18010
475,595922,not-neuron,864691136802617966,343072,250848,16848
476,675616,neuron,864691135718795057,366176,231216,22087
477,94276,not-neuron,864691134367167900,90880,294992,20951
478,194595,not-neuron,864691134950679006,133360,164432,20237
479,410714,not-neuron,864691135355322575,232224,274496,24726
480,495713,not-neuron,864691135209034617,293200,182704,24311
481,438768,neuron,864691137053650806,247632,258208,25541
482,112534,neuron,864691136817767790,114048,155024,17623
484,83814,neuron,864691136423492655,98496,228688,16543
486,67506,neuron,864691136903006642,96688,139584,18852
487,266829,not-neuron,864691135777109181,166704,207136,19732
488,397981,not-neuron,864691135510501328,231664,189152,16797
490,553868,neuron,864691136123703590,319168,123440,24967
491,365297,neuron,864691135684225266,218784,170608,19220
492,434376,not-neuron,864691135782747443,248176,222976,22500
493,520387,neuron,864691135683249138,307216,143472,22200
494,336958,not-neuron,864691136010960291,211056,207136,16560
495,458012,neuron,864691135013436150,277376,156208,24134
496,329443,neuron,864691136312696637,197440,151584,17034
497,373218,neuron,864691135447538772,226112,226976,16646
498,236228,neuron,864691136309645402,156880,235904,18777
499,594297,not-neuron,864691135776597344,332656,229824,19220
500,491580,not-neuron,864691135657798274,288656,155232,24194
501,588858,neuron,864691135492576095,336144,182704,18876
502,394690,neuron,864691135455043690,233648,150256,21082
503,116812,neuron,864691136273873854,99648,171584,21128
504,342286,neuron,864691135498104339,209408,241040,22665
505,349629,not-neuron,864691135946942561,201072,284384,20897
506,138102,not-neuron,864691135537971955,106832,268160,24811
507,264798,neuron,864691136040027902,173136,185392,20931
508,236588,not-neuron,864691136296652571,152400,226176,21612
509,422747,neuron,864691135952683555,254560,115760,26001
510,342927,neuron,864691135135121689,212192,248560,15403
511,658121,not-neuron,864691135209034617,365280,153344,21726
512,292426,neuron,864691135012614646,195664,115056,18673
513,399525,neuron,864691136966697678,245216,191376,23455
514,624169,not-neuron,864691134621763836,352256,235184,23948
515,340545,neuron,864691136084495468,198400,214016,27139
516,711811,not-neuron,864691135875980627,384752,197264,23668
517,614570,not-neuron,864691135683421588,354016,154896,21648
518,436081,neuron,864691135498429459,259408,236992,21036
519,232284,neuron,864691135572051493,153616,199760,19274
520,334127,neuron,864691135292287926,204032,167024,27412
521,332558,not-neuron,864691135753901056,209088,168848,18222
522,650303,not-neuron,864691134773796502,365152,130560,17105
523,158159,neuron,864691136748215780,120256,157184,26691
524,70479,neuron,864691135866797590,94400,146960,17772
525,302530,neuron,864691135590530315,187520,194960,18324
526,398306,neuron,864691136965779150,239760,182240,17320
527,230128,neuron,864691136904184242,154464,181712,20318
529,340369,neuron,864691135808379165,211984,220896,24611
530,582569,not-neuron,864691136243023294,343184,125648,22000
531,589803,not-neuron,864691135191757035,335280,182048,27575
532,709572,not-neuron,864691135504212947,380848,195024,18014
533,557141,not-neuron,864691135403762158,326784,145392,25164
534,117579,neuron,864691135359714136,109472,165232,24378
535,170268,neuron,864691136329726186,119152,230224,25821
537,669683,neuron,864691135769736381,371296,200944,22640
538,464061,not-neuron,864691135444716231,271632,193824,22414
539,553174,not-neuron,864691135212686464,311456,116832,18818
540,361877,not-neuron,864691135209034617,218784,143552,25208
541,299693,neuron,864691135118201565,194368,161168,26063
542,420304,neuron,864691135338873574,251200,102352,18621
543,612778,neuron,864691135947623777,352688,142080,22615
544,295527,neuron,864691135341055429,192864,158224,14891
545,627893,not-neuron,864691135059043995,353632,258400,19763
546,670658,neuron,864691136010939811,367808,210432,16408
547,224536,neuron,864691136106323161,162592,135136,23232
548,581814,neuron,864691135528246770,341488,116384,16388
549,625077,not-neuron,864691135411107513,357408,250112,16827
550,524091,neuron,864691135568784620,297024,161136,16435
551,332944,neuron,864691136124770086,208032,174944,20328
552,324482,neuron,864691135502515293,202368,105360,23878
553,561253,not-neuron,864691136662393054,315440,191920,26481
554,499323,neuron,864691135416223674,284960,209632,22605
555,265855,not-neuron,864691135975824195,166720,206016,14912
556,555635,not-neuron,864691135338632166,323824,140512,27835
557,67058,neuron,864691136262039780,91616,128928,15936
558,343113,not-neuron,864691135100256288,210160,257664,16024
559,223502,neuron,864691135383262170,147936,142912,15187
560,563031,not-neuron,864691136989945749,324144,207424,23972
561,681194,not-neuron,864691135923896532,366720,272832,19804
562,129539,not-neuron,864691135451137872,102304,226480,19061
563,536956,not-neuron,864691135117839837,305040,243136,25052
564,432160,neuron,864691136617949915,252352,208880,19922
565,227540,neuron,864691135995017130,158160,173696,17295
566,497716,not-neuron,864691135373916104,292416,204608,25160
567,66972,neuron,864691135915984742,92864,141872,15627
568,581107,neuron,864691136541667234,336288,110400,21981
569,392792,neuron,864691136926422602,234320,133600,21098
570,265576,neuron,864691136057547992,166224,191952,26656
571,169378,neuron,864691137196874817,115712,234672,19925
572,470585,not-neuron,864691136309694298,272304,249888,22337
573,309721,neuron,864691135783139123,184160,250976,26295
574,696256,not-neuron,864691135917429507,383376,129520,26829
575,331569,not-neuron,864691136032470971,203344,168224,14878
576,563506,not-neuron,864691135508706569,311072,223232,14896
577,568526,not-neuron,864691135575107614,311744,255328,25398
578,712174,neuron,864691136004593315,387296,198720,26638
579,313277,neuron,864691135603785924,184704,275792,17880
580,325948,neuron,864691135755810770,210912,116896,19363
581,178182,not-neuron,864691135571660837,120160,280064,24232
582,533153,neuron,864691135472826674,299648,224304,24170
583,351948,neuron,864691136345479377,208544,300480,24348
584,203999,neuron,864691135278652577,146752,235840,27038
585,401393,not-neuron,864691136662182366,244960,194912,19563
586,204178,neuron,864691135374296776,132944,257184,16027
587,471015,not-neuron,864691135100444960,277712,245776,25275
588,616115,not-neuron,864691136041047894,346128,161792,19493
589,712002,not-neuron,864691136020254200,389824,206512,25011
590,271512,not-neuron,864691135494046608,166976,226160,21595
591,669573,neuron,864691135925531662,367408,206176,22380
592,191565,not-neuron,864691135496550608,139344,158656,15533
593,592837,not-neuron,864691136390372223,328256,225120,21555
594,189509,not-neuron,864691136031728059,146592,121552,26723
595,498873,neuron,864691135639876667,294816,216240,18822
596,189612,neuron,864691135910422697,131360,136448,15573
597,379139,not-neuron,864691135618082959,213152,271792,24733
598,308984,neuron,864691135304021159,188560,254832,21313
599,267837,not-neuron,864691135415791858,177312,203936,26639
