target_id,pt_root_id,cell_type,pt_position,pial_distances,layer,brain_region
457947,864691135952917283,exc,[265296 159408  23959],"[1001.5725839401164, 331.02286523528227, 958.3600000000002]",L4,RL
457869,864691136085196908,exc,[272032 155600  22789],"[1029.7416101590327, 318.1971519265418, 911.5600000000003]",L4,RL
458012,864691135013436150,exc,[277376 156208  24134],"[1050.8243052590792, 322.48293858927485, 965.3600000000002]",L4,RL
458084,864691135848651358,exc,[269152 151680  24806],"[1019.632049283299, 301.5727849040102, 992.2400000000002]",L4,RL
457890,864691135491591143,exc,[274544 153392  22667],"[1040.5211340054059, 310.2745012561239, 906.6800000000003]",L4,RL
458095,864691135429599280,inh,[271136 152016  24815],"[1027.420713089102, 303.6033385526909, 992.6000000000003]",L4,RL
457955,864691135561551329,exc,[267968 156384  23830],"[1013.2741487375965, 319.9044147456515, 953.2000000000003]",L4,RL
458074,864691136423714095,exc,[267488 158768  24446],"[1010.5303377544187, 329.236788360579, 977.8400000000003]",L4,RL
457858,864691135655163842,exc,[269232 144800  23267],"[1022.3493576271038, 274.1853966502046, 930.6800000000003]",L23,RL
458068,864691136287526083,exc,[265408 152992  24133],"[1004.2556441467373, 305.49557027620676, 965.3200000000003]",L4,RL
458237,864691135876950867,exc,[271104 153040  25691],"[1026.936210245452, 307.6725961010031, 1027.6400000000003]",L4,RL
458232,864691135927352276,inh,[270832 146288  25497],"[1028.206252714057, 280.67254424683165, 1019.8800000000002]",L23,RL
457956,864691135565491223,inh,[268192 155024  23430],"[1014.6408664276339, 314.56320713353443, 937.2000000000003]",L4,RL
457928,864691135989297920,exc,[262944 148880  23689],"[995.8706868590584, 288.25115288147276, 947.5600000000003]",L4,RL
457983,864691136085305452,exc,[273440 157536  23882],"[1034.6772446268474, 326.40254481171905, 955.2800000000002]",L4,RL
458118,864691135334517481,exc,[277632 146560  24132],"[1055.207923054043, 284.12704028109175, 965.2800000000002]",L4,RL
457874,864691135755591634,exc,[272304 155520  23158],"[1030.8533598282356, 317.9731950712618, 926.3200000000003]",L4,RL
457872,864691136144366388,exc,[272112 158992  22827],"[1028.8778633448217, 331.74141142792973, 913.0800000000003]",L4,RL
458223,864691135758506574,exc,[268688 159728  24998],"[1014.9773942531082, 333.48052356643996, 999.9200000000003]",L4,RL
457862,864691135864868222,exc,[269808 152288  22787],"[1022.0341014047293, 304.22422707873915, 911.4800000000002]",L4,RL
457900,864691135509755401,exc,[276304 144864  23245],"[1050.5074013765798, 276.9058841437618, 929.8000000000003]",L23,RL
458235,864691135657784450,exc,[271696 150752  25154],"[1030.0928486481598, 298.7618070228938, 1006.1600000000003]",L4,RL
457953,864691136116650660,exc,[267744 150656  23709],"[1014.3784706659407, 297.0015102774716, 948.3600000000002]",L4,RL
458080,864691135786239684,exc,[267840 159744  24686],"[1011.592723869645, 333.24864774771777, 987.4400000000003]",L4,RL
458243,864691135502042037,exc,[271856 159728  25309],"[1027.6011734673266, 334.5849611385383, 1012.3600000000002]",L4,RL
458244,864691135658740291,exc,[272448 144304  25599],"[1035.3373232169672, 273.33011784389646, 1023.9600000000003]",L23,RL
458104,864691135759300430,exc,[274112 157392  24714],"[1037.4052176831406, 326.063011302124, 988.5600000000003]",L4,RL
457908,864691136021108984,exc,[278048 148368  22950],"[1056.2352807001166, 291.4765474936234, 918.0000000000002]",L4,RL
457967,864691136209407420,exc,[270736 148960  23628],"[1026.8921933715028, 291.28640537482113, 945.1200000000002]",L4,RL
457979,864691136005673930,exc,[272688 153840  23788],"[1032.9692014757688, 311.4126379209457, 951.5200000000002]",L4,RL
457888,864691135725178795,exc,[274112 143840  23000],"[1042.1297561860058, 272.06128910796656, 920.0000000000002]",L23,RL
458106,864691136952771551,exc,[274256 149744  24582],"[1040.6452943113777, 295.63762480592385, 983.2800000000002]",L4,RL
457860,864691135590551051,exc,[269552 158576  23188],"[1018.8218567922944, 329.19126864456916, 927.5200000000002]",L4,RL
458085,864691135698337301,exc,[268800 155040  24881],"[1017.0580339658572, 314.8389263605745, 995.2400000000002]",L4,RL
458102,864691135737685892,exc,[273568 158976  24509],"[1034.6852792340437, 332.18525001301424, 980.3600000000002]",L4,RL
458120,864691136390942079,exc,[277184 153856  24903],"[1050.8791889587148, 313.04380325919743, 996.1200000000002]",L4,RL
458094,864691136287448771,exc,[271264 144240  24443],"[1030.6416569969483, 272.6623224035321, 977.7200000000003]",L23,RL
458242,864691136273795518,exc,[271984 157248  25037],"[1028.9758101208063, 324.747333473755, 1001.4800000000002]",L4,RL
458077,864691136312512061,exc,[267712 149008  24358],"[1014.8254884007773, 290.423438892579, 974.3200000000003]",L4,RL
457846,864691135383581163,exc,[266224 146208  23051],"[1009.8722818765092, 278.74730729311744, 922.0400000000003]",L23,RL
458065,864691135940332454,exc,[264720 149744  24273],"[1002.6464437473664, 292.3131561545572, 970.9200000000003]",L4,RL
457868,864691135491254759,exc,[271632 148736  22882],"[1030.5406467149655, 290.7061811073386, 915.2800000000002]",L4,RL
458241,864691136084944748,exc,[271856 154928  25604],"[1029.2745637280816, 315.4580229351768, 1024.1600000000003]",L4,RL
458383,864691135851482055,exc,[273024 158208  26126],"[1032.785302012717, 328.9352890042576, 1045.0400000000002]",L4,RL
458293,864691135385717333,exc,[262544 148720  25837],"[994.3325550174702, 287.4741390862978, 1033.4800000000002]",L4,RL
458487,864691135910561449,exc,[270448 152384  26859],"[1024.550892026629, 304.8298845442404, 1074.3600000000004]",L4,RL
458454,864691136952628191,exc,[265328 145520  27170],"[1006.5417726825898, 275.6934133019613, 1086.8000000000002]",L23,RL
458256,864691135495342480,exc,[275200 150240  24949],"[1044.234008497761, 297.9431751715531, 997.9600000000003]",L4,RL
458442,864691135988180995,exc,[263008 150656  26544],"[995.5065583052906, 295.3504318868599, 1061.7600000000002]",L4,RL
458407,864691135953317411,exc,[276448 157712  25997],"[1046.602101591393, 328.1525237759154, 1039.8800000000003]",L4,RL
458308,864691135509918985,exc,[264080 147696  26436],"[1000.8101651648403, 283.92921048635566, 1057.4400000000003]",L4,RL
458254,864691135273046545,exc,[274688 157808  24955],"[1039.555423111612, 327.92148611103914, 998.2000000000003]",L4,RL
458307,864691135699290658,exc,[264464 150416  26336],"[1001.3920657400147, 294.9016800224542, 1053.4400000000003]",L4,RL
458390,864691135416541626,exc,[273152 150560  26381],"[1035.9616221802764, 298.5043245405217, 1055.2400000000002]",L4,RL
458820,864691135509457929,exc,[270144 168688  16070],"[1017.6555703547183, 369.6917365918104, 642.8000000000002]",L4,V1
458341,864691135593560619,exc,[266768 156416  26348],"[1008.4812582516844, 319.6135801018185, 1053.9200000000003]",L4,RL
458247,864691135594462251,exc,[272800 152640  25631],"[1033.8338442657027, 306.66994914285624, 1025.2400000000002]",L4,RL
458344,864691136896065646,inh,[267008 156704  26008],"[1009.3372017462073, 320.84486590705797, 1040.3200000000002]",L4,RL
458539,864691135156586340,exc,[277392 151760  27062],"[1052.438736694724, 304.7642204883623, 1082.4800000000002]",L4,RL
458356,864691135155529060,exc,[269584 149088  26149],"[1022.2571044624092, 291.3948433976628, 1045.9600000000003]",L4,RL
458441,864691135947605857,exc,[262720 146384  26483],"[995.848259345161, 278.2270534702228, 1059.3200000000002]",L23,RL
458373,864691134917428746,exc,[270912 144752  25888],"[1029.0605199008878, 274.5798138594353, 1035.5200000000002]",L23,RL
458501,864691135446740626,exc,[272560 144784  26501],"[1035.616279415637, 275.28185743698344, 1060.0400000000002]",L23,RL
458472,864691135577690373,exc,[268272 155920  26501],"[1014.6472825490157, 318.1614587691745, 1060.0400000000002]",L4,RL
458372,864691135938507573,exc,[270608 151776  26306],"[1025.4004193997703, 302.46291871383977, 1052.2400000000002]",L4,RL
458452,864691135294126092,exc,[265040 149648  27170],"[1003.9550407661388, 292.04217674120696, 1086.8000000000002]",L4,RL
458271,864691135726295871,exc,[278048 158768  24892],"[1052.609601801814, 332.9182469342401, 995.6800000000003]",L4,RL
458396,864691135515949267,inh,[274592 146272  26425],"[1043.1945989408925, 281.9196101570785, 1057.0000000000002]",L23,RL
458415,864691135475896640,exc,[277568 150416  25922],"[1053.6086070351914, 299.4700354343154, 1036.8800000000003]",L4,RL
458497,864691135446791570,exc,[272048 159024  26631],"[1028.6116815670387, 331.8466124791421, 1065.2400000000002]",L4,RL
458440,864691135396376097,exc,[262752 152784  27031],"[993.7445852521766, 303.7407936764432, 1081.2400000000002]",L4,RL
458342,864691135772427771,exc,[266848 150240  26334],"[1010.953136023912, 295.0314761178394, 1053.3600000000004]",L4,RL
458444,864691136008409772,exc,[263040 153856  26776],"[994.5184777194763, 308.11287995750604, 1071.0400000000002]",L4,RL
458492,864691135387732353,exc,[271136 146352  26856],"[1029.395313596793, 281.03355147272424, 1074.2400000000002]",L23,RL
458565,864691135383840491,exc,[266112 148656  27361],"[1008.5725576187789, 288.46300000408087, 1094.4400000000003]",L4,RL
458536,864691135397439521,exc,[276704 145600  26819],"[1051.8447263868773, 279.97813052334016, 1072.7600000000002]",L23,RL
458540,864691135640067643,exc,[277552 156448  26779],"[1051.441956813498, 323.50064314233725, 1071.1600000000003]",L4,RL
458471,864691135407304905,exc,[268048 148400  26706],"[1016.3763368413752, 288.1178307050728, 1068.2400000000002]",L4,RL
458647,864691135335383017,exc,[265584 174976  15351],"[997.2928378199358, 393.1583048904967, 614.0400000000001]",L5,V1
458478,864691135730152377,exc,[268528 152224  26555],"[1016.9558964206431, 303.5229638331596, 1062.2000000000003]",L4,RL
458246,864691136021074936,inh,[272880 154256  25058],"[1033.5892518479714, 313.1372415090006, 1002.3200000000003]",L4,RL
458462,864691136176197894,exc,[266720 152080  26852],"[1009.8016180718662, 302.31884535550773, 1074.0800000000002]",L4,RL
458253,864691135781613648,exc,[274272 152640  25015],"[1039.699438648067, 307.1831221561544, 1000.6000000000003]",L4,RL
458627,864691135489187898,exc,[263168 162512  15444],"[992.0108489680043, 342.6497489245213, 617.7600000000001]",L4,V1
458394,864691135213706624,exc,[274848 144624  26000],"[1044.7892329679312, 275.44194218783133, 1040.0000000000002]",L23,RL
458480,864691135865699292,exc,[269328 148096  27201],"[1021.5828350787859, 287.35269535506126, 1088.0400000000002]",L4,RL
458508,864691135807262237,exc,[273152 153520  26987],"[1034.9296981861442, 310.299269765928, 1079.4800000000002]",L4,RL
458550,864691135808398877,exc,[262976 156576  27300],"[993.3151973956703, 318.92916640260074, 1092.0000000000002]",L4,RL
458509,864691136011666339,exc,[273248 151392  27098],"[1036.0541066324795, 301.8531283009861, 1083.9200000000003]",L4,RL
458625,864691135066029892,exc,[262144 173984  15448],"[983.9310327614161, 388.0061413082609, 617.9200000000001]",L5,V1
458528,864691136072065672,exc,[275456 148080  27110],"[1046.0071374859467, 289.425300460614, 1084.4000000000003]",L4,RL
458530,864691135345182623,exc,[276096 158880  26541],"[1044.7922678263628, 332.68403011961135, 1061.6400000000003]",L4,RL
458541,864691136038400904,exc,[277648 159296  26985],"[1050.831617356184, 334.88276094821356, 1079.4000000000003]",L4,RL
458548,864691135291732150,inh,[262336 151504  27311],"[992.5331546774199, 298.4952496662813, 1092.4400000000003]",L4,RL
458636,864691135864981118,inh,[264528 172432  15581],"[993.9718082533965, 382.65288178534905, 623.2400000000001]",L5,V1
458466,864691135468548748,exc,[266912 149696  26733],"[1011.3978127628422, 292.88606832493497, 1069.3200000000002]",L4,RL
458637,864691135615106251,exc,[264512 163920  15466],"[996.875530521791, 348.72886673718557, 618.6400000000001]",L4,V1
458573,864691135985404040,exc,[268976 159680  27547],"[1016.1417444479174, 333.3896576000517, 1101.8800000000003]",L4,RL
458355,864691136371746184,exc,[269328 155840  26032],"[1018.8830987914345, 318.2108223231512, 1041.2800000000002]",L4,RL
458260,864691135213614208,exc,[275840 152608  25431],"[1045.95872772957, 307.6022500533121, 1017.2400000000002]",L4,RL
458438,864691136663200990,exc,[262576 154576  26527],"[992.4185318207049, 310.8201596294705, 1061.0800000000002]",L4,RL
458529,864691135940456193,exc,[275024 159696  27164],"[1040.236108616617, 335.56188578928084, 1086.5600000000002]",L4,RL
458257,864691135618570383,exc,[275088 151424  25657],"[1043.3749436753628, 302.6221074889646, 1026.2800000000002]",L4,RL
458348,864691135889655433,exc,[268144 152720  25942],"[1015.2528243707628, 305.36554289331326, 1037.6800000000003]",L4,RL
458593,864691135516814803,exc,[271936 159040  27340],"[1028.1598083747576, 331.8713231670691, 1093.6000000000004]",L4,RL
458408,864691135698361365,exc,[276416 149856  26303],"[1049.2133707301396, 296.8369456480087, 1052.1200000000003]",L4,RL
458270,864691135472772146,exc,[277664 159632  25322],"[1050.7782364986092, 336.2272245899847, 1012.8800000000002]",L4,RL
458506,864691136371600264,exc,[272816 151504  26596],"[1034.2936364214258, 302.14881840226315, 1063.8400000000001]",L4,RL
458343,864691135275101157,exc,[266912 146576  25785],"[1012.4855164323332, 280.45355849275, 1031.4000000000003]",L23,RL
458264,864691135737880452,exc,[277072 153504  25241],"[1050.5556090197583, 311.60211535153337, 1009.6400000000002]",L4,RL
458883,864691135645627887,inh,[263072 171824  16889],"[988.3819330980724, 379.72254123382766, 675.5600000000002]",L5,V1
459132,864691136194995176,exc,[263552 174448  18570],"[989.3798402425291, 390.345939811074, 742.8000000000002]",L5,V1
458672,864691135740267115,exc,[268528 164848  15190],"[1012.5548800348573, 353.8268113080004, 607.6000000000001]",L4,V1
459030,864691135783210291,exc,[266752 165408  17996],"[1005.2826840358588, 355.4391330352466, 719.8400000000001]",L4,V1
458684,864691135637538244,exc,[271120 172720  15357],"[1020.1390666370341, 386.0986207023211, 614.2800000000001]",L5,V1
458905,864691135294272268,exc,[268064 174128  17025],"[1007.470721504406, 390.6437974426264, 681.0000000000001]",L5,V1
458927,864691135463881534,exc,[272608 170480  16711],"[1026.8493329350954, 377.691467188253, 668.4400000000002]",L5,V1
458666,864691136923755492,exc,[267360 169856  15639],"[1006.1547545666517, 373.3753918700573, 625.5600000000002]",L5,V1
459203,864691135772605691,exc,[269200 162880  18198],"[1015.9187413902375, 346.2190412811279, 727.9200000000002]",L4,V1
458744,864691135719419441,exc,[264224 170368  15992],"[993.4799933126415, 374.32231697472247, 639.6800000000002]",L5,V1
458722,864691135568883846,exc,[277472 163632  15172],"[1048.618667086512, 352.09940414902235, 606.8800000000001]",L4,LM
458819,864691135133594528,inh,[269936 164000  15855],"[1018.4610808539101, 350.938580035228, 634.2000000000002]",L4,V1
458837,864691135256940975,exc,[273232 163648  16185],"[1031.7176270393404, 350.6849992127, 647.4000000000001]",L4,V1
458689,864691135969918309,exc,[272800 165968  15238],"[1029.1873973083395, 359.77908088752343, 609.5200000000001]",L4,V1
459076,864691135294146572,exc,[272784 175632  17573],"[1025.7545484560083, 398.28240516942213, 702.9200000000002]",L5,V1
458910,864691135208710777,inh,[269488 160976  16868],"[1017.7301358192053, 338.73242587610645, 674.7200000000001]",L4,V1
458909,864691135685084855,inh,[269408 165248  17003],"[1015.922036183744, 355.727511039419, 680.1200000000001]",L4,V1
458936,864691136724140541,inh,[273776 173824  16763],"[1030.3377593495873, 391.4237591000454, 670.5200000000001]",L5,V1
458834,864691135273256209,exc,[272528 173312  16128],"[1025.5432503778604, 388.94847089055713, 645.1200000000001]",L5,V1
459108,864691135374212552,exc,[277808 160128  17819],"[1051.1791276510987, 338.2538765788213, 712.7600000000001]",L4,V1
458945,864691135737542020,exc,[274880 167808  16723],"[1036.8342709298402, 367.83620964513926, 668.9200000000002]",L4,V1
459194,864691135294145548,exc,[268000 166752  18168],"[1009.7871386957213, 361.22975719998414, 726.7200000000001]",L4,V1
459018,864691136974572572,inh,[264464 171792  17409],"[993.939901112119, 380.08031148809084, 696.3600000000001]",L5,V1
459148,864691136595498658,exc,[264032 165600  18755],"[994.3771501101903, 355.2559560822865, 750.2000000000002]",L4,V1
458675,864691135639689019,exc,[269168 167536  15306],"[1014.1680399159495, 364.7610154033169, 612.2400000000001]",L4,V1
459002,864691135374296264,exc,[262160 165104  17288],"[987.0905612044908, 352.6268835995781, 691.5200000000001]",L4,V1
459048,864691135582645869,exc,[269536 169168  17696],"[1015.0654858228838, 371.39246764578434, 707.8400000000001]",L5,V1
458742,864691135464456261,exc,[263568 172672  16427],"[990.0627510996865, 383.2745506433661, 657.0800000000002]",L5,V1
458928,864691135544374568,exc,[272912 172448  17136],"[1027.3746156810653, 385.63949323481245, 685.4400000000002]",L5,V1
459079,864691135938256181,exc,[273712 163984  17812],"[1033.5131835414236, 352.19122391301073, 712.4800000000001]",L4,V1
458848,864691135618531983,exc,[275360 165888  16426],"[1039.4163208544783, 360.35277338987015, 657.0400000000001]",L4,V1
458667,864691136274761229,exc,[267808 172448  15475],"[1007.0363047248242, 383.8601215908763, 619.0000000000001]",L5,V1
458750,864691135700055330,exc,[265552 164480  16087],"[1000.8244716020979, 351.3229107507412, 643.4800000000001]",L4,V1
459199,864691136904060594,exc,[268848 171888  18701],"[1011.3757035326406, 381.991213356981, 748.0400000000001]",L5,V1
458743,864691135208723577,exc,[263664 164192  16438],"[993.4016126577542, 349.51709428930917, 657.5200000000001]",L4,V1
459031,864691136296715035,exc,[267488 165344  17391],"[1008.2377930971843, 355.4406936991842, 695.6400000000001]",L4,V1
458792,864691135195260970,exc,[268000 161472  16412],"[1011.6278679825518, 340.19012517628653, 656.4800000000001]",L4,V1
458747,864691136210176700,exc,[264576 162912  15924],"[997.4819683192608, 344.734521584623, 636.9600000000002]",L4,V1
458681,864691135590774283,inh,[270192 167840  15710],"[1018.1424720161522, 366.3293780784908, 628.4000000000001]",L4,V1
458727,864691136389276791,exc,[278384 174496  15274],"[1048.4653453883086, 395.7079850988407, 610.9600000000002]",L5,LM
458873,864691135737684356,exc,[278048 175088  15989],"[1046.9200749152471, 397.94983682566925, 639.5600000000002]",L5,V1
459184,864691136273899454,exc,[267248 174528  18595],"[1004.0796928214381, 391.9532326152449, 743.8000000000002]",L5,V1
459024,864691136066525848,exc,[266480 167104  17604],"[1003.6075596455347, 362.1024924189916, 704.1600000000001]",L4,V1
458900,864691135876942163,exc,[266368 161696  17143],"[1005.0466174479071, 340.51376293712, 685.7200000000001]",L4,V1
459186,864691136021263096,exc,[267040 171120  18310],"[1004.438965917762, 378.30059291289217, 732.4000000000001]",L5,V1
458841,864691136903913138,inh,[274848 166896  15908],"[1037.0247021580278, 364.1909354514287, 636.3200000000002]",L4,V1
458718,864691136106532569,exc,[277392 170192  15494],"[1046.0129180934243, 378.2116631892706, 619.7600000000001]",L5,LM
459039,864691135511325648,exc,[269056 160640  17261],"[1016.1258486991558, 337.24293507840315, 690.4400000000002]",L4,V1
458950,864691135270469029,exc,[275088 162544  16599],"[1039.498256237947, 346.9328476600854, 663.9600000000002]",L4,V1
459193,864691135503419122,exc,[267808 165248  18746],"[1009.5463901159568, 355.16971428583406, 749.8400000000001]",L4,V1
458709,864691136389316727,exc,[275824 166224  15668],"[1041.1481208958837, 361.85342012264505, 626.7200000000001]",L4,V1
459080,864691136419567255,exc,[273552 167072  17752],"[1031.7990712002259, 364.4404411484815, 710.0800000000002]",L4,V1
459012,864691136617693915,exc,[262896 169088  17985],"[988.6344444792462, 368.7588288150172, 719.4000000000001]",L4,V1
459107,864691135292985014,exc,[278176 168736  17921],"[1049.6445797124022, 372.68314567684087, 716.8400000000001]",L5,V1
459215,864691135294101260,exc,[270880 166448  18288],"[1021.3692830009195, 361.0224186035576, 731.5200000000001]",L4,V1
459099,864691135927215828,exc,[276496 172320  17479],"[1041.7006866131953, 386.37890627741984, 699.1600000000001]",L5,V1
459098,864691135755685586,exc,[276352 166416  17407],"[1043.1851484878234, 362.8025705794625, 696.2800000000001]",L4,V1
458710,864691135696807322,exc,[275792 165184  15417],"[1041.3831758643582, 357.6980942435116, 616.6800000000002]",L4,V1
459110,864691135338885606,exc,[278288 173600  17757],"[1048.395172806249, 392.1041554956649, 710.2800000000001]",L5,V1
459033,864691135526657883,exc,[268496 161744  17497],"[1013.5094928154566, 341.4469020014216, 699.8800000000001]",L4,V1
458981,864691135213758776,exc,[278000 168432  17050],"[1049.0492400281269, 371.41041528106695, 682.0000000000001]",L5,V1
459161,864691136084957548,exc,[264640 165616  18045],"[996.7943176484138, 355.53167530932666, 721.8000000000002]",L4,V1
458671,864691135645491951,exc,[268592 162256  15446],"[1013.7135366183767, 343.52057654832856, 617.8400000000001]",L4,V1
459212,864691136602736593,exc,[270464 160528  18706],"[1021.7754630115593, 337.28750099681287, 748.2400000000001]",L4,V1
458911,864691135610457351,exc,[269584 175632  16618],"[1013.0032563204338, 397.16681166225214, 664.7200000000001]",L5,V1
459028,864691136673704071,exc,[266688 160560  17909],"[1006.7177823565099, 336.0986135797081, 716.3600000000001]",L4,V1
459418,864691135754409933,exc,[266720 166176  20228],"[1004.8874286727823, 358.48828721271275, 809.1200000000002]",L4,V1
459573,864691136194930252,exc,[273552 175040  20809],"[1029.0212433673726, 396.1911585660617, 832.3600000000002]",L5,V1
459463,864691136009312172,exc,[273632 170608  20294],"[1030.8851226781924, 378.5585087959704, 811.7600000000002]",L5,V1
459644,864691135213820032,exc,[270704 175008  21763],"[1017.6837493017831, 395.0707674233246, 870.5200000000002]",L5,V1
459396,864691135916181862,exc,[263104 170432  20177],"[988.9947291950471, 374.1868850899244, 807.0800000000003]",L5,V1
459318,864691135975453807,exc,[267936 161040  19269],"[1011.5234472633085, 338.4463888678406, 770.7600000000001]",L4,V1
459308,864691135059373979,exc,[267024 167872  19180],"[1005.5075368668616, 365.35245342774823, 767.2000000000002]",L4,V1
459293,864691136723405053,exc,[263280 163408  18840],"[992.144778010742, 346.2591564952331, 753.6000000000001]",L4,V1
459301,864691135570692589,exc,[264464 171264  19429],"[994.123974040802, 377.9763482857211, 777.1600000000001]",L5,V1
459354,864691135477187240,inh,[274000 173312  19285],"[1031.4088447602248, 389.4616439038553, 771.4000000000001]",L5,V1
459625,864691136040169982,exc,[263600 167440  21594],"[992.0142594052651, 362.4373439367738, 863.7600000000002]",L4,V1
459303,864691135987843843,exc,[264768 164400  19450],"[997.7282948665612, 350.7308080380953, 778.0000000000001]",L4,V1
459311,864691135340961221,inh,[267648 160208  18786],"[1010.665885282971, 335.03064949694584, 751.4400000000002]",L4,V1
459416,864691136389029751,exc,[266656 167760  19901],"[1004.0801840440215, 364.7778649496786, 796.0400000000003]",L4,V1
459237,864691136662996958,exc,[272720 168944  18766],"[1027.831113043282, 371.6098927359284, 750.6400000000001]",L5,V1
459582,864691135565438807,exc,[275296 171024  20749],"[1037.3707674327588, 380.79628539732363, 829.9600000000003]",L5,RL
459623,864691135386309205,exc,[262960 161264  21495],"[991.6170964469883, 337.60423141368125, 859.8000000000003]",L4,V1
459252,864691136903945394,exc,[274544 164640  18658],"[1036.5998228277033, 355.09529311266783, 746.3200000000002]",L4,V1
459571,864691134948335868,exc,[273200 162160  20607],"[1032.1088650988186, 344.7444924345862, 824.2800000000002]",L4,V1
459355,864691135210073024,exc,[274000 161856  19155],"[1035.4026695158934, 343.8120180584992, 766.2000000000002]",L4,V1
459360,864691136389293175,exc,[274736 168384  19505],"[1036.0596559524488, 370.08124052171996, 780.2000000000002]",L4,V1
459305,864691135429487920,exc,[265760 172944  19335],"[998.7025607644454, 385.1225920273014, 773.4000000000001]",L5,V1
459309,864691136085156716,exc,[267024 161808  18776],"[1007.6215865629489, 341.18875483083485, 751.0400000000001]",L4,V1
459620,864691135211123392,exc,[262336 165504  21496],"[987.6524330835512, 354.28215275941915, 859.8400000000003]",L4,V1
459565,864691136287509699,exc,[270752 161152  21056],"[1022.7055385698627, 339.87440637889523, 842.2400000000002]",L4,V1
459225,864691135304158375,exc,[272080 174288  18294],"[1023.4178134591931, 392.68143190090353, 731.7600000000001]",L5,V1
459517,864691135700130850,inh,[262992 170848  20505],"[988.4034068143699, 375.80550729479825, 820.2000000000003]",L5,V1
459537,864691135323958684,exc,[266368 175168  21054],"[1000.3499687827212, 394.1967028278879, 842.1600000000002]",L5,V1
459323,864691135565571159,exc,[268800 163200  19003],"[1014.2132705225738, 347.35472130628904, 760.1200000000001]",L4,V1
459524,864691135910504617,exc,[263552 168992  20374],"[991.281927172254, 368.6049867199199, 814.9600000000003]",L4,V1
459584,864691136966697934,exc,[275568 165424  20498],"[1040.4069159018302, 358.57634960817785, 819.9200000000003]",L4,RL
459411,864691135272159761,exc,[265520 168656  19640],"[999.2411091538851, 367.95219105259406, 785.6000000000001]",L4,V1
459217,864691135386375765,exc,[271280 167456  18703],"[1022.6117825631077, 365.1785248146597, 748.1200000000001]",L4,V1
459259,864691135387609217,exc,[275552 161760  18182],"[1041.6205140068619, 343.97054214540947, 727.2800000000001]",L4,V1
459347,864691136287439043,exc,[271648 172192  19392],"[1022.4271027680871, 384.17873042863425, 775.6800000000002]",L5,V1
459250,864691136106517209,exc,[274864 171248  18547],"[1035.5712514489544, 381.53827072334576, 741.8800000000001]",L5,V1
459272,864691135810338508,exc,[277200 173952  18103],"[1043.937018194365, 393.1274958381402, 724.1200000000001]",L5,V1
459446,864691135212618368,exc,[270272 175136  20063],"[1015.9177011231936, 395.43021398527964, 802.5200000000002]",L5,V1
459369,864691135359807576,exc,[275824 172416  19476],"[1038.9894474595098, 386.5271704049814, 779.0400000000001]",L5,V1
459288,864691136595325346,exc,[262336 167600  19149],"[986.9217193363547, 362.6342491082203, 765.9600000000002]",L4,V1
459581,864691135477009320,exc,[274992 159936  20790],"[1040.0249261822235, 336.50707676437725, 831.6000000000003]",L4,RL
459522,864691135181719298,inh,[263168 163680  20684],"[991.6036573378873, 347.3039705540059, 827.3600000000002]",L4,V1
459377,864691135383497434,exc,[278160 170064  19065],"[1049.117851946249, 377.9693539455684, 762.6000000000001]",L5,V1
459258,864691135848864094,inh,[275616 168000  18231],"[1039.700132510592, 368.8578736799227, 729.2400000000001]",L4,V1
459533,864691135937372725,exc,[266032 161840  20489],"[1003.6575300658492, 340.970433764968, 819.5600000000003]",L4,V1
459631,864691136437435550,exc,[265952 164432  21149],"[1002.4351170216521, 351.27109055710383, 845.9600000000003]",L4,V1
459627,864691135938224132,exc,[264048 172160  21089],"[992.1539398811699, 381.4016829277498, 843.5600000000003]",L5,V1
459470,864691135100407840,exc,[276560 165248  20072],"[1044.4211741067527, 358.220862527944, 802.8800000000002]",L4,V1
459256,864691136488005650,exc,[275440 174608  18707],"[1036.6951108508292, 395.1279342969894, 748.2800000000001]",L5,V1
459378,864691135565529175,exc,[278000 169072  18868],"[1048.8261213266928, 373.9606737081818, 754.7200000000001]",L5,V1
459559,864691135876953171,exc,[270720 171504  20937],"[1018.9690806528121, 381.1136805024065, 837.4800000000002]",L5,V1
459514,864691136009395118,exc,[262400 161376  21012],"[989.346574550512, 337.85529777467167, 840.4800000000002]",L4,V1
459532,864691136119414808,exc,[265712 173104  20911],"[998.4555117070532, 385.7434227314727, 836.4400000000003]",L5,V1
459553,864691136488026386,exc,[269488 161296  20682],"[1017.6185764684883, 340.0075550896639, 827.2800000000002]",L4,V1
459424,864691136371746440,exc,[268704 173392  19961],"[1010.27756643817, 387.93411895287835, 798.4400000000003]",L5,V1
459574,864691135876029779,inh,[273296 160144  21061],"[1033.1942277724029, 336.74464619438953, 842.4400000000003]",L4,V1
459575,864691136390420607,exc,[274064 160784  20335],"[1036.0314191835068, 339.5626470632251, 813.4000000000002]",L4,V1
459277,864691135737702532,exc,[278256 172224  18503],"[1048.7473650929765, 386.6099439422961, 740.1200000000001]",L5,V1
459406,864691135645538543,exc,[264688 163808  19660],"[997.6158973619982, 348.34392915533465, 786.4000000000001]",L4,V1
459562,864691135618615695,exc,[270896 160864  20439],"[1023.3797501316091, 338.77699179451616, 817.5600000000003]",L4,V1
459601,864691135807340829,exc,[277568 163280  20406],"[1049.1239211363682, 350.7302298193243, 816.2400000000002]",L4,RL
