target_id,pt_root_id,cell_type,pt_position,pial_distances,layer,brain_region
155881,864691136084962668,exc,[120160 130976  25877],"[433.14977744234756, 167.1298910930078, 1035.0800000000002]",L23,V1
192901,864691135383436762,exc,[139408 153008  22589],"[502.16793834096165, 261.6328323920648, 903.5600000000003]",L23,V1
155777,864691136032380347,exc,[130624 139488  24803],"[471.87902399660334, 204.6963189420815, 992.1200000000002]",L23,V1
155794,864691135278840225,exc,[115632 133168  25362],"[414.3425175180984, 174.28596139323065, 1014.4800000000002]",L23,V1
155816,864691134940660323,exc,[123088 137728  25387],"[442.4633074462693, 195.05588555813017, 1015.4800000000002]",L23,V1
155884,864691136389093751,exc,[121056 127456  26122],"[437.9472920981954, 153.41583592588356, 1044.8800000000003]",L23,V1
152752,864691135323803804,exc,[117920 126352  16438],"[425.8359055653061, 147.92335850208386, 657.5200000000001]",L23,V1
152707,864691135122667303,exc,[123984 116384  15520],"[453.47467793705414, 110.31713319585694, 620.8000000000002]",L23,V1
152754,864691135446474642,exc,[119120 118176  16257],"[433.46798152696596, 115.76215466088016, 650.2800000000001]",L23,V1
155752,864691135360979271,exc,[127888 128288  24157],"[464.88124649578236, 159.112964018941, 966.2800000000002]",L23,V1
299182,864691134989378426,exc,[189744 170000  22899],"[696.8219621104732, 346.89047949974906, 915.9600000000003]",L4,V1
152805,864691135940541094,exc,[126640 126720  16302],"[460.4548833814217, 152.42974940471322, 652.0800000000002]",L23,V1
152727,864691135545342248,exc,[128144 119840  15127],"[468.8465167255572, 125.53880026159825, 605.0800000000002]",L23,V1
152792,864691135489080378,exc,[124768 118048  15978],"[456.0186358865415, 117.22112551561231, 639.1200000000001]",L23,V1
152791,864691135561490913,exc,[124832 116240  15822],"[456.90397206080405, 110.03895732915618, 632.8800000000001]",L23,V1
192912,864691135755534034,exc,[142400 159392  22334],"[511.86478744091943, 288.1147401317397, 893.3600000000002]",L4,V1
152723,864691136423564591,exc,[126704 124048  15391],"[461.64142980262017, 141.80473234165197, 615.6400000000001]",L23,V1
192942,864691136228149329,exc,[147072 158368  22173],"[530.8386638811525, 285.66309316882405, 886.9200000000003]",L4,V1
192961,864691136195027158,exc,[133328 144912  22590],"[480.7629348565105, 227.25243562543875, 903.6000000000003]",L23,V1
156312,864691136389444624,exc,[126240 155904  15403],"[448.68675907908425, 268.582084492755, 616.1200000000001]",L23,V1
156172,864691135475598912,exc,[114720 156432  15362],"[402.5980344623336, 266.66991106931266, 614.4800000000001]",L23,V1
156316,864691135447484244,exc,[126592 153088  15525],"[451.0711235003071, 257.4836626992383, 621.0000000000001]",L23,V1
155959,864691135916055398,exc,[120544 135040  26506],"[433.26312874451054, 183.45790332604753, 1060.2400000000002]",L23,V1
156210,864691135454798186,exc,[120416 153056  15333],"[426.4722856137203, 255.20305430904432, 613.3200000000002]",L23,V1
192914,864691135479357126,exc,[143152 152080  22065],"[517.410472256663, 259.2402020761371, 882.6000000000003]",L23,V1
192966,864691135383511002,exc,[133776 152320  23219],"[479.9655167863923, 256.9278600102971, 928.7600000000002]",L23,V1
156278,864691135394970869,exc,[123632 150096  15219],"[440.3192582041048, 244.5292805583439, 608.7600000000001]",L23,V1
192958,864691136741507164,exc,[132480 146944  22939],"[476.67544056353034, 235.05387385212833, 917.5600000000003]",L23,V1
551978,864691135348761047,exc,[311600 108416  21888],"[1203.8607636786312, 143.97366310365538, 875.5200000000002]",L23,RL
192937,864691136135242635,exc,[146480 157712  21876],"[528.7083715050409, 282.8426934822049, 875.0400000000003]",L23,V1
126732,864691136040130558,exc,[103488 221024  19629],"[335.3227441242407, 520.139009615714, 785.1600000000001]",L5,V1
192919,864691135275386341,exc,[144528 148544  22229],"[524.1262587003828, 245.6297294744107, 889.1600000000002]",L23,V1
192899,864691136297839131,exc,[139744 152048  21906],"[503.84150206734796, 257.92458206964545, 876.2400000000002]",L23,V1
192979,864691137020843374,exc,[135888 154976  22612],"[487.4554269849202, 268.24772419755607, 904.4800000000002]",L23,V1
155974,864691136263505636,inh,[123168 137600  27209],"[442.82671348994546, 194.5737237103865, 1088.3600000000004]",L23,V1
156341,864691135719245361,exc,[129360 156064  15324],"[461.0634892359108, 270.3073527690245, 612.9600000000002]",L23,V1
192980,864691136926256458,exc,[135968 157632  23045],"[486.8482666773585, 278.859186507762, 921.8000000000003]",L23,V1
156084,864691135991513793,exc,[117760 142224  27283],"[419.6649971629641, 211.11398781917413, 1091.3200000000002]",L23,V1
192957,864691135731109049,exc,[132000 144592  23376],"[475.5827079709641, 225.51433510640572, 935.0400000000003]",L23,V1
188145,864691136389481488,exc,[146960 119968  16130],"[543.7794907424476, 132.60854176918096, 645.2000000000002]",L23,V1
156229,864691136329692906,exc,[121504 155984  15367],"[429.78695688075504, 267.2497884055328, 614.6800000000002]",L23,V1
155973,864691135577478149,inh,[123856 138496  26478],"[445.25587511708636, 198.3839381123889, 1059.1200000000003]",L23,V1
256456,864691135468597132,exc,[176112 114336  20769],"[661.907206670149, 120.3293244608891, 830.7600000000002]",L23,V1
155964,864691136116845988,exc,[120480 136608  27224],"[432.4614620832857, 189.68372460233553, 1088.9600000000003]",L23,V1
156181,864691135123244583,exc,[116192 144064  15293],"[412.7753977499099, 217.89933997861604, 611.7200000000001]",L23,V1
192911,864691135865517276,exc,[142368 156144  22482],"[512.8696019293412, 275.16102267905995, 899.2800000000002]",L23,V1
156175,864691137196919617,exc,[114960 151568  15273],"[405.2500835034001, 247.3716165362774, 610.9200000000001]",L23,V1
156315,864691135762721590,inh,[126640 148576  15449],"[452.83537972745046, 239.5210746906859, 617.9600000000002]",L23,V1
192925,864691135208813689,exc,[145648 154448  22009],"[526.530940927105, 269.54632119205485, 880.3600000000002]",L23,V1
156193,864691135753645773,exc,[118624 155760  15100],"[418.38888550424, 265.3531637995894, 604.0000000000001]",L23,V1
192928,864691135946439204,exc,[145984 151088  22430],"[529.0411997838689, 256.2746017679546, 897.2000000000003]",L23,V1
192970,864691135447515476,exc,[135120 153680  22971],"[484.8469322427863, 262.8157084409276, 918.8400000000003]",L23,V1
156337,864691135856657198,inh,[128976 146944  15276],"[462.71277567507644, 233.83229896177718, 611.0400000000001]",L23,V1
192929,864691135468466060,exc,[146048 149216  22361],"[529.9488478282749, 248.83740773878708, 894.4400000000003]",L23,V1
155956,864691135618669199,exc,[120080 130880  26540],"[432.8644629441733, 166.71946249126137, 1061.6000000000004]",L23,V1
155970,864691135655002818,exc,[123440 134000  26934],"[445.1656160170355, 180.32334550597477, 1077.3600000000004]",L23,V1
156208,864691137197822273,exc,[120448 149856  15492],"[427.7153920422461, 242.4629181085417, 619.6800000000002]",L23,V1
156203,864691135538862450,exc,[119968 146848  15617],"[426.8513561186498, 230.3093644750263, 624.6800000000002]",L23,V1
192921,864691135274931941,inh,[145120 153008  22472],"[524.9289948029617, 263.6241668023633, 898.8800000000002]",L23,V1
192952,864691136041885782,exc,[131040 156304  23160],"[467.6742480940496, 271.8493862704569, 926.4000000000002]",L23,V1
156343,864691135738466929,exc,[130304 158496  15306],"[463.977269350456, 280.32743487667614, 612.2400000000001]",L23,V1
336354,864691135848723294,exc,[207024 184512  27084],"[760.6197230875586, 410.7417942732969, 1083.3600000000004]",L5,V1
156176,864691135658773890,exc,[115136 146528  15411],"[407.70846434464954, 227.34968906564214, 616.4400000000002]",L23,V1
156227,864691136237472783,exc,[121376 159216  15162],"[428.1501557530903, 280.08396972217605, 606.4800000000001]",L23,V1
156449,864691135816439119,exc,[118448 146784  16406],"[420.81680422439536, 229.524431716409, 656.2400000000001]",L23,V1
154135,864691135684189682,exc,[126640 116128  26873],"[464.1474978901545, 110.22297243596212, 1074.9200000000003]",L23,V1
154395,864691136091854260,exc,[123120 135744  15661],"[443.2824883420705, 187.16124036914582, 626.4400000000002]",L23,V1
259946,864691135133590432,inh,[177040 143840  17777],"[655.319309253358, 238.2197600679638, 711.0800000000002]",L23,V1
156447,864691135771699531,exc,[118224 152864  15920],"[417.80458611128205, 253.67379522849848, 636.8000000000002]",L23,V1
491476,864691135294151692,exc,[291024 148608  23727],"[1107.858100796833, 296.9566260753659, 949.0800000000003]",L4,RL
154438,864691135781827920,exc,[115120 130048  15998],"[413.39001444589724, 161.67495659989848, 639.9200000000002]",L23,V1
156453,864691136005818314,exc,[119552 157888  15775],"[421.34489054128846, 274.15629518682573, 631.0000000000001]",L23,V1
156454,864691135118473693,exc,[119584 144128  15962],"[426.2694555434754, 219.33689493892768, 638.4800000000001]",L23,V1
156443,864691134940942435,exc,[117840 158224  16141],"[414.4058119305034, 274.89833833472505, 645.6400000000001]",L23,V1
156344,864691134948189436,exc,[130448 145088  15395],"[469.22541429159924, 226.9497225364423, 615.8000000000002]",L23,V1
154375,864691135848644958,exc,[121568 127408  15350],"[440.0042327424948, 153.40306150499714, 614.0000000000001]",L23,V1
154400,864691135383659499,exc,[123536 140976  15269],"[443.1161609354722, 208.1546301667421, 610.7600000000001]",L23,V1
154236,864691136312599869,exc,[123488 124656  27357],"[448.6144184400057, 143.10630637270532, 1094.2800000000002]",L23,V1
156455,864691136926153034,inh,[119472 152736  16041],"[422.82221378444285, 253.59882501087182, 641.6400000000001]",L23,V1
154118,864691135569714566,exc,[122528 123440  27231],"[445.21295633205796, 137.92613730903605, 1089.2400000000002]",L23,V1
70359,864691135560646625,exc,[ 93312 151856  17220],"[318.88718879059434, 240.972242752474, 688.8000000000002]",L23,V1
154451,864691135575864606,exc,[116848 141712  16298],"[416.2093738654726, 208.75583692793867, 651.9200000000002]",L23,V1
154139,864691134989228154,exc,[127184 122416  26838],"[464.12307631161303, 135.46891237858455, 1073.5200000000002]",L23,V1
154237,864691136379627221,exc,[123728 117744  27255],"[451.980447325661, 115.64718487290247, 1090.2000000000003]",L23,V1
154150,864691135915847526,exc,[128640 116480  26458],"[471.9943401890997, 112.32286051285656, 1058.3200000000002]",L23,V1
154411,864691134918320138,exc,[126416 129664  15146],"[458.5359469053351, 164.08284662393964, 605.8400000000001]",L23,V1
156357,864691135762615606,exc,[115488 147232  16296],"[408.86567590798523, 230.27768862125725, 651.8400000000001]",L23,V1
154339,864691135275132133,exc,[118224 135040  15682],"[424.0184419462191, 182.64909803334933, 627.2800000000001]",L23,V1
156458,864691136990804373,exc,[119456 159568  16300],"[420.376665185957, 280.81725575278716, 652.0000000000001]",L23,V1
154325,864691135447517012,exc,[115792 132240  15666],"[415.3036042419564, 170.6438663492726, 626.6400000000001]",L23,V1
154378,864691135938384693,exc,[121568 130256  15676],"[439.01135452111345, 164.7517115056584, 627.0400000000001]",L23,V1
156452,864691135273110033,exc,[119056 150016  16003],"[422.1128002879127, 242.6151995397015, 640.1200000000001]",L23,V1
154334,864691136011833251,exc,[118240 137712  15376],"[423.15067782841004, 193.30200493408978, 615.0400000000001]",L23,V1
154449,864691136618157275,exc,[116496 142352  15966],"[414.58361302912544, 211.18338006926498, 638.6400000000001]",L23,V1
154435,864691135645385967,exc,[114688 135984  16024],"[409.59916405179433, 185.17799838792084, 640.9600000000002]",L23,V1
154116,864691135938036996,exc,[123328 116416  26813],"[450.84950711418975, 110.21594944824284, 1072.5200000000002]",L23,V1
154436,864691135059525787,exc,[114736 131904  16346],"[411.2128151554697, 168.93683481767115, 653.8400000000001]",L23,V1
154452,864691135539017586,exc,[117344 138912  15804],"[419.1619684652605, 197.77137330292254, 632.1600000000001]",L23,V1
154392,864691135685005239,exc,[123200 136240  15430],"[443.42835365184845, 189.16558048783912, 617.2000000000002]",L23,V1
154314,864691135816460879,exc,[114736 143152  15400],"[407.2915039777671, 213.75762667421503, 616.0000000000001]",L23,V1
156394,864691135976476483,exc,[116288 158832  16084],"[408.00947247838747, 276.7800209895067, 643.3600000000001]",L23,V1
154363,864691136090023223,exc,[120896 142912  15171],"[431.9214108517855, 214.94879726534924, 606.8400000000001]",L23,V1
156356,864691135100897056,exc,[115056 152048  16159],"[405.46528324139183, 249.3177781618287, 646.3600000000001]",L23,V1
154140,864691135693663679,exc,[127152 124032  26517],"[463.4321886691364, 141.89715897197794, 1060.6800000000003]",L23,V1
154327,864691136312677437,exc,[116880 139072  15088],"[417.2572514302437, 198.2471768511617, 603.5200000000001]",L23,V1
154446,864691135808316701,exc,[116192 128048  16297],"[418.35894325329593, 154.0791228400664, 651.8800000000001]",L23,V1
154321,864691136146976337,inh,[115552 136592  15595],"[412.8300501620371, 187.90195414061594, 623.8000000000002]",L23,V1
154355,864691135909786793,exc,[120288 134944  15088],"[432.27649317887966, 182.98611708140672, 603.5200000000001]",L23,V1
154387,864691135544418856,exc,[122864 138352  15399],"[441.35317626288094, 197.4642959790653, 615.9600000000002]",L23,V1
154194,864691135383192555,exc,[118544 122816  27350],"[429.5551383571661, 134.05072142617237, 1094.0000000000002]",L23,V1
159141,864691135919096752,exc,[130256 162896  18444],"[462.2520588960636, 297.8437276604833, 737.7600000000001]",L4,V1
157608,864691134965379359,exc,[121200 155920  23352],"[428.5978959980189, 266.88878117964015, 934.0800000000003]",L23,V1
154458,864691135810122188,exc,[118736 131280  16095],"[427.3694710588358, 167.8448247351967, 643.8000000000002]",L23,V1
157627,864691135726370623,exc,[125168 155776  22714],"[444.45969995395376, 267.69830898243, 908.5600000000003]",L23,V1
157714,864691136040089854,exc,[117360 153520  23480],"[414.13304056570723, 255.98659986935527, 939.2000000000003]",L23,V1
159171,864691136040300286,exc,[115648 160416  19406],"[404.90699526522343, 282.868791895182, 776.2400000000001]",L23,V1
157685,864691136297693211,exc,[115760 146720  23928],"[410.1280307006563, 228.33230732767476, 957.1200000000002]",L23,V1
154454,864691134885735674,exc,[118128 127712  15991],"[426.19061231357125, 153.41517123766903, 639.6400000000001]",L23,V1
154508,864691136100831861,exc,[129696 128448  15883],"[472.0299468770234, 160.38083895727067, 635.3200000000002]",L23,V1
154471,864691135975364207,exc,[121872 143360  15851],"[435.6543718621318, 217.07423418401643, 634.0400000000001]",L23,V1
157813,864691137020821614,exc,[128592 158688  23855],"[457.0883924474935, 280.49566987847464, 954.2000000000003]",L23,V1
157761,864691136724456189,exc,[124320 159680  23815],"[439.719583459279, 282.95925310843074, 952.6000000000003]",L23,V1
157642,864691135919283632,exc,[126992 156832  23205],"[451.35979061386496, 272.54212368625656, 928.2000000000003]",L23,V1
154463,864691136175781382,exc,[120816 134448  16358],"[434.5533733748608, 181.19373972907587, 654.3200000000002]",L23,V1
154476,864691135810150348,exc,[123696 138256  15808],"[444.70198002334536, 197.37181152686227, 632.3200000000002]",L23,V1
157487,864691135501846365,inh,[125824 151680  22422],"[448.50167453092405, 251.6053517178648, 896.8800000000002]",L23,V1
157702,864691135575978526,exc,[116160 158992  23926],"[407.44364111760603, 277.37296185599854, 957.0400000000003]",L23,V1
157616,864691134989462906,exc,[123664 149664  23080],"[440.59737624892847, 242.81901205511303, 923.2000000000003]",L23,V1
159164,864691135013524470,exc,[114816 165888  18875],"[399.6839944127134, 304.38344713514994, 755.0000000000001]",L4,V1
157814,864691135755657170,exc,[129328 155584  23906],"[461.10331534063056, 268.38350301361663, 956.2400000000002]",L23,V1
159177,864691136483729708,exc,[117216 160224  18981],"[411.2220640220851, 282.65035518556084, 759.2400000000001]",L23,V1
157584,864691136004717258,exc,[118160 152624  22641],"[417.63322978160835, 252.69513644818701, 905.6400000000002]",L23,V1
157659,864691136423397679,exc,[129808 146032  22905],"[466.34605577986923, 230.48823501500272, 916.2000000000003]",L23,V1
157594,864691135939304961,exc,[118784 156016  22972],"[418.93720263044514, 266.429046845794, 918.8800000000002]",L23,V1
154506,864691136057019096,exc,[128752 136416  16363],"[465.4904878641756, 191.80245629023568, 654.5200000000001]",L23,V1
157598,864691136105449689,exc,[119152 158336  22696],"[419.5947959333379, 275.80202689740986, 907.8400000000003]",L23,V1
157467,864691135082427127,exc,[123968 149680  22584],"[441.80317103427217, 242.98874989897217, 903.3600000000002]",L23,V1
157743,864691135114159257,exc,[121872 145792  23747],"[434.8065207966826, 226.765216207053, 949.8800000000002]",L23,V1
157645,864691135195485994,exc,[127648 147104  22829],"[457.3652097634546, 234.0068922630803, 913.1600000000002]",L23,V1
159181,864691135772435531,exc,[118400 163936  18782],"[414.6459536439304, 297.85462366048006, 751.2800000000001]",L4,V1
157515,864691135270407077,exc,[131024 152432  22049],"[468.9603597770474, 256.414744818876, 881.9600000000003]",L23,V1
396167,864691136578547732,exc,[240448 173200  17892],"[897.7505924914786, 377.31835075643255, 715.6800000000002]",L5,V1
157800,864691135937901060,inh,[126528 155328  23534],"[450.0351822025766, 266.38725532399695, 941.3600000000002]",L23,V1
157497,864691135308089414,exc,[127360 150176  22187],"[455.14662370436963, 246.14772929758644, 887.4800000000002]",L23,V1
157640,864691135417708274,inh,[126848 154672  23304],"[451.53900808510383, 263.8847997869212, 932.1600000000002]",L23,V1
157781,864691135368093945,exc,[125456 146608  24000],"[448.8034916441975, 231.26626042965492, 960.0000000000002]",L23,V1
157661,864691135808369949,inh,[130320 150832  22876],"[466.712872260806, 249.7936681795114, 915.0400000000003]",L23,V1
157614,864691136990955413,exc,[122656 156272  22940],"[434.27701863391644, 268.79901836031564, 917.6000000000003]",L23,V1
157595,864691135808361245,exc,[118960 156912  23196],"[419.3261575158941, 270.06076628664897, 927.8400000000003]",L23,V1
157741,864691135654097346,inh,[121088 144896  23948],"[431.99482040547446, 222.92153399983556, 957.9200000000003]",L23,V1
154505,864691135374388297,exc,[128688 128064  16116],"[468.14716107517785, 158.4992719462433, 644.6400000000001]",L23,V1
154453,864691135772712267,exc,[117392 134656  15888],"[420.83697721183023, 180.82888866521623, 635.5200000000001]",L23,V1
157563,864691135210799552,exc,[117008 152480  22722],"[413.0929663206242, 251.71971463950496, 908.8800000000002]",L23,V1
157700,864691135800751202,exc,[116304 150144  23472],"[411.102065311032, 242.16584080895822, 938.8800000000002]",L23,V1
157744,864691135645538031,exc,[121920 152480  23601],"[432.66619974873083, 253.4321506730109, 944.0400000000003]",L23,V1
157619,864691136379792853,exc,[124352 151088  22700],"[442.8424649473863, 248.7331896594852, 908.0000000000002]",L23,V1
157512,864691135367898361,exc,[130512 152864  21851],"[466.7695479118875, 257.9576742960313, 874.0400000000003]",L23,V1
159178,864691136297520155,exc,[117664 173840  18918],"[408.260394548057, 337.0632863134335, 756.7200000000001]",L4,V1
157728,864691135856542766,exc,[118544 158880  23672],"[416.98239953135993, 277.75778379409525, 946.8800000000002]",L23,V1
157664,864691136009447340,exc,[130400 158176  23323],"[464.47136746524023, 279.0857734683338, 932.9200000000003]",L23,V1
159180,864691136042175574,exc,[117904 168192  19091],"[411.1857639983803, 314.6409252071826, 763.6400000000001]",L4,V1
159134,864691136237505852,exc,[128976 165776  18196],"[456.1475078853808, 308.87365317963224, 727.8400000000001]",L4,V1
159175,864691136904055474,exc,[116320 175552  18944],"[402.3080093247799, 343.41667833295435, 757.7600000000001]",L4,V1
157496,864691135687869920,exc,[127072 157440  22119],"[451.466610150892, 274.9927590296949, 884.7600000000002]",L23,V1
159172,864691135373635913,exc,[115952 163568  19138],"[405.01950841354056, 295.5347960319039, 765.5200000000001]",L4,V1
159176,864691135697397013,exc,[116320 169088  19491],"[404.5615082092633, 317.65906821909425, 779.6400000000001]",L4,V1
159179,864691135544372008,exc,[117872 166944  18850],"[411.4933325448208, 309.65676533923676, 754.0000000000001]",L4,V1
157747,864691134940875619,exc,[121904 147840  24099],"[434.22005387344956, 234.9371991088923, 963.9600000000003]",L23,V1
157679,864691135526798939,exc,[115280 149456  23796],"[407.2615044316898, 239.06732307751528, 951.8400000000003]",L23,V1
159185,864691135516760787,exc,[119344 163376  19029],"[418.60281368767954, 295.9522476213696, 761.1600000000001]",L4,V1
157708,864691135661308400,exc,[116880 152384  23925],"[412.6163824404163, 251.29255213515094, 957.0000000000002]",L23,V1
157630,864691135416491706,exc,[124800 159792  22596],"[441.59323150686424, 283.57288735925124, 903.8400000000003]",L4,V1
154504,864691135279085473,exc,[128560 136720  15723],"[464.61942895286, 192.94689343268513, 628.9200000000001]",L23,V1
154495,864691135387543681,exc,[126560 128192  15936],"[459.6229280647341, 158.2674539493982, 637.4400000000002]",L23,V1
159168,864691135698316565,exc,[115184 160336  18863],"[403.0859477432445, 282.38824853325303, 754.5200000000001]",L23,V1
159138,864691135762624310,exc,[129888 173104  18709],"[457.22691701260015, 338.39205631964103, 748.3600000000001]",L4,V1
157478,864691136194910934,exc,[125360 152704  22240],"[446.2957472489714, 255.52400414270892, 889.6000000000003]",L23,V1
157745,864691135510779344,exc,[122144 148688  23650],"[434.88076850421754, 238.39996103785728, 946.0000000000002]",L23,V1
157488,864691135969824613,exc,[125888 153728  22427],"[448.04272052904673, 259.78849055477576, 897.0800000000003]",L23,V1
154461,864691136595448738,exc,[120224 140000  16342],"[430.25882959483954, 203.11084678547078, 653.6800000000002]",L23,V1
157639,864691135571742445,exc,[126464 147664  23321],"[452.4520028095373, 235.825598789153, 932.8400000000003]",L23,V1
159183,864691135610394887,exc,[118592 162096  19153],"[416.0524974386876, 290.589566292955, 766.1200000000001]",L4,V1
157590,864691135991769281,exc,[118544 147520  23220],"[420.9427564818135, 232.4906967128063, 928.8000000000003]",L23,V1
154510,864691135494984848,exc,[129728 142128  16346],"[467.38829755522727, 214.90376877192276, 653.8400000000001]",L23,V1
154479,864691135783195443,exc,[124816 142336  15823],"[447.74255054915466, 214.0201667272292, 632.9200000000001]",L23,V1
159133,864691136966518478,exc,[128992 170704  18375],"[454.49325034501686, 328.5162210359525, 735.0000000000001]",L4,V1
159193,864691135838201235,exc,[120640 169360  18820],"[421.68092714417924, 320.24897928529765, 752.8000000000002]",L4,V1
154465,864691136032591291,exc,[120896 136208  16083],"[434.25857924930665, 188.23484024132097, 643.3200000000002]",L23,V1
153191,864691135572081189,exc,[114736 126384  20231],"[413.137213955338, 146.94085588380537, 809.2400000000002]",L23,V1
153305,864691134964863775,exc,[116912 119024  20911],"[424.3739576740196, 118.37148755686003, 836.4400000000003]",L23,V1
153238,864691135565539159,exc,[126064 119088  20036],"[460.8203413116188, 121.81711083007785, 801.4400000000003]",L23,V1
153185,864691135234049369,exc,[130816 117984  19402],"[480.14088989292037, 119.07457140145212, 776.0800000000002]",L23,V1
153389,864691135866332549,exc,[114960 116016  21096],"[417.64432736805907, 105.70476091004646, 843.8400000000003]",L23,V1
153223,864691135989147648,exc,[120592 118352  19692],"[439.2722182664358, 116.97664874163492, 787.6800000000003]",L23,V1
153350,864691136195247848,exc,[127312 113088  21002],"[467.8850830704366, 98.34351954367222, 840.0800000000003]",L23,V1
153146,864691135874320270,inh,[124784 119072  19463],"[455.72540242492494, 121.30711696653191, 778.5200000000001]",L23,V1
153342,864691135687770848,exc,[126272 126592  20470],"[459.0331085261175, 151.79140446596577, 818.8000000000003]",L23,V1
153397,864691134918157578,exc,[115712 126560  21480],"[416.96500041379386, 147.98243297094882, 859.2000000000003]",L23,V1
153157,864691135927089364,exc,[127008 123168  19350],"[463.1595907699715, 138.40410838755028, 774.0000000000001]",L23,V1
153269,864691135927192788,exc,[129280 113056  19561],"[475.73828366888654, 98.90209662922607, 782.4400000000002]",L23,V1
153295,864691135498430227,exc,[115024 126528  21015],"[414.23462853971705, 147.61506744555157, 840.6000000000003]",L23,V1
153231,864691136066497432,exc,[124928 115872  19979],"[457.4148040781958, 108.60602653878026, 799.1600000000002]",L23,V1
153348,864691135275192549,inh,[127104 126080  20903],"[462.526939442514, 150.04125203613805, 836.1200000000002]",L23,V1
362094,864691135304158631,exc,[216080 129648  27558],"[815.8327305116641, 195.2780202341659, 1102.3200000000002]",L23,V1
189321,864691134885508858,exc,[145296 126192  25606],"[534.9789894605033, 156.82969634914474, 1024.2400000000002]",L23,V1
153183,864691135700261243,exc,[130656 120272  19258],"[478.7056759285151, 128.1359656030293, 770.3200000000002]",L23,V1
153184,864691136195094486,exc,[130704 124944  19243],"[477.26817879008047, 146.76958602357533, 769.7200000000001]",L23,V1
153240,864691136926426954,inh,[126208 114624  20206],"[462.95040240022183, 104.07926000877423, 808.2400000000002]",L23,V1
153212,864691135865426140,exc,[118528 122848  19844],"[429.4802259614165, 134.1726563799922, 793.7600000000002]",L23,V1
153409,864691135876926035,exc,[118384 115536  21710],"[431.45554897919914, 104.98575214238221, 868.4000000000002]",L23,V1
153213,864691135441477960,exc,[118704 122320  20031],"[430.3656199575561, 132.13005082051683, 801.2400000000002]",L23,V1
153354,864691135113581721,exc,[127936 115344  20616],"[469.58509161431874, 107.55072123315028, 824.6400000000002]",L23,V1
153220,864691135385349717,exc,[120224 116352  19875],"[438.50306561282605, 108.87879790357646, 795.0000000000002]",L23,V1
153331,864691135700362018,exc,[122800 125408  20995],"[445.6107261566722, 145.86300742052373, 839.8000000000003]",L23,V1
153408,864691135346272671,inh,[118768 123392  21086],"[430.24692197536564, 136.42404555607757, 843.4400000000003]",L23,V1
153168,864691135866341765,exc,[128496 120096  19230],"[470.15991137989676, 126.68161891823291, 769.2000000000002]",L23,V1
153233,864691135614168011,exc,[124784 116928  20302],"[456.47285007472885, 112.76375123569707, 812.0800000000003]",L23,V1
153239,864691136021104888,exc,[125936 115424  19880],"[461.5876441919055, 107.17225759455842, 795.2000000000003]",L23,V1
153407,864691136618034907,exc,[118448 119680  21114],"[430.26588123012544, 121.52098732809444, 844.5600000000003]",L23,V1
157612,864691135360622407,exc,[122224 150240  22982],"[434.6584879566294, 244.6122275612901, 919.2800000000002]",L23,V1
153216,864691135345974687,exc,[119360 114336  19550],"[435.7630406457381, 100.54427361122875, 782.0000000000001]",L23,V1
153159,864691135383354074,exc,[127776 118096  19402],"[467.9881165913738, 118.46105279438576, 776.0800000000002]",L23,V1
153229,864691135488992314,exc,[124480 117840  19786],"[454.9435331723058, 116.29188811115466, 791.4400000000003]",L23,V1
153301,864691135991523777,exc,[116080 114240  20961],"[422.72643401198945, 99.0182515023122, 838.4400000000003]",L23,V1
153316,864691136291083671,exc,[120080 126752  20537],"[434.3035785684226, 150.27029563637038, 821.4800000000002]",L23,V1
153405,864691136618016731,exc,[117984 118848  21394],"[428.7069981823314, 118.04389031430537, 855.7600000000002]",L23,V1
153277,864691135693132991,inh,[130208 123024  19982],"[475.9610846133684, 138.94589374861943, 799.2800000000002]",L23,V1
153335,864691135082162167,exc,[124928 115600  20747],"[457.5096295263053, 107.5221667072564, 829.8800000000002]",L23,V1
153343,864691135403766766,exc,[126464 120480  20787],"[461.92896965294665, 127.50337209744886, 831.4800000000002]",L23,V1
153302,864691136091766196,exc,[116672 124336  20655],"[421.5657255419493, 139.45496298887562, 826.2000000000003]",L23,V1
153349,864691135446460818,exc,[127248 119360  20984],"[465.4434939536719, 123.31374025925453, 839.3600000000002]",L23,V1
153174,864691135293980172,exc,[129472 124240  18864],"[472.60436188946176, 143.53479825348856, 754.5600000000002]",L23,V1
153214,864691135594311723,exc,[119104 123904  20162],"[431.4073126884537, 138.58138961602242, 806.4800000000002]",L23,V1
153171,864691136135454091,exc,[129200 117104  19003],"[474.00827557892717, 115.00459134304832, 760.1200000000001]",L23,V1
157805,864691135639423547,inh,[127600 146656  23979],"[457.33012347242476, 232.20497746149246, 959.1600000000003]",L23,V1
153357,864691136663124190,exc,[128256 114256  20457],"[471.239522620314, 103.326841257772, 818.2800000000002]",L23,V1
153294,864691136812913523,exc,[115312 119984  20487],"[417.66363355408146, 121.63907844394731, 819.4800000000002]",L23,V1
153230,864691136109732280,exc,[124640 126592  19654],"[452.5299495369745, 151.222451777309, 786.1600000000001]",L23,V1
153263,864691135584712824,exc,[128832 112800  19948],"[474.0423502504797, 97.72581016737631, 797.9200000000003]",L1,V1
153418,864691135385352789,inh,[120544 113296  21694],"[440.84358662573084, 96.81287326481997, 867.7600000000002]",L1,V1
