id,tuning_type,pref_ori,layer,osi,cell_type
614,direction,8,L2/3,0.32595646,excitatory
615,orientation,1,L2/3,0.8698104,excitatory
616,orientation,8,L2/3,0.7803901,excitatory
617,orientation,3,L2/3,0.77184963,excitatory
618,direction,10,L4,0.45657954,excitatory
619,orientation,15,L4,0.6230316,excitatory
620,orientation,2,L4,0.5791489,excitatory
621,orientation,14,L4,0.490254,excitatory
622,orientation,0,L4,0.9054507,excitatory
623,orientation,5,L4,0.8084775,excitatory
624,orientation,9,L2/3,0.5102449,excitatory
625,orientation,1,L2/3,0.7925443,excitatory
626,orientation,15,L2/3,0.3283904,excitatory
627,direction,11,L2/3,0.3590077,excitatory
628,orientation,11,L2/3,0.60897356,excitatory
629,orientation,2,L2/3,0.9008976,excitatory
630,orientation,0,L2/3,0.42959747,excitatory
631,orientation,3,L2/3,0.66961706,excitatory
632,orientation,0,L2/3,0.74688405,excitatory
633,direction,9,L2/3,0.67172134,excitatory
634,orientation,9,L2/3,0.5433533,excitatory
635,orientation,2,L4,0.31638432,excitatory
636,orientation,6,L4,0.8537628,excitatory
637,orientation,1,L4,0.4803848,excitatory
638,orientation,14,L4,0.77223074,excitatory
639,orientation,9,L4,0.8617637,excitatory
640,orientation,3,L4,0.7626246,excitatory
641,orientation,11,L2/3,0.18675464,excitatory
642,orientation,7,L4,0.48486355,excitatory
643,orientation,11,L2/3,0.6072011,excitatory
644,orientation,9,L2/3,0.80165446,excitatory
645,direction,1,L2/3,0.73205453,excitatory
646,orientation,1,L2/3,0.52324986,excitatory
647,orientation,13,L4,0.6616284,excitatory
648,orientation,0,L2/3,0.3743364,excitatory
649,orientation,9,L2/3,0.7516338,excitatory
650,orientation,2,L2/3,0.7645676,excitatory
651,orientation,12,L2/3,0.7966236,excitatory
652,orientation,0,L4,0.7338421,excitatory
653,orientation,9,L2/3,0.56815255,excitatory
654,direction,2,L2/3,0.4507461,excitatory
655,orientation,7,L2/3,0.5581983,excitatory
656,orientation,9,L2/3,0.5547782,excitatory
657,direction,11,L2/3,0.94064236,excitatory
658,orientation,8,L2/3,0.9203813,excitatory
659,direction,14,L2/3,0.31768498,excitatory
660,orientation,14,L2/3,0.693613,excitatory
661,orientation,12,L2/3,0.4668703,excitatory
662,orientation,12,L2/3,0.5879888,excitatory
663,orientation,13,L2/3,0.76737595,excitatory
664,orientation,7,L2/3,0.7604917,excitatory
665,orientation,8,L2/3,0.8000674,excitatory
666,orientation,8,L2/3,0.78878665,excitatory
667,orientation,15,L2/3,0.79560345,excitatory
668,direction,8,L2/3,0.4956063,excitatory
669,orientation,15,L2/3,0.6548128,excitatory
670,direction,5,L2/3,0.67992896,excitatory
671,orientation,9,L2/3,0.49035802,excitatory
672,orientation,12,L2/3,0.67234284,excitatory
673,orientation,0,L2/3,0.3684417,excitatory
674,direction,8,L2/3,0.41861343,excitatory
675,orientation,13,L2/3,0.27792948,excitatory
676,orientation,9,L2/3,0.7109567,excitatory
677,orientation,8,L2/3,0.3839606,excitatory
678,orientation,14,L2/3,0.80490375,excitatory
679,orientation,7,L2/3,0.8646946,excitatory
680,orientation,11,L2/3,0.8365172,excitatory
681,direction,8,L2/3,0.5784019,excitatory
682,orientation,8,L2/3,0.221358,excitatory
683,direction,15,L2/3,0.7383119,excitatory
684,orientation,5,L2/3,0.6807757,excitatory
685,direction,3,L2/3,0.388501,excitatory
686,orientation,13,L2/3,0.43836403,excitatory
687,orientation,12,L4,0.50732934,excitatory
688,orientation,2,L2/3,0.49274865,excitatory
689,orientation,0,L2/3,0.2777315,excitatory
690,orientation,7,L2/3,0.8947585,excitatory
691,direction,7,L2/3,0.46904522,excitatory
692,orientation,7,L2/3,0.8699209,excitatory
693,direction,1,L2/3,0.5911556,excitatory
694,orientation,12,L2/3,0.7029821,excitatory
695,orientation,3,L2/3,0.790199,excitatory
696,direction,8,L2/3,0.4033718,excitatory
697,orientation,5,L2/3,0.5480934,excitatory
698,orientation,3,L2/3,0.76700115,excitatory
699,orientation,3,L2/3,0.7139868,excitatory
700,direction,12,L2/3,0.9549481,excitatory
701,orientation,4,L2/3,0.21519181,excitatory
702,orientation,3,L2/3,0.21421693,excitatory
703,direction,8,L2/3,0.5076457,excitatory
704,orientation,7,L2/3,0.62251955,excitatory
705,orientation,8,L2/3,0.7129538,excitatory
706,orientation,3,L2/3,0.83625156,excitatory
707,orientation,12,L2/3,0.8624862,excitatory
708,orientation,8,L2/3,0.5202521,excitatory
709,orientation,8,L2/3,0.49569297,excitatory
710,orientation,4,L2/3,0.7415542,excitatory
711,orientation,7,L2/3,0.47739828,excitatory
712,orientation,12,L2/3,0.39223418,excitatory
713,direction,8,L2/3,0.6178652,excitatory
714,orientation,6,L2/3,0.8014532,excitatory
715,orientation,4,L2/3,0.9912849,excitatory
716,direction,2,L4,0.23595868,excitatory
717,orientation,3,L2/3,0.62540823,excitatory
718,direction,13,L2/3,0.58219624,excitatory
719,orientation,8,L2/3,0.47277144,excitatory
720,orientation,0,L2/3,0.3577392,excitatory
721,orientation,15,L2/3,0.6451662,excitatory
722,orientation,12,L2/3,0.86441886,excitatory
723,direction,8,L2/3,0.5267837,excitatory
724,orientation,4,L2/3,0.93291277,excitatory
725,orientation,0,L2/3,0.47571307,excitatory
726,direction,8,L2/3,0.4810298,excitatory
727,orientation,8,L2/3,0.4233377,excitatory
728,direction,8,L2/3,0.64893794,excitatory
729,orientation,6,L2/3,0.55810696,excitatory
730,direction,8,L2/3,0.6264952,excitatory
731,orientation,0,L2/3,0.74779445,excitatory
732,direction,7,L2/3,0.69442064,excitatory
733,orientation,5,L2/3,0.5286621,excitatory
734,direction,8,L2/3,0.21551181,excitatory
735,orientation,11,L2/3,0.74981636,excitatory
736,orientation,0,L2/3,0.45563304,excitatory
737,orientation,7,L2/3,0.7611725,excitatory
738,orientation,12,L2/3,0.63012916,excitatory
739,orientation,5,L2/3,0.40307063,excitatory
740,orientation,0,L2/3,0.5347906,excitatory
741,orientation,0,L2/3,0.4026202,excitatory
742,orientation,11,L2/3,0.62019616,excitatory
743,orientation,2,L2/3,0.4377383,excitatory
744,orientation,1,L2/3,0.9631376,excitatory
745,direction,8,L2/3,0.31363535,excitatory
746,orientation,2,L2/3,0.582538,excitatory
747,orientation,15,L2/3,0.40172857,excitatory
748,orientation,7,L2/3,0.7767995,excitatory
749,orientation,5,L2/3,0.3727587,excitatory
750,orientation,7,L2/3,0.9450406,excitatory
751,orientation,14,L2/3,0.72163653,excitatory
752,orientation,5,L2/3,0.826774,excitatory
753,orientation,2,L2/3,0.5908763,excitatory
754,orientation,3,L2/3,0.678402,excitatory
755,orientation,4,L2/3,0.54096913,excitatory
756,direction,10,L2/3,0.56512296,excitatory
757,direction,3,L2/3,0.46141583,excitatory
758,orientation,10,L2/3,0.6413662,excitatory
759,orientation,15,L2/3,0.7955383,excitatory
760,orientation,0,L2/3,0.759735,excitatory
761,orientation,15,L2/3,0.86893487,excitatory
762,direction,6,L2/3,0.5526501,excitatory
763,orientation,2,L2/3,0.79582906,excitatory
764,orientation,15,L2/3,0.5307738,excitatory
765,orientation,8,L2/3,0.71417916,excitatory
766,orientation,2,L2/3,0.65898466,excitatory
767,direction,7,L2/3,0.45365623,excitatory
768,orientation,12,L2/3,0.18469249,excitatory
769,orientation,9,L2/3,0.42797998,excitatory
770,orientation,0,L2/3,0.47757527,excitatory
771,orientation,15,L2/3,0.6477232,excitatory
772,orientation,2,L2/3,0.48547843,excitatory
773,orientation,14,L2/3,0.6397145,excitatory
774,orientation,15,L2/3,0.8904866,excitatory
775,direction,11,L2/3,0.34704614,excitatory
776,orientation,8,L2/3,0.6649835,excitatory
777,orientation,0,L2/3,0.44793633,excitatory
778,orientation,12,L2/3,0.8867811,excitatory
779,orientation,4,L2/3,0.9223885,excitatory
780,orientation,0,L2/3,0.8367853,excitatory
781,orientation,8,L2/3,0.5030257,excitatory
782,orientation,7,L2/3,0.69092965,excitatory
783,direction,3,L2/3,0.84442383,excitatory
784,orientation,1,L2/3,0.34756726,excitatory
785,orientation,0,L2/3,0.6637251,excitatory
786,orientation,12,L4,0.7704765,excitatory
787,orientation,15,L4,0.6039319,excitatory
788,orientation,0,L4,0.38160783,excitatory
789,orientation,12,L4,0.80398834,excitatory
790,orientation,14,L4,0.7128012,excitatory
791,orientation,7,L2/3,0.45749322,excitatory
792,orientation,3,L2/3,0.34765738,excitatory
793,orientation,12,L2/3,0.43903935,excitatory
794,orientation,11,L4,0.7536717,excitatory
795,orientation,7,L2/3,0.5496231,excitatory
796,orientation,0,L4,0.8932679,excitatory
797,orientation,12,L2/3,0.7521129,excitatory
798,direction,9,L2/3,0.45573297,excitatory
799,direction,0,L2/3,0.5567456,excitatory
800,orientation,0,L2/3,0.6813211,excitatory
801,orientation,3,L2/3,0.6239917,excitatory
802,orientation,0,L2/3,0.49512517,excitatory
803,orientation,7,L2/3,0.5562774,excitatory
804,orientation,7,L2/3,0.70270735,excitatory
805,orientation,10,L4,0.56574494,excitatory
806,orientation,7,L4,0.5009976,excitatory
807,orientation,12,L2/3,0.77065283,excitatory
808,orientation,14,L2/3,0.44672433,excitatory
809,orientation,9,L2/3,0.6165158,excitatory
810,direction,8,L2/3,0.6976232,excitatory
811,orientation,15,L2/3,0.03233596,excitatory
812,direction,8,L2/3,0.5643723,excitatory
813,orientation,7,L2/3,0.45088434,excitatory
814,orientation,2,L4,0.7554204,excitatory
815,orientation,6,L2/3,0.79088074,excitatory
816,orientation,7,L2/3,0.5992284,excitatory
817,orientation,8,L4,0.83252615,excitatory
818,orientation,9,L4,0.54905427,excitatory
819,orientation,10,L2/3,0.5080429,excitatory
820,orientation,7,L2/3,0.47503763,excitatory
821,orientation,7,L2/3,0.59703815,excitatory
822,orientation,15,L2/3,0.59646636,excitatory
823,orientation,0,L2/3,0.5478818,excitatory
824,orientation,0,L2/3,0.53509593,excitatory
825,orientation,12,L2/3,0.3504718,excitatory
826,orientation,4,L2/3,0.66422594,excitatory
827,orientation,15,L2/3,0.8320351,excitatory
828,orientation,2,L2/3,0.36532676,excitatory
829,orientation,12,L2/3,0.8271034,excitatory
830,orientation,9,L2/3,0.9794671,excitatory
831,direction,7,L2/3,0.6582912,excitatory
832,orientation,1,L2/3,0.44529584,excitatory
833,orientation,0,L2/3,0.88332456,excitatory
834,orientation,0,L2/3,0.34007,excitatory
835,orientation,0,L2/3,0.6851405,excitatory
836,orientation,9,L2/3,0.67935383,excitatory
837,orientation,0,L4,0.40122262,excitatory
838,orientation,0,L2/3,0.7051243,excitatory
839,orientation,0,L2/3,0.7063386,excitatory
840,direction,9,L2/3,0.7817707,excitatory
841,direction,12,L2/3,0.65773004,excitatory
842,orientation,14,L4,0.3704408,excitatory
843,orientation,13,L2/3,0.43554282,excitatory
844,direction,15,L2/3,0.57757354,excitatory
845,orientation,4,L2/3,0.41115993,excitatory
846,orientation,8,L2/3,0.47999042,excitatory
847,orientation,7,L2/3,0.7491004,excitatory
848,orientation,8,L2/3,0.4341667,excitatory
849,orientation,4,L2/3,0.45565724,excitatory
850,direction,12,L2/3,0.56733364,excitatory
851,direction,0,L2/3,0.39879978,excitatory
852,orientation,9,L2/3,0.82968986,excitatory
853,direction,7,L2/3,0.39466658,excitatory
854,orientation,10,L2/3,0.628228,excitatory
855,orientation,7,L4,0.93017,excitatory
856,orientation,7,L4,0.8505428,excitatory
857,orientation,7,L2/3,0.5767893,excitatory
858,orientation,8,L2/3,0.52648634,excitatory
859,direction,8,L2/3,0.406896,excitatory
860,orientation,7,L4,0.73537934,excitatory
861,orientation,0,L2/3,0.66041404,excitatory
862,orientation,7,L2/3,0.36438277,excitatory
863,orientation,1,L2/3,0.52832615,excitatory
864,orientation,7,L2/3,0.6318835,excitatory
865,direction,5,L2/3,0.4270172,excitatory
866,orientation,0,L2/3,0.5451951,excitatory
867,orientation,9,L2/3,0.5195032,excitatory
868,orientation,6,L2/3,0.6897426,excitatory
869,orientation,14,L4,0.88938946,excitatory
870,direction,4,L4,0.53820395,excitatory
871,orientation,3,L4,0.69089407,excitatory
872,orientation,11,L4,0.6696234,excitatory
873,orientation,14,L4,0.7256823,excitatory
874,orientation,12,L2/3,0.8272796,excitatory
875,direction,3,L2/3,0.6119996,excitatory
876,direction,8,L2/3,0.51557237,excitatory
877,orientation,12,L2/3,0.7622031,excitatory
878,direction,1,L2/3,0.59165096,excitatory
879,orientation,3,L2/3,0.82098913,excitatory
880,orientation,0,L2/3,0.49336886,excitatory
881,orientation,0,L4,0.7628054,excitatory
882,orientation,4,L4,0.8318193,excitatory
883,orientation,13,L4,0.75201356,excitatory
884,orientation,12,L2/3,0.68964463,excitatory
885,direction,15,L2/3,0.68996453,excitatory
886,orientation,12,L2/3,0.36425087,excitatory
887,orientation,11,L2/3,0.74713004,excitatory
888,orientation,9,L2/3,0.519431,excitatory
889,orientation,8,L2/3,0.79449064,excitatory
890,orientation,12,L4,0.8426618,excitatory
891,orientation,0,L4,0.600717,excitatory
892,orientation,0,L4,0.6267687,excitatory
893,direction,4,L2/3,0.6065605,excitatory
894,direction,8,L2/3,0.5714743,excitatory
895,orientation,4,L2/3,0.485019,excitatory
896,orientation,9,L2/3,0.7962852,excitatory
897,orientation,14,L2/3,0.7426814,excitatory
898,orientation,3,L4,0.7003877,excitatory
899,direction,0,L2/3,0.1902263,excitatory
900,orientation,12,L2/3,0.9080993,excitatory
901,direction,8,L4,0.7516295,excitatory
902,orientation,12,L4,0.873582,excitatory
903,orientation,4,L2/3,0.77779037,excitatory
904,direction,0,L2/3,0.33174017,excitatory
905,orientation,10,L4,0.66423154,excitatory
906,orientation,8,L4,0.7386286,excitatory
907,orientation,0,L4,0.70949733,excitatory
908,orientation,13,L4,0.85359925,excitatory
909,direction,8,L2/3,0.55063695,excitatory
910,direction,9,L2/3,0.4418036,excitatory
911,orientation,8,L2/3,0.9119967,excitatory
912,orientation,6,L2/3,0.5561047,excitatory
913,orientation,2,L2/3,0.41255945,excitatory
914,orientation,5,L2/3,0.78744024,excitatory
915,orientation,7,L2/3,0.37791944,excitatory
916,orientation,7,L2/3,0.7448558,excitatory
917,orientation,8,L2/3,0.7088591,excitatory
918,orientation,0,L2/3,0.67190856,excitatory
919,orientation,12,L2/3,0.8670165,excitatory
920,orientation,11,L2/3,0.4360514,excitatory
921,direction,13,L4,0.5665642,excitatory
922,orientation,2,L4,0.876378,excitatory
923,orientation,0,L4,0.50564766,excitatory
924,direction,2,L4,0.3971841,excitatory
925,orientation,5,L4,0.42059842,excitatory
926,orientation,0,L2/3,0.840537,excitatory
927,direction,5,L2/3,0.50769985,excitatory
928,orientation,0,L2/3,0.53340685,excitatory
929,orientation,0,L2/3,0.63281643,excitatory
930,orientation,10,L2/3,0.23484048,excitatory
931,orientation,9,L2/3,0.4660065,excitatory
932,orientation,1,L2/3,0.3070847,excitatory
933,direction,0,L2/3,0.44844973,excitatory
934,orientation,0,L4,0.5506556,excitatory
935,orientation,13,L2/3,0.20418918,excitatory
936,orientation,9,L2/3,0.71413773,excitatory
937,orientation,15,L2/3,0.54936296,excitatory
938,orientation,0,L2/3,0.80729026,excitatory
939,orientation,7,L2/3,0.50631946,excitatory
940,orientation,0,L2/3,0.42977092,excitatory
941,orientation,8,L2/3,0.36787084,excitatory
942,orientation,5,L2/3,0.36191633,excitatory
943,orientation,7,L2/3,0.6878799,excitatory
944,orientation,14,L2/3,0.6706917,excitatory
945,orientation,11,L2/3,0.5302794,excitatory
946,orientation,4,L2/3,0.5516138,excitatory
947,orientation,1,L2/3,0.58812976,excitatory
948,orientation,9,L4,0.3937141,excitatory
949,orientation,3,L4,0.696902,excitatory
950,orientation,6,L4,0.93512523,excitatory
951,orientation,11,L4,0.53372526,excitatory
952,orientation,7,L4,0.38037884,excitatory
953,orientation,12,L4,0.686696,excitatory
954,orientation,15,L4,0.64092165,excitatory
955,orientation,14,L4,0.77006316,excitatory
956,orientation,4,L4,0.536797,excitatory
957,orientation,9,L4,0.44203252,excitatory
958,orientation,14,L2/3,0.9853381,excitatory
959,orientation,15,L4,0.842339,excitatory
960,orientation,10,L2/3,0.8709256,excitatory
961,orientation,9,L4,0.5779252,excitatory
962,direction,7,L4,0.59394246,excitatory
963,orientation,7,L4,0.6141743,excitatory
964,orientation,3,L2/3,0.91669744,excitatory
965,orientation,7,L2/3,0.8910158,excitatory
966,orientation,1,L2/3,0.41861933,excitatory
967,orientation,4,L2/3,0.7483225,excitatory
968,orientation,12,L2/3,0.61678755,excitatory
969,direction,7,L2/3,0.4298079,excitatory
970,orientation,15,L2/3,0.6323027,excitatory
971,orientation,1,L2/3,0.6699466,excitatory
972,orientation,9,L2/3,0.44687244,excitatory
973,orientation,10,L2/3,0.39624146,excitatory
974,orientation,7,L2/3,0.666878,excitatory
975,orientation,8,L2/3,0.21980639,excitatory
976,orientation,14,L2/3,0.4573522,excitatory
977,orientation,3,L2/3,0.899904,excitatory
978,direction,2,L4,0.34327838,excitatory
979,orientation,6,L4,0.32778448,excitatory
980,direction,5,L4,0.49035373,excitatory
981,orientation,6,L4,0.48993137,excitatory
982,orientation,3,L4,0.13072547,excitatory
983,orientation,5,L2/3,0.72643715,excitatory
984,orientation,11,L2/3,0.41549066,excitatory
985,direction,7,L2/3,0.40608364,excitatory
986,orientation,0,L2/3,0.27451128,excitatory
987,orientation,10,L2/3,0.4780831,excitatory
988,orientation,0,L2/3,0.32916668,excitatory
989,direction,1,L2/3,0.44547546,excitatory
990,orientation,9,L2/3,0.7103432,excitatory
991,orientation,9,L2/3,0.54230654,excitatory
992,orientation,14,L2/3,0.41812274,excitatory
993,orientation,15,L4,0.49465117,excitatory
994,orientation,4,L4,0.4735027,excitatory
995,orientation,3,L4,0.64906335,excitatory
996,orientation,15,L4,0.8705825,excitatory
997,orientation,13,L4,0.5231961,excitatory
998,orientation,7,L4,0.5458162,excitatory
999,orientation,12,L2/3,0.7260946,excitatory
1000,orientation,0,L2/3,0.6912108,excitatory
1001,orientation,7,L4,0.6527042,excitatory
1002,orientation,4,L2/3,0.75560826,excitatory
1003,orientation,9,L2/3,0.40169948,excitatory
1004,orientation,6,L2/3,0.5070929,excitatory
1005,orientation,10,L4,0.72825646,excitatory
1006,orientation,1,L4,0.7777347,excitatory
1007,orientation,2,L4,0.25394318,excitatory
1008,orientation,13,L4,0.33149183,excitatory
1009,orientation,9,L2/3,0.24148087,excitatory
1010,direction,8,L2/3,0.35665676,excitatory
1011,orientation,8,L2/3,0.48124492,excitatory
1012,direction,15,L2/3,0.48235974,excitatory
1013,orientation,15,L2/3,0.7178786,excitatory
1014,orientation,1,L2/3,0.7861348,excitatory
1015,orientation,14,L2/3,0.4024784,excitatory
1016,orientation,5,L4,0.6126491,excitatory
1017,orientation,10,L4,0.43343058,excitatory
1018,orientation,10,L4,0.56402606,excitatory
1019,orientation,6,L2/3,0.9094813,excitatory
1020,orientation,11,L2/3,0.78650695,excitatory
1021,orientation,15,L2/3,0.7722028,excitatory
1022,orientation,14,L2/3,0.28717655,excitatory
1023,direction,13,L2/3,0.33978078,excitatory
1024,orientation,4,L2/3,0.8176815,excitatory
1025,orientation,3,L2/3,0.7258227,excitatory
1026,orientation,9,L2/3,0.6409548,excitatory
1027,orientation,6,L2/3,0.64584213,excitatory
1028,orientation,15,L2/3,0.8783837,excitatory
1029,orientation,0,L2/3,0.4490467,excitatory
1030,orientation,1,L2/3,0.37577215,excitatory
1031,orientation,3,L2/3,0.59286827,excitatory
1032,orientation,13,L2/3,0.48745495,excitatory
1033,orientation,10,L2/3,0.7101043,excitatory
1034,direction,8,L2/3,0.45003504,excitatory
1035,orientation,9,L2/3,0.32654104,excitatory
1036,orientation,7,L2/3,0.69567776,excitatory
1037,orientation,13,L2/3,0.6527803,excitatory
1038,orientation,13,L4,0.6277595,excitatory
1039,orientation,7,L4,0.54880375,excitatory
1040,orientation,5,L2/3,0.7453585,excitatory
1041,direction,4,L2/3,0.48516324,excitatory
1042,orientation,1,L2/3,0.46933877,excitatory
1043,orientation,14,L4,0.7729049,excitatory
1044,orientation,0,L2/3,0.39045447,excitatory
1045,orientation,7,L2/3,0.8277793,excitatory
1046,orientation,8,L4,0.7387689,excitatory
1047,orientation,0,L4,0.48298296,excitatory
1048,orientation,6,L2/3,0.40860653,excitatory
1049,orientation,0,L2/3,0.6734407,excitatory
1050,orientation,12,L4,0.4600311,excitatory
1051,direction,7,L2/3,0.92176706,excitatory
1052,orientation,7,L2/3,0.5978866,excitatory
1053,direction,9,L2/3,0.76118183,excitatory
1054,orientation,0,L2/3,0.74708384,excitatory
1055,orientation,1,L2/3,0.87759453,excitatory
1056,orientation,1,L2/3,0.535934,excitatory
1057,direction,2,L2/3,0.19198759,excitatory
1058,direction,12,L2/3,0.48751622,excitatory
1059,orientation,8,L2/3,0.656555,excitatory
1060,orientation,0,L2/3,0.807428,excitatory
1061,orientation,1,L2/3,0.7318648,excitatory
1062,direction,4,L2/3,0.8367881,excitatory
1063,direction,8,L2/3,0.6048068,excitatory
1064,orientation,15,L2/3,0.53325826,excitatory
1065,orientation,1,L2/3,0.543346,excitatory
1066,orientation,8,L2/3,0.39430207,excitatory
1067,direction,7,L2/3,0.5264693,excitatory
1068,orientation,8,L2/3,0.6948312,excitatory
1069,orientation,0,L2/3,0.5638554,excitatory
1070,orientation,8,L2/3,0.7508382,excitatory
1071,orientation,7,L2/3,0.7406987,excitatory
1072,direction,8,L2/3,0.737696,excitatory
1073,direction,1,L2/3,0.5407373,excitatory
1074,direction,11,L2/3,0.48402107,excitatory
1075,orientation,12,L4,0.37451836,excitatory
1076,orientation,12,L4,0.5219102,excitatory
1077,direction,15,L2/3,0.44237915,excitatory
1078,orientation,5,L2/3,0.5478518,excitatory
1079,orientation,9,L2/3,0.910498,excitatory
1080,orientation,10,L2/3,0.8207732,excitatory
1081,orientation,0,L2/3,0.5458551,excitatory
1082,orientation,11,L2/3,0.783076,excitatory
1083,orientation,4,L2/3,0.38490146,excitatory
1084,direction,8,L2/3,0.74215543,excitatory
1085,orientation,11,L2/3,0.6862936,excitatory
1086,orientation,0,L2/3,0.7328414,excitatory
1087,orientation,0,L2/3,0.36893767,excitatory
1088,orientation,0,L2/3,0.32696548,excitatory
1089,orientation,4,L4,0.9186942,excitatory
1090,orientation,9,L2/3,0.82800066,excitatory
1091,orientation,3,L2/3,0.70499164,excitatory
1092,direction,9,L2/3,0.33995932,excitatory
1093,orientation,2,L2/3,0.54587144,excitatory
1094,orientation,4,L2/3,0.6211657,excitatory
1095,orientation,13,L2/3,0.6551399,excitatory
1096,orientation,12,L2/3,0.4193807,excitatory
1097,orientation,2,L2/3,0.8866221,excitatory
1098,orientation,10,L2/3,0.5219271,excitatory
1099,direction,15,L2/3,0.57252234,excitatory
1100,orientation,15,L2/3,0.43084043,excitatory
1101,orientation,11,L2/3,0.51510227,excitatory
1102,orientation,10,L2/3,0.66410714,excitatory
1103,orientation,8,L2/3,0.6260069,excitatory
1104,orientation,4,L2/3,0.67182946,excitatory
1105,orientation,3,L2/3,0.829945,excitatory
1106,direction,0,L2/3,0.47563064,excitatory
1107,orientation,7,L2/3,0.8272961,excitatory
1108,orientation,12,L2/3,0.5947659,excitatory
1109,direction,8,L2/3,0.5715209,excitatory
1110,orientation,0,L2/3,0.48940036,excitatory
1111,orientation,0,L2/3,0.5731548,excitatory
1112,orientation,8,L2/3,0.50716406,excitatory
1113,direction,8,L2/3,0.37605804,excitatory
1114,orientation,4,L2/3,0.49916857,excitatory
1115,orientation,0,L2/3,0.9225193,excitatory
1116,orientation,9,L2/3,0.9561421,excitatory
1117,orientation,3,L2/3,0.89689666,excitatory
1118,orientation,5,L2/3,0.17457977,excitatory
1119,orientation,7,L2/3,0.8226708,excitatory
1120,direction,15,L2/3,0.6269436,excitatory
1121,direction,2,L2/3,0.4222572,excitatory
1122,orientation,0,L2/3,0.7415117,excitatory
1123,orientation,8,L2/3,0.6348026,excitatory
1124,orientation,0,L2/3,0.61339575,excitatory
1125,orientation,12,L2/3,0.98268,excitatory
1126,orientation,12,L2/3,0.81919223,excitatory
1127,direction,2,L2/3,0.49036798,excitatory
1128,orientation,8,L2/3,0.7858927,excitatory
1129,orientation,5,L4,0.8822211,excitatory
1130,orientation,8,L2/3,0.6618103,excitatory
1131,orientation,15,L2/3,0.8405447,excitatory
1132,orientation,8,L2/3,0.7529413,excitatory
1133,orientation,12,L2/3,0.69295895,excitatory
1134,orientation,12,L2/3,0.9214993,excitatory
1135,direction,7,L2/3,0.3770747,excitatory
1136,orientation,11,L2/3,0.8087557,excitatory
1137,direction,1,L2/3,0.65240437,excitatory
1138,orientation,12,L2/3,0.8483946,excitatory
1139,orientation,10,L2/3,0.50842774,excitatory
1140,orientation,12,L2/3,0.4877372,excitatory
1141,orientation,12,L2/3,0.6514346,excitatory
1142,direction,11,L2/3,0.79101473,excitatory
1143,orientation,8,L2/3,0.49859875,excitatory
1144,orientation,6,L2/3,0.6155955,excitatory
1145,orientation,12,L2/3,0.70734274,excitatory
1146,direction,8,L2/3,0.750074,excitatory
1147,direction,5,L2/3,0.8224571,excitatory
1148,orientation,8,L4,0.20327762,excitatory
1149,orientation,0,L2/3,0.6365186,excitatory
1150,orientation,12,L4,0.49317113,excitatory
1151,orientation,3,L2/3,0.56358486,excitatory
1152,orientation,4,L2/3,0.5717911,excitatory
1153,orientation,10,L2/3,0.66607404,excitatory
1154,direction,9,L2/3,0.7138077,excitatory
1155,orientation,7,L2/3,0.5207901,excitatory
1156,orientation,0,L2/3,0.89359593,excitatory
1157,orientation,7,L2/3,0.38018644,excitatory
1158,orientation,12,L2/3,0.31936005,excitatory
1159,orientation,15,L2/3,0.4111099,excitatory
1160,orientation,15,L2/3,0.72158456,excitatory
1161,direction,12,L2/3,0.30336353,excitatory
1162,orientation,6,L2/3,0.7432246,excitatory
1163,orientation,1,L2/3,0.656984,excitatory
1164,orientation,1,L2/3,0.40652168,excitatory
1165,orientation,0,L2/3,0.43252134,excitatory
1166,orientation,10,L4,0.7049724,excitatory
1167,orientation,7,L2/3,0.6277631,excitatory
1168,direction,10,L2/3,0.30654106,excitatory
1169,orientation,4,L2/3,0.92628676,excitatory
1170,orientation,4,L2/3,0.7685836,excitatory
1171,orientation,8,L2/3,0.26364428,excitatory
1172,orientation,0,L2/3,0.64791656,excitatory
1173,orientation,0,L2/3,0.5344932,excitatory
1174,orientation,8,L2/3,0.64867,excitatory
1175,orientation,15,L2/3,0.51811725,excitatory
1176,orientation,2,L4,0.32502592,excitatory
1177,orientation,14,L4,0.54211235,excitatory
1178,orientation,4,L4,0.6500495,excitatory
1179,direction,6,L4,0.6029934,excitatory
1180,orientation,11,L4,0.4393606,excitatory
1181,orientation,14,L4,0.8648308,excitatory
1182,direction,8,L2/3,0.26195726,excitatory
1183,orientation,10,L2/3,0.74536794,excitatory
1184,orientation,12,L2/3,0.44146463,excitatory
1185,orientation,0,L2/3,0.8605233,excitatory
1186,orientation,12,L2/3,0.6034943,excitatory
1187,direction,11,L2/3,0.5925561,excitatory
1188,orientation,13,L2/3,0.42079535,excitatory
1189,orientation,5,L2/3,0.3444463,excitatory
1190,orientation,15,L2/3,0.48573792,excitatory
1191,orientation,15,L2/3,0.62163764,excitatory
1192,orientation,6,L2/3,0.37529606,excitatory
1193,orientation,10,L2/3,0.60624665,excitatory
1194,orientation,9,L4,0.42629954,excitatory
1195,orientation,0,L4,0.6690887,excitatory
1196,direction,4,L4,0.47493693,excitatory
1197,orientation,11,L2/3,0.79216427,excitatory
1198,orientation,7,L2/3,0.9474881,excitatory
1199,orientation,12,L2/3,0.63239866,excitatory
1200,direction,8,L2/3,0.57211465,excitatory
1201,orientation,5,L2/3,0.9399806,excitatory
1202,orientation,6,L2/3,0.8558143,excitatory
