id,tuning_type,pref_ori,layer,osi,cell_type
1203,orientation,2,L2/3,0.37817374,excitatory
1204,orientation,5,L4,0.6188098,excitatory
1205,orientation,13,L4,0.5206234,excitatory
1206,orientation,11,L2/3,0.5444522,excitatory
1207,orientation,12,L4,0.7231751,excitatory
1208,direction,1,L4,0.65679336,excitatory
1209,orientation,7,L4,0.35727817,excitatory
1210,direction,8,L4,0.6704964,excitatory
1211,orientation,14,L4,0.6156399,excitatory
1212,orientation,12,L4,0.7527582,excitatory
1213,orientation,0,L4,0.66024995,excitatory
1214,orientation,15,L2/3,0.8084083,excitatory
1215,orientation,11,L2/3,0.54352844,excitatory
1216,orientation,2,L2/3,0.5906056,excitatory
1217,orientation,10,L2/3,0.75209385,excitatory
1218,orientation,15,L2/3,0.7707865,excitatory
1219,orientation,12,L4,0.7199098,excitatory
1220,orientation,15,L4,0.5715838,excitatory
1221,orientation,8,L2/3,0.77486855,excitatory
1222,orientation,9,L2/3,0.5620689,excitatory
1223,orientation,10,L4,0.6909443,excitatory
1224,orientation,7,L4,0.9048427,excitatory
1225,orientation,9,L4,0.33746013,excitatory
1226,orientation,2,L4,0.5381986,excitatory
1227,orientation,10,L4,0.42443025,excitatory
1228,orientation,6,L4,0.21751688,excitatory
1229,orientation,8,L2/3,0.957382,excitatory
1230,orientation,4,L2/3,0.87311065,excitatory
1231,orientation,3,L2/3,0.7069322,excitatory
1232,orientation,6,L4,0.6397061,excitatory
1233,direction,15,L4,0.4390268,excitatory
1234,orientation,0,L4,0.8657794,excitatory
1235,orientation,1,L4,0.6801313,excitatory
1236,orientation,0,L2/3,0.7555838,excitatory
1237,orientation,7,L4,0.52780247,excitatory
1238,direction,14,L2/3,0.62549347,excitatory
1239,orientation,6,L2/3,0.8899445,excitatory
1240,orientation,8,L4,0.32038417,excitatory
1241,orientation,1,L2/3,0.34427932,excitatory
1242,orientation,15,L2/3,0.8291905,excitatory
1243,orientation,6,L2/3,0.9261516,excitatory
1244,direction,12,L2/3,0.66393226,excitatory
1245,orientation,8,L2/3,0.3227686,excitatory
1246,orientation,8,L2/3,0.82038903,excitatory
1247,orientation,10,L4,0.5781075,excitatory
1248,orientation,8,L4,0.5007714,excitatory
1249,direction,13,L2/3,0.5682333,excitatory
1250,direction,8,L2/3,0.82432854,excitatory
1251,direction,12,L2/3,0.6087629,excitatory
1252,orientation,3,L4,0.7873008,excitatory
1253,orientation,8,L2/3,0.7615599,excitatory
1254,direction,3,L2/3,0.42990124,excitatory
1255,direction,4,L2/3,0.58120024,excitatory
1256,orientation,7,L2/3,0.82936776,excitatory
1257,orientation,11,L4,0.74529415,excitatory
1258,orientation,13,L2/3,0.8340625,excitatory
1259,orientation,6,L2/3,0.8365287,excitatory
1260,orientation,8,L2/3,0.6476887,excitatory
1261,orientation,4,L2/3,0.5931253,excitatory
1262,orientation,4,L2/3,0.7022267,excitatory
1263,orientation,6,L2/3,0.7219992,excitatory
1264,orientation,12,L2/3,0.76203,excitatory
1265,direction,13,L2/3,0.6332485,excitatory
1266,orientation,9,L2/3,0.6086328,excitatory
1267,orientation,12,L4,0.6701528,excitatory
1268,direction,5,L2/3,0.47553915,excitatory
1269,orientation,7,L2/3,0.5479658,excitatory
1270,orientation,7,L2/3,0.457915,excitatory
1271,orientation,9,L4,0.36535376,excitatory
1272,orientation,8,L2/3,0.49498188,excitatory
1273,orientation,2,L2/3,0.37666556,excitatory
1274,orientation,0,L2/3,0.974823,excitatory
1275,orientation,12,L2/3,0.5085082,excitatory
1276,orientation,6,L2/3,0.7908376,excitatory
1277,orientation,10,L2/3,0.5266232,excitatory
1278,orientation,2,L2/3,0.5112295,excitatory
1279,orientation,7,L2/3,0.682965,excitatory
1280,orientation,10,L2/3,0.67610765,excitatory
1281,orientation,12,L2/3,0.44472116,excitatory
1282,orientation,6,L2/3,0.33184212,excitatory
1283,orientation,4,L2/3,0.9490022,excitatory
1284,orientation,0,L2/3,0.93358594,excitatory
1285,orientation,3,L2/3,0.520761,excitatory
1286,orientation,7,L2/3,0.85364556,excitatory
1287,orientation,5,L2/3,0.44045636,excitatory
1288,orientation,4,L2/3,0.7423899,excitatory
1289,orientation,2,L2/3,0.55955225,excitatory
1290,direction,5,L2/3,0.8521592,excitatory
1291,direction,12,L2/3,0.4964824,excitatory
1292,orientation,10,L2/3,0.45419514,excitatory
1293,direction,3,L2/3,0.67922413,excitatory
1294,orientation,5,L2/3,0.6546287,excitatory
1295,orientation,10,L2/3,0.6884068,excitatory
1296,direction,7,L2/3,0.42345116,excitatory
1297,orientation,11,L2/3,0.5502505,excitatory
1298,orientation,15,L2/3,0.777789,excitatory
1299,orientation,15,L2/3,0.41124684,excitatory
1300,orientation,8,L2/3,0.3919298,excitatory
1301,orientation,13,L2/3,0.75481784,excitatory
1302,orientation,11,L2/3,0.7411866,excitatory
1303,orientation,12,L2/3,0.31166583,excitatory
1304,orientation,13,L2/3,0.44373238,excitatory
1305,orientation,10,L2/3,0.6764808,excitatory
1306,orientation,7,L2/3,0.9240262,excitatory
1307,orientation,9,L2/3,0.6926128,excitatory
1308,orientation,2,L2/3,0.49042442,excitatory
1309,orientation,9,L2/3,0.926368,excitatory
1310,orientation,11,L2/3,0.4894897,excitatory
1311,orientation,6,L2/3,0.8044738,excitatory
1312,orientation,5,L2/3,0.6643659,excitatory
1313,orientation,15,L2/3,0.6008332,excitatory
1314,orientation,2,L2/3,0.69734555,excitatory
1315,direction,8,L2/3,0.2943283,excitatory
1316,orientation,11,L2/3,0.8769122,excitatory
1317,orientation,6,L2/3,0.6606242,excitatory
1318,orientation,15,L2/3,0.73400676,excitatory
1319,orientation,7,L2/3,0.5758833,excitatory
1320,orientation,15,L2/3,0.7564397,excitatory
1321,orientation,0,L4,0.41749695,excitatory
1322,orientation,7,L2/3,0.6459967,excitatory
1323,orientation,4,L2/3,0.68857384,excitatory
1324,orientation,8,L4,0.33811706,excitatory
1325,orientation,13,L2/3,0.53673714,excitatory
1326,orientation,8,L2/3,0.3695847,excitatory
1327,direction,1,L2/3,0.8565222,excitatory
1328,orientation,4,L2/3,0.75989896,excitatory
1329,orientation,6,L2/3,0.8597002,excitatory
1330,orientation,7,L2/3,0.27732277,excitatory
1331,orientation,3,L2/3,0.76047933,excitatory
1332,orientation,7,L2/3,0.81051576,excitatory
1333,orientation,1,L2/3,0.44071826,excitatory
1334,orientation,1,L2/3,0.54665023,excitatory
1335,orientation,12,L4,0.6262698,excitatory
1336,direction,9,L2/3,0.42027315,excitatory
1337,orientation,2,L2/3,0.6452759,excitatory
1338,orientation,15,L4,0.79756546,excitatory
1339,orientation,9,L2/3,0.5052891,excitatory
1340,orientation,2,L2/3,0.79071957,excitatory
1341,orientation,8,L2/3,0.6863016,excitatory
1342,orientation,1,L2/3,0.7320782,excitatory
1343,orientation,9,L2/3,0.64676535,excitatory
1344,orientation,8,L2/3,0.7065522,excitatory
1345,orientation,8,L2/3,0.8089651,excitatory
1346,direction,5,L2/3,0.5388093,excitatory
1347,orientation,8,L2/3,0.5551194,excitatory
1348,orientation,3,L2/3,0.63515735,excitatory
1349,orientation,5,L2/3,0.9405227,excitatory
1350,orientation,4,L2/3,0.4168977,excitatory
1351,orientation,8,L2/3,0.8987661,excitatory
1352,orientation,13,L2/3,0.9839083,excitatory
1353,orientation,14,L2/3,0.5128957,excitatory
1354,direction,8,L2/3,0.57120186,excitatory
1355,orientation,12,L2/3,0.449947,excitatory
1356,direction,9,L2/3,0.27230403,excitatory
1357,orientation,1,L2/3,0.44757658,excitatory
1358,orientation,15,L2/3,0.6557704,excitatory
1359,orientation,5,L2/3,0.5225261,excitatory
1360,orientation,12,L2/3,0.6165442,excitatory
1361,orientation,13,L2/3,0.3203018,excitatory
1362,direction,11,L2/3,0.5188998,excitatory
1363,direction,3,L2/3,0.1254462,excitatory
1364,direction,6,L2/3,0.5032584,excitatory
1365,orientation,7,L2/3,0.637845,excitatory
1366,orientation,13,L2/3,0.51065344,excitatory
1367,orientation,12,L2/3,0.82797754,excitatory
1368,orientation,4,L2/3,0.64631176,excitatory
1369,orientation,13,L2/3,0.51217836,excitatory
1370,direction,2,L2/3,0.8814004,excitatory
1371,orientation,10,L2/3,0.39614737,excitatory
1372,orientation,12,L2/3,0.88716716,excitatory
1373,orientation,1,L2/3,0.31367293,excitatory
1374,orientation,4,L2/3,0.36706737,excitatory
1375,orientation,10,L2/3,0.64582825,excitatory
1376,direction,5,L2/3,0.30840367,excitatory
1377,orientation,7,L2/3,0.31450167,excitatory
1378,orientation,12,L2/3,0.8519287,excitatory
1379,orientation,10,L2/3,0.57231456,excitatory
1380,orientation,15,L2/3,0.36102992,excitatory
1381,direction,8,L2/3,0.2789814,excitatory
1382,orientation,12,L2/3,0.6554531,excitatory
1383,orientation,4,L2/3,0.7560998,excitatory
1384,orientation,12,L2/3,0.6299733,excitatory
1385,orientation,10,L4,0.56884235,excitatory
1386,orientation,6,L4,0.47390857,excitatory
1387,orientation,10,L4,0.44318306,excitatory
1388,orientation,14,L4,0.45679772,excitatory
1389,orientation,12,L4,0.50412923,excitatory
1390,orientation,13,L4,0.38405964,excitatory
1391,orientation,10,L2/3,0.47541204,excitatory
1392,orientation,3,L2/3,0.6259441,excitatory
1393,orientation,1,L2/3,0.5572166,excitatory
1394,orientation,12,L4,0.69767714,excitatory
1395,orientation,13,L4,0.3921288,excitatory
1396,orientation,10,L2/3,0.6250584,excitatory
1397,orientation,4,L2/3,0.12194694,excitatory
1398,orientation,12,L2/3,0.7791128,excitatory
1399,direction,8,L2/3,0.27485323,excitatory
1400,orientation,6,L4,0.61223954,excitatory
1401,orientation,6,L4,0.3117831,excitatory
1402,direction,12,L4,0.26103985,excitatory
1403,orientation,15,L4,0.858643,excitatory
1404,direction,8,L2/3,0.6275091,excitatory
1405,direction,12,L2/3,0.49709934,excitatory
1406,orientation,10,L2/3,0.8935966,excitatory
1407,orientation,4,L2/3,0.6799852,excitatory
1408,orientation,10,L4,0.703201,excitatory
1409,orientation,0,L2/3,0.7400452,excitatory
1410,orientation,13,L2/3,0.8883078,excitatory
1411,direction,8,L4,0.33004525,excitatory
1412,direction,1,L4,0.27415317,excitatory
1413,orientation,8,L2/3,0.41557223,excitatory
1414,direction,9,L2/3,0.8641017,excitatory
1415,orientation,4,L2/3,0.5393386,excitatory
1416,direction,8,L2/3,0.7322151,excitatory
1417,orientation,13,L2/3,0.326352,excitatory
1418,orientation,14,L2/3,0.66533643,excitatory
1419,orientation,2,L2/3,0.5368171,excitatory
1420,direction,12,L2/3,0.36981234,excitatory
1421,orientation,0,L2/3,0.77349615,excitatory
1422,orientation,10,L2/3,0.9075063,excitatory
1423,orientation,12,L2/3,0.89475733,excitatory
1424,direction,2,L2/3,0.39630106,excitatory
1425,orientation,12,L4,0.8428983,excitatory
1426,orientation,8,L4,0.62008625,excitatory
1427,orientation,4,L4,0.3591935,excitatory
1428,orientation,10,L4,0.31744945,excitatory
1429,orientation,15,L2/3,0.58177066,excitatory
1430,orientation,5,L4,0.74017704,excitatory
1431,direction,14,L2/3,0.49587688,excitatory
1432,direction,10,L2/3,0.7526045,excitatory
1433,direction,10,L2/3,0.22518787,excitatory
1434,direction,10,L4,0.650343,excitatory
1435,direction,3,L2/3,0.57680273,excitatory
1436,orientation,9,L2/3,0.8809464,excitatory
1437,orientation,9,L2/3,0.70495987,excitatory
1438,orientation,1,L2/3,0.6380213,excitatory
1439,direction,12,L2/3,0.3823478,excitatory
1440,orientation,1,L2/3,0.5265476,excitatory
1441,orientation,0,L4,0.7842209,excitatory
1442,orientation,9,L2/3,0.46949896,excitatory
1443,direction,8,L4,0.7361643,excitatory
1444,orientation,8,L4,0.5715675,excitatory
1445,orientation,6,L4,0.6876699,excitatory
1446,orientation,9,L4,0.42891288,excitatory
1447,orientation,15,L4,0.7450841,excitatory
1448,orientation,15,L4,0.51428163,excitatory
1449,orientation,2,L4,0.6653644,excitatory
1450,orientation,7,L4,0.7981737,excitatory
1451,orientation,15,L4,0.5050242,excitatory
1452,orientation,9,L4,0.55067325,excitatory
1453,orientation,10,L4,0.6922374,excitatory
1454,orientation,15,L4,0.68834394,excitatory
1455,orientation,0,L4,0.76018196,excitatory
1456,orientation,2,L4,0.78612643,excitatory
1457,orientation,5,L4,0.5131381,excitatory
1458,orientation,15,L2/3,0.7866423,excitatory
1459,direction,11,L4,0.45526236,excitatory
1460,orientation,0,L4,0.76255715,excitatory
1461,orientation,13,L2/3,0.56613845,excitatory
1462,orientation,15,L2/3,0.4845231,excitatory
1463,direction,11,L2/3,0.42198202,excitatory
1464,orientation,7,L2/3,0.74988997,excitatory
1465,orientation,1,L2/3,0.7545149,excitatory
1466,orientation,9,L2/3,0.6126839,excitatory
1467,orientation,9,L2/3,0.67998695,excitatory
1468,orientation,12,L2/3,0.73637277,excitatory
1469,orientation,9,L2/3,0.84658957,excitatory
1470,orientation,12,L2/3,0.63885194,excitatory
1471,orientation,8,L2/3,0.55146396,excitatory
1472,orientation,4,L2/3,0.53087384,excitatory
1473,orientation,1,L2/3,0.72967064,excitatory
1474,orientation,12,L2/3,0.68321645,excitatory
1475,orientation,8,L4,0.40900886,excitatory
1476,direction,6,L2/3,0.6118714,excitatory
1477,direction,6,L2/3,0.28858337,excitatory
1478,orientation,4,L2/3,0.85429704,excitatory
1479,orientation,2,L2/3,0.94126064,excitatory
1480,orientation,11,L2/3,0.6057531,excitatory
1481,direction,14,L2/3,0.38513088,excitatory
1482,orientation,0,L2/3,0.6587405,excitatory
1483,orientation,0,L2/3,0.56974185,excitatory
1484,orientation,12,L2/3,0.089903235,excitatory
1485,orientation,9,L2/3,0.7798181,excitatory
1486,orientation,8,L2/3,0.65261483,excitatory
1487,orientation,12,L4,0.47090927,excitatory
1488,orientation,7,L4,0.34488013,excitatory
1489,orientation,0,L4,0.7672459,excitatory
1490,orientation,4,L4,0.6014504,excitatory
1491,orientation,7,L2/3,0.6514983,excitatory
1492,orientation,12,L2/3,0.46068534,excitatory
1493,orientation,12,L2/3,0.4533746,excitatory
1494,orientation,4,L2/3,0.4596179,excitatory
1495,orientation,8,L2/3,0.77201235,excitatory
1496,orientation,10,L4,0.6963308,excitatory
1497,orientation,4,L4,0.44580287,excitatory
1498,orientation,6,L4,0.70528734,excitatory
1499,orientation,15,L4,0.25010943,excitatory
1500,direction,8,L2/3,0.6695528,excitatory
1501,direction,8,L2/3,0.52571213,excitatory
1502,direction,0,L4,0.40956354,excitatory
1503,orientation,5,L4,0.31824258,excitatory
1504,orientation,9,L4,0.5917535,excitatory
1505,direction,8,L2/3,0.07770004,excitatory
1506,orientation,12,L2/3,0.68957764,excitatory
1507,orientation,3,L4,0.7321884,excitatory
1508,orientation,11,L4,0.67532104,excitatory
1509,orientation,10,L2/3,0.85897297,excitatory
1510,orientation,15,L2/3,0.77406013,excitatory
1511,orientation,8,L2/3,0.352243,excitatory
1512,direction,12,L2/3,0.48469958,excitatory
1513,orientation,1,L2/3,0.55290556,excitatory
1514,orientation,9,L2/3,0.4033291,excitatory
1515,orientation,3,L2/3,0.6783536,excitatory
1516,orientation,6,L2/3,0.34296227,excitatory
1517,orientation,9,L4,0.734014,excitatory
1518,orientation,0,L2/3,0.7111686,excitatory
1519,orientation,1,L2/3,0.44964322,excitatory
1520,orientation,10,L2/3,0.60948044,excitatory
1521,orientation,9,L2/3,0.6287699,excitatory
1522,orientation,15,L2/3,0.8023998,excitatory
1523,orientation,12,L2/3,0.32279634,excitatory
1524,direction,7,L2/3,0.36311543,excitatory
1525,direction,8,L2/3,0.7718796,excitatory
1526,orientation,0,L2/3,0.7043559,excitatory
1527,orientation,1,L2/3,0.6374656,excitatory
1528,orientation,11,L2/3,0.4122613,excitatory
1529,orientation,1,L2/3,0.71715957,excitatory
1530,orientation,3,L2/3,0.65522784,excitatory
1531,orientation,15,L2/3,0.7037763,excitatory
1532,orientation,14,L4,0.5056165,excitatory
1533,orientation,8,L4,0.52713555,excitatory
1534,orientation,0,L4,0.9220946,excitatory
1535,orientation,14,L4,0.58680266,excitatory
1536,orientation,5,L4,0.67633915,excitatory
1537,orientation,14,L4,0.8176863,excitatory
1538,orientation,8,L4,0.43740308,excitatory
1539,orientation,3,L4,0.7638893,excitatory
1540,orientation,1,L2/3,0.7111867,excitatory
1541,orientation,2,L2/3,0.6166759,excitatory
1542,orientation,9,L4,0.44740045,excitatory
1543,orientation,4,L2/3,0.6518842,excitatory
1544,orientation,7,L4,0.8576596,excitatory
1545,orientation,9,L4,0.28432295,excitatory
1546,orientation,9,L4,0.72095764,excitatory
1547,orientation,13,L2/3,0.52204365,excitatory
1548,orientation,1,L2/3,0.34568217,excitatory
1549,orientation,12,L2/3,0.7186486,excitatory
1550,direction,9,L2/3,0.33365422,excitatory
1551,orientation,12,L2/3,0.32473856,excitatory
1552,orientation,2,L4,0.48487276,excitatory
1553,direction,15,L4,0.45350492,excitatory
1554,orientation,10,L4,0.18511288,excitatory
1555,orientation,8,L2/3,0.82420605,excitatory
1556,direction,6,L4,0.5920169,excitatory
1557,orientation,15,L4,0.49170148,excitatory
1558,orientation,7,L4,0.6903976,excitatory
1559,direction,15,L2/3,0.63636935,excitatory
1560,orientation,9,L2/3,0.75420606,excitatory
1561,orientation,5,L2/3,0.54982513,excitatory
1562,orientation,12,L2/3,0.5000571,excitatory
1563,orientation,3,L2/3,0.5958399,excitatory
1564,orientation,8,L2/3,0.4907603,excitatory
1565,orientation,1,L2/3,0.6212663,excitatory
1566,orientation,10,L2/3,0.69299704,excitatory
1567,orientation,12,L2/3,0.9464974,excitatory
1568,direction,12,L4,0.6688158,excitatory
1569,orientation,2,L2/3,0.7225733,excitatory
1570,orientation,6,L4,0.8116303,excitatory
1571,orientation,5,L4,0.68953764,excitatory
1572,orientation,3,L4,0.8201293,excitatory
1573,direction,8,L2/3,0.4794321,excitatory
1574,orientation,15,L2/3,0.6052839,excitatory
1575,direction,8,L4,0.6169668,excitatory
1576,orientation,10,L4,0.7531926,excitatory
1577,orientation,9,L4,0.5464908,excitatory
1578,direction,11,L4,0.60454315,excitatory
1579,direction,13,L4,0.6944876,excitatory
1580,orientation,1,L4,0.8993488,excitatory
1581,orientation,8,L2/3,0.53550136,excitatory
1582,orientation,8,L2/3,0.5156878,excitatory
1583,orientation,8,L2/3,0.43387944,excitatory
1584,orientation,1,L2/3,0.60023254,excitatory
1585,orientation,10,L2/3,0.7064779,excitatory
1586,orientation,8,L2/3,0.6598491,excitatory
1587,orientation,8,L2/3,0.3955983,excitatory
1588,orientation,13,L2/3,0.8534479,excitatory
1589,orientation,12,L4,0.7632583,excitatory
1590,direction,5,L2/3,0.2626818,excitatory
1591,orientation,3,L2/3,0.28874388,excitatory
1592,direction,8,L4,0.49128148,excitatory
1593,orientation,2,L2/3,0.98829955,excitatory
1594,orientation,2,L2/3,0.9633279,excitatory
1595,orientation,0,L2/3,0.744478,excitatory
1596,orientation,0,L2/3,0.6607796,excitatory
1597,orientation,8,L2/3,0.78393036,excitatory
1598,orientation,0,L2/3,0.29153883,excitatory
1599,orientation,13,L4,0.33900422,excitatory
1600,orientation,0,L4,0.69517106,excitatory
1601,direction,9,L2/3,0.43044612,excitatory
1602,direction,7,L2/3,0.5297862,excitatory
1603,direction,4,L2/3,0.39964354,excitatory
1604,orientation,3,L2/3,0.6670671,excitatory
1605,orientation,15,L2/3,0.5694289,excitatory
1606,orientation,9,L2/3,0.85278505,excitatory
1607,orientation,12,L2/3,0.8778854,excitatory
1608,orientation,10,L2/3,0.3302464,excitatory
1609,direction,1,L4,0.56529796,excitatory
1610,orientation,1,L2/3,0.47079977,excitatory
1611,orientation,8,L2/3,0.765675,excitatory
1612,orientation,3,L2/3,0.45357054,excitatory
1613,orientation,13,L4,0.67486507,excitatory
1614,direction,8,L4,0.47376433,excitatory
1615,orientation,15,L2/3,0.8120998,excitatory
1616,orientation,1,L2/3,0.56073797,excitatory
1617,orientation,14,L4,0.566301,excitatory
1618,orientation,4,L2/3,0.23233838,excitatory
1619,direction,10,L2/3,0.43871328,excitatory
1620,orientation,8,L2/3,0.9192354,excitatory
1621,orientation,12,L2/3,0.62710863,excitatory
1622,orientation,9,L2/3,0.87379634,excitatory
1623,orientation,7,L2/3,0.680241,excitatory
1624,orientation,12,L4,0.8095729,excitatory
1625,orientation,11,L2/3,0.8128132,excitatory
1626,orientation,0,L4,0.62064195,excitatory
1627,direction,5,L4,0.56730425,excitatory
1628,orientation,5,L2/3,0.81926787,excitatory
1629,direction,4,L2/3,0.9999998,excitatory
1630,orientation,4,L2/3,0.8820033,excitatory
1631,orientation,12,L4,0.80491716,excitatory
1632,orientation,6,L4,0.9676719,excitatory
1633,orientation,10,L2/3,0.7236071,excitatory
1634,orientation,8,L2/3,0.25785133,excitatory
1635,orientation,8,L2/3,0.73233306,excitatory
1636,orientation,5,L4,0.7602332,excitatory
1637,orientation,15,L2/3,0.34306726,excitatory
1638,orientation,12,L2/3,0.50878257,excitatory
1639,direction,4,L2/3,0.58687276,excitatory
1640,orientation,11,L2/3,0.6470035,excitatory
1641,orientation,9,L2/3,0.72452873,excitatory
1642,orientation,15,L2/3,0.64058924,excitatory
1643,orientation,9,L2/3,0.6714255,excitatory
1644,orientation,10,L2/3,0.57451177,excitatory
1645,direction,8,L2/3,0.42261302,excitatory
1646,orientation,1,L2/3,0.7194338,excitatory
1647,orientation,7,L2/3,0.7064364,excitatory
1648,orientation,15,L4,0.6459278,excitatory
1649,orientation,15,L2/3,0.5690403,excitatory
1650,direction,9,L4,0.6971358,excitatory
1651,orientation,13,L4,0.5178522,excitatory
1652,direction,14,L2/3,0.34552476,excitatory
1653,orientation,9,L2/3,0.8700678,excitatory
1654,orientation,5,L2/3,0.44787627,excitatory
1655,orientation,1,L2/3,0.6328928,excitatory
1656,orientation,12,L2/3,0.61365044,excitatory
1657,orientation,0,L2/3,0.62010497,excitatory
1658,orientation,15,L4,0.62438965,excitatory
1659,orientation,15,L2/3,0.60758173,excitatory
1660,orientation,7,L2/3,0.83562213,excitatory
1661,direction,15,L2/3,0.70433706,excitatory
1662,direction,13,L2/3,0.5998242,excitatory
1663,orientation,3,L4,0.47902164,excitatory
1664,orientation,15,L2/3,0.9120763,excitatory
1665,orientation,8,L2/3,0.36838457,excitatory
1666,orientation,1,L2/3,0.45178288,excitatory
1667,orientation,15,L2/3,0.5687268,excitatory
1668,orientation,4,L4,0.8367128,excitatory
1669,orientation,10,L2/3,0.5435256,excitatory
1670,orientation,8,L4,0.69871515,excitatory
1671,orientation,11,L2/3,0.6032256,excitatory
1672,orientation,0,L4,0.655625,excitatory
1673,orientation,11,L2/3,0.76090175,excitatory
1674,orientation,15,L2/3,0.5493988,excitatory
1675,not_selective,1,L2/3,0.2107733,excitatory
1676,not_selective,8,L2/3,0.6164756,excitatory
1677,not_selective,7,L2/3,0.37375623,excitatory
1678,not_selective,8,L2/3,0.15468128,excitatory
1679,not_selective,6,L2/3,0.41995308,excitatory
1680,not_selective,15,L2/3,0.37641665,excitatory
1681,not_selective,8,L2/3,0.4659016,excitatory
1682,not_selective,2,L2/3,0.12843968,excitatory
1683,not_selective,4,L2/3,0.40645978,excitatory
1684,not_selective,3,L2/3,0.4507912,excitatory
1685,not_selective,7,L4,0.19585629,excitatory
1686,not_selective,7,L4,0.6596838,excitatory
1687,not_selective,3,L4,0.8237142,excitatory
1688,not_selective,15,L4,0.77836597,excitatory
1689,not_selective,6,L4,0.24430364,excitatory
1690,not_selective,5,L2/3,0.21970181,excitatory
1691,not_selective,0,L2/3,0.6285398,excitatory
1692,not_selective,7,L2/3,0.34723207,excitatory
1693,not_selective,15,L2/3,0.08862981,excitatory
1694,not_selective,0,L2/3,0.5876183,excitatory
1695,not_selective,1,L2/3,0.537569,excitatory
1696,not_selective,0,L4,0.5157629,excitatory
1697,not_selective,6,L2/3,0.61030513,excitatory
1698,not_selective,7,L2/3,0.68879455,excitatory
1699,not_selective,10,L2/3,0.52786696,excitatory
1700,not_selective,8,L2/3,0.31242293,excitatory
1701,not_selective,3,L2/3,0.14147218,excitatory
1702,not_selective,14,L4,0.42556548,excitatory
1703,not_selective,4,L4,0.25150308,excitatory
1704,not_selective,12,L4,0.6749401,excitatory
1705,not_selective,0,L4,0.3991986,excitatory
1706,not_selective,8,L2/3,0.30817536,excitatory
1707,not_selective,13,L4,0.29994428,excitatory
1708,not_selective,5,L2/3,0.69079196,excitatory
1709,not_selective,9,L2/3,0.8471092,excitatory
1710,not_selective,13,L4,0.28889206,excitatory
1711,not_selective,3,L4,0.41641778,excitatory
1712,not_selective,1,L2/3,0.05872238,excitatory
1713,not_selective,10,L2/3,0.45125332,excitatory
1714,not_selective,12,L2/3,0.20966426,excitatory
1715,not_selective,11,L2/3,0.58195984,excitatory
1716,not_selective,2,L2/3,0.23890251,excitatory
1717,not_selective,0,L2/3,0.700411,excitatory
1718,not_selective,8,L2/3,0.22952642,excitatory
1719,not_selective,15,L2/3,0.72584283,excitatory
1720,not_selective,7,L2/3,0.10757578,excitatory
1721,not_selective,9,L4,0.24263448,excitatory
1722,not_selective,11,L4,0.1919513,excitatory
1723,not_selective,13,L4,0.55810714,excitatory
1724,not_selective,15,L2/3,0.07449356,excitatory
1725,not_selective,11,L4,0.61295563,excitatory
1726,not_selective,9,L2/3,0.56860805,excitatory
1727,not_selective,2,L4,0.55421185,excitatory
1728,not_selective,3,L2/3,0.6687598,excitatory
1729,not_selective,7,L2/3,0.17257847,excitatory
1730,not_selective,15,L2/3,0.08860316,excitatory
1731,not_selective,6,L2/3,0.345999,excitatory
1732,not_selective,4,L2/3,0.6469397,excitatory
1733,not_selective,15,L2/3,0.5205114,excitatory
1734,not_selective,0,L2/3,0.6382485,excitatory
1735,not_selective,13,L2/3,0.118171915,excitatory
1736,not_selective,2,L4,0.084335536,excitatory
1737,not_selective,15,L4,0.5895247,excitatory
1738,not_selective,13,L2/3,0.7189194,excitatory
1739,not_selective,3,L2/3,0.6131421,excitatory
1740,not_selective,10,L2/3,0.6001656,excitatory
1741,not_selective,8,L2/3,0.22967915,excitatory
1742,not_selective,9,L2/3,0.38359305,excitatory
1743,not_selective,4,L2/3,0.6468476,excitatory
1744,not_selective,4,L2/3,0.08598593,excitatory
1745,not_selective,12,L2/3,0.23763971,excitatory
1746,not_selective,0,L2/3,0.49471772,excitatory
1747,not_selective,10,L2/3,0.5117842,excitatory
1748,not_selective,7,L2/3,0.49895635,excitatory
1749,not_selective,11,L2/3,0.6135966,excitatory
1750,not_selective,9,L2/3,0.37567973,excitatory
1751,not_selective,9,L2/3,0.6563949,excitatory
1752,not_selective,8,L4,0.27336052,excitatory
1753,not_selective,6,L4,0.83477914,excitatory
1754,not_selective,2,L4,0.20382032,excitatory
1755,not_selective,15,L4,0.7377908,excitatory
1756,not_selective,10,L4,0.371116,excitatory
1757,not_selective,6,L4,0.49542242,excitatory
1758,not_selective,12,L4,0.41895387,excitatory
1759,not_selective,14,L4,0.35325554,excitatory
1760,not_selective,7,L4,0.350173,excitatory
1761,not_selective,7,L2/3,0.33771196,excitatory
1762,not_selective,15,L2/3,0.41685846,excitatory
1763,not_selective,1,L2/3,0.35907862,excitatory
1764,not_selective,8,L4,0.41954562,excitatory
1765,not_selective,7,L4,0.59018546,excitatory
1766,not_selective,8,L4,0.8752867,excitatory
1767,not_selective,11,L4,0.4656506,excitatory
1768,not_selective,13,L2/3,0.049036838,excitatory
1769,not_selective,1,L2/3,0.08219875,excitatory
1770,not_selective,7,L2/3,0.10411485,excitatory
1771,not_selective,11,L2/3,0.5800216,excitatory
1772,not_selective,4,L2/3,0.47748563,excitatory
1773,not_selective,4,L2/3,0.50692,excitatory
1774,not_selective,14,L2/3,0.21542315,excitatory
