post_id,pre_id,size,delta_ori
2691,2297,2880,12
2691,1927,8296,12
588,736,17196,0
588,472,4004,8
588,592,22944,10
588,37,2280,1
588,137,1820,11
588,485,3424,0
588,2309,21096,15
588,536,1424,6
588,724,19208,4
588,2348,24452,14
588,1730,16884,15
588,1142,3964,11
588,1173,476,0
899,2384,13204,7
899,2748,9328,7
899,1745,5224,12
899,1602,568,7
899,2630,3732,9
899,1304,744,13
110,2297,13348,4
110,2156,1292,4
110,2745,2556,-8
110,2353,2384,-4
110,785,3340,-8
110,1613,8072,5
110,1362,760,3
110,2115,12396,-1
110,987,2676,2
110,1017,9484,2
110,782,6804,-1
110,1950,15168,-4
110,309,36552,-7
110,339,1108,0
110,187,276,0
110,44,10412,0
110,1084,596,0
110,2007,2396,-8
110,2201,4384,7
110,1576,28996,2
110,1879,6408,-8
110,1878,26084,-5
110,681,12676,0
110,2290,3260,5
2029,1364,4716,6
2029,2499,2156,10
2029,2318,764,9
2029,1362,16164,11
2029,681,2556,8
2029,1311,1140,6
2029,2559,1448,9
2029,544,2788,0
2029,1241,4764,1
2029,2606,19656,9
2029,1938,2092,6
2029,313,6616,15
2029,209,4256,4
2029,2400,3188,1
2029,89,3572,10
2029,1697,1748,6
2029,1682,16932,2
2029,174,38792,6
2029,2748,4172,7
2029,317,14192,15
2029,2048,15632,1
2029,1774,26824,14
852,2516,832,6
852,1634,5184,-1
852,1431,11908,5
852,941,13844,-1
852,2064,688,-3
852,1373,2208,-8
852,2165,2400,-6
852,659,8300,5
852,1396,3936,1
852,313,27540,6
852,2442,9660,3
852,174,1348,-3
852,2748,1644,-2
852,2559,19936,0
852,2812,2100,-1
46,2585,456,-1
46,2506,4528,4
46,2186,5136,6
46,648,15344,-2
46,363,6208,11
46,538,20884,8
46,2384,1436,5
46,197,11612,1
46,1256,2112,5
46,1797,3448,8
46,58,10400,1
46,1601,4916,7
46,1377,6420,5
46,1944,4308,13
46,2291,4280,2
1420,2754,2172,-2
1420,2712,936,0
1420,492,5148,-6
1420,2685,7940,-4
1420,1724,304,3
1420,1562,316,0
1420,625,1360,-10
1420,2001,772,-8
1971,2078,648,-8
1971,2633,9140,1
1971,969,13972,-1
1971,938,280,-8
1971,1377,1192,-1
1971,2384,1024,-1
1971,2218,1440,4
1971,2540,4464,-6
1971,2748,4448,-1
423,174,34920,3
423,1602,7992,4
423,1206,47220,8
423,78,9580,0
423,1515,12492,0
423,1729,10956,4
423,812,2288,5
423,484,3816,-1
6,1377,3576,-1
6,152,10896,1
6,2647,228,0
6,2384,1092,-1
6,1002,2332,-4
6,2655,5236,7
6,969,3588,-1
6,848,18128,0
6,2142,6244,1
6,648,308,-8
49,398,1532,-2
49,2209,2236,0
49,1904,35656,-8
49,1369,3160,5
1419,2514,1608,0
1419,338,2660,6
1419,1377,1504,5
1419,2464,2860,4
1419,987,3388,8
1419,1791,700,1
1419,1291,22888,10
1419,2052,3196,0
1902,2061,2088,9
1902,1470,3424,9
1902,2691,18240,-3
1902,1553,8160,12
1902,2040,3360,6
758,2291,7040,-6
758,2645,4240,-10
758,2656,12616,5
758,1273,15728,-8
758,2204,3184,2
758,1377,3888,-3
772,1373,7532,-1
772,2812,24604,6
772,2124,2384,12
772,2106,604,12
772,254,26972,5
772,2344,2892,13
772,2559,2068,7
772,769,356,7
772,2748,7048,5
772,1610,5188,-1
772,32,9032,6
772,1493,54492,10
2296,1682,49276,-10
2296,2559,14452,-3
2296,2722,4328,-10
2296,2748,44880,-5
2296,2230,5860,-9
2296,1634,4232,-4
2296,2522,12824,-10
2296,100,33064,-4
1785,2645,11216,-7
1785,1377,10908,0
1785,1516,13492,-1
1785,2026,11140,-6
1785,1848,7720,1
1785,578,7596,0
1785,2087,7832,2
1785,1576,2004,3
1785,2506,916,-1
1785,497,3056,-1
1287,24,14792,3
1287,2093,1828,4
1287,2640,16864,-4
1287,770,220,-5
1287,2600,14672,1
1287,309,9388,-4
1287,1989,3276,-2
1287,2748,5632,2
1287,2347,9344,5
1116,330,436,0
1116,2297,468,3
1116,475,3724,6
1116,1615,2812,6
1116,2066,3100,-4
1116,2374,2688,-5
1116,2266,3240,-6
1116,1597,6920,-1
1116,2057,1184,-6
1116,120,12252,-1
1116,2164,11600,-6
1116,40,1888,5
1116,2400,1240,-8
1116,1393,2888,-8
1116,1626,2212,-9
2578,1421,9052,-8
2578,2748,2700,-1
2578,72,2648,2
2578,344,212,-1
2578,1493,25468,4
2578,82,652,-1
2578,174,5796,-2
2578,1836,2072,1
2578,2357,26696,1
591,1197,14292,-2
591,110,1088,-6
591,1400,11828,-8
591,1638,2512,-2
591,2533,4692,1
591,1275,588,-2
859,2003,3696,5
859,2268,18248,0
859,534,19936,-8
859,781,1816,0
859,889,10960,0
859,43,6260,0
859,2235,14524,7
859,2447,10056,-3
859,1330,8712,-1
859,820,26884,-1
859,62,2860,1
859,1730,14948,7
859,538,8444,2
859,1013,50052,7
859,1805,3064,1
859,2094,7584,-3
859,2348,2348,6
859,804,2224,-1
859,171,2388,-7
859,2506,8164,-2
859,1460,1144,-8
859,1046,2964,0
859,2654,17460,0
859,2131,1016,5
859,2330,1848,2
859,2384,3640,-1
859,1101,5704,3
859,2559,5596,1
859,363,1008,5
2101,2474,9384,-8
2101,698,3368,-12
2101,1190,232,0
2101,926,12116,-15
2101,392,2788,-7
2101,350,4492,-10
2101,1377,8132,-8
2101,586,15408,-1
2101,2506,16928,-9
2101,1175,9232,0
1505,1829,24892,5
1505,2033,3332,-3
1505,2360,2572,-1
1505,2182,2068,0
1505,1399,13108,0
581,1173,14848,-11
581,1473,3732,-10
581,795,10904,-4
581,113,8112,-3
581,392,1284,-3
581,529,188,2
581,20,2168,0
581,1967,2276,-4
581,2623,22784,-3
581,2384,7784,-4
581,736,328,-11
581,1894,20736,0
581,485,1332,-11
581,1377,8432,-4
581,1147,25380,-6
581,1643,5640,-2
581,2295,3360,-1
849,138,520,4
849,98,14984,-4
849,2748,15792,3
849,362,15092,4
849,449,5504,10
849,2589,9984,-4
849,1807,7304,9
849,1725,6128,7
849,128,3528,4
849,1878,6664,-1
849,2347,14352,6
849,1137,5112,-3
849,1041,5996,0
849,2276,14740,-2
849,1408,4960,6
849,2243,12848,-4
1559,28,19484,0
1559,1815,16408,-7
1559,877,5388,-3
1559,796,912,-15
1559,1506,500,-3
1559,789,41232,-3
1559,2699,5888,-3
1559,2054,8068,-14
1559,740,2304,-15
72,1373,26052,-9
72,366,24732,0
72,380,8212,-2
72,770,3696,-10
72,2763,164,-1
72,696,572,-2
72,2748,4080,-3
72,1547,25652,3
72,1634,17492,-2
72,2344,1000,5
72,1836,12640,-1
72,32,7100,-2
72,1466,11532,-1
72,2482,3008,-8
72,2780,3936,-4
1146,309,4368,-7
1146,730,640,0
1146,2106,1820,6
1146,75,1184,-5
1146,1378,676,4
1146,2452,4468,-3
1146,2748,5588,-1
1146,240,2324,1
1146,1434,26456,2
1146,2506,14048,-2
1146,735,8656,3
2225,2694,1444,-8
2658,2384,6216,-5
2658,1957,43944,0
2658,1562,6484,0
2658,1843,4108,-10
2658,1377,8732,-5
2658,1274,9108,-12
2658,350,4044,-7
2658,2340,17392,-3
1967,2086,3832,5
1967,538,11532,3
1967,1940,4908,5
1967,594,8508,-1
1967,1836,3920,2
1967,1730,5876,8
1967,472,13376,1
1967,1763,1496,-6
1967,424,7708,3
1967,2384,4796,0
1967,581,3996,4
1967,388,3992,-3
1967,67,24176,-4
1967,2404,1144,-7
1967,1590,19156,-2
1967,656,13224,2
1967,369,31272,0
1967,2447,23332,-2
1967,641,5620,4
1967,1465,444,-6
1967,1623,1680,0
1967,1864,19876,5
1967,1783,3152,7
1967,174,1688,-1
1967,2449,3796,-2
1967,1206,9340,4
1967,1745,8156,5
1967,657,13704,4
2516,605,4420,-1
2516,743,528,-13
2516,64,2436,-7
2516,1848,12108,-7
2516,317,25452,0
2516,1868,4024,-15
2516,1794,58024,-1
2516,2748,101764,-8
2516,1515,4076,-12
2516,1878,45028,-12
2516,32,40444,-7
2516,308,18724,-12
2516,1547,70060,-2
2516,1930,27316,-14
2516,746,37364,-13
2516,2281,27964,-3
2516,1964,12988,-9
2516,295,21504,-9
2516,2759,4500,-8
2516,294,13400,-12
2516,656,4896,-6
2516,2505,2292,0
2516,2768,2212,-5
2516,1836,49740,-6
2516,2587,2396,-14
2516,1368,3048,-11
2516,1730,7288,0
2516,155,5180,-13
2516,1479,16024,-13
2516,1073,25812,-14
2516,368,16064,-4
2516,485,21100,-15
2516,1505,14424,-7
2516,1482,22880,-15
2516,2747,14140,-6
2516,313,43844,0
2516,2471,2884,-11
2516,2559,344,-6
2516,100,2552,-7
2516,463,26304,-7
2516,2417,7336,-15
2516,224,4100,-13
2516,2492,15500,-12
2516,369,9992,-8
2516,2509,2576,-8
2516,1674,27056,0
2516,834,1444,-15
2516,661,864,-3
2516,1858,9996,-2
2516,174,132004,-9
2516,1963,19864,-11
2516,1729,43000,-8
2516,2348,9448,-1
2516,1396,5488,-5
2516,1163,37400,-14
2516,1238,324,-1
2516,1216,796,-13
2516,722,2468,-3
2516,2192,8040,-15
2516,2515,127012,-6
2516,574,43572,-2
2516,761,4792,0
2516,1397,6172,-11
2516,166,5412,-7
2516,2556,3612,-15
2516,300,10776,-10
2516,769,5296,-6
2516,1634,27400,-7
2516,2124,2068,-1
2516,1417,105884,-2
2516,2236,5300,-11
2516,424,32044,-5
2516,1763,10560,-14
2516,2305,35904,-11
2516,1215,17344,-4
2516,2508,28256,0
2516,2163,16692,-3
2516,1434,660,-5
2516,2729,6884,-3
2516,1636,2076,-10
2516,2123,61084,-1
2516,48,30324,-7
2516,2415,38344,-7
2516,1761,2076,-8
2516,1699,10884,-5
2516,809,14088,-6
2516,1602,12028,-8
2516,1726,4944,-6
2516,1639,5468,-11
2516,2357,8632,-6
2516,366,6016,-5
2516,2844,10492,0
2516,1484,4252,-3
2516,402,23220,-7
2516,2581,33536,-12
2516,2592,21756,-12
2516,1936,4848,-6
2516,1314,4704,-13
2516,1222,1908,-6
2516,514,11468,-15
2516,2730,2396,-2
2516,537,2216,-3
2516,913,6880,-13
2516,1169,7564,-11
2516,59,3792,-8
2516,2048,248,-14
2516,2722,7032,-13
2516,2513,10952,-10
2516,119,460,-5
2516,1422,3652,-5
2516,2745,5184,-15
2516,1745,60348,-3
2516,1985,15944,-1
156,1543,3572,-9
156,886,7880,-1
156,1095,3760,0
156,773,2476,0
156,2101,4904,2
2250,390,3732,6
2250,576,8912,-1
1983,2149,6100,-4
1983,2540,10944,-3
1983,2512,8096,7
1983,2229,4536,3
1983,2425,7908,6
1983,2258,12708,10
1983,1377,1580,2
1983,2052,4048,-3
1901,648,11380,-2
1901,1875,3364,10
1901,1377,2876,5
1901,875,21760,1
1901,870,2584,2
1901,1976,5776,7
1901,178,2080,6
1901,401,11060,1
1901,1809,2684,8
987,2353,5200,-6
987,55,32528,2
987,393,1876,-2
987,2233,16604,1
987,1990,8060,-6
987,2557,1964,-10
987,2509,3192,-3
987,69,2612,-6
987,648,9752,-10
987,2447,6472,-5
987,2297,16024,2
987,43,6176,-2
987,376,2844,-1
987,2773,6000,3
987,680,19856,1
987,704,276,-3
987,1993,1812,-3
987,1377,32900,-3
987,94,11172,0
987,1321,5520,-10
987,1656,16472,2
692,451,3976,1
692,1510,1396,8
692,476,12048,1
692,798,908,2
692,507,9608,-4
692,2456,3764,-2
692,2674,724,-3
692,655,1092,0
692,37,2464,-6
2056,95,3888,-5
2056,529,756,0
2056,1183,21500,-3
2056,2687,2836,-9
2056,1613,28716,0
2455,472,43828,8
2455,388,16036,4
2455,2748,36368,7
2455,1664,7624,15
2455,1013,16292,15
2455,939,1888,7
2455,20,2388,11
2455,2447,28628,5
2455,1485,34688,9
2455,724,728,4
2455,1730,39700,15
2455,641,1612,11
2455,2546,3764,12
2455,1782,836,10
2455,592,5268,10
2455,2419,16732,13
2455,1864,94904,12
2455,485,8416,0
2455,1246,9856,8
2455,812,1716,8
2455,1674,16768,15
2455,1763,232,1
2455,62,4528,9
2455,2747,6636,9
2455,1812,8500,1
2455,2451,2140,3
2318,1412,3432,-8
2318,2488,4424,-1
2318,713,4428,-1
2318,174,10192,-3
2318,1373,1016,-8
2318,2415,12476,-1
2318,2748,1940,-2
2318,772,3724,-7
2318,537,3100,3
2318,148,3868,0
2318,2506,5136,-3
2318,195,8568,-1
2318,2693,13548,-6
2318,2630,2288,0
2318,1446,4328,0
2318,475,13512,6
967,466,15112,5
967,2730,192,9
967,2630,2884,5
967,1745,2896,8
967,2748,48444,3
967,2348,10088,10
967,1836,4448,5
967,93,2792,4
967,2559,7260,5
967,815,1600,2
967,1073,26304,-3
967,2844,12900,11
967,2390,2388,3
1549,1214,25908,3
1549,2815,1252,-10
1549,240,13160,-3
1549,875,94912,-9
1549,2452,10532,-7
1549,1416,20072,-4
1549,277,4472,-6
1549,435,12068,3
1549,912,2352,-6
1549,2519,9280,-9
1549,1236,6924,-12
2253,2515,15460,-1
2253,174,2908,-4
2253,1421,224,-10
2253,1829,3968,3
2253,314,12472,-4
2253,2792,8164,-4
2253,2428,3160,-2
2253,475,7140,5
2528,551,16472,8
1127,1854,4524,8
1127,680,26612,9
1127,1195,220,-2
1127,1667,7732,13
1127,1809,5304,8
2132,1529,1732,1
2132,1399,3120,8
2132,2280,2800,4
2132,1324,9060,8
2132,491,5436,11
2132,330,4912,9
2132,413,7376,8
2132,1829,11084,13
2132,903,2264,4
2132,2606,24316,9
2132,2033,2548,5
2132,2049,10636,9
2132,2486,3064,8
2132,697,344,5
2132,2572,12112,7
1611,529,16116,5
1611,56,12764,2
1611,724,5340,-4
1611,2502,10504,-5
1611,63,13064,-6
1611,1168,40188,2
1611,2559,1808,1
1611,2384,54880,-1
1611,362,752,0
1611,2063,2452,0
1611,648,26836,-8
2417,174,4736,6
2417,1560,4500,9
2417,2499,10136,10
2417,444,7864,8
2417,1222,51628,9
2417,1504,19132,9
2417,224,14980,2
2417,82,6904,7
2417,2123,2472,14
2417,1634,3084,8
2417,1836,60808,9
2417,2112,29208,5
2417,1373,10656,1
2417,1346,4704,5
2417,380,3216,8
2417,424,22480,10
2417,366,26924,10
2417,1806,8124,8
2417,1829,5404,13
2417,2748,2352,7
1351,2187,772,-7
1351,362,4108,0
1351,2029,4120,-8
1351,2748,11756,-1
1351,746,828,-6
1351,2082,16980,0
1351,2254,1904,0
1351,2060,21288,1
1351,363,13128,5
1351,1601,8908,1
1351,174,5120,-2
1351,1186,5908,4
1351,2306,8520,4
40,1376,2932,-9
40,2156,6444,-2
40,2125,7884,-7
40,210,3516,-13
40,2566,364,-12
40,1362,1304,-2
40,1289,1356,-12
40,1187,492,-2
40,1588,248,0
40,233,4876,-6
40,2301,2560,-9
40,2060,22384,-5
40,1200,2760,-6
40,1303,15900,-2
40,1071,4204,-7
40,765,1740,-6
40,207,11560,0
40,362,4176,-6
40,2827,1740,-10
40,1973,14316,-14
40,1912,11012,-9
40,102,1880,-8
40,1440,3636,-13
40,2501,3388,-8
1298,183,10548,-12
1298,2348,4072,-1
1298,2559,2612,-6
1298,244,844,-13
1298,1794,1108,-1
1298,2748,19192,-8
1298,2273,8384,-8
1298,272,6664,-13
1298,538,392,-5
1298,2352,14372,-1
1298,2201,1624,0
1298,1634,928,-7
53,1173,10724,-10
53,362,1204,-2
53,59,1796,-3
53,2226,3152,0
53,1565,33656,-9
53,1206,18208,1
53,1168,1872,0
53,1829,2540,3
53,691,38536,-3
53,2086,160,2
53,20,25176,1
53,1824,220,-2
53,62,10716,-1
53,1046,8220,-2
53,592,20288,0
1160,811,4700,0
1160,271,10336,-12
1160,1031,2164,-12
1160,334,6404,-5
1160,1408,3880,-5
1160,2452,3288,-10
1160,2517,600,-15
1160,2321,2444,-1
1160,2589,5684,-15
1160,1378,396,-3
1160,604,12780,-10
1160,1354,33584,-7
1160,205,5732,-13
1160,2221,5040,-11
1160,477,6984,-8
1160,1324,19804,-7
1160,723,7404,-7
1160,2751,5920,-15
1160,210,15392,-14
2010,1186,6508,0
2010,2509,10092,-5
2010,1222,3308,-3
2010,1377,1176,-5
2010,1894,1328,0
2010,1173,4032,-12
2010,1642,34756,3
2010,875,8136,-9
2010,2474,4912,-5
2010,2511,3324,-3
2010,937,3468,3
2010,1065,220,-10
446,2751,25224,-10
446,1638,9348,2
446,2545,344,0
446,2360,2820,-3
446,2459,30360,-4
1718,592,8620,2
1718,67,992,-5
1718,2196,10248,-3
1718,2067,23868,-5
1718,1163,184,-7
1718,2748,1484,-1
1718,1794,7864,6
1718,703,2924,0
1718,534,10924,-8
1718,369,1580,-1
311,2078,3684,-15
311,2811,1044,-3
311,1719,22160,0
311,2707,3444,-4
1652,914,660,-9
1652,670,6540,-9
1652,1566,16236,-4
1652,2107,1372,-2
1652,1326,300,-6
1652,1836,2404,-5
1652,2748,13908,-7
1652,2542,4644,-7
1652,1741,37308,-6
1652,2618,7368,-8
624,2658,21300,3
624,2462,11704,-2
624,2395,17988,-1
624,1662,12508,4
624,1321,15292,-9
624,355,3152,-1
624,785,15392,-9
624,2670,8184,-7
624,1843,5108,-8
624,452,27696,0
624,1562,5116,3
624,1120,13104,6
624,1772,16068,-5
624,2425,3268,2
624,625,21636,-8
624,2384,1740,-2
624,730,12872,-1
624,2303,976,-9
624,1377,17820,-2
624,478,276,0
624,1096,3408,3
624,246,7912,-9
624,399,14540,2
624,172,504,-1
624,1094,3224,-5
624,1706,6596,-1
624,1993,17756,-2
1469,1917,5528,-2
1469,345,2752,-1
1469,501,1300,-2
1469,1464,4588,-2
1469,1092,448,0
1469,2375,5964,4
1469,1894,1812,2
1469,692,2744,-2
1469,2765,288,-1
1469,999,15636,3
1469,37,12324,-8
1469,2705,4328,-5
1469,2189,276,-9
1469,1336,9332,0
1469,2748,20968,-2
1469,2421,3404,-3
1469,2254,3772,-1
1469,394,164,1
1469,958,2552,5
1173,1253,7644,8
1173,2108,720,5
1173,2480,2780,10
1173,170,5332,8
1173,592,5124,10
1173,679,6712,7
1173,1576,13604,10
1173,1674,788,15
1173,1664,20500,15
1173,231,3836,12
1173,27,14148,15
1173,1637,6148,15
1173,2580,3816,0
1173,2633,1280,9
1173,1894,28904,11
1173,353,7968,11
1173,1944,2248,15
1173,529,3092,13
1173,304,17188,12
1173,2384,6964,7
1173,227,804,7
1173,2796,5272,4
1173,163,5668,7
1173,2422,9488,12
1173,875,8224,3
1173,1841,2080,5
1173,1908,8212,7
1173,53,7684,10
1173,38,2660,0
1173,2412,7288,11
1173,1864,7060,12
447,1173,29220,-8
447,485,4904,-8
447,1377,6216,-1
447,1763,604,-7
447,2447,668,-3
447,850,5828,4
447,2101,2256,7
447,1300,3784,0
447,2767,6364,7
447,1730,3196,7
447,2218,40960,4
447,1565,12232,-7
447,22,1364,-3
447,691,1648,-1
447,20,516,3
442,174,12468,6
442,529,13008,13
442,2263,15952,10
442,272,1032,2
442,1038,30548,13
442,209,5512,4
442,1878,9572,3
442,1745,2732,12
442,2748,6592,7
442,2630,4180,9
442,2521,21004,3
442,82,4076,7
442,2319,7320,12
442,2504,1360,11
442,2581,2060,3
442,313,1484,15
442,2271,2456,6
442,634,24032,9
442,2559,4456,9
1214,582,220,-11
1214,2055,216,-7
1214,1414,33852,-6
1214,2751,3696,-15
1214,1829,836,-2
1214,869,14048,-1
1214,2520,3944,-5
1214,446,12800,-5
1214,475,6164,0
1214,1111,11212,-15
1214,210,2360,-14
1214,435,19128,0
1214,1529,2056,-14
1214,2672,16980,-5
1214,1399,10648,-7
1214,2048,8928,-14
2817,607,2396,5
2817,1531,4856,6
2817,2748,2224,-2
2817,2055,5144,-1
2817,1139,4592,1
2817,2075,292,-8
875,581,4092,8
875,1377,18444,4
875,937,5160,12
875,1173,23052,-3
875,1864,7244,9
875,2384,18588,4
875,2280,3412,1
875,388,3056,1
875,85,4764,8
875,1993,5588,4
875,1679,17768,3
875,1957,16608,9
875,1948,9744,6
875,1826,2672,3
875,1510,15644,12
875,1938,6116,3
875,213,972,4
1671,1608,3568,-1
1671,366,13036,-1
1671,174,4192,-5
1671,308,10476,-8
1671,1238,1840,2
1671,2123,676,2
1167,1377,1308,0
1167,2448,10008,-4
1167,528,12868,0
1167,793,3368,5
1167,2559,768,2
1167,496,3688,3
1167,248,1860,8
1167,731,6380,-7
1167,2766,12540,-6
1167,2474,13768,0
1167,1784,652,7
1547,2581,7820,-10
1547,1872,1048,-7
1547,2482,8340,-11
1547,746,2176,-11
1547,1012,24352,2
1547,308,396,-10
1547,1868,504,-13
1547,1210,26124,-5
1547,93,52244,-5
1547,1206,1368,-2
1547,2305,8064,-9
1547,2074,3500,-11
1547,1537,4304,0
1547,2748,23696,-6
1547,2273,21104,-6
1547,1163,30644,-12
1547,2375,26660,0
1547,2351,3616,-2
1547,2586,2824,-2
1547,1417,204,0
1547,1967,3744,-6
1547,2505,33936,2
1547,1606,452,-4
1547,1368,36872,-9
1547,562,49264,-9
1547,2750,6052,-4
1547,1745,45480,-1
1547,2359,1400,-9
1547,2121,2176,-3
1547,402,18448,-5
1547,2350,3120,-8
1547,1482,792,-13
1547,294,16884,-10
1547,664,12000,-6
1547,879,33508,-10
1547,472,15820,-5
1547,1858,3528,0
1547,1421,72652,-13
1547,1524,5716,-6
1547,2112,4180,-8
1547,2554,8552,-9
1547,1634,22660,-5
1547,920,3768,-2
1547,361,1724,-6
1547,1952,18160,-3
1547,1794,18992,0
1547,2038,33264,-9
1547,48,8252,-5
1547,2165,38008,-10
1547,2024,5048,0
1547,263,8172,-12
1547,2295,804,-3
1547,2173,3964,-3
1547,1836,9268,-4
1547,2522,19920,-11
1547,875,37920,-10
1547,174,34784,-7
1547,1523,52536,-1
1547,2427,1656,-12
1547,2729,38528,-1
85,67,1888,-8
85,534,5384,-11
85,1530,2020,-8
85,1013,3992,4
85,579,2212,-3
85,1446,4140,-2
85,1186,500,0
85,2559,852,-2
85,1377,10472,-4
85,1643,3464,-2
85,812,10692,-3
85,2844,540,4
85,1601,3128,-2
85,1741,2260,-3
85,2748,1316,-4
85,2186,300,-3
85,1745,16292,0
85,698,24648,-8
85,653,232,-2
2791,711,19140,1
2791,1470,26104,6
2791,2255,23296,4
2791,1463,8372,5
2791,1667,644,9
2791,1053,4724,3
2791,408,11712,2
2791,1185,2496,-6
2791,632,2644,-6
2508,1428,2184,-5
2508,2780,1084,-9
2508,1634,4588,-7
2508,1206,3812,-4
2508,1930,1812,-14
2508,174,4464,-9
2508,1446,4192,-6
2508,2513,524,-10
2508,1566,6064,-5
2770,1541,4164,-4
2770,478,712,3
2770,332,1000,2
2770,1599,4476,7
2770,1185,13460,-6
2770,2066,1412,-1
2770,17,7940,2
2338,545,2416,7
2338,2514,3896,0
2338,1562,7048,10
2338,1155,13996,5
2338,1826,4476,4
2338,1903,20448,0
2338,323,5268,-2
2338,2509,1548,5
2338,2848,16256,7
2338,1055,1660,-1
2338,2823,1696,0
2338,2648,4328,-2
2338,1377,844,5
2338,2462,3228,5
2338,2684,3552,6
2338,1462,2816,13
2338,1772,2656,2
2338,2399,1808,10
1272,1592,5084,0
1272,2752,16348,6
1272,719,824,0
1272,519,18980,4
1272,174,4952,-2
1272,360,1564,2
1272,313,13812,7
1272,2184,11756,-5
1272,2559,1856,1
1272,2592,4248,-5
2266,1061,14120,-2
2266,993,2200,12
2266,2748,3748,4
2266,1303,2908,9
2266,1092,7536,6
2266,2495,6580,4
2266,318,1336,-3
2266,160,8936,5
2266,2125,3680,4
2266,947,22376,-2
2266,1504,12084,6
2266,533,3236,-3
2266,225,11008,0
2266,2650,18232,9
2266,66,5044,6
2266,2726,28272,5
2266,2308,35340,5
2266,458,5004,6
2266,1283,2492,1
2266,2065,9292,6
2266,2565,2072,5
2266,1740,21920,7
1372,581,3808,0
1372,2291,3908,-8
1372,1173,3416,-12
1372,1967,4600,-5
1372,529,3324,1
1372,2447,9576,-7
1372,263,13364,-10
1372,2747,3452,-3
1372,361,4368,-5
1372,1763,29100,-10
1372,1985,5484,2
1372,22,268,-7
1372,472,6576,-4
1372,859,316,-4
1372,1473,8424,-10
1372,468,28340,-7
1372,2159,1764,-8
1372,691,2816,-5
1372,485,32620,-12
895,946,3368,0
895,1064,4132,11
895,225,8412,-1
895,1500,2456,4
895,1740,21032,6
895,2819,4388,8
895,1706,1968,4
895,2054,1444,-3
895,1301,736,9
895,339,2724,4
895,274,1384,3
895,257,47476,0
895,1960,2124,11
895,774,5800,11
895,2066,3052,1
895,2640,11116,-3
895,1014,796,-3
895,1733,12228,11
895,629,15288,-2
895,1058,5284,8
895,935,5384,9
895,222,22488,4
895,1419,10504,-2
895,2122,3084,11
895,1303,4084,8
810,2637,21044,7
810,38,19384,-8
810,1654,976,-3
810,56,484,2
810,2399,436,4
810,2159,2336,-4
810,1637,2528,7
1407,618,2900,6
1407,2500,2196,0
1407,209,7388,0
1407,1618,7696,0
1407,47,15464,-2
1407,2816,4820,-4
2827,2640,6180,-3
2827,1161,14016,8
2827,897,3952,10
2827,2639,16260,6
389,359,4076,0
389,330,3996,1
389,1597,2844,0
389,42,19476,0
389,1997,12796,-7
389,1260,22880,0
389,1354,2056,0
389,1920,18968,-1
389,65,17060,0
389,1031,172,-5
389,95,612,0
389,2687,11016,-4
1398,2485,4912,-10
1398,569,22644,-10
1398,2182,9788,-4
1398,2748,22748,-5
1398,413,4152,-4
1398,470,3236,-5
1398,990,1008,-3
1683,1769,628,-3
1683,2719,4560,2
1683,113,13208,4
1683,263,716,-3
1683,1709,1356,5
1683,62,4024,5
1683,1908,2908,3
1683,1256,5748,3
1683,2399,13276,8
1683,2742,5508,-3
1683,2159,17000,0
1683,1173,9452,-4
1683,736,9692,-4
1683,2,1664,4
1683,1695,10092,-3
1683,163,20272,3
1683,1672,2532,-4
1683,1122,7872,-4
750,2080,7964,-7
750,60,2580,0
750,2156,3184,5
750,1811,9724,6
750,954,17548,8
750,230,2436,4
750,2438,484,-6
750,1992,33488,3
750,356,15408,8
2262,2271,8032,-9
2262,138,3256,-7
2262,769,27176,-6
2262,1493,3360,-3
2262,1373,3420,-14
2262,32,7872,-7
2262,1616,1648,-14
2262,2417,7140,-15
2262,2824,5564,-9
2262,1242,5760,0
2262,2222,11560,-6
2262,2579,19844,-10
2262,1836,19908,-6
2262,174,12980,-9
2262,308,9936,-12
2262,1634,5260,-7
2262,1624,12300,-3
1817,2691,5312,-14
1817,312,880,-6
1817,2331,5924,-2
1265,2348,3440,0
1265,1998,2480,-3
1265,2633,4460,-4
1265,1914,2976,-10
1265,1894,6240,-2
1265,2156,324,-1
1265,875,19648,-10
1265,2561,17780,-12
1265,452,1052,-4
1265,1377,47196,-6
1265,1173,4864,-13
1638,1322,2656,-5
1638,1135,2060,-5
1638,2751,3700,-12
1638,2307,4684,-7
1638,2500,2308,-8
1638,1491,164,-5
1638,252,3896,1
1855,1148,2364,6
1855,1100,2248,13
1855,2691,1128,-2
1855,1770,352,5
1855,2473,12040,3
1855,2823,9284,0
1855,405,3876,6
1855,1825,292,11
1763,2809,26692,14
1763,490,1556,2
1763,1262,1932,3
1763,1090,8248,8
1763,2161,5136,7
1763,2348,7956,13
1763,2095,3484,1
1763,2516,6088,14
1763,59,3748,6
1763,1013,2040,14
1763,603,3332,13
1763,594,2120,5
1763,1238,13124,13
1763,143,20272,8
1763,525,10340,10
1763,642,1344,6
1763,1326,7316,7
1763,263,19116,0
1763,2844,11924,14
1763,670,23500,4
1763,2086,13832,10
1763,880,9188,-1
1763,67,22608,2
1763,2404,200,-1
1763,1890,2196,-1
1763,1556,468,5
1763,41,14112,7
1763,20,8724,10
1763,493,31720,7
1763,926,10476,-1
1763,2753,2232,4
1763,991,3844,8
1763,417,7536,1
