id,theta,rate
77,11,0.59043044
77,12,0.39217374
77,13,0.41060853
77,14,0.44022626
77,15,0.8142274
78,0,0.7689593
78,1,3.401177
78,2,7.389524
78,3,9.5812235
78,4,7.7593155
78,5,9.086884
78,6,4.5179563
78,7,1.6191628
78,8,1.3945166
78,9,3.1833382
78,10,4.4430695
78,11,5.6571665
78,12,3.6200995
78,13,5.940431
78,14,3.7210503
78,15,2.0999386
79,0,1.3292496
79,1,0.53718466
79,2,0.5358669
79,3,0.39202157
79,4,0.5285927
79,5,2.104836
79,6,0.38057286
79,7,1.017277
79,8,0.7567302
79,9,0.8230604
79,10,0.25239494
79,11,0.22043845
79,12,0.13136889
79,13,0.97675973
79,14,2.955031
79,15,2.4386332
80,0,2.152697
80,1,0.45714346
80,2,0.25810403
80,3,0.22212008
80,4,0.13846953
80,5,0.20356083
80,6,0.28491315
80,7,1.0177772
80,8,0.5456202
80,9,0.28656453
80,10,0.3933673
80,11,0.2818816
80,12,0.08144947
80,13,0.35912597
80,14,0.46975645
80,15,0.77383244
81,0,1.3311871
81,1,1.0552734
81,2,0.4531098
81,3,0.23387186
81,4,0.34364316
81,5,0.5801736
81,6,0.8508769
81,7,0.7473041
81,8,0.78303534
81,9,0.5077743
81,10,0.12327933
81,11,0.5502662
81,12,0.4014449
81,13,0.90522224
81,14,1.2721604
81,15,0.86730134
82,0,0.46456227
82,1,0.23985723
82,2,0.20104401
82,3,0.082899585
82,4,0.22218624
82,5,0.23878308
82,6,0.4088501
82,7,0.8961605
82,8,0.53198814
82,9,0.12234473
82,10,0.20670721
82,11,0.2333045
82,12,0.04248036
82,13,0.11894111
82,14,0.13582166
82,15,0.21637014
83,0,2.0732846
83,1,1.4736686
83,2,1.2675467
83,3,1.0209067
83,4,0.5029955
83,5,0.7278322
83,6,0.4920314
83,7,1.3756815
83,8,4.0529118
83,9,4.3138475
83,10,1.91767
83,11,1.7086909
83,12,0.9618
83,13,0.9516411
83,14,0.2264282
83,15,1.5546118
84,0,3.8825994
84,1,1.7231493
84,2,0.5816824
84,3,1.5645145
84,4,0.70222473
84,5,0.48902887
84,6,0.8107912
84,7,3.6480045
84,8,5.893489
84,9,4.4832973
84,10,0.82584095
84,11,0.7757346
84,12,0.83912593
84,13,0.65975136
84,14,1.3345543
84,15,1.9461683
85,0,0.6622331
85,1,0.60368544
85,2,0.4160145
85,3,0.6501428
85,4,1.1562531
85,5,1.0861256
85,6,1.7619289
85,7,1.4230326
85,8,1.9143822
85,9,2.772531
85,10,1.9059172
85,11,2.946021
85,12,2.212353
85,13,1.055331
85,14,0.8826194
85,15,0.7632662
86,0,1.6980016
86,1,2.255544
86,2,2.5097928
86,3,3.486934
86,4,5.0726075
86,5,3.3761432
86,6,5.48406
86,7,6.999189
86,8,2.519769
86,9,3.659864
86,10,3.2918792
86,11,3.631199
86,12,3.2121863
86,13,3.7899055
86,14,2.9095123
86,15,1.8014177
87,0,2.6372743
87,1,1.732744
87,2,0.65023124
87,3,0.95204604
87,4,1.0497944
87,5,2.3838508
87,6,4.5743155
87,7,10.58877
87,8,4.4265175
87,9,1.6438358
87,10,1.2695323
87,11,1.164629
87,12,0.71074784
87,13,1.7546151
87,14,4.6762686
87,15,2.9389615
88,0,3.90261
88,1,8.730888
88,2,5.9950557
88,3,3.1907325
88,4,2.8614576
88,5,2.9753404
88,6,1.4966757
88,7,15.996767
88,8,18.393564
88,9,15.4166155
88,10,4.402589
88,11,4.4155006
88,12,0.8897066
88,13,0.4207491
88,14,1.5409043
88,15,9.145875
89,0,0.49722967
89,1,0.25881094
