neuron_id,freq_shown,rate,rate_error
864691135738006641,0,1.5991680257293959,0.40814801287853575
864691135738006641,1,3.662370049978664,0.6176632386344484
864691135738006641,2,2.297695719887914,0.4892342872954551
864691135738006641,3,1.512523403620177,0.3969371272793625
864691135738006641,4,1.2198652191734383,0.35647296109685794
864691135738006641,5,1.1890499560735686,0.3519416430036842
864691135738006641,6,1.3177251020079221,0.37049561523156427
864691135738006641,7,1.3885047043852197,0.3803157732497889
864691135463256477,0,1.4227548789796827,0.38497778260950166
864691135463256477,1,4.1665746437202875,0.6588100494908606
864691135463256477,2,5.896658317455596,0.7837429000717777
864691135463256477,3,5.089133044472754,0.7281025465095895
864691135463256477,4,3.832309260148687,0.6318309594499952
864691135463256477,5,3.1809159869102777,0.5756344023579493
864691135463256477,6,3.017875538063448,0.5606880341016824
864691135463256477,7,2.983187788358014,0.5574564409667503
864691135748985641,0,0.691607619721078,0.2684111106429347
864691135748985641,1,1.4642775756691733,0.3905551308493996
864691135748985641,2,2.5972604158812094,0.5201497407828244
864691135748985641,3,2.720228834846953,0.5323207165519206
864691135748985641,4,2.583135946312169,0.5187334499651398
864691135748985641,5,2.418393510913867,0.5019195903875314
864691135748985641,6,2.386795475254391,0.49862980807557955
864691135748985641,7,2.61639934246755,0.5220626709137182
864691135387453569,0,0.9588638220794063,0.31604510846091455
864691135387453569,1,2.2855708704481845,0.48794175004436424
864691135387453569,2,3.6458979502506184,0.6162726360571021
864691135387453569,3,3.065907922362978,0.5651324121892339
864691135387453569,4,2.400087358328181,0.5000162855340392
864691135387453569,5,2.1724831112443335,0.47571721023154534
864691135387453569,6,2.097878461128665,0.46747759776484804
864691135387453569,7,1.9164946086225696,0.44681162716890177
864691135699950114,0,0.9081355475839724,0.3075714267483112
864691135699950114,1,1.1594847915017008,0.3475387036104013
864691135699950114,2,1.4071905554138637,0.382866284255846
864691135699950114,3,1.2927903208843041,0.36697351372414316
864691135699950114,4,1.2236260775618633,0.3570220394213663
864691135699950114,5,1.2866337684516667,0.36609861350940576
864691135699950114,6,1.3443421191137988,0.37421872253199834
864691135699950114,7,1.421974481488526,0.3848722170670892
864691135591234315,0,0.28377936605804405,0.1719337051516266
864691135591234315,1,0.6845412910685719,0.2670363835231213
864691135591234315,2,2.48942243297659,0.5092369887758996
864691135591234315,3,4.433374707932655,0.6795757104598964
864691135591234315,4,3.465655005625635,0.6008461914649732
864691135591234315,5,2.5132223063920214,0.5116654337639984
864691135591234315,6,2.3070266138054842,0.4902266908966553
864691135591234315,7,2.311944818048767,0.49074895594840157
864691135786545860,0,2.2848607874835016,0.4878659353593752
864691135786545860,1,2.3649947219538605,0.496347367295341
864691135786545860,2,3.955943135792978,0.6419418133461126
864691135786545860,3,5.462227734609994,0.7543198645960887
864691135786545860,4,4.096568001119791,0.6532519518057662
864691135786545860,5,2.8653615175896467,0.5463366829938868
864691135786545860,6,2.5099193987017943,0.5113291115711492
864691135786545860,7,2.6409112364035043,0.5245024912296554
864691135156852068,0,3.0044937773993747,0.559443560735799
864691135156852068,1,2.8940367815144628,0.5490636365850422
864691135156852068,2,3.2593739355785085,0.5826902307078352
864691135156852068,3,3.2691482172745716,0.5835632558685333
864691135156852068,4,2.5081334722311626,0.511147168827536
864691135156852068,5,2.0183254183996815,0.4585284023478784
864691135156852068,6,1.7596417756036284,0.4281370264644934
864691135156852068,7,1.6099467113725108,0.4095211774533165
864691135763941174,0,1.433650630496651,0.38644907501233916
864691135763941174,1,3.003058986048502,0.5593099943863996
864691135763941174,2,5.162416969024941,0.7333261345540727
864691135763941174,3,5.63411037578995,0.7660962039917136
864691135763941174,4,2.896605668050105,0.5493072686065484
864691135763941174,5,2.0197540220722243,0.4586906570240791
864691135763941174,6,2.1484284179849618,0.4730761966171913
864691135763941174,7,2.462174397684688,0.506442408235727
864691136488446226,0,0.6112723044468983,0.2523410850027167
864691136488446226,1,2.3306077934181313,0.49272570041843305
864691136488446226,2,4.280227481709782,0.6677348692053194
864691136488446226,3,4.774625730331271,0.7052454502651185
864691136488446226,4,3.3317343335145395,0.5891227910950578
864691136488446226,5,2.280138901398134,0.48736160832460484
864691136488446226,6,2.084577390290083,0.4659933049873382
864691136488446226,7,2.137585230482895,0.47188084966713756
864691135772608763,0,5.425310545651832,0.7517664785071712
864691135772608763,1,4.9506881794738336,0.7181305716159829
864691135772608763,2,4.0322488349331,0.6481034284246564
864691135772608763,3,2.9548677221700426,0.5548041145263591
864691135772608763,4,2.25776450656518,0.48496453924076377
864691135772608763,5,2.0725923573798837,0.4646517663240204
864691135772608763,6,2.121797462977393,0.4701350493529466
864691135772608763,7,2.2599205062013685,0.48519598341101466
864691135564542999,0,19.204137528228124,1.414386325296883
864691135564542999,1,8.663852130839306,0.9500055667833427
864691135564542999,2,4.667390577300287,0.697280783222384
864691135564542999,3,3.984991847980622,0.644294381147421
864691135564542999,4,4.367157987058193,0.6744815636459262
864691135564542999,5,4.911536551118839,0.7152853646167491
864691135564542999,6,5.178187861044089,0.7344454168119323
864691135564542999,7,5.102497617141467,0.7290579490444141
864691136619283085,0,4.356816814024248,0.673682540617979
864691136619283085,1,4.271399539787353,0.6670459118494793
864691136619283085,2,3.4225409505729907,0.5970970834151941
864691136619283085,3,2.6086150556233956,0.5212855235162296
864691136619283085,4,2.419201659204805,0.5020034053030881
864691136619283085,5,2.8247996610916943,0.5424559461505489
864691136619283085,6,3.230503541030003,0.5801038436678261
864691136619283085,7,3.1889602812478812,0.5763617983215951
864691135976528451,0,1.3109501567531232,0.3695419627471763
864691135976528451,1,1.4772120734430727,0.3922763054538744
864691135976528451,2,2.329315568676047,0.49258913398257065
864691135976528451,3,2.618269896377155,0.5222493012924299
