neuron_id,angle_shown,rate,rate_error
864691135014479766,4,1.78318674,0.20757582
864691135014479766,5,3.15706662,0.43887186
864691135014479766,6,4.03706976,0.46884591
864691135014479766,7,14.2911529,1.0614974
864691135737755524,0,7.66315915,0.8520249
864691135737755524,1,3.71062548,0.2967605
864691135737755524,2,5.36444074,0.45532682
864691135737755524,3,10.05848464,0.88937615
864691135737755524,4,6.69205586,0.63061748
864691135737755524,5,5.49417311,0.47983956
864691135737755524,6,5.01521387,0.43984298
864691135737755524,7,4.42734013,0.45354871
864691135387493761,0,1.6511558,0.17320172
864691135387493761,1,1.81434734,0.16467907
864691135387493761,2,1.4883868,0.21818118
864691135387493761,3,1.75987775,0.29821754
864691135387493761,4,0.38991997,0.07956089
864691135387493761,5,1.16774166,0.2086095
864691135387493761,6,1.52186785,0.17324646
864691135387493761,7,3.24972707,0.38156694
864691135618867855,0,1.76488863,0.14072407
864691135618867855,1,1.92492847,0.14626503
864691135618867855,2,1.59017709,0.1439272
864691135618867855,3,3.50757005,0.23864255
864691135618867855,4,4.56517833,0.25836346
864691135618867855,5,3.71628745,0.25949263
864691135618867855,6,2.00039773,0.15088474
864691135618867855,7,2.41091829,0.16760197
864691135488549434,0,6.65167664,0.7608085
864691135488549434,1,5.13452089,0.5786564
864691135488549434,2,4.99652302,0.65440478
864691135488549434,3,2.68850548,0.25411258
864691135488549434,4,5.2249683,0.57970149
864691135488549434,5,3.26803034,0.35723847
864691135488549434,6,3.01307898,0.25783727
864691135488549434,7,8.56059126,0.93227903
864691136227918417,0,6.3390151,0.44933111
864691136227918417,1,5.07887412,0.40036409
864691136227918417,2,2.97060435,0.2298717
864691136227918417,3,2.39388376,0.17422858
864691136227918417,4,2.68175722,0.17729629
864691136227918417,5,2.2991899,0.20609144
864691136227918417,6,3.66098858,0.35959954
864691136227918417,7,4.37632211,0.32160536
864691136106318041,0,37.36166731,2.97812487
864691136106318041,1,22.88332894,1.78514637
864691136106318041,2,15.04374797,1.32562903
864691136106318041,3,10.23346924,1.16853084
864691136106318041,4,17.2692857,1.94045232
864691136106318041,5,10.66575151,0.97976949
864691136106318041,6,11.75480169,1.23831836
864691136106318041,7,8.20624199,0.66846859
864691135741524587,0,3.07582461,0.28445919
864691135741524587,1,4.96515762,0.37951667
864691135741524587,2,3.87667391,0.25797282
864691135741524587,3,3.66500436,0.24055594
864691135741524587,4,3.63794023,0.29767179
864691135741524587,5,3.59092087,0.25278859
864691135741524587,6,1.48955224,0.13619386
864691135741524587,7,2.36236623,0.19903616
864691136663175134,0,1.55903039,0.20484954
864691136663175134,1,3.68209816,0.65637626
864691136663175134,2,1.46139958,0.15376723
864691136663175134,3,2.23400639,0.22669927
864691136663175134,4,2.06803188,0.26860162
864691136663175134,5,2.22752713,0.319738
864691136663175134,6,2.49424565,0.51634538
864691136663175134,7,1.03253793,0.12377971
864691135772435195,0,7.85557638,0.53336981
864691135772435195,1,7.70173163,0.50688376
864691135772435195,2,6.65311266,0.5051629
864691135772435195,3,10.41464637,0.84373218
864691135772435195,4,10.28471334,1.00832103
864691135772435195,5,8.55267505,0.82701674
864691135772435195,6,3.50347865,0.39516854
864691135772435195,7,8.38170216,0.70878723
864691134885783546,0,11.76933223,1.15847094
864691134885783546,1,7.56686681,0.71963046
864691134885783546,2,5.65199884,0.43920749
864691134885783546,3,6.06025458,0.55191583
864691134885783546,4,6.4569153,0.46088445
864691134885783546,5,4.19451825,0.47868737
864691134885783546,6,3.86210228,0.33686125
864691134885783546,7,7.38145181,0.70933564
864691135323244700,0,10.90262237,0.61007439
864691135323244700,1,6.78748096,0.37088923
864691135323244700,2,10.81924989,0.59306824
864691135323244700,3,10.16504521,0.61804466
864691135323244700,4,10.66080873,0.60566554
864691135323244700,5,11.0568747,0.62784055
864691135323244700,6,9.49268553,0.69620676
864691135323244700,7,8.59861259,0.52373058
864691136005703882,0,14.22958879,1.11388151
864691136005703882,1,9.43318503,0.71069086
864691136005703882,2,7.11146131,0.67661703
864691136005703882,3,4.16742244,0.28185174
864691136005703882,4,3.18394717,0.31432511
864691136005703882,5,3.36772231,0.33926068
864691136005703882,6,6.27089129,0.56440512
864691136005703882,7,11.48971782,0.8677343
864691135464019269,0,11.79937838,0.83311615
864691135464019269,1,19.14480867,1.15861937
864691135464019269,2,12.40930824,0.7552509
864691135464019269,3,4.63320576,0.48689484
864691135464019269,4,3.58708335,0.33317641
864691135464019269,5,2.32776109,0.26755455
864691135464019269,6,3.51494423,0.38061048
864691135464019269,7,4.82609354,0.46340599
864691135687268576,0,4.33618857,0.27245746
864691135687268576,1,3.83421329,0.29382632
864691135687268576,2,2.0689664,0.18120381
864691135687268576,3,2.32796925,0.17393553
864691135687268576,4,2.02016998,0.16827343
864691135687268576,5,3.5884626,0.44765686
864691135687268576,6,3.30671022,0.22478034
864691135687268576,7,4.06192344,0.29722756
864691136116551844,0,1.25839447,0.09112935
864691136116551844,1,1.45140908,0.09707032
864691136116551844,2,1.97094512,0.11404259
864691136116551844,3,2.79626519,0.15858547
864691136116551844,4,1.8519722,0.11071071
864691136116551844,5,1.74460842,0.12522847
864691136116551844,6,1.12197651,0.07916876
864691136116551844,7,1.10515106,0.07303217
864691136451925247,0,1.96698655,0.14777962
864691136451925247,1,2.74734082,0.19129556
864691136451925247,2,2.01302397,0.1511936
864691136451925247,3,2.0686518,0.15830266
864691136451925247,4,2.15215318,0.16320951
864691136451925247,5,1.74229297,0.12087804
864691136451925247,6,1.46207791,0.10943113
864691136451925247,7,1.69689174,0.12295269
864691135387810177,0,1.3439315,0.08940145
864691135387810177,1,2.05012561,0.13178593
864691135387810177,2,1.96677326,0.12088099
864691135387810177,3,1.47099473,0.1062277
864691135387810177,4,2.08819356,0.15360417
864691135387810177,5,1.53728537,0.12434386
864691135387810177,6,1.53082826,0.10869008
864691135387810177,7,1.0657407,0.09119111
864691134989687674,0,1.80336823,0.177482
864691134989687674,1,1.02162799,0.12573079
864691134989687674,2,2.03603277,0.26750435
864691134989687674,3,1.95690232,0.18987218
864691134989687674,4,2.06152993,0.217889
864691134989687674,5,1.5696327,0.22894947
864691134989687674,6,3.15038348,0.37364926
864691134989687674,7,1.62843121,0.17496114
864691136274680845,0,3.00436631,0.18411915
864691136274680845,1,2.83988684,0.28921529
864691136274680845,2,1.91506377,0.1448687
864691136274680845,3,2.76153255,0.24052838
864691136274680845,4,2.31237761,0.19003546
864691136274680845,5,1.69958324,0.11843676
864691136274680845,6,1.44360502,0.14285065
864691136274680845,7,3.6152423,0.37753404
864691135213655680,0,40.52809239,2.06703729
864691135213655680,1,28.50598963,1.62389491
864691135213655680,2,19.07152806,1.21977954
864691135213655680,3,22.0147046,1.56418385
864691135213655680,4,17.83589831,1.39431265
864691135213655680,5,15.90490958,1.0271385
864691135213655680,6,34.00595381,2.20095804
864691135213655680,7,32.34829277,1.95966454
864691136274111757,0,8.42573198,0.43176373
864691136274111757,1,8.42434033,0.43599904
864691136274111757,2,7.52276177,0.41523242
864691136274111757,3,5.23365167,0.28044692
864691136274111757,4,6.15294029,0.40589637
864691136274111757,5,6.21057896,0.37112397
864691136274111757,6,8.11083606,0.42470897
864691136274111757,7,8.68819836,0.4979755
864691135123216167,0,9.80204794,0.4884778
864691135123216167,1,6.85640828,0.42270931
864691135123216167,2,3.87679315,0.33889657
864691135123216167,3,7.11808285,0.4858879
864691135123216167,4,9.08269385,0.58719501
864691135123216167,5,4.07125115,0.28313353
864691135123216167,6,4.10413686,0.26683643
864691135123216167,7,5.0931778,0.37326124
864691135307793478,0,4.43863426,0.57343848
864691135307793478,1,1.20283251,0.16104979
864691135307793478,2,0.9496604,0.15179097
864691135307793478,3,2.63569879,0.44650041
864691135307793478,4,0.79012183,0.10448916
864691135307793478,5,0.93852534,0.12491018
864691135307793478,6,0.78827975,0.13039513
864691135307793478,7,5.50209716,0.6246808
864691135952843555,0,16.55135206,0.87934773
864691135952843555,1,9.10637837,0.97544517
864691135952843555,2,2.87882973,0.24395175
864691135952843555,3,2.13019827,0.30680598
864691135952843555,4,3.28245136,0.30701059
864691135952843555,5,2.95315364,0.30966744
864691135952843555,6,8.37626946,0.6959919
864691135952843555,7,12.95288715,0.70668614
864691135890472073,0,1.98521525,0.16614277
864691135890472073,1,2.49587909,0.3272339
864691135890472073,2,2.98418651,0.31206956
864691135890472073,3,1.14190574,0.12016688
864691135890472073,4,0.62771555,0.07587426
864691135890472073,5,0.75344506,0.08398995
864691135890472073,6,1.08039893,0.17250712
864691135890472073,7,2.31785855,0.28872738
864691135841770979,0,27.25822144,1.3247071
864691135841770979,1,25.71401458,1.40944699
864691135841770979,2,14.60804057,0.91570502
864691135841770979,3,6.9752128,0.50786556
864691135841770979,4,10.50671401,0.5100853
864691135841770979,5,9.10468935,0.4965551
864691135841770979,6,11.82078303,0.72313675
864691135841770979,7,23.9998633,1.40753679
864691134966063135,0,3.18843303,0.17767542
864691134966063135,1,3.71383222,0.20381861
864691134966063135,2,5.01636777,0.27951049
864691134966063135,3,3.24128797,0.17581594
864691134966063135,4,2.03004383,0.13212029
864691134966063135,5,2.33914002,0.16981451
864691134966063135,6,3.39934719,0.20328697
864691134966063135,7,2.80270616,0.16718241
864691136033332155,0,1.88907217,0.19084643
864691136033332155,1,1.00513428,0.13141076
864691136033332155,2,0.9440625,0.14492211
864691136033332155,3,1.10380877,0.13918449
864691136033332155,4,1.69303616,0.19150027
864691136033332155,5,1.86017214,0.21759239
864691136033332155,6,2.75912499,0.23550216
864691136033332155,7,1.05751691,0.13127604
864691136371602824,0,1.7917421,0.19889763
864691136371602824,1,4.30929267,0.86741527
864691136371602824,2,5.63508263,0.50065158
864691136371602824,3,6.19445961,0.59837297
864691136371602824,4,12.03855302,0.846739
864691136371602824,5,6.29237222,0.76687883
864691136371602824,6,2.40364269,0.33371727
864691136371602824,7,3.03159281,0.44447662
864691135335143401,0,16.87589874,1.3505967
864691135335143401,1,11.54299058,0.97395157
864691135335143401,2,8.67523478,0.91060011
864691135335143401,3,5.47481548,0.57656761
864691135335143401,4,3.65151361,0.36229395
864691135335143401,5,3.78084854,0.55782698
864691135335143401,6,2.56955987,0.37259924
864691135335143401,7,10.5805903,1.27477527
864691135476393792,0,2.21865297,0.22014652
864691135476393792,1,2.36371293,0.2005843
864691135476393792,2,2.32532558,0.18956002
864691135476393792,3,2.23680505,0.18771964
864691135476393792,4,1.89230102,0.15569003
864691135476393792,5,2.08297264,0.17792063
864691135476393792,6,2.15464441,0.19568391
864691135476393792,7,1.67564974,0.17061372
864691135463639358,0,1.37671875,0.10135395
864691135463639358,1,2.07041824,0.13219236
864691135463639358,2,3.02262437,0.24264943
864691135463639358,3,4.5343444,0.41328523
864691135463639358,4,1.93364879,0.14406586
864691135463639358,5,1.18580475,0.09388922
864691135463639358,6,0.92934181,0.06837645
864691135463639358,7,1.08289533,0.08777866
864691135865442780,0,7.32652948,0.63794072
864691135865442780,1,4.86672266,0.51464048
864691135865442780,2,1.75483648,0.20221519
864691135865442780,3,2.14658207,0.38739709
864691135865442780,4,1.89105604,0.40727198
864691135865442780,5,5.71709745,1.54754413
864691135865442780,6,1.5799512,0.20537414
864691135865442780,7,5.50519552,0.7823562
864691135584763000,0,2.08934175,0.18450001
864691135584763000,1,1.34858351,0.11334722
864691135584763000,2,2.52157613,0.2769246
864691135584763000,3,1.80657254,0.16304764
864691135584763000,4,1.48634569,0.15023256
864691135584763000,5,1.20409821,0.10921013
864691135584763000,6,1.0667621,0.11449523
864691135584763000,7,1.40555526,0.12869296
864691136487992850,0,1.58131942,0.18586714
864691136487992850,1,1.89572759,0.19991506
864691136487992850,2,0.76704082,0.1039366
864691136487992850,3,0.70120251,0.09910178
864691136487992850,4,0.95260391,0.11283765
864691136487992850,5,1.05904498,0.11944552
864691136487992850,6,1.7036032,0.17980652
864691136487992850,7,2.24368108,0.17583557
864691136912437233,0,1.18474,0.0813531
864691136912437233,1,1.08487846,0.07997299
864691136912437233,2,1.0801219,0.08290505
864691136912437233,3,1.44985635,0.09296368
864691136912437233,4,1.23175811,0.08853091
864691136912437233,5,1.20170087,0.0874891
864691136912437233,6,1.08431609,0.08279783
864691136912437233,7,0.70110851,0.07751065
864691135865605596,0,6.74946885,0.54336294
864691135865605596,1,4.99484287,0.44747342
864691135865605596,2,5.22549793,0.6608821
864691135865605596,3,6.16449657,0.7093686
864691135865605596,4,5.08429386,0.5097184
864691135865605596,5,3.48073487,0.45084648
864691135865605596,6,4.83061663,0.60226253
864691135865605596,7,5.62582922,0.49808046
864691136974638876,0,6.80556259,0.68057942
864691136974638876,1,3.10933031,0.30723284
864691136974638876,2,7.72862013,0.8920029
864691136974638876,3,5.7212285,0.90336569
864691136974638876,4,6.06212461,0.91402856
864691136974638876,5,3.86956431,0.50718847
864691136974638876,6,10.09221876,1.33331661
864691136974638876,7,4.59909887,0.592326
864691135939200053,0,0.85681838,0.10444374
864691135939200053,1,0.60042656,0.07506184
864691135939200053,2,1.20555033,0.16466195
864691135939200053,3,0.77700586,0.0841421
864691135939200053,4,0.92986682,0.1349711
864691135939200053,5,0.79273295,0.08985024
864691135939200053,6,0.70317289,0.08177233
864691135939200053,7,0.76497398,0.09078741
864691135394659061,0,3.30978052,0.28913158
864691135394659061,1,3.21144731,0.26828697
864691135394659061,2,4.36601773,0.41933938
864691135394659061,3,2.72420463,0.41580323
864691135394659061,4,2.04699767,0.1808335
864691135394659061,5,1.7954006,0.15535846
864691135394659061,6,1.7280332,0.14755403
864691135394659061,7,2.29782893,0.19143231
864691135919336112,0,1.8767835,0.18580978
864691135919336112,1,0.77253795,0.10597836
864691135919336112,2,0.71498395,0.10388267
864691135919336112,3,2.22967941,0.19794597
864691135919336112,4,4.33501111,0.30054446
864691135919336112,5,3.24520788,0.22663494
864691135919336112,6,2.64747373,0.20627384
864691135919336112,7,1.6979755,0.13307118
864691136419944087,0,6.13734886,0.39376028
864691136419944087,1,6.15196803,0.42581215
864691136419944087,2,5.15518033,0.30396185
864691136419944087,3,5.38113307,0.2851133
864691136419944087,4,4.76062255,0.29155678
864691136419944087,5,3.77110768,0.22883309
864691136419944087,6,5.23386295,0.33232224
864691136419944087,7,5.57153731,0.40486037
864691136238566460,0,20.28283834,1.0611935
864691136238566460,1,10.01813651,0.74331966
864691136238566460,2,5.10527063,0.55174967
864691136238566460,3,2.6148128,0.44260079
864691136238566460,4,3.0708637,0.31021411
864691136238566460,5,3.10119771,0.30879563
864691136238566460,6,6.83884974,0.57314237
864691136238566460,7,19.11207362,1.13402952
864691136618145755,0,4.15608571,0.433402
864691136618145755,1,3.73596575,0.41891364
864691136618145755,2,5.2755778,0.45870526
864691136618145755,3,5.02613477,0.3888249
864691136618145755,4,5.54827463,0.50575516
864691136618145755,5,5.50948,0.4541194
864691136618145755,6,4.36968177,0.36278306
864691136618145755,7,4.85567248,0.45823032
864691136602771153,0,3.20808677,0.23650988
864691136602771153,1,3.26764947,0.21552422
864691136602771153,2,2.08810636,0.125936
864691136602771153,3,2.17846629,0.16912058
864691136602771153,4,2.35445658,0.17517262
864691136602771153,5,3.10433135,0.20383885
864691136602771153,6,3.14983093,0.19590859
864691136602771153,7,4.52273685,0.28567018
864691135848779614,0,5.17005115,0.38676333
864691135848779614,1,6.61145386,0.5599688
864691135848779614,2,3.20319071,0.28026575
864691135848779614,3,4.08791557,0.32035785
864691135848779614,4,4.84613698,0.40819914
864691135848779614,5,3.42348392,0.30412226
864691135848779614,6,2.49561311,0.197173
864691135848779614,7,3.05736707,0.34711253
864691135594721579,0,6.23447424,0.44558355
864691135594721579,1,4.40135824,0.33592047
864691135594721579,2,3.70125228,0.41617426
864691135594721579,3,4.84485186,0.3767335
864691135594721579,4,5.91878996,0.54444845
864691135594721579,5,3.58804415,0.36167135
864691135594721579,6,2.50672276,0.25472862
864691135594721579,7,4.96295604,0.38412486
864691136267268596,0,7.99679386,0.65110011
864691136267268596,1,5.66069518,0.58324077
864691136267268596,2,9.37266543,0.7052058
864691136267268596,3,14.63182654,1.38982069
864691136267268596,4,4.37172387,0.34278026
864691136267268596,5,4.02120207,0.32889923
864691136267268596,6,7.27684064,0.61695951
864691136267268596,7,9.73625588,0.7478999
864691135463340445,0,5.55040863,0.55871255
864691135463340445,1,3.70339961,0.36757022
864691135463340445,2,1.19307629,0.12541112
864691135463340445,3,2.18515194,0.19698683
864691135463340445,4,1.60571643,0.18050356
864691135463340445,5,3.54580858,0.41071317
864691135463340445,6,3.566664,0.35287266
864691135463340445,7,3.94309853,0.36601348
864691135013509622,0,20.04906148,1.30665674
864691135013509622,1,19.72706987,1.49497897
864691135013509622,2,23.3778111,2.3750638
864691135013509622,3,11.93064852,0.87823586
864691135013509622,4,10.12576439,0.9161915
864691135013509622,5,6.78689946,0.65648559
864691135013509622,6,7.89709832,0.67781652
864691135013509622,7,10.50372571,0.96107631
864691136673613959,0,11.57725274,1.63818773
864691136673613959,1,3.47910731,0.41260681
864691136673613959,2,1.14714896,0.25240569
864691136673613959,3,0.58783192,0.09847776
864691136673613959,4,0.9761808,0.10416952
864691136673613959,5,2.08217987,0.27911347
864691136673613959,6,5.71473193,0.66939435
864691136673613959,7,5.33920921,0.50400321
864691135338873574,0,0.66432997,0.078826
864691135338873574,1,0.18764515,0.02780137
864691135338873574,2,1.05571438,0.14047598
864691135338873574,3,0.74410875,0.09263294
864691135338873574,4,1.6555827,0.23954008
864691135338873574,5,0.85579089,0.08930115
864691135338873574,6,0.82891816,0.09114943
864691135338873574,7,0.50521358,0.06773872
864691135947621156,0,5.62998318,0.65991244
864691135947621156,1,2.93800194,0.30150805
864691135947621156,2,1.23861965,0.15223292
864691135947621156,3,1.64341476,0.24154679
864691135947621156,4,1.12520153,0.10852068
864691135947621156,5,0.95146821,0.10673817
864691135947621156,6,1.62562797,0.20073754
864691135947621156,7,4.40430802,0.46863722
864691136424390191,0,18.26443789,0.86357198
864691136424390191,1,8.41772714,0.48751916
864691136424390191,2,4.85093277,0.34045397
864691136424390191,3,3.66238369,0.26299402
864691136424390191,4,4.00920984,0.36057937
864691136424390191,5,4.4374162,0.29132967
864691136424390191,6,12.3167315,0.75596048
864691136424390191,7,16.95531791,0.78082616
864691135754516173,0,7.85433474,0.48466365
864691135754516173,1,4.97621271,0.24753291
864691135754516173,2,6.60752665,0.4341102
864691135754516173,3,5.25317764,0.29609864
864691135754516173,4,7.01045097,0.3928721
864691135754516173,5,4.32262858,0.23319501
864691135754516173,6,6.13091561,0.39961201
864691135754516173,7,5.0812126,0.25326653
864691135884890992,0,6.53762229,0.36874077
864691135884890992,1,3.87693381,0.27799076
864691135884890992,2,5.19767184,0.41198603
864691135884890992,3,5.01358057,0.36947018
864691135884890992,4,6.23386581,0.43660038
864691135884890992,5,5.48964005,0.42610938
864691135884890992,6,4.18226059,0.34698376
864691135884890992,7,4.30439743,0.26183711
864691135778426301,0,16.96025268,1.05896396
864691135778426301,1,10.07057715,0.76340412
864691135778426301,2,15.26128582,1.05652472
864691135778426301,3,10.41052954,0.84971338
864691135778426301,4,8.08077941,0.68169557
864691135778426301,5,17.96851838,1.28895104
864691135778426301,6,60.6520448,2.78217297
864691135778426301,7,52.88566932,2.74960642
864691135926611982,0,3.68865638,0.25475177
864691135926611982,1,4.83944387,0.44913301
864691135926611982,2,2.79368937,0.29948973
864691135926611982,3,2.61695757,0.25162577
864691135926611982,4,4.29885703,0.52758397
864691135926611982,5,5.99997626,0.60519903
864691135926611982,6,4.56822919,0.5450886
864691135926611982,7,5.67769416,0.58405361
864691137054780534,0,1.39942659,0.11217049
864691137054780534,1,1.11014882,0.10023038
864691137054780534,2,1.04113828,0.08555096
864691137054780534,3,0.84302658,0.07585218
864691137054780534,4,0.68292591,0.07753094
864691137054780534,5,1.00053738,0.09319
864691137054780534,6,0.70587787,0.07059191
864691137054780534,7,1.14602928,0.0964623
864691135940259073,0,18.49864378,1.39026269
864691135940259073,1,15.71266505,1.08876863
864691135940259073,2,12.02514235,0.95987497
864691135940259073,3,6.06806757,0.58788794
864691135940259073,4,6.69598444,0.59667902
864691135940259073,5,8.49388551,0.99197281
864691135940259073,6,3.5406919,0.3642777
864691135940259073,7,9.1110727,0.80295908
864691135995187114,0,6.34261068,0.32522421
864691135995187114,1,8.96617362,0.53944282
864691135995187114,2,3.49366913,0.30110464
864691135995187114,3,3.23959035,0.29804921
864691135995187114,4,2.44792157,0.22010242
864691135995187114,5,1.88551519,0.1881354
864691135995187114,6,0.98726533,0.10007187
864691135995187114,7,2.98435622,0.22263754
864691136723488878,0,7.84146338,0.64869299
864691136723488878,1,2.70583805,0.32009916
864691136723488878,2,2.99589463,0.28193827
864691136723488878,3,1.43563524,0.1465299
864691136723488878,4,1.8775443,0.18694499
864691136723488878,5,1.96164468,0.18666926
864691136723488878,6,4.09301524,0.44866357
864691136723488878,7,6.71241383,0.57962611
864691135502971829,0,2.33438012,0.14796304
864691135502971829,1,1.88804903,0.11956327
864691135502971829,2,2.39073957,0.13808894
864691135502971829,3,1.71083053,0.1145888
864691135502971829,4,2.02574697,0.18025456
864691135502971829,5,1.27331894,0.09161314
864691135502971829,6,1.32399677,0.09938332
864691135502971829,7,2.54772399,0.18704421
864691136452615679,0,8.50046284,0.80507744
864691136452615679,1,3.99379676,0.36196449
864691136452615679,2,7.34640533,0.53933468
864691136452615679,3,5.54162568,0.49590248
864691136452615679,4,9.03183061,1.37373429
864691136452615679,5,10.68331684,0.76984842
864691136452615679,6,6.59070357,0.57807677
864691136452615679,7,8.98816569,0.92637484
864691135772484091,0,4.43468746,0.26288963
864691135772484091,1,2.89084629,0.18740036
864691135772484091,2,2.13958242,0.14677703
864691135772484091,3,1.74674703,0.12750043
864691135772484091,4,1.87475676,0.14687516
864691135772484091,5,1.89302553,0.1480834
864691135772484091,6,1.94105789,0.13497356
864691135772484091,7,2.91192527,0.18918981
864691135360959303,0,12.72774243,0.87965751
864691135360959303,1,10.46043993,0.9964363
864691135360959303,2,7.8434974,0.59398919
864691135360959303,3,5.85954307,0.70304461
864691135360959303,4,6.00119927,0.78606541
864691135360959303,5,2.27433186,0.25179868
864691135360959303,6,8.0563967,0.65348977
864691135360959303,7,11.18002644,0.86622106
864691135618674063,0,5.23443731,0.43816207
864691135618674063,1,4.35927483,0.40881388
864691135618674063,2,5.0868006,0.34150839
864691135618674063,3,14.10993566,1.18288981
864691135618674063,4,11.35314302,0.89369778
864691135618674063,5,4.51246926,0.39660258
864691135618674063,6,7.30497198,0.88227344
864691135618674063,7,5.86072821,0.52285092
864691135645387759,0,0.79133869,0.10524984
864691135645387759,1,2.0989925,0.25937014
864691135645387759,2,3.01463571,0.33782959
864691135645387759,3,3.13806162,0.38898822
864691135645387759,4,5.03355159,0.5718172
864691135645387759,5,1.956078,0.19618771
864691135645387759,6,2.07690283,0.3072212
864691135645387759,7,0.89135581,0.12837835
864691135195558698,0,0.79616926,0.09228279
864691135195558698,1,0.76464284,0.0831598
864691135195558698,2,1.52684251,0.13667102
864691135195558698,3,2.09238923,0.18474479
864691135195558698,4,3.35192044,0.22659766
864691135195558698,5,2.48639328,0.18120352
864691135195558698,6,1.46679233,0.12601779
864691135195558698,7,1.01196538,0.08534197
864691135773423435,0,12.07724977,2.09052711
864691135773423435,1,1.81029188,0.22436831
864691135773423435,2,12.03502371,2.36689564
864691135773423435,3,34.51188019,2.85133599
864691135773423435,4,39.09663167,3.17507942
864691135773423435,5,6.45097559,0.59859802
864691135773423435,6,12.06975747,1.48917218
864691135773423435,7,7.23349888,0.92602554
864691136090047543,0,4.48813674,0.42265741
864691136090047543,1,3.14867479,0.32237892
864691136090047543,2,3.08221648,0.275522
864691136090047543,3,2.63796155,0.23432801
864691136090047543,4,2.3824159,0.19473212
864691136090047543,5,2.59158392,0.23086705
864691136090047543,6,2.30204317,0.20980607
864691136090047543,7,3.12636624,0.30392825
864691135213986360,0,5.48521466,0.32904046
864691135213986360,1,4.1335321,0.2182179
864691135213986360,2,3.89723583,0.25749632
864691135213986360,3,4.21161956,0.2392456
864691135213986360,4,3.64318371,0.22815352
864691135213986360,5,4.56601244,0.25504901
864691135213986360,6,2.74082573,0.19805231
864691135213986360,7,3.25323428,0.20567723
864691135772691019,0,1.59738441,0.14571156
864691135772691019,1,1.64476943,0.13387462
864691135772691019,2,2.46855291,0.26490616
864691135772691019,3,2.15982473,0.15389632
864691135772691019,4,2.07256568,0.17400665
864691135772691019,5,2.73160008,0.20393513
864691135772691019,6,2.27277834,0.1750675
864691135772691019,7,2.97174534,0.27452142
864691136335268787,0,1.52299204,0.107093
864691136335268787,1,2.78124814,0.18111718
864691136335268787,2,2.61175223,0.1880453
864691136335268787,3,3.14929417,0.28143682
864691136335268787,4,2.08135447,0.16369367
864691136335268787,5,1.23289253,0.12516997
864691136335268787,6,1.18779785,0.09740227
864691136335268787,7,1.66727286,0.11397189
864691135271383461,0,1.97689682,0.15156947
864691135271383461,1,1.88936848,0.1219361
864691135271383461,2,1.76268544,0.10572217
864691135271383461,3,1.89305489,0.1181474
864691135271383461,4,1.23438443,0.0861076
864691135271383461,5,1.25196579,0.08554637
864691135271383461,6,2.50014197,0.16185996
864691135271383461,7,2.95244844,0.18690625
864691135463090077,0,7.40548328,0.4076251
864691135463090077,1,10.71437885,0.56173536
864691135463090077,2,9.4422523,0.48604414
864691135463090077,3,7.24498959,0.37820842
864691135463090077,4,6.63399006,0.35463157
864691135463090077,5,4.95961039,0.25638244
864691135463090077,6,4.52963761,0.26009254
864691135463090077,7,4.67869447,0.26752542
864691135772595963,0,4.68751943,0.32435982
864691135772595963,1,4.49584668,0.29503301
864691135772595963,2,3.87815229,0.26560048
864691135772595963,3,4.50787359,0.35309124
864691135772595963,4,2.69235021,0.22779131
864691135772595963,5,1.97931415,0.16606118
864691135772595963,6,3.71107671,0.27324748
864691135772595963,7,3.90762976,0.27015333
864691136040892158,0,4.41703987,0.49411237
864691136040892158,1,2.51388434,0.30259982
864691136040892158,2,1.53941191,0.15849635
864691136040892158,3,0.78905505,0.09208648
864691136040892158,4,0.72878606,0.07627508
864691136040892158,5,1.74646234,0.278864
864691136040892158,6,1.43146393,0.22288409
864691136040892158,7,2.63393814,0.44968165
864691135013295606,0,1.4506677,0.15211708
864691135013295606,1,2.89218682,0.28023521
864691135013295606,2,10.65823588,0.92592311
864691135013295606,3,14.34811292,1.03903278
864691135013295606,4,6.94204761,0.50394712
864691135013295606,5,4.82050657,0.40613255
864691135013295606,6,2.44074679,0.41098731
864691135013295606,7,2.18810691,0.29414656
864691136812842099,0,1.78556452,0.17161986
864691136812842099,1,3.43549656,0.22335148
864691136812842099,2,2.08215829,0.15387514
864691136812842099,3,2.87204448,0.28091401
864691136812842099,4,1.70022427,0.15936941
864691136812842099,5,1.63647033,0.17734347
864691136812842099,6,3.25430557,0.22999654
864691136812842099,7,2.23954173,0.22711748
864691136195052520,0,4.03856026,0.59930291
864691136195052520,1,5.79556137,0.65280893
864691136195052520,2,16.17007065,1.63340609
864691136195052520,3,15.3131686,1.659558
864691136195052520,4,30.03618521,2.21342057
864691136195052520,5,30.33782794,2.12124778
864691136195052520,6,15.44703956,1.8773172
864691136195052520,7,2.1053733,0.39047191
864691135700457762,0,3.24660548,0.24923747
864691135700457762,1,3.79034637,0.28492891
864691135700457762,2,5.64236728,0.38926337
864691135700457762,3,12.03494379,0.68909977
864691135700457762,4,17.88292739,1.08008203
864691135700457762,5,14.81515099,0.84867373
864691135700457762,6,6.98316668,0.58043415
864691135700457762,7,5.99216494,0.52703158
864691135865453276,0,3.0946068,0.22882457
864691135865453276,1,2.55283563,0.21320812
864691135865453276,2,1.4590367,0.13785012
864691135865453276,3,1.58371339,0.16468885
864691135865453276,4,1.42623908,0.15180087
864691135865453276,5,1.57409463,0.16003605
