pre_pt_root_id,post_pt_root_id,syn_volume
864691135473351730,864691135473351730,2000
864691135473351730,864691135566087703,4996
864691135473464114,864691135013895574,3564
864691135473464114,864691135101172768,5084
864691135473464114,864691135575533086,25648
864691135473464114,864691135585983612,4240
864691135473464114,864691135777535933,11656
864691135473477426,864691134941228131,16532
864691135473477426,864691135101289504,2884
864691135473477426,864691135810648268,10252
864691135473692722,864691134948165628,34440
864691135473692722,864691135208707193,2712
864691135473692722,864691135367994873,10632
864691135473692722,864691135375633481,23832
864691135473692722,864691135464018845,8244
864691135473692722,864691135475694656,4844
864691135473692722,864691135565292567,1620
864691135473692722,864691135566087703,6676
864691135473692722,864691135586511740,1980
864691135473692722,864691135778426813,2868
864691135473692722,864691135868626454,5288
864691135476041792,864691135293800972,6924
864691135476041792,864691136289717143,2680
864691135476041792,864691136423567663,4836
864691135476267328,864691135013895574,1884
864691135476267328,864691135101289504,8008
864691135476267328,864691135375633481,7900
864691135476267328,864691135801213026,20112
864691135476267328,864691135868626454,4524
864691135476311616,864691135013930902,34380
864691135476311616,864691135475914560,11688
864691135476311616,864691135565686295,14336
864691135476311616,864691135715879194,25008
864691135476311616,864691135801213026,22728
864691135476495936,864691135349433559,5760
864691135476495936,864691135475694656,8348
864691135476495936,864691135659226754,14144
864691135476495936,864691135737631108,13244
864691135476495936,864691135738868593,3076
864691135476495936,864691135816241487,2232
864691135476495936,864691136011791267,19380
864691135476495936,864691136021279992,6036
864691135476495936,864691136137565309,24408
864691135476495936,864691136195503574,3712
864691135476495936,864691136380324821,8940
864691135476495936,864691136391169407,27236
864691135476528704,864691135101289504,7692
864691135476528704,864691135208707193,19660
864691135476528704,864691135692723391,3800
864691135476528704,864691135738868593,892
864691135476528704,864691135941263782,13804
864691135476528704,864691136009466284,10884
864691135477469352,864691135118817501,7200
864691135477469352,864691135156098916,13452
864691135477469352,864691135447020946,21224
864691135477469352,864691135725064107,6944
864691135477469352,864691135865558917,2064
864691135477469352,864691136227922001,19364
864691135477469864,864691135382590938,8348
864691135477469864,864691135516665299,11320
864691135477469864,864691136042580822,11764
864691135477469864,864691136380324821,23956
864691135477469864,864691136691745654,5224
864691135479592902,864691135013930902,2688
864691135479592902,864691135375633481,208
864691135479592902,864691135772767483,3900
864691135479592902,864691135926000142,3072
864691135479592902,864691136371437704,3860
864691135479592902,864691136379222485,8316
864691135479705030,864691135375633481,7116
864691135479705030,864691136991328917,4512
864691135479718854,864691134918853642,43116
864691135479718854,864691135101172768,8888
864691135479718854,864691135565573143,3476
864691135479718854,864691135565686295,2728
864691135479718854,864691135566087703,3396
864691135479718854,864691135868626454,6820
864691135479718854,864691135954957576,648
864691135479718854,864691136042580822,7292
864691135479718854,864691136991328917,28592
864691135479830982,864691135101289504,7244
864691135479830982,864691135135778073,14384
864691135479830982,864691135342957489,4640
864691135479830982,864691135349433559,10820
864691135479830982,864691135475694656,2892
864691135479830982,864691135546013736,12552
864691135479830982,864691135569893766,3960
864691135479830982,864691135584629880,13664
864691135479830982,864691135585983612,1952
864691135479830982,864691135654655938,2960
864691135479830982,864691135737631108,792
864691135479830982,864691135777007533,16448
864691135479830982,864691135867653142,1728
864691135479830982,864691135938614069,576
864691135479830982,864691135941263782,3616
864691135479830982,864691136042580822,6116
864691135479830982,864691136100745077,1496
864691135479830982,864691136275150093,3060
864691135479830982,864691136330599146,4320
864691135479830982,864691136419355287,17576
864691135479833030,864691135101289504,20384
864691135479833030,864691135195183658,13004
864691135479833030,864691135270385061,2492
864691135479833030,864691136009466284,17116
864691135479833030,864691136021392632,15380
864691135480090822,864691134885864186,1676
864691135480090822,864691135101172768,15648
864691135480090822,864691135101289504,10188
864691135480090822,864691135135778073,2768
864691135480090822,864691135342957489,7100
864691135480090822,864691135349433559,11224
864691135480090822,864691135441355080,1552
864691135480090822,864691135499204883,3040
864691135480090822,864691135565573143,8524
864691135480090822,864691135565629015,10700
864691135480090822,864691135571711981,2312
864691135480090822,864691135585436284,12136
864691135480090822,864691135585983612,19692
864691135480090822,864691135586511740,3828
864691135480090822,864691135593939755,6984
864691135480090822,864691135737484164,1232
864691135480090822,864691135755953362,7712
864691135480090822,864691135777535933,26560
864691135480090822,864691135801170018,15856
864691135480090822,864691135810708172,2212
864691135480090822,864691135857326638,4084
864691135480090822,864691135859498088,3276
864691135480090822,864691135868652822,7264
864691135480090822,864691136042580822,9152
864691135480090822,864691136176780806,9336
864691135480090822,864691136371499656,19428
864691135480090822,864691136424252463,19608
864691135480090822,864691136451945471,5148
864691135480090822,864691136925565258,8488
864691135489264442,864691134885864186,5052
864691135489264442,864691134918318602,552
864691135489264442,864691134918853642,2292
864691135489264442,864691135013895574,876
864691135489264442,864691135013930902,6024
864691135489264442,864691135014480630,6920
864691135489264442,864691135082583287,7700
864691135489264442,864691135101172768,7892
864691135489264442,864691135134029728,3124
864691135489264442,864691135156142692,2520
864691135489264442,864691135208707193,2552
864691135489264442,864691135270898853,640
864691135489264442,864691135273616401,2612
864691135489264442,864691135293767692,5076
864691135489264442,864691135323372956,7860
864691135489264442,864691135336156649,500
864691135489264442,864691135375633481,4676
864691135489264442,864691135395096821,3544
864691135489264442,864691135447628372,13280
864691135489264442,864691135463802174,3068
864691135489264442,864691135464018845,5624
864691135489264442,864691135491645535,8120
864691135489264442,864691135492423143,6344
864691135489264442,864691135502396085,5844
864691135489264442,864691135510491913,15512
864691135489264442,864691135516665299,852
864691135489264442,864691135518374538,5324
864691135489264442,864691135518519434,22928
864691135489264442,864691135546013736,2608
864691135489264442,864691135565573143,26836
864691135489264442,864691135565686295,14700
864691135489264442,864691135571711981,5452
864691135489264442,864691135575894302,540
864691135489264442,864691135585983612,34436
864691135489264442,864691135610849031,1012
864691135489264442,864691135618689935,3304
864691135489264442,864691135685844919,2948
864691135489264442,864691135692723391,1052
864691135489264442,864691135700498722,304
864691135489264442,864691135718815793,6460
864691135489264442,864691135725064107,5188
864691135489264442,864691135737484164,1900
864691135489264442,864691135737972849,2728
864691135489264442,864691135760233038,4020
864691135489264442,864691135763431478,5936
864691135489264442,864691135777007533,2836
864691135489264442,864691135777602144,3816
864691135489264442,864691135778426813,3972
864691135489264442,864691135786427332,5800
864691135489264442,864691135801170018,7696
864691135489264442,864691135801213026,4064
864691135489264442,864691135816241487,1464
864691135489264442,864691135849121886,4124
864691135489264442,864691135865122174,4488
864691135489264442,864691135868626454,19328
864691135489264442,864691135875065230,4784
864691135489264442,864691135940471041,4568
864691135489264442,864691135941263782,3184
864691135489264442,864691135975998531,5592
864691135489264442,864691136020910840,5076
864691135489264442,864691136100745077,10676
864691135489264442,864691136116154788,708
864691135489264442,864691136195503574,3280
864691135489264442,864691136310044506,4536
864691135489264442,864691136363241698,14284
864691135489264442,864691136389673744,4412
864691135489264442,864691136420745367,7444
864691135489264442,864691136424252463,61952
864691135489264442,864691136424636207,3832
864691135489264442,864691136812723827,440
864691135489264442,864691136974474012,8484
864691135489264442,864691136990674581,6420
864691135489264442,864691136991328917,23628
864691135489677882,864691135336156649,3932
864691135489677882,864691135565573143,3140
864691135489677882,864691135659226754,4908
864691135489677882,864691135760233038,16092
864691135489677882,864691135801170018,3184
864691135489677882,864691135868626454,5900
864691135489685818,864691135101289504,7804
864691135489685818,864691135375633481,29500
864691135489685818,864691135473351730,3928
864691135489685818,864691135566087703,5080
864691135489685818,864691135868626454,6492
864691135489685818,864691135915689318,6092
864691135489685818,864691136009466284,2304
864691135489685818,864691136991328917,4792
864691135489813562,864691135101289504,2616
864691135489813562,864691135575533086,2736
864691135489813562,864691135692723391,5044
864691135489813562,864691135975998531,3784
864691135491853159,864691135586511740,184
864691135491895271,864691135014480630,1520
864691135491895271,864691135082735351,10056
864691135491895271,864691135156006500,5752
864691135491895271,864691135565686295,15144
864691135491895271,864691135725917759,2020
864691135491895271,864691135865122174,18460
864691135491895271,864691136144591924,22900
864691135491895271,864691136819509614,13564
864691135491912167,864691135367429369,3104
864691135491912167,864691135375633481,11168
864691135491912167,864691135660915440,3204
864691135491912167,864691136092172212,19368
864691135491912167,864691136194825430,24032
864691135491949287,864691135101289504,9124
864691135491949287,864691135375633481,6940
864691135491949287,864691135857326638,16352
864691135491977959,864691135696936858,9632
864691135492023271,864691135375633481,11172
864691135492023271,864691135566087703,11136
864691135492023271,864691135763431478,32868
864691135492023271,864691135868626454,3148
864691135492023271,864691135939008565,33036
864691135492080871,864691135082583287,33728
864691135492080871,864691135101289504,6540
864691135492080871,864691135134029728,34500
864691135492080871,864691135195183658,16144
864691135492080871,864691135307967302,19968
864691135492080871,864691135475694656,7264
864691135492080871,864691135502903106,25636
864691135492080871,864691135763361078,22144
864691135492080871,864691135849121886,16204
864691135492080871,864691135868626454,4164
864691135492080871,864691135915689318,18432
864691135492080871,864691135954957576,8136
864691135492080871,864691136144653108,26200
864691135492080871,864691136330599146,21756
864691135492080871,864691136424252463,8492
864691135492080871,864691136991328917,34560
864691135492613471,864691135375633481,6128
864691135492613471,864691135940051969,1540
864691135495698832,864691134941228131,14464
864691135495698832,864691135492349023,1668
864691135495698832,864691136020910840,9820
864691135495698832,864691136057357016,3768
864691135495698832,864691136267447796,1344
864691135495698832,864691136273756350,2184
864691135495698832,864691136911099502,10284
864691135495698832,864691136913343473,1744
864691135495704208,864691134885864186,9680
864691135495704208,864691136042580822,15764
864691135495704208,864691136424252463,4888
864691135495704208,864691136911099502,4520
864691135495953808,864691135575533086,3704
864691135495953808,864691135801213026,2532
864691135495953808,864691135864935038,2920
864691135495953808,864691136106223321,10160
864691135498973715,864691135013930902,23256
864691135498973715,864691135336156649,5036
864691135498973715,864691135395096821,16636
864691135498973715,864691135586511740,38044
864691135498973715,864691135786427332,936
864691135498973715,864691135940051969,10704
864691135499231763,864691135865122174,9788
864691135502873666,864691135101289504,440
864691135502873666,864691135510491913,2176
864691135502873666,864691136371499656,3952
864691135502885954,864691135375633481,14208
864691135502885954,864691135696936858,5820
864691135502885954,864691135810708172,10148
864691135502885954,864691135864935038,3092
864691135502903106,864691135502903106,7988
864691135502903106,864691135738868593,2980
864691135503004765,864691135375633481,34848
864691135503004765,864691135463076414,7864
864691135503004765,864691136363241698,2612
864691135503163202,864691134918853642,39936
864691135503163202,864691135336156649,2304
864691135503163202,864691135463093917,2500
864691135503163202,864691135875065230,27796
864691135503163202,864691135941359105,17092
864691135503259997,864691135270898853,2328
864691135503344477,864691135565292567,3644
864691135503344477,864691136601577425,8976
864691135503433309,864691135499204883,4280
864691135503443549,864691135082583287,8664
864691135503443549,864691135211205824,25092
864691135503443549,864691135382590938,5804
864691135503443549,864691135585983612,8040
864691135503443549,864691135810357196,4524
864691135503443549,864691136334652851,4216
864691135503443549,864691136691745654,5004
864691135503611829,864691135875065230,8228
864691135510079753,864691135346434975,2052
864691135510079753,864691135510491913,4396
864691135510079753,864691135801213026,13572
864691135510406921,864691135156142692,1628
864691135510593289,864691135101289504,6952
864691135510593289,864691135375633481,5292
864691135510593289,864691135586511740,14212
864691135510593289,864691135700256546,2444
864691135510790921,864691135375633481,3188
864691135510790921,864691135565686295,6208
864691135510790921,864691135763361078,10912
864691135510790921,864691136363241698,4096
864691135510790921,864691136710400374,2092
864691135511977680,864691135013930902,3352
864691135511977680,864691135101289504,3264
864691135511977680,864691135510820816,7780
864691135511977680,864691135565686295,25464
864691135511977680,864691135777983933,5556
864691135511977680,864691135801170018,38724
864691135511977680,864691135801213026,1592
864691135511977680,864691135868626454,15780
864691135511977680,864691135939008565,11004
864691135511977680,864691136424252463,1424
864691135517665235,864691135336156649,55464
864691135517665235,864691135463076414,2084
864691135517665235,864691135889703817,716
864691135517665235,864691136925565258,2360
864691135517665235,864691136974474012,2028
864691135518989962,864691135101172768,3412
864691135518989962,864691135463802174,3548
864691135518989962,864691135502396085,32512
864691135518989962,864691135659226754,9628
864691135518989962,864691135692723391,4900
864691135518989962,864691135696936858,7612
864691135518989962,864691135737631108,36680
864691135518989962,864691135777535933,12328
864691135518989962,864691136009466284,8592
864691135518989962,864691136137565309,2680
864691135518989962,864691136195503574,2448
864691135518989962,864691136210205884,160
864691135518989962,864691136974464540,8248
864691135519025802,864691135134029728,16360
864691135519025802,864691135303927719,3632
864691135519025802,864691135375633481,4312
864691135519025802,864691135575533086,6332
864691135519025802,864691135584802424,480
864691135519025802,864691135618689935,5908
864691135519025802,864691135688078304,572
864691135519025802,864691135696936858,7376
864691135519025802,864691135810708172,12816
864691135519025802,864691136118659608,9132
864691135519025802,864691136238392892,12432
864691135519025802,864691136663049950,816
864691135519105162,864691136419355287,46580
864691135519105930,864691135101289504,1040
864691135519105930,864691135342957489,14124
864691135519105930,864691135375633481,27224
864691135519105930,864691135584802424,1380
864691135519105930,864691135777007533,508
864691135519240586,864691135101289504,12336
864691135519240586,864691135696936858,8056
864691135519240586,864691135718815793,8488
864691135519240586,864691136424252463,1924
864691135527472987,864691135101289504,21732
864691135527472987,864691135510491913,4428
864691135527472987,864691136042580822,7848
864691135527472987,864691136363241698,2664
864691135527472987,864691136663049950,5764
864691135527555163,864691135859498088,12612
864691135539486066,864691135499204883,10924
864691135539486066,864691135565573143,1908
864691135539486066,864691135777983933,10456
864691135539486066,864691135786096836,2372
864691135539486066,864691135810708172,2512
864691135539486066,864691135868626454,5100
864691135539486066,864691135938614069,5716
864691135539486066,864691136009466284,16464
864691135539491442,864691135447548244,7756
864691135539491442,864691135454796906,848
864691135539491442,864691135582655597,18724
864691135539491442,864691136042580822,9716
864691135539491442,864691136267447796,4120
864691135539491442,864691136379807445,3056
864691135539491442,864691136602609361,5028
864691135539491442,864691136913343473,25548
864691135539536754,864691135375633481,7384
864691135539536754,864691135510491913,13108
864691135539536754,864691135610849031,23724
864691135539536754,864691135618689935,2192
864691135539536754,864691135763431478,23436
864691135539536754,864691135801213026,10616
864691135539536754,864691135810357196,7484
864691135539536754,864691135954957576,4836
864691135539536754,864691136100745077,5280
864691135545730856,864691135101289504,9116
864691135546161704,864691135013930902,38336
864691135546161704,864691135801170018,5340
864691135546161704,864691135954957576,5596
864691135546161704,864691136363241698,2652
864691135546161704,864691136911099502,4780
864691135561597409,864691135801170018,13916
864691135561597409,864691135857326638,9188
864691135561597409,864691135868626454,1820
864691135561597409,864691135875065230,9172
864691135562001633,864691134885864186,60000
864691135562001633,864691134918853642,5156
864691135562001633,864691134941228131,15556
864691135562001633,864691134948165628,21216
864691135562001633,864691135013930902,10436
864691135562001633,864691135014480630,3096
864691135562001633,864691135099876384,2656
864691135562001633,864691135101289504,2364
864691135562001633,864691135118817501,1416
864691135562001633,864691135123123239,8380
864691135562001633,864691135134029728,24328
864691135562001633,864691135156142692,53656
864691135562001633,864691135195380010,8020
864691135562001633,864691135270385061,3756
864691135562001633,864691135270898853,9716
864691135562001633,864691135271101349,964
864691135562001633,864691135292431030,1240
864691135562001633,864691135336156649,20040
864691135562001633,864691135342957489,1436
864691135562001633,864691135375633481,6836
864691135562001633,864691135395016437,10768
864691135562001633,864691135395096821,2204
864691135562001633,864691135396843809,1024
864691135562001633,864691135464018845,9540
864691135562001633,864691135491645535,16620
864691135562001633,864691135492423143,18260
864691135562001633,864691135502903106,4204
864691135562001633,864691135509129225,5888
864691135562001633,864691135510491913,19976
864691135562001633,864691135510820816,1808
864691135562001633,864691135518352522,3460
864691135562001633,864691135518519434,9164
864691135562001633,864691135546013736,3780
864691135562001633,864691135565573143,13764
864691135562001633,864691135565629015,2820
864691135562001633,864691135565686295,6440
864691135562001633,864691135570037126,1336
864691135562001633,864691135575533086,2836
864691135562001633,864691135585983612,17300
864691135562001633,864691135586511740,12576
864691135562001633,864691135618689935,5272
864691135562001633,864691135639615035,5996
864691135562001633,864691135660915440,2088
864691135562001633,864691135685844919,4272
864691135562001633,864691135700498722,6860
864691135562001633,864691135737484164,396
864691135562001633,864691135763361078,1952
864691135562001633,864691135763431478,14840
864691135562001633,864691135772261115,2680
864691135562001633,864691135772728139,2636
864691135562001633,864691135777976765,3480
864691135562001633,864691135778426813,10896
864691135562001633,864691135786096836,10336
864691135562001633,864691135786427332,3896
864691135562001633,864691135801170018,8704
864691135562001633,864691135801213026,7320
864691135562001633,864691135810708172,11992
864691135562001633,864691135857326638,9860
864691135562001633,864691135859498088,4292
864691135562001633,864691135865558917,2596
864691135562001633,864691135868626454,2084
864691135562001633,864691135910654889,4912
864691135562001633,864691135915689318,2900
864691135562001633,864691135940051969,119088
864691135562001633,864691135940471041,40200
864691135562001633,864691135941263782,8428
864691135562001633,864691135946043684,1020
864691135562001633,864691136031650491,784
864691135562001633,864691136042219094,3476
864691135562001633,864691136057357016,5028
864691135562001633,864691136100745077,428
864691135562001633,864691136117080228,4840
864691135562001633,864691136150075473,12616
864691135562001633,864691136194890472,2656
864691135562001633,864691136227922001,1264
864691135562001633,864691136273756350,3616
864691135562001633,864691136309699418,6124
864691135562001633,864691136330599146,18220
864691135562001633,864691136334545843,1392
864691135562001633,864691136363241698,7160
864691135562001633,864691136379222485,960
864691135562001633,864691136388660087,8012
864691135562001633,864691136389673744,4148
864691135562001633,864691136391169407,3216
864691135562001633,864691136451820543,6656
864691135562001633,864691136618014939,7284
864691135562001633,864691136618222811,6556
864691135562001633,864691136663049950,1276
864691135562001633,864691136819509614,8068
864691135562001633,864691136925565258,364
864691135562001633,864691136991328917,5064
864691135562001633,864691137020483694,1516
864691135562004193,864691135101289504,7824
864691135562004193,864691135763431478,4576
864691135562004193,864691136194825430,1712
864691135562052065,864691135013930902,11232
864691135562052065,864691135156142692,3968
864691135562052065,864691135273616401,15256
864691135562052065,864691135688078304,2312
864691135562052065,864691135777976765,4828
864691135562052065,864691135801170018,9696
864691135562052065,864691135868626454,17188
864691135562052065,864691135941263782,2768
864691135562052065,864691136618222811,20476
864691135562123489,864691135336156649,37092
864691135562123489,864691135801170018,18216
864691135562147041,864691135013930902,236
864691135562209249,864691135693657279,1724
864691135562209249,864691135942137204,24416
864691135562209249,864691136363241698,11928
864691135562209249,864691136522363281,29552
864691135562209249,864691136911099502,4368
864691135565870679,864691135195183658,11260
864691135565870679,864691135303927719,720
864691135565870679,864691135375633481,4784
864691135565870679,864691135473351730,2132
864691135565870679,864691135475914560,1660
864691135565870679,864691135566087703,12500
864691135565870679,864691135570457990,2464
864691135565870679,864691135645303791,19704
864691135565870679,864691136238392892,10660
864691135565870679,864691136418968215,6268
864691135565870679,864691136483975980,4360
864691135566089495,864691135395016437,672
864691135566089495,864691136663049950,6004
864691135566123607,864691135763431478,2196
864691135566135127,864691134918318602,608
864691135566135127,864691135082583287,2980
864691135566135127,864691135375633481,20760
864691135566135127,864691135395096821,20364
864691135566135127,864691135518374538,240
864691135566135127,864691135565686295,4188
864691135566135127,864691135566087703,8900
864691135566135127,864691135692723391,4064
864691135566135127,864691135763431478,2360
864691135566135127,864691135855890478,14256
864691135566135127,864691135857326638,10568
864691135566135127,864691135938614069,1288
864691135566135127,864691135975998531,7200
864691135566135127,864691136420745367,1124
864691135566135127,864691136991328917,2216
864691135566237527,864691135135778073,1292
864691135566237527,864691135336156649,404
864691135566237527,864691135397245473,11392
864691135566237527,864691135693657279,15680
864691135566237527,864691136150075473,3440
864691135566237527,864691136330599146,3972
864691135566237527,864691136424636207,10540
864691135566237527,864691136991328917,3192
864691135566237527,864691137020038766,5904
864691135569468396,864691134885864186,16680
864691135569468396,864691135101289504,1056
864691135569592300,864691135134029728,1580
864691135569592300,864691135156142692,3600
864691135569592300,864691135307967302,3632
864691135569592300,864691135447628372,16848
864691135569592300,864691135518352522,15564
864691135569592300,864691135569760748,3804
864691135569592300,864691135660915440,4772
864691135569592300,864691135696936858,5900
864691135569592300,864691135763431478,12512
864691135569592300,864691135801213026,22076
864691135569592300,864691135857326638,19232
864691135569592300,864691135954957576,1948
864691135570502278,864691134918318602,13644
864691135570502278,864691135013895574,7592
864691135570502278,864691135358881266,8248
864691135570502278,864691135510491913,5480
864691135570502278,864691135654655938,2996
864691135570502278,864691135737631108,4420
864691135570502278,864691136020910840,6736
864691135570502278,864691136021392632,14576
864691135570502278,864691136210205884,4740
864691135570534534,864691134885864186,1200
864691135570534534,864691135375633481,11744
864691135570791558,864691135213076792,2264
864691135570791558,864691135475536960,18240
864691135570791558,864691136310044506,14460
864691135570791558,864691136379807445,2356
864691135570791558,864691136911099502,2260
864691135572202733,864691135375633481,7016
864691135572202733,864691135868626454,4188
864691135572202733,864691136057357016,1124
864691135572576237,864691135013930902,23160
864691135572576237,864691135375633481,5540
864691135572576237,864691135502903106,13704
864691135572576237,864691135518374538,7520
864691135572576237,864691135565573143,7680
864691135572576237,864691135801170018,4808
864691135572576237,864691135875065230,5236
864691135572576237,864691135889703817,2928
864691135572581357,864691135101289504,10520
864691135572581357,864691135156142692,1208
864691135572581357,864691135323372956,41336
864691135572581357,864691135336156649,5196
864691135572581357,864691135510491913,18948
864691135572581357,864691135868626454,7880
864691135572654885,864691135013930902,1312
864691135572654885,864691135336156649,552
864691135572654885,864691135375633481,7728
864691135572654885,864691135510491913,9860
864691135572654885,864691135618689935,800
864691135572654885,864691135763361078,7688
864691135572654885,864691136287670723,22208
864691135572686829,864691135101289504,828
864691135572686829,864691135447628372,16040
864691135572686829,864691135502396085,25372
864691135572686829,864691135692723391,7908
864691135572686829,864691135740182891,8564
864691135572686829,864691135809511628,2036
864691135572686829,864691135837373075,7412
864691135572686829,864691136106407641,2864
864691135572686829,864691136380324821,3296
864691135572686829,864691136391169407,29156
864691135572686829,864691136419554711,7776
864691135572686829,864691136424252463,2012
864691135572686829,864691136601577425,2228
864691135572686829,864691136691745654,18432
864691135572686829,864691136913343473,2672
864691135572686829,864691137019562606,3784
864691135572710949,864691135101289504,8088
864691135572710949,864691135397535009,400
864691135572710949,864691135463076414,7360
864691135572814885,864691135270321573,2960
864691135572814885,864691135475753024,14592
864691135572814885,864691135685338295,1376
864691135572814885,864691135763431478,30512
864691135572814885,864691135801213026,19420
864691135572814885,864691135868626454,6284
864691135572814885,864691136227922001,3288
864691135572814885,864691136911099502,3632
864691135572814885,864691136991328917,788
864691135576839710,864691135101289504,3856
864691135576839710,864691135375633481,1920
864691135576839710,864691135429888304,3548
864691135576839710,864691135566087703,4216
864691135576839710,864691135696936858,2864
864691135576839710,864691135868626454,5096
864691135576839710,864691136379222485,1540
864691135576872222,864691135101289504,4116
864691135576872222,864691135375633481,8444
864691135576872222,864691135492349023,17696
864691135576872222,864691135585983612,6072
864691135576872222,864691136194825430,8140
864691135576872222,864691136444903043,7480
864691135576872222,864691136913343473,14092
864691135576881950,864691134885864186,5216
864691135576881950,864691135156142692,1708
864691135576881950,864691135857326638,17952
864691135576881950,864691135868626454,3760
864691135576881950,864691135940051969,6372
864691135576899358,864691134941228131,2024
864691135576899358,864691135396821281,21616
864691135576899358,864691135502590786,16940
864691135576899358,864691135659226754,2956
864691135576899358,864691136419351959,7036
864691135576899358,864691136990674581,14132
864691135576991518,864691135135778073,3716
864691135576991518,864691135495181200,21780
864691135576991518,864691135890037385,2852
864691135576991518,864691136085166188,1784
864691135576991518,864691136710400374,4688
864691135576994078,864691135975998531,12900
864691135576994078,864691136691745654,7836
864691135576994078,864691136913343473,6244
864691135576996894,864691134948165628,6168
864691135576996894,864691135570037126,7356
864691135576996894,864691135571711981,4052
864691135576996894,864691135810648268,2864
864691135576996894,864691135939008565,58072
864691135576996894,864691136379807445,7992
864691135576996894,864691136444903043,1540
864691135577012766,864691135014480630,3640
864691135577012766,864691135156142692,31652
864691135577012766,864691135375633481,50932
864691135577012766,864691135565686295,5192
864691135577012766,864691135566087703,3656
864691135577012766,864691135718815793,16964
864691135577012766,864691135738348401,21244
864691135577012766,864691135786096836,6640
864691135577012766,864691135868626454,6160
864691135577012766,864691136424252463,2824
864691135577051678,864691135857326638,3792
864691135577051678,864691136227922001,19796
864691135577051678,864691136273756350,4592
864691135578197509,864691135101289504,4920
864691135578360837,864691135101289504,1396
864691135578360837,864691135270321573,1260
864691135578360837,864691135510491913,5624
864691135578360837,864691135616675177,6900
864691135578360837,864691135659226754,2504
864691135578360837,864691135740182891,3988
864691135578360837,864691136040360190,2420
864691135578360837,864691136210205884,1800
864691135578360837,864691136363241698,42816
864691135578571013,864691135375633481,9460
864691135578571013,864691136419351959,13324
864691135582973549,864691135013895574,1948
864691135582973549,864691135101289504,4744
864691135582973549,864691135738348401,2492
864691135582973549,864691136021392632,34496
864691135582973549,864691136042580822,6320
864691135582973549,864691136274759693,4104
864691135582973549,864691136424252463,11640
864691135583037037,864691135692723391,9344
864691135583037037,864691135696936858,2944
864691135583037037,864691135777007533,1240
864691135583037037,864691135941263782,20432
864691135583037037,864691136100745077,15000
864691135583037037,864691136974474012,24788
864691135583172717,864691135659226754,3716
864691135583172717,864691135856735790,5872
864691135583209069,864691135101289504,4856
864691135583209069,864691135610849031,24604
864691135583209069,864691135763431478,3200
864691135583209069,864691135801170018,7596
864691135583352941,864691134939982691,4144
864691135583352941,864691135082735351,9044
864691135583352941,864691135293767692,620
864691135583352941,864691136021279992,33308
864691135583352941,864691137019562606,3672
864691135583421549,864691135499204883,15444
864691135583421549,864691136363241698,28004
864691135585494648,864691135375633481,14308
864691135585494648,864691136238392892,8240
864691135585564280,864691135101289504,2040
864691135585564280,864691135571711981,18612
864691135585564280,864691136106407641,3668
864691135585564280,864691136418968215,4408
864691135585684088,864691135927336148,9252
864691135585684088,864691136042580822,7084
864691135585684088,864691136819509614,8424
864691135585684088,864691136925565258,2748
864691135585713528,864691135210934208,9708
864691135585713528,864691135397245473,17716
864691135585713528,864691135464129949,14312
864691135585713528,864691135464231069,4640
864691135585713528,864691135569893766,7300
864691135585713528,864691135639615035,15184
864691135585713528,864691135700227874,9400
864691135586527612,864691135375633481,6048
864691135586527612,864691135473351730,16824
864691135586527612,864691135518519434,4788
864691135586527612,864691135546013736,332
864691135586527612,864691135801213026,568
864691135586527612,864691135941263782,1956
864691135586711932,864691135942137204,4416
864691135586711932,864691136057357016,2804
864691135591041291,864691135375633481,6896
864691135591041291,864691135575533086,28348
864691135591041291,864691136194825430,1792
864691135591041291,864691136379547861,56992
864691135591041291,864691136444903043,6556
864691135591664907,864691135342957489,12712
864691135591664907,864691136363241698,4540
864691135591687691,864691135013930902,16484
864691135591687691,864691135257031855,1436
864691135591687691,864691135463076414,3352
864691135591687691,864691135475694656,2208
864691135591687691,864691135763431478,3820
864691135591687691,864691135868626454,4460
864691135591727115,864691135659226754,2836
864691135591727115,864691135696936858,8084
864691135591944203,864691134885864186,2516
864691135591944203,864691134948165628,5260
864691135591944203,864691135099876384,1244
864691135591944203,864691135134029728,2368
864691135591944203,864691135156142692,1236
864691135591944203,864691135210934208,3012
864691135591944203,864691135213956152,3680
864691135591944203,864691135271101349,7776
864691135591944203,864691135279606945,1716
864691135591944203,864691135342957489,14012
864691135591944203,864691135375633481,9632
864691135591944203,864691135383480282,3724
864691135591944203,864691135394375925,3884
864691135591944203,864691135395096821,4204
864691135591944203,864691135397535009,1792
864691135591944203,864691135499204883,13276
864691135591944203,864691135502903106,2364
864691135591944203,864691135510491913,5524
864691135591944203,864691135515927507,8660
864691135591944203,864691135518374538,1620
864691135591944203,864691135518519434,3908
864691135591944203,864691135565573143,20588
864691135591944203,864691135565629015,3832
864691135591944203,864691135565686295,2020
864691135591944203,864691135570037126,3736
864691135591944203,864691135585983612,28804
864691135591944203,864691135586511740,13728
864691135591944203,864691135593939755,3680
864691135591944203,864691135618689935,2564
864691135591944203,864691135688078304,1964
864691135591944203,864691135700256546,168
864691135591944203,864691135700498722,3088
864691135591944203,864691135725064107,3344
864691135591944203,864691135738422129,1696
864691135591944203,864691135755953362,10608
864691135591944203,864691135763431478,264
864691135591944203,864691135772728139,4304
864691135591944203,864691135801170018,164
864691135591944203,864691135801213026,4980
