pt_root_id,cell_type,tuning_type,layer,position_original,axon_proof,dendr_proof,pref_ori,osi
864691134940875619,exc,,L23,[121904 147840  24099],non,non,,
864691134940890211,inh,,L23,[123568 155568  23755],non,non,,
864691134940932451,exc,,L23,[ 96688 150224  20171],non,non,,
864691134940932707,exc,,L23,[192304 140320  26915],non,non,,
864691134940939875,exc,,L23,[253904 145696  17661],non,non,,
864691134940941411,exc,,L4,[ 88816 165200  18233],non,non,,
864691134940942435,exc,,L23,[117840 158224  16141],non,non,,
864691134940949603,exc,,L23,[ 93136 162400  17246],non,non,,
864691134940951907,exc,,L23,[260880 144688  21280],non,non,,
864691134940952419,exc,,L4,[191248 155616  24988],non,non,,
864691134940952675,exc,,L23,[169872 143088  18663],non,non,,
864691134940958563,exc,,L23,[148096 152048  23189],non,non,,
864691134940959843,exc,,L23,[238960 148320  19072],non,non,,
864691134940961379,exc,,L23,[175024 113104  16065],non,non,,
864691134940962403,exc,,L23,[228608 146656  21785],non,non,,
864691134940963683,exc,,L23,[226896 130656  25361],non,non,,
864691134940963939,exc,,L23,[141360 121792  18399],non,non,,
864691134940964451,exc,,L23,[222864 123328  24299],non,non,,
864691134940966243,exc,,L4,[131728 176160  21401],non,non,,
864691134941091171,exc,,L23,[179968 151328  18953],non,non,,
864691134941125731,exc,,L23,[167440 117584  22843],non,non,,
864691134941129571,exc,,L4,[191088 168400  21349],clean,clean,,
864691134941166179,inh,,L23,[204640 112048  17754],non,non,,
864691134941194851,exc,,L23,[181216 134624  21266],clean,clean,,
864691134947385852,exc,,L23,[104976 160576  21135],non,non,,
864691134947402236,exc,,L4,[254656 152752  24752],non,non,,
864691134947423740,exc,,L23,[147680 136928  23765],non,non,,
864691134947449084,exc,,L4,[180448 156720  23621],non,non,,
864691134947459068,exc,,L4,[107968 163888  16398],non,non,,
864691134947687164,exc,,L23,[121712 144608  20788],non,non,,
864691134947744508,inh,,L23,[145312 132080  17824],non,non,,
864691134947847932,exc,,L23,[142800 150480  16234],non,non,,
864691134947962620,exc,,L23,[227392 120480  19328],non,non,,
864691134948160764,inh,,L23,[274272 144448  15690],non,non,,
864691134948161020,exc,,L23,[246256 110192  16105],non,non,,
864691134948165628,exc,,L23,[138976 125856  24234],non,non,,
864691134948176636,exc,,L23,[250160 143904  24304],non,non,,
864691134948183036,exc,,L4,[210656 170400  19765],non,non,,
864691134948189436,exc,,L23,[130448 145088  15395],non,non,,
864691134948190460,exc,,L4,[ 94192 169504  17343],non,non,,
864691134948193532,exc,,L4,[111952 176192  15647],non,non,,
864691134948217852,exc,,L23,[216560 110416  17041],non,non,,
864691134948246268,exc,,L23,[145424 132688  16199],non,non,,
864691134948250364,exc,,L23,[227232 128448  20010],non,non,,
864691134948264956,exc,,L23,[246912 134352  15693],non,non,,
864691134948268028,exc,,L23,[118272 119840  16677],non,non,,
864691134948274172,exc,,L23,[197136 142288  21922],non,non,,
864691134948277756,exc,,L23,[157232 134544  15093],non,non,,
864691134948278780,exc,,L23,[107104 125680  25327],non,non,,
864691134948281852,exc,,L23,[202976 107104  15345],non,non,,
864691134948286972,exc,,L23,[ 88688 134320  17101],non,non,,
864691134948287228,exc,,L23,[107648 133680  18049],non,non,,
864691134948306940,exc,,L23,[162496 129984  22532],non,non,,
864691134948335868,exc,,L4,[273200 162160  20607],non,non,,
864691134948350972,exc,,L23,[233248 129328  16095],non,non,,
864691134948359420,exc,,L23,[ 95120 132304  19642],non,non,,
864691134948365820,exc,,L23,[269280 109888  19807],non,non,,
864691134948373756,exc,,L23,[208928 121040  27076],non,non,,
864691134948374012,exc,,L23,[110320 153360  25597],non,non,,
864691134948374524,exc,,L23,[184400 114576  16884],non,non,,
864691134948376572,exc,,L23,[269136 134576  15529],non,non,,
864691134948388348,exc,,L4,[217248 155648  15268],non,non,,
864691134948404220,exc,,L23,[206080 131024  19352],non,non,,
864691134948417276,exc,,L23,[101744 158592  17155],non,non,,
864691134948425724,exc,,L4,[138352 167536  21118],non,non,,
864691134948428284,exc,,L23,[235392 149472  19667],non,non,,
864691134948430332,exc,,L23,[152528 142304  19067],non,non,,
864691134948430588,exc,,L23,[209600 129120  21100],non,non,,
864691134948493308,exc,,L23,[182048 115584  21330],clean,clean,,
864691134948497148,exc,,L23,[191584 145424  23656],non,non,,
864691134948513276,exc,,L23,[181312 118336  23026],non,non,,
864691134948527356,exc,,L4,[204880 162384  17239],non,non,,
864691134948597756,exc,,L4,[186736 173184  22757],non,non,,
864691134964448031,exc,,L4,[ 80128 164112  20113],non,non,,
864691134964448287,exc,,L23,[ 79632 156800  20083],non,non,,
864691134964449311,exc,,L23,[134592 133632  24457],non,non,,
864691134964455967,exc,,L4,[105584 162896  22148],non,non,,
864691134964466975,exc,,L4,[104960 167888  22129],non,non,,
864691134964469535,exc,,L4,[242736 163616  20619],non,non,,
864691134964562463,exc,,L4,[180640 158512  26095],non,non,,
864691134964563743,exc,,L23,[ 88304 125392  15877],non,non,,
864691134964699679,exc,,L23,[134480 149232  16653],non,non,,
864691134964761887,exc,,L4,[229232 155168  27058],non,non,,
864691134964835359,exc,,L23,[132320 136720  19683],non,non,,
864691134964863775,exc,,L23,[116912 119024  20911],non,non,,
864691134964978719,exc,,L23,[273248 110800  19152],non,non,,
864691134965146399,inh,,L23,[120208 127552  18375],non,non,,
864691134965164319,exc,,L23,[113392 142448  23945],non,non,,
864691134965169951,exc,,L4,[235744 169488  16623],non,non,,
864691134965177375,exc,,L23,[231376 130496  23047],non,non,,
864691134965179167,exc,,L23,[224896 115696  22826],non,non,,
864691134965183007,exc,,L23,[246368 143648  26435],non,non,,
864691134965189919,exc,,L4,[257792 155008  19246],non,non,,
864691134965204511,exc,,L4,[ 90592 171952  17150],non,non,,
864691134965208863,exc,,L23,[117312 140160  26594],non,non,,
864691134965210143,exc,,L23,[105168 158576  16421],non,non,,
864691134965214239,exc,,L23,[148384 147616  15505],non,non,,
864691134965226271,exc,,L23,[152416 154224  15314],non,non,,
864691134965227295,exc,,L23,[227648 110384  17032],non,non,,
864691134965249567,exc,,L4,[171424 164560  15323],non,non,,
864691134965259295,exc,,L23,[136336 146512  22721],non,non,,
864691134965261599,exc,,L23,[261952 134512  23223],non,non,,
864691134965272095,exc,,L23,[273520 105056  17706],non,non,,
864691134965279263,exc,,L23,[167184 112080  17471],non,non,,
864691134965281311,exc,,L23,[146528 111472  19498],non,non,,
864691134965288991,exc,,L4,[131808 167296  21766],non,non,,
864691134965292319,exc,,L4,[205072 156048  22868],non,non,,
864691134965294879,exc,,L23,[115552 155312  21459],non,non,,
864691134965301791,exc,,L4,[230144 158928  27548],non,non,,
864691134965305887,exc,,L23,[128304 113632  25254],non,non,,
864691134965326623,exc,,L23,[117456 153232  25326],non,non,,
864691134965328671,exc,,L4,[156688 160576  23329],non,non,,
864691134965342239,exc,,L23,[273184 139632  16384],non,non,,
864691134965356831,exc,,L23,[250192 144176  26309],non,non,,
864691134965375519,exc,,L23,[144224 147088  22962],non,non,,
864691134965379103,exc,,L4,[122624 178112  17593],non,non,,
864691134965379359,exc,,L23,[121200 155920  23352],non,non,,
864691134965399327,exc,,L23,[211264 146352  17928],non,non,,
864691134965402655,exc,,L23,[196656 147600  20220],non,non,,
864691134965407775,exc,,L23,[111200 149456  16925],non,non,,
864691134965408799,exc,,L23,[225264 105104  22764],non,non,,
864691134965413151,exc,,L23,[113744 136768  18873],non,non,,
864691134965415711,exc,,L23,[166560 149280  23139],non,non,,
864691134965419551,exc,,L23,[141568 150464  20332],non,non,,
864691134965427743,exc,,L23,[247600 144096  19965],non,non,,
864691134965428255,exc,,L23,[142976 139024  25513],non,non,,
864691134965428511,exc,,L4,[ 98896 183328  20694],non,non,,
864691134965429535,inh,,L23,[107104 147216  18758],non,non,,
864691134965432607,exc,,L4,[240368 160736  21181],non,non,,
864691134965433119,exc,,L23,[142080 151136  20124],non,non,,
864691134965440799,exc,,L23,[248592 129248  22216],non,non,,
864691134965447967,exc,,L23,[141568 147072  22612],non,non,,
864691134965486879,exc,,L23,[170928 142608  21356],clean,extended,,
864691134965520159,exc,,L23,[160640 130688  22940],non,non,,
864691134965597983,exc,,L23,[173520 122576  18849],non,non,,
864691134965653279,exc,,L23,[171552 144112  21874],clean,clean,,
864691134965657631,exc,,L23,[186448 152992  22049],clean,clean,,
864691134988410490,exc,,L23,[ 84128 117824  20579],non,non,,
864691134988447098,exc,,L4,[107408 177264  23197],non,non,,
864691134988453498,exc,,L23,[147536 153616  15137],non,non,,
864691134988453754,exc,,L23,[ 83440 132112  19693],non,non,,
864691134988456826,exc,,L4,[ 81856 178864  21269],non,non,,
864691134988462458,exc,,L23,[102592 122576  19676],non,non,,
864691134988465530,exc,,L23,[ 91056 130288  17841],non,non,,
864691134988615034,exc,,L23,[268832 107648  17863],non,non,,
864691134989019002,exc,,L23,[247088 114880  20544],non,non,,
864691134989042042,exc,,L23,[134192 128944  19144],non,non,,
864691134989047930,exc,,L23,[151360 131024  24948],non,non,,
864691134989138298,exc,,L23,[244352 110880  19759],non,non,,
864691134989139066,exc,,L4,[157616 157584  27107],non,non,,
864691134989140602,exc,,L23,[131520 113616  16637],non,non,,
864691134989141114,exc,,L23,[177872 114672  15564],non,non,,
864691134989143930,exc,,L4,[122304 180224  26718],non,non,,
864691134989163130,exc,,L23,[117296 130240  19743],non,non,,
864691134989179002,exc,,L23,[245504 134032  15088],non,non,,
864691134989188474,exc,,L23,[154480 146608  18115],non,non,,
864691134989195642,exc,,L23,[174496 114416  25690],non,non,,
864691134989228154,exc,,L23,[127184 122416  26838],non,non,,
864691134989251194,exc,,L23,[133328 158352  18748],non,non,,
864691134989260922,exc,,L23,[228592 150352  25769],non,non,,
864691134989264250,exc,,L23,[ 92768 134960  17965],non,non,,
864691134989322106,exc,,L23,[195808 136336  27608],non,non,,
864691134989325434,exc,,L23,[152752 118128  22630],non,non,,
864691134989341562,exc,,L23,[141984 129888  18549],non,non,,
864691134989347962,exc,,L23,[136512 117344  22517],non,non,,
864691134989348218,exc,,L23,[165888 153888  19973],non,non,,
864691134989356922,exc,,L23,[177584 145296  24436],non,non,,
864691134989372026,exc,,L4,[218464 160480  18720],non,non,,
864691134989372282,exc,,L23,[258896 142400  22444],non,non,,
864691134989378426,exc,,L4,[189744 170000  22899],non,non,,
864691134989379450,exc,,L23,[174000 145600  24362],non,non,,
864691134989399674,exc,,L23,[221424 149120  18370],non,non,,
864691134989407354,exc,,L23,[140304 115328  18357],non,non,,
864691134989411962,exc,,L23,[174192 131440  26631],non,non,,
864691134989425786,exc,,L23,[122944 147632  16328],non,non,,
864691134989454970,exc,,L4,[246528 151040  27450],non,non,,
864691134989457018,exc,,L23,[200704 149296  25554],non,non,,
864691134989458298,exc,,L4,[107040 176592  17560],non,non,,
864691134989462906,exc,,L23,[123664 149664  23080],non,non,,
864691134989465466,exc,,L23,[168240 149552  27503],non,non,,
864691134989469818,exc,,L23,[110688 132064  22634],non,non,,
864691134989474682,inh,,L23,[119936 118240  22567],non,non,,
864691134989479802,exc,,L4,[232592 155856  18579],non,non,,
864691134989481850,exc,,L23,[179984 110848  17284],non,non,,
864691134989485178,exc,,L4,[147888 162320  26555],non,non,,
864691134989485690,exc,,L23,[210736 130192  24365],non,non,,
864691134989629562,exc,,L4,[139328 179088  22732],non,non,,
864691134989630842,exc,,L23,[175664 139696  23846],non,non,,
864691134989641850,exc,,L23,[247328 138688  15587],non,non,,
864691134989666170,exc,,L23,[149008 122000  22590],non,non,,
864691134989668474,exc,,L23,[147536 150928  18527],non,non,,
864691134989685370,exc,,L23,[184400 149552  16845],non,non,,
864691134989687674,exc,,L23,[134624 125552  22626],non,non,,
864691135012403190,exc,,L23,[ 84848 159936  20665],non,non,,
864691135012448502,exc,,L23,[ 90208 137536  17794],non,non,,
864691135012453622,exc,,L23,[ 70640 139648  20634],non,non,,
864691135012454134,exc,,L23,[111904 153824  20175],non,non,,
864691135012455414,exc,,L23,[112720 114752  25960],non,non,,
864691135012458742,exc,,L23,[115104 122944  17980],non,non,,
864691135012462838,exc,,L23,[147280 151552  15759],non,non,,
864691135012464118,exc,,L23,[ 95520 121808  17987],non,non,,
864691135012464886,exc,,L23,[ 84944 140080  16251],non,non,,
864691135012469494,exc,,L23,[ 83648 120608  19898],non,non,,
864691135012470518,exc,,L23,[ 75536 137216  21058],non,non,,
864691135012500726,exc,,L4,[259232 164336  17626],non,non,,
864691135012530934,exc,,L23,[233840 138320  22296],non,non,,
864691135012550390,exc,,L23,[106608 152224  20368],non,non,,
864691135012551670,exc,,L23,[186560 120384  20001],non,non,,
864691135012553206,exc,,L23,[168480 148048  25763],non,non,,
864691135012614646,exc,,L23,[195664 115056  18673],non,non,,
864691135012856470,exc,,L4,[ 99488 180080  21237],non,non,,
864691135012857494,exc,,L23,[175120 143200  26836],non,non,,
864691135012859030,exc,,L4,[138976 176704  22281],non,non,,
864691135012862614,exc,,L23,[213328 122864  17938],non,non,,
864691135012868758,exc,,L4,[112016 181664  19327],non,non,,
864691135012875158,exc,,L23,[196048 116080  15199],non,non,,
864691135012883958,exc,,L23,[249440 110288  26374],non,non,,
864691135012884886,inh,,L23,[236096 129280  16413],non,non,,
864691135012910998,exc,,L23,[235104 149344  24097],non,non,,
864691135013086454,inh,,L23,[217376 111008  20746],non,non,,
864691135013106678,exc,,L23,[259680 139296  22635],non,non,,
864691135013129462,exc,,L23,[216336 126352  19047],non,non,,
864691135013236982,exc,,L4,[113456 180064  19424],non,non,,
864691135013269238,exc,,L23,[199792 142320  16074],non,non,,
864691135013269494,exc,,L4,[242032 153072  25850],non,non,,
864691135013270006,exc,,L23,[253168 143904  18085],non,non,,
864691135013273078,exc,,L23,[163696 112240  15749],non,non,,
864691135013275638,exc,,L23,[117184 115616  24159],non,non,,
864691135013279990,exc,,L4,[128448 165632  20986],non,non,,
864691135013293558,exc,,L23,[196176 143136  19268],non,non,,
864691135013294326,exc,,L23,[243552 135168  25299],non,non,,
864691135013295606,exc,,L23,[249136 112928  17088],non,non,,
864691135013310198,exc,,L23,[110496 154864  25143],non,non,,
864691135013321974,exc,,L23,[193488 132944  21396],non,non,,
864691135013334518,exc,,L4,[126832 164704  16473],non,non,,
864691135013336054,exc,,L23,[133856 114896  22425],non,non,,
864691135013339894,exc,,L23,[242720 128528  18191],non,non,,
864691135013352694,exc,,L23,[207888 113120  16939],non,non,,
864691135013374710,exc,,L23,[140112 115520  24907],non,non,,
864691135013385462,exc,,L23,[210976 149152  18991],non,non,,
864691135013386230,exc,,L4,[121632 174704  19680],non,non,,
864691135013387766,exc,,L23,[155920 138064  18547],non,non,,
864691135013391350,exc,,L23,[102912 134128  20858],non,non,,
864691135013419254,exc,,L4,[124704 165488  23945],non,non,,
864691135013421302,exc,,L23,[245232 126912  26701],non,non,,
864691135013423094,exc,,L23,[186832 149360  19211],non,non,,
864691135013455094,exc,,L23,[119520 132016  23742],non,non,,
864691135013455862,exc,,L23,[267168 140576  21986],non,non,,
864691135013464214,exc,,L4,[139168 177824  24298],non,non,,
864691135013464310,exc,,L23,[110912 142384  23047],non,non,,
864691135013467798,exc,,L4,[240688 164912  22813],non,non,,
864691135013470710,exc,,L4,[131840 163744  26301],non,non,,
864691135013481462,exc,,L4,[153024 171040  15735],non,non,,
864691135013486838,exc,,L23,[110416 132432  18997],non,non,,
864691135013498006,exc,,L23,[231824 114944  19333],non,non,,
864691135013506294,exc,,L23,[244064 127296  24803],non,non,,
864691135013507830,exc,,L23,[238832 129264  21177],non,non,,
864691135013508598,exc,,L23,[198848 143376  25172],non,non,,
864691135013509622,exc,,L23,[267584 142800  17300],non,non,,
864691135013516534,exc,,L4,[114448 168704  16235],non,non,,
864691135013521910,exc,,L4,[164064 171712  15113],non,non,,
864691135013522422,exc,,L4,[242512 150208  17990],non,non,,
864691135013523958,exc,,L23,[144528 148208  24111],non,non,,
864691135013524470,exc,,L4,[114816 165888  18875],non,non,,
864691135013528566,inh,,L23,[273152 114336  17866],non,non,,
864691135013530870,exc,,L4,[160944 172176  16581],non,non,,
864691135013532918,exc,,L23,[229440 131920  23810],non,non,,
864691135013535990,exc,,L23,[223824 109360  15191],non,non,,
864691135013537526,exc,,L23,[236992 127664  21991],non,non,,
864691135013541622,exc,,L4,[108656 165536  19699],non,non,,
864691135013545718,inh,,L23,[236816 133712  19602],non,non,,
864691135013548278,exc,,L23,[152256 147712  22629],non,non,,
864691135013550582,exc,,L23,[254192 115696  21376],non,non,,
864691135013555190,exc,,L23,[161104 120624  23584],non,non,,
864691135013555702,exc,,L23,[162656 109936  23581],non,non,,
864691135013560310,exc,,L4,[172384 175984  24391],non,non,,
864691135013563382,exc,,L23,[263856 137248  15650],non,non,,
864691135013599638,exc,,L23,[221408 111472  20720],non,non,,
864691135013618838,exc,,L4,[176192 174352  18683],non,non,,
864691135013628822,exc,,L23,[202864 124608  23926],non,non,,
864691135013628918,exc,,L23,[187920 136608  20472],clean,clean,,
864691135013642902,exc,,L23,[112336 120784  19595],non,non,,
864691135013644534,exc,,L23,[164800 129792  17700],non,non,,
864691135013681558,exc,,L4,[179408 174448  27362],non,non,,
864691135013685910,exc,,L4,[261168 148992  17796],non,non,,
864691135013686934,exc,,L23,[224448 145264  18269],non,non,,
864691135013692310,exc,,L23,[ 95856 145664  20457],non,non,,
864691135013695382,exc,,L23,[223328 106704  24839],non,non,,
864691135013696758,exc,,L23,[215600 142656  19870],non,non,,
864691135013702390,exc,,L23,[184400 124048  19014],non,non,,
864691135013704854,exc,,L4,[112720 181648  21724],non,non,,
864691135013709718,exc,,L23,[192528 128336  18292],non,non,,
864691135013711766,exc,,L4,[260368 162208  22403],non,non,,
864691135013713046,exc,,L4,[214896 168704  23758],non,non,,
864691135013715958,exc,,L23,[197408 151792  21335],non,non,,
864691135013727126,exc,,L4,[156048 168704  17389],non,non,,
864691135013749398,exc,,L23,[203520 116528  22295],non,non,,
864691135013767830,exc,,L23,[152128 131968  18139],non,non,,
864691135013768694,exc,,L23,[175184 112320  21779],clean,clean,,
864691135013776118,exc,,L23,[172656 147632  19010],non,non,,
864691135013776278,inh,,L23,[218176 114096  19437],non,non,,
864691135013781398,exc,,L23,[238576 118704  17561],non,non,,
864691135013784982,exc,,L23,[144384 155408  20808],non,non,,
864691135013789942,exc,,L23,[177392 130416  22352],clean,clean,,
864691135013791126,exc,,L23,[191568 110960  26667],non,non,,
864691135013796502,inh,,L23,[166176 114192  16802],non,non,,
864691135013809814,exc,,L23,[242528 105760  26259],non,non,,
864691135013848982,exc,,L23,[ 85088 140912  18314],non,non,,
864691135013855382,exc,,L23,[192576 124880  16243],non,non,,
864691135013860246,exc,,L23,[107856 159840  24078],non,non,,
864691135013863574,exc,,L23,[212800 113360  18949],non,non,,
864691135013866998,exc,,L23,[178992 151872  20381],clean,clean,,
864691135013869046,exc,,L4,[155744 174608  19089],non,non,,
864691135013875446,exc,,L4,[168816 177744  18263],non,non,,
864691135013880214,exc,,L23,[100176 151840  22262],non,non,,
864691135013884054,exc,,L23,[158944 145632  20057],non,non,,
864691135013886710,exc,,L4,[180000 163472  18856],non,non,,
864691135013895574,exc,,L23,[210240 142528  23071],non,non,,
864691135013895830,exc,,L23,[228272 120848  24149],non,non,,
864691135013898742,exc,,L23,[154912 122992  18067],non,non,,
864691135013907094,exc,,L23,[104256 148192  24770],non,non,,
864691135013908118,exc,,L23,[104880 138160  20556],non,non,,
864691135013908214,exc,,L23,[196304 108848  24259],non,non,,
864691135013909910,exc,,L23,[151472 144704  17754],non,non,,
864691135013910678,exc,,L4,[223584 169088  23920],non,non,,
864691135013912470,exc,,L4,[214272 171968  22136],non,non,,
864691135013921430,exc,,L4,[226640 171072  24574],non,non,,
864691135013925782,exc,,L23,[155200 139264  26539],non,non,,
864691135013930902,exc,,L23,[179040 128176  19765],non,non,,
864691135013931414,exc,,L23,[259392 136992  21509],non,non,,
864691135013938070,exc,,L23,[166880 134096  19636],non,non,,
864691135013962134,exc,,L23,[187312 111232  22632],clean,clean,,
864691135013978774,exc,,L23,[181376 125680  22521],clean,clean,,
864691135014159510,exc,,L4,[183552 169792  20241],clean,clean,,
864691135014174102,exc,,L23,[146016 135696  24491],non,non,,
864691135014175638,exc,,L4,[187776 160800  16995],non,non,,
864691135014198166,exc,,L4,[249376 150272  23472],non,non,,
864691135058539675,exc,,L23,[223216 138096  20763],non,non,,
864691135058550171,exc,,L4,[225312 161104  20411],non,non,,
864691135058585243,exc,,L4,[217040 170544  25666],non,non,,
864691135058698907,inh,,L23,[206128 151168  18846],non,non,,
864691135058916251,exc,,L23,[213728 129472  21604],non,non,,
864691135059081883,exc,,L23,[ 87968 132880  19409],non,non,,
864691135059093659,exc,,L23,[ 81792 163312  21311],non,non,,
864691135059117723,exc,,L23,[259152 144336  20339],non,non,,
864691135059126171,exc,,L23,[256512 142064  17258],non,non,,
864691135059267483,exc,,L23,[175680 132432  17584],non,non,,
864691135059267739,exc,,L23,[220704 140992  25152],non,non,,
864691135059268251,exc,,L23,[ 75328 138112  19973],non,non,,
864691135059271835,exc,,L4,[110432 182544  19849],non,non,,
864691135059293851,exc,,L23,[232960 145728  22193],non,non,,
864691135059302043,exc,,L23,[268576 124864  19733],non,non,,
864691135059316635,exc,,L23,[144048 155888  18483],non,non,,
864691135059319963,exc,,L23,[232112 144528  23084],non,non,,
864691135059331483,exc,,L23,[121776 140992  23753],non,non,,
864691135059353755,exc,,L23,[237344 121024  23329],non,non,,
864691135059360155,exc,,L23,[237312 141488  21931],non,non,,
864691135059364507,exc,,L23,[222320 140976  24089],non,non,,
864691135059366811,exc,,L23,[255024 113024  24178],non,non,,
864691135059368347,exc,,L4,[215872 168496  17625],non,non,,
864691135059373979,exc,,L4,[267024 167872  19180],non,non,,
864691135059387803,exc,,L23,[244320 123088  19393],non,non,,
864691135059398811,exc,,L23,[151440 148608  15900],non,non,,
864691135059426971,exc,,L4,[238752 155296  26699],non,non,,
864691135059432859,exc,,L23,[205584 141440  20545],non,non,,
864691135059438747,exc,,L23,[130688 139440  16480],non,non,,
864691135059439003,exc,,L4,[ 93520 181920  19342],non,non,,
864691135059444379,exc,,L23,[256624 139344  18496],non,non,,
864691135059448987,exc,,L23,[203920 141904  16110],non,non,,
864691135059454875,exc,,L4,[107776 180128  21198],non,non,,
864691135059461531,exc,,L23,[134768 146928  15399],non,non,,
864691135059469211,exc,,L23,[270496 138064  16118],non,non,,
864691135059477403,exc,,L4,[258224 158240  15429],non,non,,
864691135059500699,exc,,L23,[171888 131376  23956],non,non,,
864691135059525787,exc,,L23,[114736 131904  16346],non,non,,
864691135059527835,exc,,L23,[ 91328 154304  20205],non,non,,
864691135059539611,exc,,L4,[236304 164528  18878],non,non,,
864691135059540635,exc,,L23,[197232 137520  23923],non,non,,
864691135059544987,exc,,L23,[202032 128688  22839],non,non,,
864691135059550107,exc,,L23,[107664 144768  25313],non,non,,
864691135059554971,exc,,L23,[148176 146432  17769],non,non,,
864691135059555483,exc,,L23,[189760 149920  16408],non,non,,
864691135059558299,exc,,L23,[209504 146144  26811],non,non,,
864691135059563931,exc,,L23,[182864 117632  23811],non,non,,
864691135064980548,exc,,L23,[193728 115248  22217],non,non,,
864691135065012292,exc,,L23,[ 86352 160928  20232],non,non,,
864691135065015620,exc,,L23,[105088 132512  17342],non,non,,
864691135065022532,exc,,L23,[119728 146192  21166],non,non,,
864691135065204292,exc,,L4,[173168 165360  19803],non,non,,
864691135065205060,exc,,L23,[212544 143856  22565],non,non,,
864691135065304900,exc,,L4,[119776 173472  15683],non,non,,
864691135065645124,exc,,L23,[187280 118848  21755],clean,extended,,
864691135065700420,exc,,L23,[269856 107248  18243],non,non,,
864691135065700676,exc,,L23,[187472 112816  25344],non,non,,
864691135065732164,exc,,L4,[201472 166736  27428],non,non,,
864691135065734724,exc,,L4,[126368 177328  26334],non,non,,
864691135065739332,exc,,L23,[165712 154320  16129],non,non,,
864691135065740100,exc,,L23,[207424 125328  22709],non,non,,
864691135065750340,exc,,L23,[230016 132496  17832],non,non,,
864691135065772612,exc,,L4,[238224 168080  15479],non,non,,
864691135065784900,exc,,L23,[137024 133328  15683],non,non,,
864691135065791300,exc,,L23,[237936 120208  15306],non,non,,
864691135065825604,exc,,L23,[142880 145136  19579],non,non,,
864691135065828932,exc,,L23,[272848 115216  18920],non,non,,
864691135065829444,exc,,L4,[128080 172560  16953],non,non,,
864691135065834308,exc,,L23,[102976 138432  24949],non,non,,
864691135065839684,exc,,L23,[139040 114320  22726],non,non,,
864691135065858116,exc,,L23,[214736 127840  15564],non,non,,
864691135065886020,exc,,L23,[136880 133328  17506],non,non,,
864691135065895492,exc,,L23,[134624 151984  16663],non,non,,
864691135065906500,exc,,L23,[268816 115360  17316],non,non,,
864691135065907780,exc,,L23,[220800 131440  17703],non,non,,
864691135065910340,exc,,L23,[171344 140400  17185],non,non,,
864691135065925444,exc,,L4,[157968 177232  20409],non,non,,
864691135065925700,exc,,L23,[134928 135552  23532],non,non,,
864691135065937476,exc,,L4,[143152 162304  20413],non,non,,
864691135065943876,exc,,L4,[240816 153792  18529],non,non,,
864691135065950020,exc,,L4,[233232 155936  21469],non,non,,
864691135065956932,exc,,L23,[248192 104560  24991],non,non,,
864691135065957188,exc,,L23,[194416 109856  16450],non,non,,
864691135065964356,exc,,L4,[171536 170016  23846],non,non,,
864691135065981252,exc,,L23,[268016 105840  20660],non,non,,
864691135065984068,exc,,L23,[192400 143808  20016],non,non,,
864691135065985092,exc,,L4,[152256 176144  16880],non,non,,
864691135065986116,exc,,L23,[124752 134992  18613],non,non,,
864691135065987908,exc,,L4,[238480 158640  26108],non,non,,
864691135065990468,exc,,L4,[147728 168304  19113],non,non,,
864691135065994052,exc,,L23,[229216 149568  24232],non,non,,
864691135066003268,exc,,L23,[271456 132976  19879],non,non,,
864691135066004036,exc,,L4,[110016 168752  15599],non,non,,
864691135066010180,exc,,L4,[172208 166384  16344],non,non,,
864691135066010948,exc,,L23,[162432 127712  16464],non,non,,
864691135066012484,exc,,L23,[228656 139952  22925],non,non,,
864691135066017860,exc,,L4,[228608 162944  15669],non,non,,
864691135066023492,exc,,L23,[232208 144400  25802],non,non,,
864691135066024260,exc,,L23,[174160 148256  15665],non,non,,
864691135066028612,exc,,L23,[170352 111888  15782],non,non,,
864691135066037060,exc,,L23,[197856 113200  19531],non,non,,
864691135066060100,exc,,L4,[247568 163264  24038],non,non,,
864691135066061636,exc,,L23,[230496 119776  22368],non,non,,
864691135066084932,exc,,L23,[206640 113664  23425],non,non,,
864691135066091332,exc,,L23,[165824 119904  24209],non,non,,
864691135066114372,exc,,L4,[156528 167248  23953],non,non,,
864691135066182980,exc,,L23,[170192 147984  21335],clean,clean,,
864691135066217796,exc,,L4,[183360 169376  20619],clean,clean,,
864691135066231108,exc,,L23,[164960 138320  18943],non,non,,
864691135066232644,exc,,L23,[134912 138720  20435],non,non,,
864691135066264900,exc,,L23,[205472 128816  17629],non,non,,
864691135066278212,exc,,L23,[175280 141040  23637],non,non,,
864691135066288964,exc,,L23,[260464 124960  17132],non,non,,
864691135066302020,exc,,L23,[189072 142016  21337],clean,extended,,
864691135066302276,exc,,L23,[175312 148544  21082],clean,clean,,
864691135081630711,exc,,L23,[195280 115072  19318],non,non,,
864691135081640951,exc,,L23,[176128 150320  27000],non,non,,
864691135081646327,exc,,L23,[258304 147696  22501],non,non,,
864691135081682167,exc,,L4,[210576 168976  22507],non,non,,
864691135081692663,exc,,L4,[180896 168816  16876],non,non,,
864691135081703927,inh,,L23,[151344 136080  24778],non,non,,
864691135081710327,exc,,L4,[175632 156176  15726],non,non,,
864691135081718775,exc,,L23,[116464 129536  22657],non,non,,
864691135081723127,exc,,L4,[108576 179360  20998],non,non,,
