neuron_id,angle_shown,rate
864691135349171415,4,3.042087
864691135349171415,5,2.5932412
864691135349171415,6,2.3467767
864691135349171415,7,2.6737065
864691135349171415,8,2.8532743
864691135349171415,9,1.0402191
864691135349171415,10,2.1577048
864691135349171415,11,2.1451406
864691135349171415,12,2.8610673
864691135349171415,13,2.980535
864691135349171415,14,1.8387635
864691135349171415,15,1.4065075
864691135374300104,0,0.539045
864691135374300104,1,0.35736212
864691135374300104,2,1.1442902
864691135374300104,3,0.3879537
864691135374300104,4,0.7137369
864691135374300104,5,0.15829463
864691135374300104,6,0.43941468
864691135374300104,7,0.19119468
864691135374300104,8,0.43731827
864691135374300104,9,0.8517469
864691135374300104,10,1.5668893
864691135374300104,11,0.13593681
864691135374300104,12,0.67591184
864691135374300104,13,0.23735924
864691135374300104,14,0.45756713
864691135374300104,15,0.18113776
864691135374386888,0,3.1617503
864691135374386888,1,2.1578426
864691135374386888,2,1.4417257
864691135374386888,3,0.5554297
864691135374386888,4,0.3185644
864691135374386888,5,0.37734693
864691135374386888,6,0.9752137
864691135374386888,7,1.6768688
864691135374386888,8,3.4909816
864691135374386888,9,1.2768266
864691135374386888,10,0.7494042
864691135374386888,11,0.41822147
864691135374386888,12,0.30946082
864691135374386888,13,0.37010357
864691135374386888,14,1.323766
864691135374386888,15,0.6009189
864691135968897381,0,1.414855
864691135968897381,1,1.4162643
864691135968897381,2,0.8330673
864691135968897381,3,0.6080186
864691135968897381,4,0.2884745
864691135968897381,5,0.36230052
864691135968897381,6,1.0462047
864691135968897381,7,0.9327261
864691135968897381,8,2.0576246
864691135968897381,9,1.2409378
864691135968897381,10,0.9939151
864691135968897381,11,0.50554204
864691135968897381,12,0.59486955
864691135968897381,13,0.61940783
864691135968897381,14,0.46703282
864691135968897381,15,1.5625257
864691135374673737,0,1.232774
864691135374673737,1,3.946619
864691135374673737,2,6.7163553
864691135374673737,3,1.6311481
864691135374673737,4,0.6121025
864691135374673737,5,0.2840225
864691135374673737,6,0.79852533
864691135374673737,7,0.690171
864691135374673737,8,2.5202575
864691135374673737,9,5.409827
864691135374673737,10,4.3805146
864691135374673737,11,0.6194038
864691135374673737,12,2.9021776
864691135374673737,13,1.3522418
864691135374673737,14,0.74539703
864691135374673737,15,0.88073903
864691135968871781,0,0.17037185
864691135968871781,1,0.7110369
864691135968871781,2,0.5784135
864691135968871781,3,0.5852652
864691135968871781,4,0.7571139
864691135968871781,5,0.4586904
864691135968871781,6,0.6490276
864691135968871781,7,0.6421875
864691135968871781,8,0.5709971
864691135968871781,9,0.8438939
864691135968871781,10,0.7522505
864691135968871781,11,0.63181937
864691135968871781,12,0.77374864
864691135968871781,13,0.65964484
864691135968871781,14,0.7831417
864691135968871781,15,0.6387629
864691135383305451,0,2.0812125
864691135383305451,1,2.0326476
864691135383305451,2,0.8575187
864691135383305451,3,0.57051057
864691135383305451,4,1.3987783
864691135383305451,5,1.0873352
864691135383305451,6,0.7942897
864691135383305451,7,2.8177774
864691135383305451,8,8.527811
864691135383305451,9,3.092691
864691135383305451,10,1.2649553
864691135383305451,11,1.5120966
864691135383305451,12,1.1576936
864691135383305451,13,1.2046674
864691135383305451,14,0.78773886
864691135383305451,15,1.3839864
864691135383333338,0,2.417087
864691135383333338,1,0.40812835
864691135383333338,2,0.50530857
864691135383333338,3,0.9212521
864691135383333338,4,0.24760398
864691135383333338,5,0.6541037
864691135383333338,6,0.1879335
864691135383333338,7,1.3458315
864691135383333338,8,0.58575565
864691135383333338,9,0.7847239
864691135383333338,10,0.978008
864691135383333338,11,0.85166395
864691135383333338,12,1.1482173
864691135383333338,13,0.9965557
864691135383333338,14,1.2497685
864691135383333338,15,2.4299645
864691135383015898,0,1.2580607
864691135383015898,1,0.6774548
864691135383015898,2,0.5169602
864691135383015898,3,0.382765
864691135383015898,4,0.37207913
864691135383015898,5,0.76260245
864691135383015898,6,1.2108426
864691135383015898,7,2.0226092
864691135383015898,8,0.7603507
864691135383015898,9,0.8563369
864691135383015898,10,0.2812464
864691135383015898,11,0.26484653
864691135383015898,12,0.3050296
864691135383015898,13,0.30035558
864691135383015898,14,0.9811527
864691135383015898,15,2.0401306
864691135307855686,0,4.56145
864691135307855686,1,1.5237284
864691135307855686,2,0.29409134
864691135307855686,3,0.47178903
864691135307855686,4,0.33154848
864691135307855686,5,0.856675
864691135307855686,6,1.120159
864691135307855686,7,3.4288387
864691135307855686,8,5.2761292
864691135307855686,9,1.9861453
864691135307855686,10,0.43921575
864691135307855686,11,0.19264036
864691135307855686,12,0.60125667
864691135307855686,13,0.9583167
864691135307855686,14,1.1727644
864691135307855686,15,4.6639743
864691135374721097,0,0.84192103
864691135374721097,1,0.5375707
864691135374721097,2,0.63186085
864691135374721097,3,0.61886936
864691135374721097,4,0.38227376
864691135374721097,5,0.64528835
864691135374721097,6,0.6412555
864691135374721097,7,0.93937856
864691135374721097,8,1.0706264
864691135374721097,9,0.8877053
864691135374721097,10,0.36154065
864691135374721097,11,0.45302528
864691135374721097,12,0.5326416
864691135374721097,13,0.58507836
864691135374721097,14,0.5528954
864691135374721097,15,0.89052486
864691135374856265,0,1.0485723
864691135374856265,1,1.3597313
864691135374856265,2,0.9579711
864691135374856265,3,0.4333217
864691135374856265,4,0.23241124
864691135374856265,5,0.55278635
864691135374856265,6,0.5518563
864691135374856265,7,0.9649741
864691135374856265,8,1.5927653
864691135374856265,9,0.988852
864691135374856265,10,0.72227705
864691135374856265,11,0.65094936
864691135374856265,12,0.40798664
864691135374856265,13,0.34278524
864691135374856265,14,0.47012195
864691135374856265,15,0.45331174
864691135361251143,0,1.314394
864691135361251143,1,1.0696428
864691135361251143,2,0.8934123
864691135361251143,3,0.7318037
864691135361251143,4,0.9168987
864691135361251143,5,0.57358867
864691135361251143,6,0.72455037
864691135361251143,7,0.80852664
864691135361251143,8,1.2591038
864691135361251143,9,0.9144638
864691135361251143,10,0.5787767
864691135361251143,11,1.0089635
864691135361251143,12,0.86533195
864691135361251143,13,0.811529
864691135361251143,14,0.928841
864691135361251143,15,0.9023205
864691135367010809,0,1.2258414
864691135367010809,1,0.75682795
864691135367010809,2,0.27377573
864691135367010809,3,0.26706463
864691135367010809,4,0.16846922
864691135367010809,5,0.32009247
864691135367010809,6,0.75538194
864691135367010809,7,0.8820528
864691135367010809,8,1.0047598
864691135367010809,9,1.1081873
864691135367010809,10,1.337373
864691135367010809,11,0.48169285
864691135367010809,12,0.099505626
864691135367010809,13,0.9040445
864691135367010809,14,0.9569007
864691135367010809,15,0.893921
864691135367012345,0,3.3518836
864691135367012345,1,2.580772
864691135367012345,2,2.754406
864691135367012345,3,2.813927
864691135367012345,4,1.5875697
864691135367012345,5,1.9342654
864691135367012345,6,1.4465688
864691135367012345,7,1.7826786
864691135367012345,8,2.8028035
864691135367012345,9,3.928083
864691135367012345,10,3.2977562
864691135367012345,11,2.9641
864691135367012345,12,3.0003777
864691135367012345,13,0.9354
864691135367012345,14,1.4773252
864691135367012345,15,1.267826
864691135360959815,0,3.006129
864691135360959815,1,1.8791339
864691135360959815,2,2.6388545
864691135360959815,3,3.2587192
864691135360959815,4,5.923799
864691135360959815,5,6.813346
864691135360959815,6,7.380037
864691135360959815,7,4.777662
864691135360959815,8,3.6051116
864691135360959815,9,1.4780576
864691135360959815,10,1.2910413
864691135360959815,11,1.3311687
864691135360959815,12,1.6732756
864691135360959815,13,1.53343
864691135360959815,14,2.2208052
864691135360959815,15,3.5319748
864691135361024071,0,0.43799824
864691135361024071,1,1.0836813
864691135361024071,2,1.3163656
864691135361024071,3,1.991736
864691135361024071,4,2.0511544
864691135361024071,5,0.9754735
864691135361024071,6,0.36321497
864691135361024071,7,0.27007544
864691135361024071,8,0.33782724
864691135361024071,9,1.3568962
864691135361024071,10,1.0192468
864691135361024071,11,0.79387933
864691135361024071,12,1.185356
864691135361024071,13,0.9963868
864691135361024071,14,0.428482
864691135361024071,15,0.6630043
864691135361086535,0,0.63487613
864691135361086535,1,1.3579173
864691135361086535,2,1.8166059
864691135361086535,3,4.905694
864691135361086535,4,6.455092
864691135361086535,5,4.317391
864691135361086535,6,2.7566986
864691135361086535,7,1.3274486
864691135361086535,8,1.7600625
864691135361086535,9,2.3954432
864691135361086535,10,3.8353455
864691135361086535,11,6.474215
864691135361086535,12,9.296987
864691135361086535,13,8.375241
864691135361086535,14,3.255069
864691135361086535,15,1.8193474
864691135373408456,0,0.9617189
864691135373408456,1,0.5940513
864691135373408456,2,0.5883683
864691135373408456,3,0.47699064
864691135373408456,4,0.5466771
864691135373408456,5,0.22450013
864691135373408456,6,0.2560366
864691135373408456,7,0.5923642
864691135373408456,8,0.26960608
864691135373408456,9,0.20878632
864691135373408456,10,0.17513709
864691135373408456,11,0.24605295
864691135373408456,12,0.5405245
864691135373408456,13,0.22155233
864691135373408456,14,0.21888082
864691135373408456,15,0.5587479
864691135374011080,0,0.20639598
864691135374011080,1,0.15301648
864691135374011080,2,0.106559895
864691135374011080,3,0.33408955
864691135374011080,4,0.38855177
864691135374011080,5,0.41295686
864691135374011080,6,0.2009141
864691135374011080,7,0.24798222
864691135374011080,8,0.37573737
864691135374011080,9,0.26437345
864691135374011080,10,0.32585788
864691135374011080,11,0.43714944
864691135374011080,12,0.2613731
864691135374011080,13,0.22899887
864691135374011080,14,0.22419593
864691135374011080,15,0.15343308
864691135374039752,0,1.0765377
864691135374039752,1,1.1401265
864691135374039752,2,1.3028636
864691135374039752,3,1.0333056
864691135374039752,4,0.6150581
864691135374039752,5,0.77727044
864691135374039752,6,0.7208831
864691135374039752,7,0.5368609
864691135374039752,8,1.2837502
864691135374039752,9,0.93698055
864691135374039752,10,1.3618007
864691135374039752,11,0.59159833
864691135374039752,12,0.7696668
864691135374039752,13,0.6435291
864691135374039752,14,0.6856406
864691135374039752,15,0.76579314
864691135368012281,0,0.5803399
864691135368012281,1,0.9233718
864691135368012281,2,0.5048148
864691135368012281,3,0.9090291
864691135368012281,4,0.8629793
864691135368012281,5,1.0220009
864691135368012281,6,0.8956362
864691135368012281,7,0.85246027
864691135368012281,8,0.9319533
864691135368012281,9,1.6281617
864691135368012281,10,1.703903
864691135368012281,11,1.9040861
864691135368012281,12,3.1066163
864691135368012281,13,1.6068518
864691135368012281,14,1.8722441
864691135368012281,15,0.64350796
864691135368066297,0,0.37832
864691135368066297,1,0.31880566
864691135368066297,2,0.8814551
864691135368066297,3,0.49192172
864691135368066297,4,0.68911076
864691135368066297,5,0.9635399
864691135368066297,6,0.4544437
864691135368066297,7,0.58960617
864691135368066297,8,0.39242917
864691135368066297,9,0.64966524
864691135368066297,10,0.24390194
864691135368066297,11,0.35819206
864691135368066297,12,1.0422131
864691135368066297,13,0.6358997
864691135368066297,14,0.7992128
864691135368066297,15,1.1287858
864691135374752329,0,2.8764634
864691135374752329,1,2.0499806
864691135374752329,2,1.1073145
864691135374752329,3,1.1551319
864691135374752329,4,3.5766048
864691135374752329,5,3.1056452
864691135374752329,6,1.7177395
864691135374752329,7,1.3659433
864691135374752329,8,0.7973075
864691135374752329,9,2.1283956
864691135374752329,10,3.298706
864691135374752329,11,2.4301038
864691135374752329,12,3.1865516
864691135374752329,13,5.4508753
864691135374752329,14,3.5076733
864691135374752329,15,4.5195436
864691135975377775,0,1.1955497
864691135975377775,1,0.6224833
864691135975377775,2,1.4382902
864691135975377775,3,0.20205307
864691135975377775,4,0.12410887
864691135975377775,5,0.7195401
864691135975377775,6,0.48462993
