pt_root_id,nucleus_id,cell_type,tuning_type,layer,axon_proof,dendr_proof,pref_ori,pial_dist_x,pial_dist_y,pial_dist_z
864691135807277597,191621,exc,not_matched,L4,non,non,0,530.2887282691325,282.40275655696445,625.7200000000001
864691135874456206,396067,exc,not_matched,L4,non,non,0,921.9504754683427,337.16270517693664,658.5200000000001
864691135946367012,225415,inh,not_matched,L23,non,non,0,567.986570699406,236.29689328446653,682.8400000000001
864691135816494671,360000,inh,not_matched,L23,non,non,0,866.0438622467934,175.7719823515645,1023.6400000000002
864691135786545860,391162,exc,selective,L23,non,non,0,934.7423156919848,188.01403178125125,898.5600000000003
864691136084469356,358831,exc,not_matched,L23,non,non,0,862.9109229125354,166.0539486446947,674.4400000000002
864691135156852068,390337,exc,not_selective,L23,non,non,6,895.5721784148883,134.92611381780665,688.9200000000002
864691135576166942,221238,inh,not_matched,L23,non,non,0,590.9205436282738,94.5884774239469,904.3200000000003
864691135763941174,223016,exc,selective,L23,clean,extended,7,613.3947827500391,104.2640549208051,927.8800000000002
864691136488446226,222257,exc,selective,L23,clean,extended,0,547.7387496039802,131.41306476506318,711.8800000000001
864691135701537659,152377,exc,not_matched,L23,non,non,0,439.6583695809617,83.92453075863287,1023.9200000000003
864691136273004222,153281,exc,not_matched,L23,non,non,0,478.27946722176114,142.55368283351646,809.3600000000002
