Population,0
ET,2412
EU,1755
E,4167
XT,1148
XU,719
X,1867
I,568
ET_0,657
ET_1,340
ET_2,330
ET_3,314
ET_4,258
ET_5,226
ET_6,152
ET_7,135
XT_0,216
XT_1,190
XT_2,163
XT_3,123
XT_4,120
XT_5,119
XT_6,112
XT_7,105
